InteractionNumber,ElapsedTime,SplitTime
1,0.6033745
2,1.026371,0.4229965
3,1.389473,0.363102
4,3.069935,1.680462
5,3.92099,0.8510551
6,5.738544,1.817554
7,6.415386,0.6768417
8,7.540886,1.1255
9,8.018108,0.4772224
10,8.443481,0.4253731
11,8.895401,0.4519196
12,9.296616,0.4012146
13,9.973183,0.6765671
14,10.72458,0.7513962
15,11.05141,0.3268318
16,11.8026,0.751194
17,12.87706,1.074459
18,13.31953,0.4424706
19,13.79562,0.4760895
20,14.86227,1.066647
21,16.1996,1.337326
22,18.79443,2.59483
23,19.90965,1.115223
24,21.12665,1.217003
25,21.63975,0.5130997
26,22.07934,0.4395905
27,23.22976,1.150417
28,23.8698,0.6400375
29,25.27367,1.403877
30,25.70142,0.4277496
31,26.22601,0.5245819
32,27.30494,1.078934
33,28.019,0.7140579
34,28.90071,0.8817139
35,30.39973,1.499016
36,31.31299,0.9132614
37,31.82656,0.5135727
38,32.20337,0.3768082
39,32.76569,0.5623245
40,33.37744,0.6117477
41,34.55704,1.179596
42,35.66001,1.102974
43,36.36283,0.7028198
44,37.0036,0.64077
45,37.39052,0.3869171
46,38.49337,1.102852
47,40.03593,1.542557
48,41.97871,1.94278
49,42.47822,0.4995117
50,43.1321,0.6538773
51,43.69297,0.5608749
52,44.80873,1.115761
53,46.77648,1.967751
54,48.35664,1.580162
55,50.23624,1.879601
56,51.77624,1.539993
57,52.4039,0.6276627
58,53.56887,1.16497
59,54.54573,0.97686
60,54.99703,0.4513016
61,55.93752,0.9404907
62,56.86309,0.9255676
63,58.34213,1.479042
64,59.00717,0.6650391
65,59.64505,0.6378784
66,60.1086,0.4635544
67,60.62316,0.5145569
68,61.21133,0.5881729
69,61.96524,0.7539063
70,63.71935,1.754105
71,64.37772,0.6583786
72,64.94226,0.564537
73,66.34711,1.404854
74,67.20103,0.85392
75,70.25882,3.057785
76,70.63622,0.3774033
77,71.40213,0.7659073
78,71.85168,0.4495468
79,72.51574,0.6640625
80,73.78118,1.265442
81,74.2567,0.4755173
82,76.28555,2.028847
83,76.67277,0.3872223
84,77.35148,0.6787109
85,78.91862,1.567146
86,79.87001,0.9513855
87,81.62475,1.754738
88,82.13921,0.5144653
89,83.15418,1.014969
90,83.70362,0.5494385
91,85.25906,1.555443
92,86.76018,1.501114
93,87.71219,0.9520111
94,88.92833,1.216141
95,89.69286,0.7645264
96,90.58414,0.8912811
97,91.39825,0.8141174
98,93.2538,1.855545
99,93.75421,0.500412
100,94.34276,0.5885468
101,95.54375,1.200989
