time,phase,posX,posY,posZ,rotX,rotY,rotZ
0,0,-0.1504932,1.759725,-0.2093205,-9.636597,175.2488,0.5335225
0.01454163,0,-0.1497114,1.759975,-0.2089691,-9.81012,175.3417,0.5625942
0.02973938,0,-0.1489319,1.760075,-0.2085355,-9.944458,175.449,0.6047579
0.04452515,0,-0.1480395,1.7601,-0.2080418,-10.02264,175.5833,0.6281014
0.05903625,0,-0.1471776,1.760194,-0.2074905,-10.0607,175.7112,0.6110573
0.07330322,0,-0.1462071,1.760371,-0.2069772,-10.12396,175.8751,0.6020486
0.08865356,0,-0.1452258,1.760629,-0.2065391,-10.19461,176.0251,0.6008527
0.1037445,0,-0.1442636,1.760756,-0.2060647,-10.26874,176.1584,0.6517597
0.1183014,0,-0.143161,1.7609,-0.2054243,-10.30759,176.2857,0.7068384
0.1326447,0,-0.1420695,1.761012,-0.204749,-10.33514,176.3925,0.7588068
0.1486511,0,-0.1398929,1.761308,-0.2035736,-10.38385,176.6215,0.8516337
0.1632385,0,-0.1387441,1.761534,-0.2028992,-10.40369,176.7225,0.8735822
0.1785431,0,-0.1374989,1.761738,-0.2023043,-10.47983,176.8373,0.8883325
0.1938324,0,-0.1363308,1.761958,-0.2015279,-10.60425,176.9467,0.9056147
0.2085114,0,-0.1351322,1.762254,-0.2007519,-10.75177,177.0387,0.9255723
0.2234192,0,-0.1339133,1.762621,-0.1999346,-10.89676,177.141,0.9473411
0.2388763,0,-0.1326222,1.76293,-0.1990589,-11.03845,177.2341,0.9494209
0.2529907,0,-0.1313223,1.763178,-0.1980734,-11.1767,177.3325,0.9195565
0.2693329,0,-0.130112,1.763315,-0.1970377,-11.29276,177.3978,0.8732167
0.2850647,0,-0.1287547,1.763391,-0.1960143,-11.39478,177.5081,0.8247923
0.2996521,0,-0.1273312,1.763409,-0.1949724,-11.45755,177.6043,0.7880319
0.3144989,0,-0.1245565,1.76346,-0.1928843,-11.55481,177.7449,0.7841783
0.3301697,0,-0.123215,1.763633,-0.191772,-11.5376,177.7765,0.8087062
0.3457184,0,-0.1217012,1.76362,-0.190741,-11.51215,177.8336,0.8147693
0.3603516,0,-0.1201456,1.763526,-0.1897255,-11.46033,177.8701,0.843676
0.3747711,0,-0.118603,1.763343,-0.1885786,-11.36047,177.8998,0.8652058
0.3906555,0,-0.1169721,1.76324,-0.1874711,-11.24625,177.9337,0.8626114
0.4059448,0,-0.1153185,1.763283,-0.186418,-11.19598,177.9736,0.8545135
0.421524,0,-0.1137226,1.763374,-0.1854245,-11.18994,177.9888,0.8584509
0.4360352,0,-0.1120519,1.763511,-0.184383,-11.16705,177.9969,0.8953405
0.4519043,0,-0.110258,1.763439,-0.1832823,-11.09579,177.9953,0.9209132
0.4672546,0,-0.1084926,1.763213,-0.1820698,-10.96222,177.9861,0.9222707
0.4822693,0,-0.104884,1.762548,-0.1797647,-10.67868,177.9774,0.9313205
0.4966431,0,-0.1030683,1.762251,-0.17855,-10.40613,177.9607,0.9082443
0.5127563,0,-0.101264,1.762208,-0.1774656,-10.19946,177.963,0.8934133
0.52771,0,-0.09941795,1.762292,-0.1764465,-10.0806,177.9824,0.9020775
0.5422058,0,-0.09768584,1.762199,-0.1754263,-10.03421,178.001,0.9349774
0.5563812,0,-0.09587577,1.761976,-0.1742633,-9.952606,178.0529,0.9166888
0.572525,0,-0.09408531,1.761891,-0.1729863,-9.891052,178.1117,0.8950023
0.5875854,0,-0.09226435,1.761921,-0.1717332,-9.88446,178.1902,0.8748426
0.6037903,0,-0.09043619,1.762196,-0.1705413,-9.962036,178.2925,0.8840156
0.6185913,0,-0.0886853,1.762364,-0.1692546,-10.13782,178.3769,0.914881
0.6326752,0,-0.08678579,1.762447,-0.1679694,-10.31567,178.5042,0.9156733
0.6485596,0,-0.08488473,1.762516,-0.1666693,-10.45834,178.6403,0.9213935
0.66362,0,-0.08098009,1.76278,-0.1640873,-10.70016,178.8816,0.9140521
0.6789093,0,-0.07902524,1.762827,-0.1627985,-10.82895,179.0008,0.959062
0.6930084,0,-0.07701173,1.762654,-0.1615776,-10.96048,179.0999,1.014913
0.708847,0,-0.07494396,1.762416,-0.1603203,-11.02139,179.2089,1.078978
0.7244263,0,-0.0729264,1.762069,-0.1590498,-11.02972,179.2956,1.157342
0.7392578,0,-0.07096595,1.761455,-0.1577313,-10.96609,179.3723,1.238721
0.7538605,0,-0.06908974,1.760578,-0.1562922,-10.86578,179.4155,1.327818
0.7702332,0,-0.06740758,1.759683,-0.1545568,-10.65335,179.4886,1.408842
0.785614,0,-0.06596157,1.759043,-0.1527193,-10.43469,179.5751,1.445805
0.8001251,0,-0.06461573,1.758689,-0.1507119,-10.21484,179.7086,1.432399
0.815567,0,-0.06204054,1.757756,-0.1466906,-9.978333,179.955,1.373878
0.8306274,0,-0.06116223,1.757443,-0.1443494,-9.942749,-179.9353,1.304242
0.8462524,0,-0.06051525,1.757197,-0.1416701,-9.899414,-179.8657,1.311126
0.8616486,0,-0.05996406,1.756794,-0.1387083,-9.7677,-179.8224,1.384087
0.8755188,0,-0.05959794,1.756314,-0.1353948,-9.557098,-179.8257,1.480025
0.8912354,0,-0.05939806,1.755753,-0.1316828,-9.245026,-179.8414,1.603806
0.9063568,0,-0.05929729,1.754997,-0.1276496,-8.888824,-179.8734,1.707935
0.921463,0,-0.05934289,1.754172,-0.1234287,-8.520477,-179.9114,1.75812
0.9360046,0,-0.05952832,1.753578,-0.1190119,-8.170593,-179.9494,1.793972
0.9519348,0,-0.059899,1.752989,-0.1143799,-7.903992,179.9828,1.785353
0.9667969,0,-0.06036463,1.752487,-0.109668,-7.686279,179.8867,1.811578
0.9824371,0,-0.06101257,1.752006,-0.1048256,-7.520264,179.7518,1.822579
0.9963531,0,-0.06242007,1.751187,-0.09508775,-7.184509,179.4989,1.822895
1.012604,0,-0.06335047,1.750693,-0.08991905,-7.11026,179.3206,1.723038
1.027359,0,-0.06439957,1.750108,-0.08469947,-6.997986,179.155,1.639807
1.042725,0,-0.06559986,1.749268,-0.07938407,-6.8479,178.9676,1.550466
1.057388,0,-0.0670194,1.748343,-0.07397176,-6.601532,178.7593,1.485711
1.071777,0,-0.06854361,1.747232,-0.06858994,-6.308838,178.5688,1.423303
1.087326,0,-0.07022715,1.745974,-0.06324594,-5.945251,178.3918,1.366563
1.102631,0,-0.07194579,1.744761,-0.05783357,-5.571381,178.2449,1.259436
1.117813,0,-0.07380649,1.743455,-0.05230712,-5.226593,178.1087,1.123438
1.132065,0,-0.0757626,1.742266,-0.04684948,-4.933289,178.0011,1.016018
1.148163,0,-0.07783484,1.740986,-0.04142128,-4.710846,177.88,0.9459816
1.163422,0,-0.08000448,1.739464,-0.03591808,-4.508179,177.7642,0.9051153
1.178497,0,-0.08451396,1.736231,-0.02494254,-4.025635,177.5417,0.8523219
1.192688,0,-0.08699176,1.734591,-0.01937656,-3.664948,177.4427,0.9377994
1.208221,0,-0.08954343,1.73342,-0.01393794,-3.228333,177.3201,1.057667
1.223557,0,-0.09219494,1.732829,-0.008527774,-2.729462,177.1878,1.180379
1.238586,0,-0.09476319,1.732129,-0.003172446,-2.325348,177.0711,1.279953
1.252502,0,-0.09726477,1.730807,0.002132725,-1.942902,176.9839,1.28719
1.268082,0,-0.09971553,1.729259,0.007860433,-1.499207,176.9087,1.277813
1.283356,0,-0.1019529,1.727587,0.01369391,-1.049286,176.8338,1.199007
1.297714,0,-0.1041071,1.725887,0.01960493,-0.544281,176.7699,1.088641
1.312271,0,-0.1062801,1.724953,0.02547921,-0.03375244,176.6985,1.043397
1.327438,0,-0.1083202,1.724476,0.03133292,0.3701812,176.6123,1.003862
1.342606,0,-0.1100196,1.72419,0.03725917,0.7008961,176.534,0.9574609
1.356277,0,-0.1115086,1.724482,0.04332499,0.9712833,176.4211,0.8771414
1.372192,0,-0.1127291,1.725049,0.04943268,1.17843,176.3263,0.6956761
1.386536,0,-0.1137398,1.725712,0.05557577,1.404081,176.2876,0.4615936
1.401611,0,-0.1157256,1.72698,0.06819955,1.881181,176.1827,0.1094363
1.415558,0,-0.1163009,1.727663,0.07485798,2.125365,176.1715,-0.002973424
1.430313,0,-0.1168411,1.72844,0.08163846,2.394589,176.1384,-0.007446289
1.446548,0,-0.1172398,1.729262,0.08863498,2.629113,176.1255,0.07932007
1.460068,0,-0.1177242,1.730138,0.09570703,2.779223,176.0873,0.1551376
1.474487,0,-0.1179424,1.730829,0.1027145,2.826769,176.0957,0.2318176
