time,phase,posX,posY,posZ,rotX,rotY,rotZ
0,0,-0.3432864,1.491818,1.228067,-1.537811,-3.72876,-0.4743652
0.01620865,0,-0.3437731,1.491671,1.228994,-1.422058,-3.737823,-0.4562073
0.03156281,0,-0.3443754,1.491552,1.229983,-1.366272,-3.748474,-0.4371338
0.04764175,0,-0.3454447,1.491142,1.232026,-1.236176,-3.749054,-0.4153748
0.06355286,0,-0.3460098,1.490927,1.233086,-1.190247,-3.754272,-0.3990173
0.07917786,0,-0.3471708,1.490394,1.23516,-1.040955,-3.746002,-0.4058533
0.09495163,0,-0.3477695,1.490198,1.236168,-0.957428,-3.733368,-0.4112549
0.1111221,0,-0.3490475,1.489944,1.238393,-0.8457642,-3.697021,-0.4241943
0.1269646,0,-0.3496842,1.489902,1.239568,-0.8182373,-3.687958,-0.4079285
0.1431351,0,-0.35033,1.489676,1.240744,-0.797699,-3.683136,-0.3901367
0.1596146,0,-0.3516783,1.489246,1.243081,-0.7109985,-3.649536,-0.3917847
0.1754532,0,-0.3523635,1.489088,1.244252,-0.6644287,-3.631836,-0.3982239
0.1913338,0,-0.3538527,1.488849,1.246773,-0.6161194,-3.570251,-0.4117432
0.20821,0,-0.3545902,1.488824,1.248149,-0.6227722,-3.528137,-0.4167175
0.2238388,0,-0.3560655,1.488659,1.250856,-0.6117859,-3.461578,-0.417572
0.240387,0,-0.3568709,1.488417,1.252301,-0.6082764,-3.421173,-0.4316406
0.2562943,0,-0.3585533,1.487938,1.255173,-0.5202332,-3.330902,-0.471405
0.2725067,0,-0.35943,1.487568,1.25659,-0.4051514,-3.312256,-0.501709
0.2892456,0,-0.3612942,1.486853,1.259727,-0.1973877,-3.227753,-0.5267944
0.3056679,0,-0.3622095,1.486374,1.261477,-0.07504272,-3.205902,-0.502594
0.3217201,0,-0.3641342,1.485657,1.264964,0.1340722,-3.136536,-0.5211182
0.3385124,0,-0.3651337,1.484981,1.266925,0.2391508,-3.108337,-0.5142517
0.3548431,0,-0.3672233,1.483631,1.270793,0.4727034,-3.056976,-0.5122986
0.3717575,0,-0.3683765,1.483072,1.272816,0.6733223,-3.049866,-0.4874878
0.388195,0,-0.370629,1.482268,1.277109,0.9366087,-3.03067,-0.4538574
0.405262,0,-0.3718234,1.481854,1.279509,1.002173,-3.056091,-0.478241
0.4222641,0,-0.3742029,1.480715,1.28434,1.177369,-3.0914,-0.5284729
0.4383545,0,-0.3754369,1.479822,1.286906,1.269858,-3.112976,-0.5957031
0.4549026,0,-0.3777667,1.478257,1.292115,1.470458,-3.153381,-0.6239014
0.4720917,0,-0.3789147,1.477375,1.294929,1.546845,-3.192474,-0.6247559
0.4880219,0,-0.3812863,1.475681,1.301035,1.587534,-3.270264,-0.6600647
0.5052223,0,-0.3825195,1.474655,1.304555,1.465891,-3.290741,-0.7271729
0.5214882,0,-0.3847858,1.472891,1.311653,1.399239,-3.330505,-0.7803955
0.5387115,0,-0.3858005,1.472424,1.315589,1.414506,-3.355835,-0.7733459
0.5549889,0,-0.3878833,1.471298,1.32376,1.493692,-3.416534,-0.767395
0.5721359,0,-0.3888346,1.470731,1.328257,1.61698,-3.438568,-0.7244263
0.5883636,0,-0.3898239,1.469985,1.332597,1.803829,-3.47525,-0.6763
0.6044846,0,-0.3917344,1.468768,1.341657,2.223274,-3.586395,-0.6199951
0.6208801,0,-0.3926938,1.468293,1.346558,2.531174,-3.665771,-0.5826416
0.637249,0,-0.3944912,1.466864,1.356613,3.002816,-3.758087,-0.5489197
0.6541367,0,-0.3952383,1.465643,1.361872,3.215478,-3.782135,-0.519165
0.6696854,0,-0.3967983,1.463459,1.372902,3.549521,-3.82016,-0.4759216
0.6860924,0,-0.3975027,1.462425,1.379062,3.565558,-3.829254,-0.4408264
0.7023201,0,-0.3987786,1.46062,1.391563,3.640193,-3.88858,-0.3961182
0.7187653,0,-0.3993562,1.459378,1.39812,3.541752,-3.896637,-0.4353638
0.7348061,0,-0.4003912,1.456688,1.411347,3.611995,-3.921295,-0.5101013
0.7512207,0,-0.4008155,1.455066,1.418286,3.716379,-3.93158,-0.5619812
0.7675858,0,-0.4014341,1.452149,1.432479,3.987874,-4.003052,-0.6277161
0.7841339,0,-0.4014762,1.450881,1.440064,4.163013,-4.040344,-0.657074
0.8002281,0,-0.401544,1.449705,1.447759,4.283955,-4.040192,-0.7266846
0.8166809,0,-0.4014352,1.44718,1.463606,4.422447,-4.051697,-0.8190918
0.8325729,0,-0.4012333,1.446078,1.472008,4.366449,-4.041168,-0.9098206
0.849659,0,-0.400676,1.443821,1.48897,4.296247,-4.030701,-1.08316
0.8655815,0,-0.3998902,1.443145,1.49759,4.244214,-4.002167,-1.148254
0.8822594,0,-0.3985044,1.441977,1.515433,4.236964,-3.912262,-1.187775
0.8981361,0,-0.3975538,1.441954,1.524729,4.236898,-3.893921,-1.109497
0.9145203,0,-0.3957246,1.442391,1.543635,4.195178,-3.927948,-1.006805
0.9316673,0,-0.3946855,1.443067,1.553199,4.140811,-4.029388,-0.9440613
0.9481773,0,-0.3924546,1.444777,1.572773,4.207007,-4.204163,-0.8239441
0.9638443,0,-0.3911742,1.447972,1.583305,4.52447,-4.407196,-0.6410217
0.9803963,0,-0.3887908,1.453134,1.603767,4.318875,-4.79715,-0.4461975
0.9966545,0,-0.3878106,1.45224,1.612867,4.155185,-4.980011,-0.6123962
1.012859,0,-0.3852808,1.452037,1.63176,4.159702,-5.053101,-0.6051025
1.029446,0,-0.3842412,1.452407,1.64069,4.619972,-4.899719,-0.7084045
1.045803,0,-0.3822298,1.453913,1.659337,5.181391,-4.878906,-0.7841797
1.062271,0,-0.3814825,1.455176,1.668959,5.24689,-4.915833,-0.8525391
1.078541,0,-0.380828,1.456495,1.678861,5.076232,-4.917877,-0.9990845
1.094963,0,-0.3795609,1.459007,1.698502,4.850484,-4.897491,-1.246918
1.111122,0,-0.3791996,1.459842,1.707968,4.76876,-4.885132,-1.450073
1.127602,0,-0.3785284,1.46202,1.72724,4.910583,-4.862427,-1.72229
1.143875,0,-0.3784563,1.462848,1.736691,5.120082,-4.87735,-1.814453
1.160835,0,-0.3782694,1.464424,1.756052,5.488679,-4.972748,-1.869263
1.176918,0,-0.3782771,1.464935,1.765757,5.750434,-5.097168,-1.714447
1.193108,0,-0.3784535,1.465888,1.785465,6.070875,-5.292664,-1.593994
1.209702,0,-0.3786927,1.466069,1.795564,6.066865,-5.397186,-1.500732
1.225979,0,-0.3793339,1.466383,1.815972,6.024747,-5.591217,-1.407532
1.242619,0,-0.3797308,1.465882,1.826228,5.890871,-5.690155,-1.345703
1.259182,0,-0.3804215,1.465057,1.847361,5.868653,-5.855103,-1.20163
1.275379,0,-0.380821,1.464073,1.858185,5.892268,-5.871368,-1.118347
1.291679,0,-0.3815884,1.462152,1.879722,5.97484,-5.893494,-0.9684143
1.308353,0,-0.3820474,1.461012,1.89077,6.022012,-5.846619,-0.8273621
1.324738,0,-0.3832103,1.458668,1.913289,5.998309,-5.830505,-0.658844
1.341225,0,-0.3838569,1.457321,1.924937,5.951557,-5.78598,-0.5859375
1.357834,0,-0.3852785,1.454299,1.948274,5.871557,-5.633209,-0.4914551
1.374092,0,-0.3861532,1.452671,1.960193,5.823931,-5.500153,-0.4440308
1.390568,0,-0.3882032,1.449684,1.984176,5.766512,-5.335938,-0.2863159
1.407406,0,-0.3896354,1.448357,1.996451,5.634716,-5.286682,-0.2742004
1.424042,0,-0.3924923,1.445363,2.020982,5.435915,-5.150879,-0.1887817
1.440918,0,-0.3942506,1.444233,2.033476,5.307294,-5.055023,-0.1159973
1.457321,0,-0.3977591,1.4423,2.058614,5.140189,-4.881348,-0.05758667
1.474129,0,-0.399773,1.442625,2.071077,5.224909,-4.73999,-0.1410217
1.49073,0,-0.40372,1.442577,2.095512,5.470769,-4.413452,-0.3499756
1.507744,0,-0.4057829,1.443507,2.107445,5.840551,-4.114716,-0.4996948
1.524586,0,-0.4096896,1.4472,2.132499,6.399319,-3.652435,-0.5916443
1.541061,0,-0.4113377,1.452218,2.145795,6.282735,-3.385651,-0.467041
1.557678,0,-0.4132626,1.45403,2.158627,5.61254,-3.098267,-0.5275879
1.573914,0,-0.4168338,1.455529,2.183245,4.565746,-2.510559,-0.5339966
1.590435,0,-0.4182675,1.455182,2.195282,4.124546,-2.233093,-0.1677856
1.606976,0,-0.4209886,1.457595,2.219624,3.986906,-1.88028,0.6389908
1.623638,0,-0.4220903,1.459774,2.231861,4.370055,-1.952972,1.066998
1.639866,0,-0.4246188,1.462062,2.256204,4.650711,-1.816528,1.382936
1.656364,0,-0.4257411,1.462385,2.268342,4.853501,-1.666565,1.497683
1.672428,0,-0.4282045,1.463929,2.292702,4.996689,-1.312622,1.509913
1.689342,0,-0.4293645,1.464797,2.305083,5.063657,-1.118408,1.301269
1.706188,0,-0.4314508,1.466125,2.329614,5.170478,-0.8293152,1.276564
1.722664,0,-0.4324665,1.466048,2.341624,5.225701,-0.7242737,1.223325
1.738987,0,-0.4344,1.465717,2.365739,5.35295,-0.4642639,1.174578
1.75544,0,-0.4354559,1.465163,2.377818,5.443846,-0.2843018,1.065291
1.772144,0,-0.4374342,1.46441,2.402134,5.611502,0.04415227,0.8225182
1.788681,0,-0.4385309,1.463873,2.414523,5.632172,0.2071533,0.6596159
1.805061,0,-0.4405228,1.462536,2.439256,5.64473,0.4721085,0.4605799
1.822186,0,-0.4413666,1.461612,2.451816,5.545011,0.5585031,0.4475737
1.838154,0,-0.443133,1.45945,2.476944,5.399027,0.7850576,0.4044639
1.854744,0,-0.4439964,1.457935,2.489778,5.307717,0.8203869,0.4536927
1.871101,0,-0.4456672,1.454987,2.515596,5.13336,0.8897999,0.474153
1.888222,0,-0.4463421,1.453277,2.528736,5.043647,0.859801,0.449079
1.904202,0,-0.4475691,1.44981,2.55491,4.926864,0.9125961,0.4001447
1.921143,0,-0.447917,1.448224,2.568025,4.903225,0.9321712,0.3605878
1.937294,0,-0.4484065,1.445113,2.59454,4.777717,0.9365394,0.3673778
1.953663,0,-0.4484389,1.444576,2.608401,4.737696,0.8405658,0.5526624
1.970421,0,-0.4484685,1.444066,2.6361,4.643643,0.5488543,0.7923785
1.986931,0,-0.4483505,1.443785,2.650007,4.542739,0.2816153,0.7464847
2.003407,0,-0.4478183,1.443094,2.677319,4.635578,-0.02963257,0.7103613
2.020149,0,-0.4475018,1.444192,2.690904,4.852932,-0.2213135,0.7685868
2.037361,0,-0.4470297,1.447739,2.718823,5.367356,-0.6988525,0.9304267
2.053101,0,-0.446865,1.451167,2.732423,5.02321,-1.050812,0.9188806
2.069958,0,-0.4470472,1.450248,2.75791,4.615237,-1.488525,0.3565558
2.086693,0,-0.4470304,1.448249,2.770222,4.49495,-1.376434,0.1227831
2.103241,0,-0.4478834,1.452121,2.795225,5.044129,-1.254944,-0.2708435
2.120182,0,-0.4490292,1.457265,2.80809,5.656059,-1.118866,-0.930603
2.13678,0,-0.4507854,1.460907,2.832207,6.159858,-1.090851,-1.722015
2.15321,0,-0.4517264,1.462043,2.844185,6.35642,-1.036469,-1.795715
2.170002,0,-0.4537342,1.466944,2.868581,6.467551,-1.043762,-1.840271
2.187229,0,-0.4549909,1.469132,2.880726,6.285264,-1.130341,-1.909454
2.203648,0,-0.4573074,1.472513,2.904589,6.311081,-1.196747,-1.877167
2.221237,0,-0.4583303,1.473215,2.916645,6.260983,-1.235718,-1.746887
2.237133,0,-0.4605515,1.4745,2.941006,6.139826,-1.257782,-1.582672
2.253578,0,-0.4615526,1.474534,2.953582,5.842175,-1.263885,-1.204376
2.2701,0,-0.4625559,1.474509,2.966427,5.394349,-1.286804,-0.771698
2.286701,0,-0.4648918,1.474328,2.992096,4.789945,-1.350769,-0.1818237
2.303082,0,-0.4661076,1.473822,3.005314,4.487958,-1.362549,0.156383
2.319588,0,-0.4686079,1.47201,3.031658,4.091622,-1.400391,0.6706784
2.33614,0,-0.4700191,1.470465,3.045174,4.085186,-1.431213,0.8498728
2.35244,0,-0.472826,1.467477,3.072405,4.012171,-1.47818,1.141971
2.369198,0,-0.4744598,1.466058,3.086236,4.108575,-1.491425,1.109004
2.385574,0,-0.4782231,1.462505,3.113499,4.208764,-1.600677,1.177695
2.402325,0,-0.4804595,1.460233,3.127176,4.31961,-1.76651,1.195719
2.418655,0,-0.4850594,1.456473,3.154779,4.385856,-2.079834,1.275761
2.435413,0,-0.4875554,1.455314,3.169052,4.270982,-2.270508,1.360449
2.451641,0,-0.4926374,1.45305,3.197321,4.133255,-2.57547,1.414579
2.468281,0,-0.495429,1.453272,3.211863,4.18739,-2.639832,1.209706
2.48526,0,-0.5011899,1.452613,3.240097,4.185406,-2.655487,0.7474259
2.501671,0,-0.5038747,1.451771,3.253843,4.338177,-2.532562,0.4944065
2.51812,0,-0.5091887,1.451935,3.281436,4.451767,-2.518219,0.4105461
2.534748,0,-0.5115198,1.454688,3.295765,4.665346,-2.544586,0.4617429
2.551262,0,-0.5162363,1.457976,3.323613,4.262969,-2.466675,0.2188495
2.567574,0,-0.5184017,1.457244,3.33719,3.798349,-2.249115,-0.08834839
