time,phase,posX,posY,posZ,rotX,rotY,rotZ
0,0,0.2114364,1.75472,0.1560352,-7.629242,4.272206,0.3506386
0.01385498,0,0.2103779,1.754215,0.1569446,-7.595734,4.265344,0.4028014
0.02865601,0,0.2092988,1.753603,0.1578721,-7.552429,4.269227,0.4407586
0.04267883,0,0.2082213,1.753213,0.1587097,-7.477722,4.296976,0.4760375
0.05667114,0,0.2071329,1.752858,0.1595939,-7.428589,4.33147,0.4951053
0.06997681,0,0.2060726,1.752573,0.1605051,-7.366974,4.368726,0.518851
0.08453369,0,0.2050492,1.752351,0.1614117,-7.331451,4.397576,0.559577
0.09870911,0,0.2039992,1.752043,0.1623288,-7.320496,4.444558,0.6070468
0.1122589,0,0.2029084,1.751817,0.1631859,-7.302246,4.494314,0.6448381
0.1280518,0,0.2017819,1.751699,0.1640654,-7.284851,4.546896,0.6760848
0.1410828,0,0.2006453,1.751635,0.164921,-7.291809,4.62433,0.6929231
0.1544495,0,0.1995196,1.751483,0.1658064,-7.328278,4.69227,0.7040027
0.1693573,0,0.1983568,1.751151,0.1666824,-7.372406,4.760984,0.7117547
0.183197,0,0.1971316,1.750843,0.1675766,-7.405304,4.826468,0.7182713
0.1972046,0,0.1958993,1.750497,0.1684639,-7.432404,4.873943,0.7501549
0.2111969,0,0.194644,1.750081,0.169439,-7.454468,4.913301,0.8003747
0.2259216,0,0.1933541,1.749698,0.170367,-7.464874,4.938424,0.8307692
0.2404938,0,0.1920011,1.749364,0.1713052,-7.481171,4.94982,0.8558207
0.2536469,0,0.1906092,1.749029,0.1723,-7.514099,4.972674,0.858291
0.2688141,0,0.1878256,1.748414,0.1743636,-7.572388,4.982141,0.8687516
0.2896423,0,0.1863799,1.748193,0.1754519,-7.540894,4.974886,0.8762246
0.3039398,0,0.1849305,1.748159,0.1766236,-7.515442,4.968985,0.9150229
0.318573,0,0.1834788,1.748,0.1778569,-7.490875,4.955557,0.9400747
0.3321991,0,0.1820035,1.747882,0.1790785,-7.418365,4.955814,0.9794762
0.3473663,0,0.1806408,1.747546,0.1803626,-7.33194,4.919684,1.034231
0.3618774,0,0.1791713,1.747075,0.1817752,-7.217896,4.904662,1.06876
0.3756256,0,0.177743,1.746656,0.1832103,-7.061035,4.893052,1.068242
