time1,dist1,rmse1,sign1,dx_std1,angle_mean1,angle_std1,not_on_line_count1,not_looking_count1,not_looking_frame1
   7.599991,   7.042345,   0.087995,15,   0.003061, 175.959965,   2.372241,0,0,0
   7.559990,   7.059300,   0.052393,19,   0.002975, 177.013496,   2.648379,0,0,0
   7.380000,   7.029601,   0.125879,15,   0.002430, 176.253328,   3.588460,1,0,0
