time2,dist2,rmse2,sign2,dx_std2,angle_mean2,angle_std2,not_on_line_count2,not_looking_count2,not_looking_frame2
   8.879995,   7.161906,   0.160305,18,   0.003738, 176.211519,   4.299521,2,0,0
   8.420000,   7.205866,   0.190598,17,   0.004459, 175.743875,   2.512693,1,0,0
   8.760000,   7.178127,   0.116914,17,   0.004075, 177.252600,   2.174072,1,0,0
