time1,dist1,rmse1,sign1,dx_std1,angle_mean1,angle_std1,not_on_line_count1,not_looking_count1,not_looking_frame1
   7.867029,   3.438804,   0.041141,16,   0.001677,   5.555330,   1.551686,0,4,210
  13.240000,   7.069636,   0.061071,20,   0.001675,   6.058909,   3.002153,0,1,438
  10.980000,   7.053437,   0.059668,17,   0.001804,   3.658125,   1.998333,0,6,176
  10.459990,   7.035794,   0.043698,19,   0.001863,   6.830531,   1.536817,0,3,494
  10.220000,   7.048917,   0.038267,17,   0.002014,   7.372446,   1.238661,0,0,510
   9.300000,   7.033242,   0.029453,17,   0.002042,   7.115269,   1.083063,0,2,456
   9.420000,   7.015706,   0.041257,15,   0.001908,   7.368887,   1.216126,0,1,468
   9.880000,   7.025048,   0.029454,21,   0.001867,   8.527841,   1.366321,0,0,493
   8.740000,   7.021856,   0.030380,14,   0.002157,   6.892893,   1.635246,0,3,374
