time2,dist2,rmse2,sign2,dx_std2,angle_mean2,angle_std2,not_on_line_count2,not_looking_count2,not_looking_frame2
  13.000000,   7.234095,   0.155340,12,   0.002768, 171.207185,   7.958456,2,0,0
  11.679990,   7.120888,   0.116370,18,   0.002194, 175.467111,   2.884377,0,0,0
  10.679990,   7.103024,   0.092157,13,   0.002190, 175.373060,   3.520456,0,0,0
  10.079940,   7.067504,   0.115724,15,   0.002048, 175.377034,   4.829448,1,0,0
