time1,dist1,rmse1,sign1,dx_std1,angle_mean1,angle_std1,not_on_line_count1,not_looking_count1,not_looking_frame1
  52.105870,   7.615288,   0.324082,92,   0.003151,  28.115397,  22.113080,6,7,2396
