time2,dist2,rmse2,sign2,dx_std2,angle_mean2,angle_std2,not_on_line_count2,not_looking_count2,not_looking_frame2
 149.119967,  39.092263,   0.523589,275,   0.003670, 151.537170,  27.384170,12,1,1
 132.139960,  36.490513,   0.556196,198,   0.003526, 150.893170,  25.276871,10,1,1
