time2,dist2,rmse2,sign2,dx_std2,angle_mean2,angle_std2,not_on_line_count2,not_looking_count2,not_looking_frame2
  31.100000,   9.551945,   0.759166,49,   0.003898,  36.188857,  26.005255,1,7,7
  49.180030,  11.322213,   0.618895,90,   0.003090,  37.450978,  28.158944,0,9,9
  44.620000,  10.986597,   0.478363,71,   0.003426,  24.895954,  21.960570,2,15,15
  32.680000,  10.452048,   0.342574,45,   0.003943,  30.288135,  20.344423,4,8,8
  22.820000,   8.851426,   0.483679,34,   0.003427,  26.762767,  15.811634,1,4,4
  27.220000,   9.750060,   0.544715,42,   0.003881,  37.186940,  28.213440,3,6,6
  16.219900,   7.833800,   0.358787,26,   0.003951,  21.804841,  19.240496,2,5,5
