time1,dist1,rmse1,sign1,dx_std1,angle_mean1,angle_std1,not_on_line_count1,not_looking_count1,not_looking_frame1
  18.468930,   3.822932,   0.066490,45,   0.001322, 170.321252,  10.640543,0,1,1
  10.640020,   7.048691,   0.164584,21,   0.001701, 173.543862,   4.573643,2,0,0
  10.259950,   7.045009,   0.157739,19,   0.001837, 173.558056,   3.624482,2,0,0
   9.679990,   7.043628,   0.066177,17,   0.002166, 176.683746,   2.600246,0,0,0
  50.480000,   9.623813,   0.343407,108,   0.002834, 163.857871,  11.110027,4,0,0
