InteractionNumber,ElapsedTime,SplitTime,missCount
-0.6641393,-0.25515,0.4025353,24.12215,317.87,359.0157
-0.5732408,-0.16895,0.3907622,15.7473,335.5314,2.754731
-0.4217893,-0.08565398,0.3301667,6.489681,1.522023,2.758746
-0.3209541,-0.04939858,0.2592296,359.4868,16.36082,2.044115
-0.2161349,-0.01879689,0.1650748,351.011,31.02422,359.7296
-0.127198,8.234079E-05,0.07168078,348.183,47.26741,354.4613
-0.09037151,0.01090884,0.02744862,348.2151,60.0998,352.5564
-0.07434165,0.0119547,-0.0001341533,348.7315,70.37229,352.425
-0.07358516,0.007653831,-0.007638451,351.7932,74.07075,352.9357
-0.07950886,0.007680864,0.004217646,353.1406,71.39759,354.8738
-0.08042217,0.00327917,0.01589925,354.6978,72.08762,353.7676
-0.06267036,-0.004812262,0.02129192,357.3881,74.63406,355.1378
-0.01575629,-0.00936133,0.02511666,358.0934,75.08807,356.5013
0.07678015,-0.02017189,0.03407188,356.0489,71.96728,359.3641
0.1630005,-0.02071311,0.0396123,356.4747,69.74937,359.7137
0.2434607,-0.007490754,0.03825853,354.1123,70.39735,358.2944
0.288,-0.001956869,0.03633206,353.7007,72.09624,357.4189
0.3023774,0.007177883,0.02852228,352.6199,72.03986,358.3715
0.3009806,0.0102385,0.02570798,352.0036,70.84457,357.6292
0.2921722,0.01720858,0.02861303,351.4571,69.31788,358.8818
0.266686,0.01703162,0.02815055,351.2486,69.24399,359.6668
0.2202034,0.01739163,0.02528063,352.5663,69.05038,0.333751
0.1617583,0.01189433,0.01634062,353.0868,69.78526,1.328436
0.08174377,-0.0003353239,-0.0001883712,352.6289,71.67027,1.123037
-0.00121676,-0.008707517,-0.009885342,351.7526,72.68255,359.3669
-0.0599825,-0.01018944,-0.00825464,352.0262,67.55191,0.2264279
-0.1195114,0.00798954,0.009034175,348.2522,40.34719,4.225958
-0.1623435,0.004477816,0.01258398,350.0982,11.99515,7.515676
-0.1895548,0.006792868,0.01128883,349.0384,347.2005,9.068935
-0.1832863,0.002951202,0.01370826,352.0438,342.6464,6.228618
-0.1488519,-0.001612382,0.02477014,355.9921,358.4885,1.239722
-0.122672,-0.002497876,0.02259149,357.292,18.68189,1.08901
-0.1194652,-0.01016879,0.02133825,357.3729,27.21422,0.4930805
-0.1188567,-0.01641406,0.03181702,356.6413,27.64613,0.3892204
-0.09129209,-0.02245065,0.07069106,358.5639,26.69595,0.8772186
-0.04613825,-0.03321389,0.1175529,356.4387,26.85903,0.8622312
0.04357103,-0.04985827,0.2106937,354.8247,26.22052,1.518029
0.09238147,-0.0329932,0.2748863,353.3704,27.50364,359.9876
0.1158809,-0.0337417,0.3323066,350.9378,25.20721,1.487883
0.1167289,-0.04954351,0.3824485,353.0543,20.93144,1.187297
0.1021643,-0.06646318,0.4162304,358.9377,16.94033,4.028297
0.07960349,-0.04937667,0.4049484,358.0497,17.8026,2.530595
0.04838888,-0.02381011,0.3307679,0.7125493,24.19298,1.850864
0.03734633,-0.01912082,0.2487954,356.3406,46.47436,358.3083
0.007638932,-0.02289656,0.1414406,357.1442,76.44737,357.1784
-0.02928209,-0.02303673,0.04380992,355.3527,95.27499,358.0806
-0.04209985,-0.009185567,-0.01639428,351.8217,96.83987,357.3048
-0.0315384,-0.02253694,-0.05160394,359.308,93.47318,356.4413
-0.005917849,-0.06940135,-0.03596599,22.16727,84.17984,4.930248
-0.003363566,-0.1049258,0.02173662,34.27259,65.62658,11.60915
-0.04767463,-0.1185995,0.07209316,40.72146,33.999,7.978887
-0.1275303,-0.124285,0.09781332,41.95664,354.1308,358.5844
-0.2005009,-0.122794,0.08540334,38.70284,319.3594,351.0026
-0.2445494,-0.1189537,0.05706502,36.02643,294.5414,345.1102
-0.26685,-0.1079601,0.04543979,30.63634,285.7729,347.7489
-0.2595833,-0.07731095,0.06563685,20.24666,297.9926,357.7695
-0.2280845,-0.06971753,0.0905823,21.34261,312.9583,2.072903
-0.1990233,-0.06728035,0.1062522,22.68474,324.3482,1.353588
-0.1457341,-0.04863187,0.1262692,16.12323,345.6628,0.2094978
-0.111413,-0.01570656,0.1220853,0.7929592,356.7023,357.7102
-0.0913574,-0.004098059,0.1081684,354.3388,2.698988,355.1245
-0.08455256,-0.01355195,0.09755149,359.8834,5.556383,355.6582
-0.08963576,-0.04095276,0.09376277,14.92188,3.018317,359.4158
-0.1064545,-0.0919233,0.08780787,36.6402,358.6823,7.114494
-0.1367671,-0.1131104,0.08273342,44.38771,348.0603,9.066525
-0.169454,-0.111088,0.06503646,41.45142,333.8966,7.517192
-0.2057977,-0.1173735,0.03174102,42.63546,309.4026,359.8723
-0.2352766,-0.1210166,-0.02577987,41.39812,271.0576,343.9458
-0.2433548,-0.1194238,-0.05521124,38.8262,256.7924,341.5826
-0.2440602,-0.1311005,-0.07440417,43.39749,250.5005,344.3256
-0.243627,-0.1400394,-0.07509328,47.11137,254.2276,349.3036
-0.2347234,-0.1607305,-0.06107236,56.72001,263.8991,351.0783
-0.2437039,-0.1379413,-0.04060495,48.61324,276.8767,0.8764266
-0.247225,-0.1127258,-0.02470841,39.29097,283.5504,4.932348
-0.2601613,-0.07355963,-0.01171988,23.26652,286.1202,4.942608
-0.2647486,-0.04647544,0.0001180153,9.919258,289.3975,6.823145
-0.2689774,-0.020172,0.009931506,356.2037,291.7708,6.452467
-0.2700205,-0.01545784,0.01765789,354.7401,293.5716,6.733956
-0.2739162,-0.01697411,0.02300914,355.6888,293.3212,6.066474
-0.2717895,-0.01818806,0.02600803,356.7024,293.053,4.378549
-0.2734515,-0.02003211,0.0144448,357.1921,286.169,4.245855
-0.2814391,-0.02637344,-0.006482638,358.1826,276.4852,4.168595
-0.3304529,-0.0400537,-0.02037373,359.1822,273.8304,3.37887
-0.4216892,-0.04338461,-0.04130522,357.4862,272.6701,3.650681
-0.4620642,-0.03299309,-0.04509342,357.4291,271.9266,3.884881
-0.5118651,-0.02300668,-0.04323767,353.717,272.1148,3.672523
-0.5452617,-0.01730741,-0.04470775,349.7908,272.228,1.25288
-0.5652394,-0.01321869,-0.04309335,351.684,273.7308,2.202553
-0.5558043,-0.008328561,-0.03056492,354.9126,282.29,1.83185
-0.5081378,-0.002744542,0.0006302781,356.2712,302.8142,359.963
-0.4337164,-0.003596256,0.03506466,355.2396,329.5433,358.0109
-0.3502752,-0.00334294,0.05352232,353.7859,354.4857,356.346
-0.257117,-0.004254812,0.05848079,353.9872,16.7501,355.9284
-0.1738652,-0.005327145,0.05222752,355.191,33.95751,355.5376
-0.1145526,-0.01012878,0.04048666,356.4136,46.00831,355.7915
-0.08261868,-0.004800091,0.03146448,358.0935,54.63599,354.9892
-0.07175445,-0.003214179,0.01782933,356.0341,67.45291,355.6309
-0.08335359,-0.01255693,0.00145806,1.374654,84.65815,356.3701
-0.1049493,-0.03258618,-0.004274722,10.11682,97.09743,1.647227
-0.1272774,-0.05393293,-0.004158508,19.24192,103.7349,9.402298
-0.143955,-0.06252333,-0.001640827,21.71664,101.9158,9.191238
-0.1383337,-0.06633887,0.006483447,21.80431,97.82075,8.098493
-0.1092199,-0.07562282,0.01876276,24.29213,95.32457,9.450673
-0.04286539,-0.08573202,0.03781046,24.22147,92.3672,8.218011
0.04971581,-0.1015933,0.05633342,24.16209,91.30935,7.830507
0.1833157,-0.1338883,0.08136377,22.41061,90.93892,7.96723
0.3593883,-0.1907301,0.1222854,19.22712,89.8093,6.637042
0.477199,-0.2356569,0.1619899,17.7528,88.28004,6.571618
0.5531684,-0.2647969,0.1913962,15.68506,87.66418,7.548037
0.5717167,-0.2555366,0.1991881,17.54945,87.6705,7.246359
0.5250189,-0.2037005,0.2024483,18.10802,85.65982,7.260598
0.4026175,-0.1227283,0.212972,9.365386,69.62589,1.550552
0.2268816,-0.05547017,0.2129941,353.3795,40.3029,356.1079
0.09326055,-0.02695789,0.1946257,350.4136,18.04129,359.1677
-0.02213811,-0.009584239,0.1639484,350.3139,357.041,3.10462
