InteractionNumber,ElapsedTime,SplitTime,missCount
0.0800489,-0.05602029,0.07012246,16.37083,262.6413,14.38224
0.0957524,-0.01210193,0.05416138,353.3652,263.1984,17.36625
0.111563,0.01543254,0.0571676,339.4952,264.7402,17.30876
0.1177415,0.02914588,0.06808464,328.7151,269.8625,15.25576
0.1164003,0.03505864,0.07000684,320.0336,283.6121,6.968309
0.1165446,0.04218952,0.07835321,316.6633,295.3599,4.97368
0.1287697,0.04069671,0.09147193,317.0766,314.8593,357.2369
0.1462497,0.0386879,0.09869517,314.9345,333.2009,352.9128
0.1591301,0.03525639,0.1073753,316.4125,349.59,349.5119
0.1633501,0.03102742,0.1187704,317.7266,2.447798,346.6501
0.1562431,0.03269305,0.1289601,315.5327,13.33156,347.0959
0.150863,0.03142842,0.1388005,316.721,21.08647,348.5491
0.1529995,0.02337422,0.151711,322.5743,30.83748,349.2863
0.1598431,0.01352855,0.1637268,331.5569,40.02372,350.0213
0.1681039,0.002125056,0.1724121,341.4771,46.35681,351.9809
0.1790507,-0.02407413,0.1810009,356.2215,50.80704,355.3319
0.1974451,-0.02899389,0.1844125,1.238579,56.94719,357.9142
0.2214052,-0.01709392,0.1827135,356.4191,66.87012,359.6212
0.2415499,-0.0009303333,0.1813538,349.5789,76.11437,1.289505
0.2511698,0.01182896,0.1825584,340.9098,83.44696,0.3006881
0.2489293,0.02148821,0.1801835,337.0123,91.48606,359.0371
0.2404308,0.0152006,0.1822852,336.6082,98.12537,357.7531
0.2208179,0.009013741,0.1840311,337.8504,106.998,355.0981
0.1869776,0.003662799,0.1902088,339.36,122.036,353.1123
0.1488577,0.003129624,0.205116,339.3334,133.446,353.6052
0.1230931,-0.000285723,0.2333742,339.5659,133.8259,355.6556
0.1155572,-0.001141475,0.2613073,341.9456,124.8838,359.5515
0.1092213,-0.007510632,0.317984,346.8442,96.23647,7.6391
0.09008043,-0.01389066,0.3766183,354.4734,62.73119,11.23975
0.06714,-0.01651896,0.414327,0.2084668,26.58138,13.34462
0.06289043,-0.02275559,0.4196756,5.985892,7.872229,11.07658
0.06811612,-0.02541636,0.4174686,8.445215,350.0858,8.48161
0.0704118,-0.03557772,0.4044931,12.16555,334.0475,4.931049
0.06033816,-0.04314271,0.3766345,14.7452,315.815,-0.003954277
0.04539249,-0.05175401,0.3394416,16.3172,297.4442,357.3048
0.03310968,-0.05626727,0.2967609,17.56226,281.2305,356.1765
0.02233711,-0.06128943,0.2718754,20.00909,278.6114,356.377
-0.002849052,-0.06466544,0.2584951,22.25266,282.1441,359.2353
-0.04471119,-0.07110342,0.2583765,23.51132,287.6078,1.682522
-0.09433994,-0.08097041,0.2708103,24.68353,292.8086,4.531686
-0.1273804,-0.09209389,0.2865238,26.93678,296.4025,4.509792
-0.1553487,-0.09719814,0.2990359,26.71374,299.6596,3.700233
-0.177993,-0.1071192,0.3151998,26.56193,304.0941,3.842511
-0.1721672,-0.1130872,0.3376245,28.3329,311.4772,5.591486
-0.156546,-0.1158868,0.3486772,28.87792,314.39,6.143527
-0.1706492,-0.1240448,0.3560761,29.74536,311.6751,4.104246
-0.2182377,-0.148438,0.3626148,29.42348,306.9255,4.414352
-0.295874,-0.1973719,0.3659315,27.20763,302.8806,4.731158
-0.3769565,-0.2667699,0.3596508,23.91305,299.4296,7.594687
-0.4165028,-0.3005811,0.352498,26.98052,298.313,10.26036
-0.4305403,-0.3012757,0.3449172,33.12401,297.4728,8.119632
-0.4135027,-0.2734069,0.350605,38.42048,307.6225,10.07235
-0.3588606,-0.2281904,0.3697559,39.85591,325.6297,14.40631
-0.3031558,-0.2023314,0.3843489,41.27904,335.8187,15.18681
-0.2188261,-0.1748088,0.4090357,40.43589,341.6657,11.83276
-0.13935,-0.1562168,0.4354547,38.79274,344.5254,8.14338
-0.05130126,-0.1407657,0.459248,37.667,350.2564,6.608564
0.03023341,-0.1229603,0.4712257,36.01309,358.3187,7.078217
0.1231956,-0.100729,0.4694356,31.29312,13.9177,6.505039
0.207523,-0.08040752,0.4467662,25.48573,33.62914,9.538754
0.2664709,-0.06549212,0.4163021,19.66472,48.79327,10.36842
0.3145029,-0.05113085,0.376878,14.18701,63.71098,9.705694
0.3433464,-0.03774,0.3394594,8.205996,76.11562,8.060059
0.3574212,-0.02630722,0.3079965,1.752847,85.91578,5.489865
0.3565982,-0.01953002,0.2862613,358.8293,92.41756,2.608767
0.3499601,-0.01402939,0.2706891,357.0101,96.23392,359.507
0.3440869,-0.007092902,0.2536016,355.6234,101.0779,357.916
0.3501871,0.00317694,0.2328367,353.0211,102.7941,355.9443
0.3582789,0.00691596,0.2222929,351.3146,101.5038,354.6362
0.3541074,-0.00297679,0.2267469,353.4707,93.9063,354.9879
0.3339907,-0.01054095,0.2441031,357.7823,80.75133,357.6996
0.3018231,-0.02866855,0.2678275,6.494693,67.09136,357.9503
0.2745349,-0.05015701,0.2918349,15.30763,59.85221,358.7575
0.2621203,-0.07971589,0.3176804,26.29973,57.18378,3.170142
0.2833309,-0.09516181,0.3353343,29.51159,56.22932,5.728196
0.3535405,-0.1302054,0.3658481,32.42782,53.88066,4.849943
0.4001303,-0.1546918,0.3876843,34.73031,52.22216,0.6026663
0.3904724,-0.1463173,0.4028199,34.8891,42.11939,358.0404
0.3310345,-0.111361,0.4035276,29.20074,23.02996,354.0013
0.2458695,-0.07748301,0.3859465,22.42539,5.638685,354.1547
0.1701362,-0.05330095,0.363712,17.09261,352.392,356.6074
0.09819155,-0.03040874,0.3343711,8.208768,339.0078,1.620171
0.04344157,-0.0186169,0.3038091,2.804776,326.2809,8.607748
0.006166298,-0.01665692,0.2766676,0.6568668,312.7073,13.15507
-0.01862327,-0.02032002,0.257419,0.8774695,301.2984,14.39207
-0.05690662,-0.02284516,0.2451047,3.273854,294.3487,14.53087
-0.1264058,-0.02742144,0.2443672,5.14155,291.0551,15.43722
-0.2143064,-0.05036955,0.2596698,4.75724,292.4139,15.01645
-0.3091881,-0.096827,0.2916408,1.251178,299.1344,14.84678
-0.3892046,-0.1707247,0.3419436,2.767441,306.302,16.34688
-0.4144619,-0.2107273,0.3711651,13.44898,310.1515,14.67872
-0.4203622,-0.218379,0.3713402,21.83469,304.959,14.1023
-0.4239502,-0.2262658,0.3414242,31.1485,295.5549,10.3071
-0.4402387,-0.2464121,0.2920501,33.96403,284.2633,7.541077
-0.4586246,-0.2669393,0.2488645,33.196,279.179,7.326472
-0.4852469,-0.3128756,0.1910163,31.20943,275.8648,10.83822
-0.4829952,-0.3205322,0.1584314,35.52084,273.5873,11.16505
-0.4578977,-0.2804709,0.1474561,35.66572,272.9631,8.798279
-0.4091974,-0.2145813,0.16524,32.91862,280.812,9.772779
-0.3363004,-0.1528869,0.2037842,28.4052,296.1797,11.76049
-0.234549,-0.09821068,0.2576442,22.42466,315.3842,11.70757
-0.1597515,-0.06972148,0.2934667,17.56542,329.6508,10.76723
-0.04281271,-0.03833982,0.3317026,9.992615,351.837,9.74157
0.0478104,-0.02214861,0.3459123,3.767385,8.259188,8.126419
0.1194004,-0.01290145,0.3464026,359.0107,23.56398,5.729502
0.171251,-0.009239833,0.3341103,355.7574,39.57713,3.645092
0.200588,-0.003651395,0.3188336,353.7234,52.72111,2.762294
0.2167898,-0.0003421564,0.2982376,350.804,68.34292,359.2464
0.2136229,0.004352041,0.2771844,348.036,85.22,356.7404
0.2014103,0.01215029,0.2814007,343.959,83.19319,354.7531
0.1818296,0.01943104,0.305322,340.2754,61.81338,355.8169
0.1385781,0.02607384,0.3265028,336.0867,25.94319,1.104543
0.1015723,0.02985793,0.3246734,333.5089,359.4283,7.020211
0.07528916,0.03226294,0.3148908,331.6563,343.4599,9.357259
0.07446516,0.03278156,0.3133227,331.0026,342.6283,9.232798
0.08385415,0.03588043,0.3052806,327.5868,339.8534,6.248079
0.08824196,0.03319452,0.298078,329.583,338.7619,4.385875
0.08887042,0.03111835,0.2928453,330.3058,337.5704,2.814913
0.08439507,0.02516783,0.2905674,332.6581,333.093,4.260493
0.07121437,0.005093507,0.2987098,344.8664,327.6164,6.279288
0.04174076,-0.01872407,0.3137212,1.071045,318.0702,7.044551
0.009594478,-0.04226753,0.3153688,12.8889,304.3312,5.296025
-0.01986528,-0.05887689,0.2989714,19.19508,283.9869,1.065322
-0.03841233,-0.06894445,0.2865618,22.94077,269.6212,357.3327
-0.06495932,-0.07977065,0.2929851,25.51893,269.3747,356.6202
-0.1156268,-0.09392328,0.3106498,28.02842,277.7837,358.5553
-0.2014851,-0.122866,0.3371117,28.35397,285.7892,0.0787065
-0.3038488,-0.1820455,0.3713973,24.67225,290.7655,1.196538
-0.3839131,-0.2544206,0.4074489,16.41216,294.9505,3.246897
-0.4127363,-0.2924511,0.4283411,15.38901,297.596,4.13849
-0.4190288,-0.3042262,0.4389246,23.78269,301.9725,4.209511
-0.4009356,-0.2689315,0.4430557,24.8026,304.6032,4.484371
-0.3454543,-0.2097147,0.4523332,23.91973,317.6436,9.197349
-0.250565,-0.1482937,0.4548214,22.93996,335.6478,10.89229
-0.1766075,-0.1146702,0.45276,21.72249,347.9848,10.74938
-0.05891973,-0.07812411,0.4422775,17.90672,7.440698,10.08978
0.03976481,-0.06017829,0.4259182,15.90368,23.94247,9.146706
0.1306413,-0.04900545,0.4028551,13.13844,40.26095,7.611135
0.2071674,-0.04313365,0.3736082,10.65157,58.39475,4.755684
0.2564529,-0.04398075,0.3423669,10.62778,77.30739,3.388649
0.2828622,-0.04600171,0.3192601,10.12492,91.52763,2.971205
0.296044,-0.05333141,0.3041913,12.61879,100.6172,2.470345
0.3028548,-0.06075957,0.292165,15.9883,105.2253,2.752666
0.3122258,-0.06608129,0.2825305,18.86641,105.6497,1.338589
0.3314403,-0.06996615,0.2765874,20.91155,103.7697,0.5629874
0.3591097,-0.07643853,0.2741193,22.64469,101.3128,0.1213754
0.4079719,-0.09067501,0.2785937,23.88323,97.2479,358.5485
0.4445174,-0.1025401,0.2948978,26.23522,89.68482,358.2829
0.4466645,-0.09488244,0.3273981,24.77198,70.4466,355.3989
0.4031729,-0.07660383,0.3613338,18.4602,43.03868,349.8805
0.3234469,-0.05761251,0.3773822,13.5022,17.11173,349.7347
0.2485263,-0.04749713,0.3762977,11.42167,358.8727,353.8697
0.1739306,-0.04027745,0.3661541,10.46163,342.1121,359.5126
0.09912232,-0.03893362,0.342648,10.00372,323.7777,5.78733
0.03722282,-0.04315296,0.3070498,11.65283,303.338,9.7277
-0.01357228,-0.05007882,0.2643601,14.60007,281.9952,9.713967
-0.03457188,-0.04882836,0.2498838,13.60625,273.9318,9.323438
-0.0439923,-0.03788766,0.258336,7.777571,276.2935,9.190674
-0.04575624,-0.03106364,0.2732838,4.160374,285.4923,9.27023
-0.05944739,-0.02357615,0.2850778,0.7146241,293.8562,9.684502
-0.08622584,-0.01810557,0.2979118,357.9115,299.7978,10.30398
-0.1340632,-0.01487191,0.3167172,356.5712,304.3952,9.872939
-0.1906647,-0.01948271,0.3360782,356.8044,307.9154,7.895611
-0.2478119,-0.03829579,0.3565935,354.3212,310.5134,8.350874
-0.3001563,-0.07595036,0.3731001,351.9613,312.2047,9.274282
-0.3363563,-0.1185166,0.3815047,352.7513,312.4251,10.93715
-0.3547654,-0.1414343,0.3816054,357.1753,312.0999,13.16659
-0.3638237,-0.1235832,0.3790745,0.1195762,310.7517,11.85475
-0.3690371,-0.093886,0.3774639,1.34252,311.2276,10.90049
-0.372149,-0.05976726,0.3777478,3.433817,313.579,9.557307
-0.3712009,-0.03683827,0.3840529,3.712639,315.5148,7.802728
-0.3704526,-0.02467033,0.3997983,3.101701,319.0216,6.563825
-0.3698218,-0.02166048,0.4195489,3.911372,320.3514,5.640466
-0.351474,-0.04186682,0.4427088,12.74,324.9357,2.657546
-0.3132109,-0.07829073,0.4593072,30.29892,334.68,1.723263
-0.2863733,-0.08200482,0.46097,34.14359,346.0069,4.447368
-0.2456368,-0.07760645,0.4483731,31.63015,1.81524,8.584904
-0.2033554,-0.07444716,0.428983,27.23916,17.51752,9.722493
-0.1586507,-0.0644591,0.3994637,22.08046,33.21395,11.208
-0.1079497,-0.04325674,0.3634157,13.87628,46.49887,11.65608
-0.063402,-0.02901349,0.3344317,8.002609,54.18877,9.480728
-0.02120836,-0.0185556,0.3114219,3.207114,60.90971,6.438595
0.03687401,-0.01392541,0.2809001,359.5669,71.9809,2.74847
0.08661154,-0.01275089,0.2581103,358.452,82.17902,359.8352
0.1268698,-0.01709536,0.2415882,0.2089798,90.93052,358.0336
0.151962,-0.02498073,0.2322123,4.048467,96.41747,355.847
0.169979,-0.02423022,0.2305641,3.44132,100.1036,355.6283
0.1812341,-0.0228387,0.235946,3.678234,99.67162,355.7167
0.2026487,-0.01881083,0.2579697,2.832825,95.12894,357.532
0.2134989,-0.0215949,0.2853857,4.770887,84.32343,1.190552
0.2015153,-0.02791958,0.3294859,7.946512,58.36994,2.706123
0.1739565,-0.02854479,0.353339,8.176553,36.00464,1.000121
0.1231027,-0.0274011,0.3658354,7.916392,7.913033,359.9598
0.06984811,-0.02832599,0.3605439,7.712366,343.1964,1.277671
0.02671093,-0.03098119,0.3487088,7.719061,323.5169,1.787011
-0.01284763,-0.03492602,0.3237496,9.379563,300.2368,2.034173
-0.02689745,-0.03571431,0.3111467,9.859873,291.3442,2.652302
-0.03934395,-0.03497645,0.3089347,10.1917,289.1658,4.331461
-0.05477622,-0.03035868,0.3237832,10.00143,296.1412,6.201136
-0.05838788,-0.02804397,0.3402923,9.258636,302.7919,6.421968
-0.04408933,-0.02939367,0.373714,10.7728,320.3469,4.104639
0.01807025,-0.03065874,0.4040398,10.42352,359.4485,5.04517
0.07414573,-0.02803871,0.3953582,7.813053,31.40156,5.939262
0.121067,-0.02531616,0.362154,5.137819,60.25918,7.162231
0.1446568,-0.02508097,0.3368763,4.397469,76.81683,6.272198
0.15386,-0.02289823,0.3239515,2.34284,79.27955,6.085801
0.1587046,-0.01282898,0.3161617,359.2655,75.70073,4.828148
0.1682298,0.0002693932,0.3204129,355.9987,68.95612,3.583595
0.2213662,0.02620157,0.3404563,351.6041,54.55531,4.357043
0.2803696,0.02465192,0.3644931,349.8765,45.89515,4.10738
0.3833662,0.00692811,0.4097745,350.4121,39.3611,359.3289
0.4599539,-0.02891777,0.4502255,356.7084,37.57044,353.7863
0.4796718,-0.0469481,0.4599736,4.281703,34.7803,354.1683
0.4737816,-0.04594882,0.4658217,5.174066,27.43384,353.5854
0.4232273,-0.02511658,0.4647294,4.23304,13.65847,357.3363
0.377271,-0.01726663,0.4560609,4.409492,3.429357,0.1513414
0.3055528,-0.007354254,0.4348739,4.253216,350.7495,3.019709
0.2258031,-0.005144487,0.3994871,6.727599,338.1914,3.868179
0.1427925,-0.01671378,0.3533975,9.529976,326.3352,3.764569
0.06026208,-0.02621993,0.3068124,13.37439,315.9886,5.03314
-0.0260041,-0.03404214,0.2588466,14.05472,306.0828,5.016984
-0.08958291,-0.03686154,0.2288808,13.88848,300.4088,6.666754
-0.1380762,-0.03092018,0.2141141,14.1687,297.5399,7.810335
-0.1735747,-0.02998805,0.2105716,14.09293,296.6292,7.230342
-0.1974243,-0.0334709,0.21516,15.28583,295.7932,7.133966
-0.2196058,-0.0385346,0.2312189,17.81264,294.2961,6.247843
-0.239756,-0.04476335,0.2615571,19.50231,291.7316,4.272434
-0.2543378,-0.05099667,0.3025337,21.15451,290.3868,3.128417
-0.2706617,-0.05406322,0.3460711,23.06972,290.2321,1.589285
-0.2904487,-0.05761627,0.3756758,25.05865,288.3098,1.201072
-0.3078704,-0.05969176,0.3862183,27.21296,283.7773,1.146935
-0.3300186,-0.06020339,0.3848051,29.31207,276.3059,0.6457697
-0.3475472,-0.06236221,0.3765691,30.05477,271.4795,359.9011
-0.3625408,-0.06749514,0.3617481,30.45396,268.9744,359.8872
-0.3737353,-0.06647923,0.3466347,30.99507,267.9356,0.7375187
-0.384578,-0.06523703,0.3298924,30.51022,265.9159,2.090192
-0.3963502,-0.06644476,0.3100964,31.05142,262.8627,2.098575
-0.4046243,-0.0682205,0.2955218,31.79829,260.9334,1.516893
-0.4120354,-0.06985285,0.2851819,32.27258,260.7345,1.392564
-0.4213618,-0.0712527,0.2760225,32.84594,262.101,2.277521
-0.4307133,-0.07188203,0.2715782,33.05472,263.8777,3.237545
-0.4402485,-0.07251703,0.2722037,33.56366,267.3204,3.800704
-0.4499042,-0.07053597,0.2804009,32.95697,274.034,4.860379
-0.4567676,-0.06274569,0.2986476,29.38529,286.0646,7.40951
-0.4571497,-0.0541742,0.3180951,25.58283,297.8085,9.238626
-0.4562428,-0.04630428,0.3350351,22.18733,306.166,9.500528
0,0,0,0,0,0
