InteractionNumber,ElapsedTime,SplitTime,missCount
-0.1785847,-0.1584524,0.1652565,50.96426,287.1509,3.977252
-0.1340965,-0.1135292,0.1983009,36.67838,313.246,11.76741
-0.06433428,-0.06547364,0.2261158,19.14973,342.4514,14.51027
0.007768014,-0.0326845,0.2214529,7.07409,9.308765,11.78244
0.05374856,-0.01615705,0.2003845,1.349603,28.46853,6.004977
0.07601843,-0.007097794,0.1775092,357.541,42.10976,1.315308
0.08150507,-0.0002022585,0.162038,353.7551,51.01968,357.8312
0.08105226,0.0001531742,0.1515076,352.8633,57.83017,355.1722
0.08371392,-0.00241044,0.1467803,354.2045,63.64193,353.5855
0.09851826,-0.002729995,0.1410126,354.7602,68.59305,353.9992
0.1197335,-0.001973289,0.1368169,353.8625,69.29578,354.9701
0.1768762,0.001554052,0.1342741,351.5451,68.43832,354.0493
0.2238424,0.004821447,0.1403807,350.2369,66.42925,354.1
0.2978636,0.002150161,0.1514616,352.5697,62.2949,355.8652
0.3506276,0.002622877,0.1683958,353.4614,60.28147,356.7131
0.4040116,0.001818,0.1965267,355.785,56.0023,356.4012
0.4320449,-0.003209795,0.2332345,357.5613,52.53202,355.6404
0.4242484,-0.009049557,0.272335,356.8292,42.08737,355.9296
0.4065758,-0.004093026,0.2995253,355.9607,30.52269,358.1721
0.3706277,-0.002913322,0.3141133,356.0242,10.33677,3.874712
0.3277994,-0.009497904,0.3058877,356.8504,350.9532,4.767787
0.2798526,-0.01826775,0.2841701,0.7593479,328.8908,6.159371
0.2425511,-0.02581695,0.2596799,5.24692,310.4137,2.72032
0.2033758,-0.02522373,0.243228,6.822922,301.0551,359.127
0.170959,-0.03056185,0.2392672,9.137424,300.0143,358.409
0.1289831,-0.04238027,0.2438026,13.60167,300.9576,358.403
0.08738182,-0.04997263,0.250784,15.30323,300.8748,358.5331
0.02912309,-0.0567675,0.2628281,16.22146,299.78,358.3116
-0.03519198,-0.06016184,0.2785286,18.49508,299.2834,358.1146
-0.1114223,-0.06925126,0.3034597,20.41944,299.0694,358.1575
-0.1676705,-0.08216822,0.3246774,21.09811,299.4291,356.9735
-0.2422012,-0.104813,0.3549984,20.53144,301.856,357.6053
-0.3014653,-0.1351073,0.3782403,19.4729,304.6443,357.1172
-0.3462757,-0.1651037,0.3957906,17.4819,308.9799,358.0983
-0.3652148,-0.180599,0.4019864,24.35882,311.874,359.3464
-0.3482936,-0.1569386,0.4073325,24.03083,316.112,0.7604141
-0.294947,-0.1227358,0.4102538,22.84409,329.385,3.240775
-0.2047173,-0.08280125,0.406371,16.00294,348.9789,7.954852
-0.09871525,-0.05293298,0.385897,9.832973,9.173494,9.139883
0.001511151,-0.02933068,0.3547528,4.207586,26.51849,7.58692
0.08250582,-0.01695853,0.3204617,1.112251,40.35223,6.181833
0.1369007,-0.01130337,0.2950877,359.5381,50.5364,3.278497
0.1702315,-0.004430687,0.28245,357.1348,58.2166,1.946911
0.1900014,-0.005484121,0.2768833,358.2296,61.76784,2.95632
0.2035772,-0.01132572,0.273637,2.179848,64.14574,2.443454
0.2288458,-0.03318528,0.2665383,13.84997,68.52987,1.902633
0.2551701,-0.06545224,0.2549136,29.35952,74.00178,3.126987
0.2927586,-0.08610462,0.2398572,37.80173,80.05854,4.771975
0.3499112,-0.1066084,0.2265742,41.02311,82.90649,4.603001
0.4073437,-0.1334694,0.2190583,43.18812,81.68888,3.930017
0.4420553,-0.1568236,0.2181597,44.56209,80.63734,2.362653
0.4610545,-0.1787642,0.2222469,46.70531,78.59163,1.285008
0.441884,-0.166209,0.2425482,45.52958,73.60593,0.1450442
0.3992204,-0.129058,0.2715077,38.46684,58.72728,356.6333
0.3083176,-0.06964277,0.2981765,23.52508,32.40047,351.8454
0.2265996,-0.03645803,0.2962081,12.12459,13.08812,352.6653
0.1365361,-0.01076086,0.275857,2.122574,350.3075,358.6872
0.07493231,-0.0006180555,0.2487254,355.5702,333.8067,3.407443
0.03904667,-0.0006436429,0.227367,354.0151,322.9441,6.177392
-0.0003561117,0.0003724358,0.2000942,353.4458,310.2878,7.236249
-0.01680823,-0.003215677,0.1874647,354.9633,306.3869,5.232599
-0.0298929,-0.01323252,0.187059,0.8197652,305.3636,4.909265
-0.05260618,-0.03320885,0.1989179,10.0457,304.2133,4.282305
-0.09281602,-0.05234298,0.2191864,18.86385,303.9264,2.222708
-0.1513193,-0.07214034,0.2493179,26.48191,305.4807,2.913118
-0.2232475,-0.1020521,0.2891822,32.74259,307.5294,2.320818
-0.2897787,-0.141434,0.3317692,34.23346,309.1567,2.726789
-0.3206116,-0.1684892,0.362699,37.22098,312.5446,2.612507
-0.3126545,-0.1624975,0.3744968,38.02231,317.5399,3.073319
-0.2597163,-0.1224001,0.3816913,31.36689,333.7768,6.936213
-0.191347,-0.08219857,0.3756555,22.8216,349.91,9.894437
-0.0991157,-0.04594884,0.3494566,13.12839,9.227906,8.858674
-0.01283853,-0.0251357,0.3093236,6.542054,27.03613,5.719136
0.05475652,-0.01310665,0.2666835,1.726733,45.17351,0.3053925
0.09777007,-0.00928391,0.2283452,359.6022,59.58809,357.4435
0.1200411,-0.006636389,0.2041259,358.0001,66.95489,356.6286
0.1268796,-0.001499708,0.1953215,355.3116,67.81552,355.9984
0.131028,0.002524287,0.1911721,351.8705,65.39713,356.8507
0.1484423,-0.006830618,0.1938108,350.4077,60.79435,357.0253
0.1745013,-0.007500776,0.2017329,348.1097,56.77076,358.1923
0.2109587,0.0003605566,0.2198641,345.2082,53.74298,359.9303
0.2462963,0.012133,0.2454804,345.5299,50.29056,2.130434
0.2817215,0.01493975,0.279607,345.7188,47.44966,3.284328
0.3164476,0.01186519,0.3266821,345.0348,46.66895,2.943612
0.3474366,0.001938866,0.3843923,344.4844,47.52908,2.134507
0.3843466,0.005709586,0.4677598,341.9513,46.59726,3.259135
0.4100476,0.008168746,0.5144878,341.412,44.68512,3.3715
0.439006,0.0002923533,0.5631216,344.0724,40.72951,5.294064
0.443759,-0.01100736,0.57989,352.8162,31.59279,8.01411
0.4082343,-0.02191688,0.5568433,2.045275,5.92902,7.442674
0.3621696,-0.04085148,0.49586,8.512052,342.3871,4.691884
0.3205898,-0.05003022,0.4310954,12.52817,326.1895,2.412956
0.2894784,-0.05199855,0.3847738,14.88532,316.4798,2.528219
0.2418214,-0.05092562,0.3285105,17.85045,303.1547,5.974928
0.2052434,-0.05752591,0.2915083,22.80814,294.4713,4.643376
0.1715773,-0.07313786,0.2739364,31.01272,294.9721,3.440015
0.1304027,-0.08499639,0.2639317,34.54584,295.8594,2.599693
0.09242138,-0.07917283,0.2492979,30.68298,290.6347,3.148889
0.04987326,-0.07195193,0.2232976,25.82517,277.4814,2.063794
0.01737733,-0.07303221,0.1905005,25.55517,261.2933,1.100334
-0.007315046,-0.07389318,0.1649579,26.25289,249.7574,359.7827
-0.05035833,-0.07355899,0.1334179,25.5609,241.9873,359.0027
-0.07682569,-0.08085015,0.1213897,26.71726,244.6169,0.5892968
-0.08712794,-0.08932772,0.1278969,30.81738,252.2942,1.190605
-0.07861049,-0.08260042,0.1606703,28.76942,273.8553,5.112765
-0.03624064,-0.06010766,0.2151258,19.80316,307.2346,11.26634
0.05713372,-0.02717556,0.2579738,4.4603,348.0412,13.34016
0.1311285,-0.007401184,0.2579933,356.1835,11.72553,10.53069
0.1738508,0.0008885588,0.2495718,350.5995,24.33945,6.209534
0.2210044,0.003022157,0.2364199,347.9569,37.06215,1.630994
0.2492511,0.003812368,0.2282763,346.6144,44.79138,358.6553
0.2823341,0.01133763,0.220294,343.8641,52.38018,357.7112
0.3121971,0.02527241,0.2224292,340.5093,54.59113,357.1284
0.3411464,0.03011056,0.2351962,337.9336,52.94622,358.1483
0.3653988,0.03772749,0.2630738,336.1879,49.50271,358.2853
0.3885096,0.03755623,0.3040549,336.5248,47.08149,359.2069
0.4250128,0.0123719,0.3838893,339.7507,44.67588,357.8244
0.4357602,-0.027553,0.4385652,344.131,41.62341,359.0862
0.4103201,-0.04460317,0.494822,353.8311,17.73014,5.451449
0.3550158,-0.05256687,0.4928019,6.160248,350.8914,6.341258
0.3004988,-0.06859047,0.4583746,14.02654,328.0543,4.760203
0.2626402,-0.08461177,0.412103,20.55139,312.7124,3.492548
0.2263056,-0.08793107,0.3580791,29.66717,295.2645,359.7389
0.2071748,-0.08123943,0.3263583,30.1576,288.7023,358.563
0.1901702,-0.08324209,0.3000511,32.8247,288.9333,356.2231
0.1772204,-0.0851504,0.3008353,33.95374,296.1927,359.7856
0.1614707,-0.08271072,0.3151878,34.50874,306.2892,2.625758
0.1513009,-0.07873821,0.3261819,34.21003,315.2602,3.887848
0.134313,-0.06494349,0.3358744,27.43678,320.501,4.5426
0.1019833,-0.05514224,0.3261928,23.78935,316.3189,3.892839
0.06554652,-0.04702468,0.3096269,19.89622,306.0091,1.869979
0.008272868,-0.03747412,0.2875763,14.36384,293.9831,359.9389
-0.07410416,-0.03625213,0.2685709,9.190705,285.624,0.1195049
-0.1701412,-0.06034618,0.2595529,5.734366,283.0107,2.372063
-0.2560064,-0.1079014,0.2699391,2.023677,286.8828,7.321476
-0.3059943,-0.1505534,0.2954165,0.3460063,296.4406,13.15963
-0.3322587,-0.1725766,0.3248685,1.417932,304.9108,17.85572
-0.3346142,-0.1737897,0.3340568,7.782827,306.5992,16.9691
-0.3269797,-0.1630259,0.3464058,11.55717,311.1087,13.02157
-0.3066892,-0.1528878,0.3586499,18.41337,315.3799,12.61185
-0.2794617,-0.1469597,0.3713816,30.98736,316.4714,12.39682
-0.2723372,-0.1530072,0.3772721,40.67749,315.6429,6.478185
-0.3080819,-0.1538459,0.3964821,41.1797,316.4919,6.666731
-0.3646761,-0.1566709,0.4207788,40.46548,319.5468,5.273324
-0.4326201,-0.1573142,0.4523516,37.33698,323.1427,4.643772
-0.485313,-0.1493869,0.4821298,31.60956,324.1621,3.706093
-0.5011522,-0.1453265,0.4927717,31.55455,329.1579,3.181395
-0.4850871,-0.1263939,0.4980428,27.93145,339.0964,6.525803
-0.4238829,-0.09944658,0.492729,20.32008,357.2696,9.961027
-0.3379408,-0.07505334,0.4679896,10.72268,11.10185,9.715384
-0.2605763,-0.06158588,0.4413797,4.713865,19.45614,7.701669
-0.1179239,-0.05278309,0.3925212,355.989,34.73901,4.66507
-0.0180222,-0.03292609,0.3612463,355.1206,44.39181,3.322887
0.06484779,-0.01596017,0.3338437,355.6067,55.97515,2.195656
0.1319586,-0.01026981,0.3185717,0.2653289,65.40895,1.291822
0.1887482,-0.03276475,0.3331207,12.33291,64.7012,359.7777
0.2502591,-0.06922362,0.3761597,24.84458,60.40421,0.6934297
0.2935125,-0.0896788,0.4119626,28.42213,59.70196,0.405748
0.3450529,-0.116849,0.4683748,30.52853,59.90941,0.3072614
0.3759766,-0.1264619,0.5239867,32.14689,56.85518,359.8853
0.3646729,-0.1198866,0.5474446,29.79882,48.29004,359.5977
0.3115003,-0.1007818,0.5446191,22.68632,27.27884,356.6335
0.2448079,-0.087339,0.5054014,16.31523,6.990179,355.6644
0.1863237,-0.07432862,0.4511559,15.88943,347.816,358.4614
0.1376244,-0.06036657,0.4056689,15.35598,331.2903,0.02996799
0.09578095,-0.052844,0.3684138,16.18009,316.8655,359.6595
0.06516106,-0.05622401,0.3392485,19.57347,307.7007,359.1296
0.0343929,-0.06513906,0.3146454,24.54513,300.9332,359.5841
0.0005958388,-0.07380065,0.2958707,28.24451,295.6919,359.5389
-0.03734144,-0.07573335,0.2708041,29.27173,285.5853,358.4044
-0.05735232,-0.07066374,0.2523219,29.23065,280.7482,358.0866
-0.06857723,-0.02495522,0.2549343,9.773825,290.2184,6.426546
-0.05311343,0.01297561,0.262162,348.5895,303.6454,8.445859
-0.03346375,0.0328551,0.2683474,335.4995,315.7065,4.454367
-0.01156433,0.04210723,0.2807983,329.2958,330.472,0.06363322
0.01801661,0.04121098,0.2968749,330.8008,354.3916,354.3235
0.05977883,0.03117159,0.2995408,337.8536,27.88447,350.5103
0.08824498,0.01549994,0.2773109,346.7896,59.56092,350.304
0.09425969,0.01015266,0.2599868,351.0556,79.09777,350.7887
0.09133162,0.008858938,0.2596794,351.4241,84.97685,353.1514
0.08860318,0.002520218,0.2686564,354.453,82.94407,352.4165
0.09006929,-0.004801632,0.2700096,358.7933,82.75223,352.4229
0.09764462,-0.01313887,0.2570037,2.115452,91.73343,353.0287
0.1154885,-0.02162308,0.235856,6.130936,102.5231,354.2304
0.1564576,-0.02387955,0.2145019,6.304545,108.9094,353.8803
0.2119076,-0.03629829,0.1964345,6.365062,109.0757,355.1349
0.2743498,-0.04134575,0.1756074,3.95995,109.3489,356.2534
0.3295875,-0.03198248,0.1669061,4.126732,109.1369,356.8889
0.353788,-0.02413627,0.1889273,4.870457,96.33823,359.2726
0.3418601,-0.02141107,0.2413287,5.406353,65.86032,0.2202325
0.2782931,-0.02222064,0.2912037,7.064794,32.54724,358.8376
0.2098654,-0.02355638,0.3197545,8.341728,9.072642,2.036152
0.1405056,-0.03267699,0.329032,12.74426,345.5753,4.176702
0.08888607,-0.04403809,0.3236873,17.45486,326.7275,2.921806
0.04557987,-0.05826841,0.3119783,23.22147,308.3045,1.211528
0.007283819,-0.07230867,0.3034068,23.90237,291.3958,358.5179
-0.01004141,-0.0767526,0.2871957,27.99969,281.0099,355.1479
-0.01987457,-0.07333784,0.2822698,25.19872,279.2403,358.0835
-0.04693794,-0.0724152,0.2812392,21.24714,278.571,359.6856
-0.09555616,-0.06945468,0.2834253,19.16205,278.9163,1.744665
-0.1525919,-0.06539375,0.2826401,17.06472,280.8022,4.106751
-0.2062712,-0.04411412,0.28364,14.78023,281.9614,4.664898
-0.2546539,-0.03094071,0.2834719,10.75361,284.2626,3.267664
-0.3032316,-0.02777013,0.2894649,9.970575,289.5967,3.264778
-0.3158266,-0.03284417,0.3007441,11.98962,298.7414,2.819587
-0.2819172,-0.03446128,0.3268028,12.39786,326.9451,3.589671
-0.2039822,-0.03060146,0.3324424,9.943138,357.1676,5.033721
-0.1105535,-0.02775076,0.3095376,7.982255,24.8824,5.469586
-0.02417228,-0.02611291,0.2751847,5.397093,46.58993,3.367195
0.0469937,-0.02750262,0.2439008,4.551086,60.72559,1.599658
0.09747271,-0.02909127,0.2274347,4.816914,64.62874,1.47015
0.1504612,-0.03008568,0.2222386,6.918603,64.43811,1.458147
0.1812556,-0.02895332,0.2327589,6.332192,61.78822,1.317111
0.197788,-0.02538549,0.251546,7.663829,56.89968,0.7813709
0.1889003,-0.0207782,0.2686461,7.147014,50.72105,1.385979
0.1529019,-0.01063211,0.2899254,2.385055,35.6455,0.1303059
0.08286889,0.002511558,0.3051243,357.3204,3.68249,359.1215
0.01983433,0.007965581,0.2966829,354.8603,337.6223,2.123133
-0.02230534,0.007178577,0.2802397,354.7004,319.1816,6.832494
-0.04361733,0.002905438,0.2656635,357.0093,309.555,7.498539
-0.05567507,0.001631457,0.2588518,356.0385,308.0516,6.367664
-0.06315095,0.003482386,0.2534712,354.48,312.2242,5.051087
-0.09353816,0.01414313,0.2530071,348.0632,321.0509,6.111289
-0.0944737,0.01169905,0.2608959,349.7162,328.4595,4.645971
-0.09014375,0.009468222,0.2648769,350.7996,332.2455,3.942498
-0.08476566,0.008327787,0.2676877,351.7744,335.8221,3.361824
-0.06352444,0.004451018,0.2780122,354.4527,347.2084,1.507057
-0.03092462,0.001066439,0.2869866,355.8746,4.408749,359.8854
0.01089954,-0.003250967,0.2919156,356.1293,25.95876,358.8694
0.05438548,-0.01170969,0.2893768,357.9469,44.7408,359.0633
0.08533701,-0.01553602,0.2819552,359.2828,56.07628,359.2851
0.1048946,-0.01565943,0.2727527,0.3138565,64.7491,0.4607706
0.114639,-0.005574789,0.2651084,356.2424,70.3733,359.6194
0.12919,0.002905908,0.260289,351.4866,72.42674,359.6784
0.1751979,-0.0002660568,0.2679894,347.4103,71.83128,358.238
0.2748321,-0.01794632,0.2948143,346.4305,68.97935,358.5961
0.3705898,-0.04841464,0.3225415,346.1835,65.06883,359.7075
0.4827511,-0.07216441,0.3631783,344.8343,59.03474,0.5411401
0.559393,-0.04738576,0.4148527,342.7526,52.73779,359.6171
0.5838195,-0.02545916,0.4466844,342.578,45.22332,1.446477
0.5828927,-0.01049199,0.470715,351.1149,29.07699,4.760917
0.5454478,-0.005060581,0.4636487,355.9883,9.593485,2.815607
0.4658231,0.0006384745,0.4282079,1.210993,341.6096,1.188411
0.4085526,-0.002559858,0.3953981,2.025212,327.7541,2.131132
0.3262463,-0.01829023,0.3445396,3.814288,313.9155,2.341491
0.2716264,-0.02654422,0.3187985,3.244704,308.2828,3.561001
0.2217662,-0.01691552,0.3048135,1.497408,309.899,2.425963
0.1972764,-0.01249224,0.3026223,358.7791,321.1965,3.165662
0.2000368,-0.008635721,0.2980294,358.6954,338.944,4.049557
0.2257117,-0.002327451,0.2853602,353.3557,352.952,3.243797
0.251578,0.001497633,0.271227,346.7952,1.650903,1.756834
0.2641688,9.035593E-05,0.2663853,346.1101,4.534358,0.2539038
0.2833867,-0.003460957,0.2666969,348.0777,11.22436,357.3705
0.3086359,-0.004141328,0.2676518,348.0367,26.66002,352.7965
0.3325993,-0.003978174,0.2583055,347.2531,51.74569,349.9632
0.3391611,-0.008560055,0.2466277,349.6859,73.04079,350.0717
0.3390297,-0.02174083,0.2392603,356.9304,85.83096,351.5059
0.334866,-0.0449101,0.2346111,8.450565,94.42895,354.6338
0.3275644,-0.07494777,0.2368958,22.9607,98.14317,359.4019
0.3231264,-0.0937482,0.2502353,32.07124,95.71102,3.999142
0.3115818,-0.0941752,0.2950436,31.72039,72.26544,1.417867
0.258174,-0.07702677,0.3439276,24.95157,34.33404,357.623
0.1649461,-0.0721776,0.3474838,23.75765,350.7263,359.0635
0.1122731,-0.07596751,0.3174249,25.90885,322.2811,0.06042733
0.08686706,-0.07760148,0.2922348,26.10455,304.2415,0.6181254
0.07224355,-0.08287355,0.2613643,28.60605,286.423,0.7349288
0.06857838,-0.07973052,0.2473249,26.6392,279.1446,1.945871
0.05874248,-0.07895847,0.2425236,25.10978,279.8633,3.896398
0.01827761,-0.08153606,0.2430633,24.25765,283.7244,6.971953
-0.03826521,-0.08594698,0.2472332,21.16676,287.1928,7.938385
-0.157297,-0.1111133,0.2638458,16.04741,291.5017,9.696225
-0.265507,-0.1652496,0.290358,9.295035,295.3138,11.72696
-0.335391,-0.2239286,0.3171077,7.644367,298.9124,13.05475
-0.3752469,-0.2550191,0.3346921,8.525833,302.7237,13.07021
-0.3938978,-0.2659251,0.3497103,14.02076,309.4158,14.00536
-0.3752791,-0.2241716,0.3607725,22.03129,319.0318,12.7782
-0.3168063,-0.1638033,0.3648082,21.70651,341.0617,14.96078
-0.2354718,-0.1044721,0.3504574,15.99628,1.837615,11.70456
-0.1487084,-0.06325775,0.3230566,9.162871,19.76151,7.138847
-0.06225442,-0.0348203,0.2831494,3.826468,36.61655,4.108758
0.009798614,-0.0173891,0.2405442,1.004061,48.93818,2.906694
0.06743959,-0.006037891,0.2083418,357.0073,57.54558,0.4182077
0.1113603,-0.007965601,0.1853244,355.9624,63.98366,358.4716
0.1513576,-0.01251158,0.1772177,357.1285,66.1263,356.8241
0.1950782,-0.0129404,0.1826761,356.4094,68.43759,355.8639
0.236588,-0.009344894,0.1950953,355.8636,69.6607,356.6079
0.2689412,-0.006532184,0.2098269,355.7267,70.94125,357.7958
0.2873527,-0.00484226,0.2263563,355.2484,69.17061,0.1168825
0.2859124,-0.004074933,0.2392521,355.4963,63.67883,1.312562
0.2530964,-0.005796814,0.2706242,357.2504,35.95746,3.776837
0.1932268,-0.01043506,0.2821079,359.9535,359.4796,3.42767
0.1449976,-0.01318784,0.2725583,0.3674269,332.9171,5.001009
0.111863,-0.01534396,0.2531693,0.4431311,312.436,6.037625
0.09455039,-0.01968561,0.23948,2.396591,301.6135,4.543271
0.06821318,-0.02429839,0.2345841,3.26808,298.8028,3.711987
0.02853238,-0.02438633,0.2402059,2.977361,299.9588,3.733752
-0.007915268,-0.02435769,0.2546501,3.986469,305.5159,3.595196
-0.02718016,-0.02228004,0.2694495,3.921076,309.8751,4.787441
-0.0331374,-0.0239564,0.2793604,5.583899,316.1826,2.338375
-0.02290206,-0.0271996,0.2808476,8.718741,321.6079,2.292534
-0.01763928,-0.02705031,0.272893,8.384781,320.5803,3.817092
-0.02953163,-0.02409416,0.2475014,6.236004,308.1206,3.71993
-0.03855016,-0.02542237,0.08591797,6.655329,248.5588,3.634695
-0.02847917,-0.02730055,0.09835197,8.070931,256.9789,3.665192
-0.02342831,-0.02776147,0.1097371,8.162562,262.7823,3.416773
-0.02128227,-0.02821787,0.1150417,8.205224,265.2032,3.407958
-0.01762136,-0.02881774,0.1240843,8.440326,269.5564,3.155843
-0.005397184,-0.02947712,0.1528263,8.875308,283.3081,2.956744
0.02512781,-0.02922469,0.2010995,8.145875,310.1737,2.537885
0.08602607,-0.0279483,0.2419922,7.61589,345.3555,4.035871
0.1271462,-0.02666778,0.2502667,6.943979,4.419602,3.929771
0.1573577,-0.02863404,0.2482834,7.009824,17.4558,2.481188
0.1896775,-0.02801219,0.2383535,6.904167,34.97296,2.58555
0.2159544,-0.03468553,0.2269146,8.562012,50.44813,2.254476
0.2249351,-0.03086062,0.2200906,6.934775,55.75495,2.211839
0.2381458,-0.02002611,0.2166023,358.0042,55.79324,0.6869416
0.2732565,-0.01630419,0.2267222,354.6983,54.07414,359.6408
0.3387726,-0.01600264,0.2539158,352.1419,51.11092,358.9927
0.4250507,-0.02028387,0.2972948,350.0692,46.6909,357.5899
0.5111492,-0.01810136,0.3542461,350.0568,42.60802,356.5293
0.575129,-0.0217842,0.4095494,349.4532,38.10172,356.2565
0.6190093,-0.04679067,0.4596539,355.9501,30.85238,356.7169
0.6135207,-0.05886327,0.4729449,3.647431,15.73683,357.9672
0.5675095,-0.0536143,0.4517322,7.929747,356.2625,355.0859
0.5043555,-0.03535185,0.4185663,7.423021,338.1142,356.5635
0.4300683,-0.02728296,0.3702951,5.23592,320.6845,1.217536
0.3579005,-0.02893442,0.3150637,5.599678,303.2692,5.666749
0.2943899,-0.04127727,0.2595491,7.7027,289.377,8.178741
0.2418951,-0.04848485,0.218187,8.518916,283.0378,8.91504
0.18467,-0.05079305,0.1875381,9.12753,280.7702,10.40709
0.1283434,-0.0508447,0.1739762,8.212466,284.407,10.76748
0.07892507,-0.04985168,0.168813,9.67274,290.528,10.64007
0.0422322,-0.04771646,0.1685776,10.4259,293.8941,10.31351
0.02488231,-0.04794633,0.1751916,12.28543,299.3492,10.31869
0.02485447,-0.05019972,0.1809112,13.50548,303.4089,9.097324
0.02722147,-0.04975464,0.1897576,12.27,307.7344,7.212112
0.2011356,-0.03613947,0.3067364,9.585144,16.93452,5.614559
0.2674339,-0.03319039,0.2949412,7.975392,37.37709,5.004239
0.2835761,-0.03326279,0.289294,7.407624,43.35817,4.15865
0.2918171,-0.03350296,0.2856225,7.312764,46.56069,3.63088
0.3040642,-0.03375866,0.2804263,7.125196,51.64167,2.787933
0.3222587,-0.0341315,0.2750106,5.851635,59.16255,1.972237
0.3316301,-0.03147772,0.2817337,3.813844,60.43494,2.605161
0.3317787,-0.02224762,0.298137,359.1472,53.87279,2.265147
0.3373738,-0.01242331,0.31646,354.2042,43.09289,2.29724
0.3523424,0.002430958,0.3354938,351.0352,35.31092,1.666565
0.3716096,0.01320418,0.3493889,350.9792,29.64872,2.642408
0.3975432,0.01817525,0.3593318,349.8221,27.04651,3.020033
0.4142125,0.01653152,0.3611509,350.4738,26.38087,3.316755
0.4182976,0.00953859,0.3590927,353.1664,22.56212,4.951597
0.3813022,-0.004595435,0.3562716,359.6578,0.5067314,6.171468
0.3160222,-0.01826743,0.3319424,6.760089,328.3114,4.160675
0.2671915,-0.02818479,0.296719,9.278253,307.6417,4.074418
0.2343268,-0.03726462,0.2626182,11.27008,294.2413,3.393332
0.2037068,-0.04409734,0.233262,13.67123,285.4908,1.527659
0.1689141,-0.04755756,0.222473,15.28725,282.7299,2.609734
0.1147826,-0.0544034,0.2174391,18.47345,282.5155,2.323081
0.06558971,-0.05869404,0.2184324,19.14061,283.7159,3.193265
-0.0172156,-0.06548052,0.2322997,17.80675,288.0379,4.769217
-0.0586507,-0.07542562,0.2448856,16.95659,291.1425,4.820599
-0.07978336,-0.08509125,0.2553328,21.49782,292.6818,4.209919
-0.0812662,-0.09238272,0.2519378,25.24177,290.3556,2.968651
-0.07317882,-0.1051051,0.2373983,31.19505,283.8441,1.012094
-0.07495829,-0.1188958,0.2199342,34.74559,276.7668,357.983
-0.1079253,-0.1298874,0.2054708,33.72288,276.671,358.6014
-0.1318467,-0.1467871,0.1985668,33.86267,280.0029,1.02848
-0.1301416,-0.1463937,0.2017643,39.22938,287.1263,2.292801
-0.09534156,-0.1242896,0.2303875,34.68721,302.8452,6.307203
-0.01819394,-0.09532803,0.2681685,25.78763,328.5337,11.57505
0.06616437,-0.0644686,0.2864619,16.40293,348.1951,11.37372
0.1585339,-0.03824141,0.2898837,8.529599,6.593569,7.464645
0.2409471,-0.02350751,0.279667,3.606071,25.43111,1.271361
0.2864621,-0.01500297,0.2683403,0.2364946,37.6227,358.2082
0.3255412,-0.003407354,0.2584932,355.7029,48.24229,358.1955
0.3610232,0.007093811,0.2542468,352.1077,54.54485,357.0168
0.3961743,0.01717665,0.2554655,349.5306,57.24025,355.9753
0.4289873,0.02588957,0.2618727,347.4513,56.13526,356.8387
0.4526678,0.02573859,0.2739723,348.2552,51.20246,358.5116
0.4595819,0.0168119,0.3013496,353.4573,40.79732,358.7925
0.4311696,-0.00184456,0.3272071,3.472475,23.73388,1.724232
0.3684809,-0.01572061,0.3423496,10.48491,357.4459,2.11488
0.3022014,-0.02369808,0.343139,13.7577,333.1001,2.989265
0.2488512,-0.03814236,0.3370467,18.23244,314.3133,3.821721
0.2102692,-0.05327122,0.3284514,23.89266,301.8633,0.2464926
0.1805502,-0.06559916,0.3213842,28.06157,295.9014,358.2928
0.1614526,-0.0785823,0.3154732,32.61941,293.2276,355.789
0.1566262,-0.06947115,0.3163695,30.96773,294.8889,354.1829
0.1690347,-0.01658514,0.3210447,4.309462,306.9908,359.2419
0.185792,0.0247048,0.2964648,339.7911,310.7835,358.2448
0.1939717,0.03765194,0.2603932,325.8713,301.8217,357.9413
0.2007583,0.03937402,0.2527812,323.1002,303.4109,359.6545
0.2212464,0.03069099,0.274185,328.5812,327.2009,354.3732
0.2606165,0.0163738,0.2940999,337.6589,359.3783,348.993
0.3073802,-0.009987419,0.2909613,352.3786,33.12778,346.5467
0.3301043,-0.04200812,0.269547,9.709995,62.48408,351.4455
0.3353792,-0.0667391,0.2540659,20.58161,85.87802,358.9825
0.3393758,-0.07772652,0.2553837,23.15251,96.40638,0.3782501
0.3491708,-0.08375525,0.2577927,24.79868,105.2587,1.941935
0.3602268,-0.09027134,0.2635739,26.06255,112.6975,5.658018
0.3661651,-0.08749026,0.276488,24.94937,112.1776,6.644725
0.3660895,-0.1005031,0.302641,32.57803,102.9966,7.352034
0.3616999,-0.1342402,0.3393763,48.08571,87.49358,9.641931
0.3504672,-0.1411028,0.3770396,53.62024,65.49436,5.114136
0.3161899,-0.1437515,0.4045629,55.58068,38.58772,359.5978
0.2621135,-0.1437364,0.4116327,56.98454,5.524254,352.4378
0.2168769,-0.1398571,0.3935636,54.62492,342.012,349.2277
0.1694703,-0.1367827,0.3503948,51.73001,318.2607,347.9941
0.1348891,-0.1355453,0.2968059,49.2818,299.7157,349.7304
0.1075982,-0.1342659,0.2262478,46.12243,281.9645,353.5218
0.09216344,-0.1296115,0.1571248,43.45648,269.2436,357.2456
0.08516429,-0.1050472,0.1037706,37.30539,262.9694,3.475978
