InteractionNumber,ElapsedTime,SplitTime,missCount,,,,,,,
409.1088,-0.4725828,-0.006591464,0.01338566,354.4332,157.4465,0.1321835,,-5.5668,157.4465,0.1321835
409.2228,-0.4477969,-0.002875353,0.03198012,352.3193,170.9663,0.3919107,,-7.6807,170.9663,0.3919107
409.339,-0.4252532,-0.001206704,0.05713753,353.5305,187.1851,359.7926,,-6.4695,-172.8149,-0.2074
409.4487,-0.4015384,0.000176687,0.08392759,354.2481,202.7115,358.6731,,-5.7519,-157.2885,-1.3269
409.5495,-0.3804115,-0.001792336,0.1076101,355.292,214.5102,359.6903,,-4.708,-145.4898,-0.3097
409.6511,-0.3607225,-0.004884905,0.1246802,355.8271,223.691,0.08406965,,-4.1729,-136.309,0.08406965
409.775,-0.3307962,-0.008309939,0.1421543,357.0459,233.9809,2.876835,,-2.9541,-126.0191,2.876835
409.8864,-0.3140344,-0.004842211,0.1474265,356.7825,236.9738,6.652678,,-3.2175,-123.0262,6.652678
409.9875,-0.3055886,-0.009989736,0.1552026,359.1209,238.4257,10.34566,,-0.8791,-121.5743,10.34566
410.0936,-0.3064688,-0.0101499,0.1638495,0.2210515,237.9749,12.909,,0.2210515,-122.0251,12.909
410.2138,-0.3199984,-0.009093961,0.1808115,1.067515,239.067,12.7498,,1.067515,-120.933,12.7498
410.3253,-0.342697,-0.008137363,0.2095626,1.121608,248.2802,10.14608,,1.121608,-111.7198,10.14608
410.4285,-0.3613254,-0.00734758,0.2449196,359.8726,264.2186,7.704477,,-0.1274,-95.7814,7.704477
410.5379,-0.3640689,-0.009928704,0.2855509,359.7178,284.6893,5.266923,,-0.2822,-75.3107,5.266923
410.6414,-0.3498002,-0.0117421,0.3146608,358.9273,303.918,1.516512,,-1.0727,-56.082,1.516512
410.752,-0.3201171,-0.01744454,0.3354227,359.4772,324.7581,0.06166529,,-0.5228,-35.2419,0.06166529
410.8529,-0.2927638,-0.02226301,0.3404834,1.666895,338.4614,0.8012013,,1.666895,-21.5386,0.8012013
410.9535,-0.2751264,-0.01580862,0.3407131,358.8614,343.6563,1.409878,,-1.1386,-16.3437,1.409878
411.0646,-0.2641113,-0.001290131,0.3380401,349.6725,341.8452,359.457,,-10.3275,-18.1548,-0.543
411.1689,-0.2529939,0.01086812,0.3351644,341.5277,340.8369,357.3705,,-18.4723,-19.1631,-2.6295
411.2733,-0.2423456,0.01376334,0.3280866,336.7536,337.0698,355.9129,,-23.2464,-22.9302,-4.0871
411.3759,-0.2317697,0.01943405,0.3166561,328.774,330.2205,355.1997,,-31.226,-29.7795,-4.8003
411.476,-0.226635,0.02361843,0.3052724,323.4187,320.7859,355.6733,,-36.5813,-39.2141,-4.3267
411.5795,-0.2230842,0.02507594,0.2942643,321.2702,310.7894,358.0334,,-38.7298,-49.2106,-1.9666
411.6931,-0.2152898,0.02293444,0.2868642,321.5452,304.1622,359.6573,,-38.4548,-55.8378,-0.3427
411.8192,-0.1962069,0.01633081,0.2828801,324.4803,303.1965,358.9518,,-35.5197,-56.8035,-1.0482
411.9279,-0.1705946,0.01212071,0.2770256,325.091,303.746,358.2355,,-34.909,-56.254,-1.7645
412.0308,-0.1418927,0.01997753,0.2692966,323.0617,304.3437,357.4517,,-36.9383,-55.6563,-2.5483
412.1336,-0.1129925,0.02782566,0.2653512,320.9746,304.4243,357.2344,,-39.0254,-55.5757,-2.7656
412.2415,-0.07948881,0.02831874,0.2643813,320.4748,300.867,358.4985,,-39.5252,-59.133,-1.5015
412.3453,-0.04979032,0.02342853,0.2726995,320.1983,296.9156,0.3674519,,-39.8017,-63.0844,0.3674519
412.4709,-0.009105066,0.00695621,0.2973441,321.5692,294.4406,0.9540834,,-38.4308,-65.5594,0.9540834
412.582,0.03748061,0.001668539,0.3237101,322.4308,298.775,359.7029,,-37.5692,-61.225,-0.2971
412.683,0.0845957,0.003723579,0.3424585,323.4419,307.6072,359.7738,,-36.5581,-52.3928,-0.2262
412.8086,0.145186,0.009411203,0.3575684,325.3601,320.659,358.1845,,-34.6399,-39.341,-1.8155
412.9406,0.1925333,0.01446556,0.3572604,322.8901,331.9846,355.2662,,-37.1099,-28.0154,-4.7338
413.0665,0.2190437,0.0147797,0.3516374,322.1347,340.5704,352.6767,,-37.8653,-19.4296,-7.3233
413.1708,0.2194106,0.01512408,0.3437169,323.3448,340.0151,353.5254,,-36.6552,-19.9849,-6.4746
413.2992,0.2080055,0.01513345,0.3331633,322.3425,332.3516,354.3774,,-37.6575,-27.6484,-5.6226
413.4288,0.1972273,0.01192097,0.3263879,322.1575,324.4321,356.1896,,-37.8425,-35.5679,-3.8104
413.5561,0.1856187,0.009798439,0.3207512,320.7051,314.3956,358.6483,,-39.2949,-45.6044,-1.3517
413.6837,0.1720232,0.008438979,0.3227775,320.77,307.4757,359.9699,,-39.23,-52.5243,-0.0301
413.8106,0.1563873,0.004393757,0.3292712,323.2532,305.5901,0.5124207,,-36.7468,-54.4099,0.5124207
413.925,0.1444899,0.00291088,0.3351555,323.9438,304.2603,1.719243,,-36.0562,-55.7397,1.719243
414.0605,0.1367016,0.002732993,0.3440437,325.3086,303.6677,1.791755,,-34.6914,-56.3323,1.791755
414.1836,0.1334043,0.003708766,0.3502549,325.0244,301.3643,1.980917,,-34.9756,-58.6357,1.980917
414.3114,0.1344065,0.007616656,0.3635195,324.1095,306.898,1.035151,,-35.8905,-53.102,1.035151
414.4247,0.1376321,0.008593322,0.3782592,324.9067,316.6946,359.6552,,-35.0933,-43.3054,-0.3448
414.5255,0.140931,0.00820583,0.3865035,325.6471,323.6306,358.4228,,-34.3529,-36.3694,-1.5772
414.636,0.1466627,0.00846878,0.3920239,325.6168,331.9767,356.5482,,-34.3832,-28.0233,-3.4518
414.7415,0.1540242,0.009049394,0.3943762,325.4041,340.7345,355.3683,,-34.5959,-19.2655,-4.6317
414.8564,0.1604423,0.0108939,0.3928772,325.7631,348.8987,354.5352,,-34.2369,-11.1013,-5.4648
414.9603,0.1637339,0.01213792,0.3889498,326.0134,352.2149,354.8483,,-33.9866,-7.7851,-5.1517
415.062,0.1661533,0.0134569,0.3865767,326.2032,353.8743,355.3178,,-33.7968,-6.1257,-4.6822
415.1884,0.1723618,0.0121838,0.38839,327.7517,357.5599,354.9893,,-32.2483,-2.4401,-5.0107
415.3152,0.1787037,0.01105451,0.3944905,330.6664,5.332011,355.9384,,-29.3336,5.332011,-4.0616
415.4222,0.1862176,0.008124902,0.3985653,334.4631,17.0112,357.5096,,-25.5369,17.0112,-2.4904
415.5258,0.1940017,0.004725254,0.3954467,337.6415,31.33223,359.8912,,-22.3585,31.33223,-0.1088
415.6403,0.2005704,0.001427477,0.3844462,340.5775,48.43595,3.65652,,-19.4225,48.43595,3.65652
415.764,0.2058792,-0.000933614,0.3667859,342.3387,65.5526,7.357701,,-17.6613,65.5526,7.357701
415.8888,0.2091616,-0.002677723,0.3454295,343.8481,79.43751,9.054567,,-16.1519,79.43751,9.054567
415.9919,0.2112661,-0.004666846,0.3290754,344.7585,89.30756,9.142605,,-15.2415,89.30756,9.142605
416.1154,0.2142147,-0.01119327,0.3055934,348.16,100.8564,6.004152,,-11.84,100.8564,6.004152
416.2173,0.212403,-0.01556478,0.2941572,350.7232,107.9305,6.175807,,-9.2768,107.9305,6.175807
416.3281,0.2074355,-0.01757132,0.2905173,351.583,111.3893,5.87309,,-8.417,111.3893,5.87309
416.4484,0.2034503,-0.01462565,0.2963445,350.6316,110.3017,4.856917,,-9.3684,110.3017,4.856917
416.5668,0.1983115,-0.009027179,0.3056567,348.7484,109.0413,4.161697,,-11.2516,109.0413,4.161697
416.668,0.195142,-0.006683127,0.3156491,347.7661,107.0441,4.26226,,-12.2339,107.0441,4.26226
416.7681,0.1940045,-0.007706413,0.328054,347.5591,103.5923,5.113166,,-12.4409,103.5923,5.113166
416.8921,0.1952519,-0.009099694,0.3480126,348.5935,94.67066,6.335371,,-11.4065,94.67066,6.335371
416.9929,0.1940197,-0.01072579,0.3671569,350.7877,84.90086,7.379222,,-9.2123,84.90086,7.379222
417.1072,0.1875718,-0.01328996,0.3941598,352.5586,72.45683,8.359417,,-7.4414,72.45683,8.359417
417.2166,0.1762884,-0.01305583,0.4166242,353.8514,57.56867,8.969128,,-6.1486,57.56867,8.969128
417.3312,0.1647766,-0.01700363,0.4329955,356.1568,42.69439,10.41996,,-3.8432,42.69439,10.41996
417.4421,0.1422538,-0.02215936,0.4442542,1.399437,23.13928,13.47983,,1.399437,23.13928,13.47983
417.5432,0.1099831,-0.02535031,0.4485007,3.971032,358.279,12.36213,,3.971032,-1.721,12.36213
417.6714,0.06984597,-0.02480097,0.4353661,3.678138,322.9579,11.19787,,3.678138,-37.0421,11.19787
417.7808,0.04644508,-0.02311121,0.4097224,4.572272,294.4489,10.90088,,4.572272,-65.5511,10.90088
417.8829,0.03493737,-0.02636761,0.3789161,6.238995,272.2939,8.369537,,6.238995,-87.7061,8.369537
417.9927,0.02866692,-0.0261126,0.3430308,6.268043,252.376,5.101241,,6.268043,-107.624,5.101241
418.1205,0.02543893,-0.02803573,0.3149973,4.489481,234.3487,5.077749,,4.489481,-125.6513,5.077749
418.2211,0.02610587,-0.02455885,0.3055859,3.130824,220.1363,4.684723,,3.130824,-139.8637,4.684723
418.3229,0.0251695,-0.0143208,0.3118874,0.1356712,206.9352,4.468029,,0.1356712,-153.0648,4.468029
418.4316,0.02544747,-0.01051932,0.3373767,355.4321,194.0636,3.63045,,-4.5679,-165.9364,3.63045
418.5337,0.02916,-0.01165619,0.3787124,353.9787,180.5715,4.733037,,-6.0213,-179.4285,4.733037
418.6342,0.0332866,-0.01115403,0.4303755,354.1263,167.767,3.815391,,-5.8737,167.767,3.815391
418.758,0.04203527,-0.01270901,0.4913802,354.6516,156.1772,5.23022,,-5.3484,156.1772,5.23022
418.861,0.05694405,-0.007163107,0.5332379,354.6992,147.597,5.722518,,-5.3008,147.597,5.722518
418.9746,0.07934031,-0.007891564,0.5878606,355.9101,138.7838,6.827477,,-4.0899,138.7838,6.827477
419.0878,0.1090429,-0.01289823,0.6494306,356.0366,131.8386,6.8047,,-3.9634,131.8386,6.8047
419.2022,0.1468146,-0.01225521,0.7209101,354.8303,120.0101,6.470214,,-5.1697,120.0101,6.470214
419.3333,0.1739537,-0.004271622,0.8090585,356.1789,97.14104,7.070186,,-3.8211,97.14104,7.070186
419.4336,0.1736262,-0.000331004,0.8675151,354.521,78.98615,7.963841,,-5.479,78.98615,7.963841
419.5383,0.1576764,-0.00732681,0.90079,356.1936,65.6104,9.026803,,-3.8064,65.6104,9.026803
419.6391,0.1348706,-0.0029216,0.9087687,355.835,59.20014,8.436072,,-4.165,59.20014,8.436072
419.748,0.1109707,-0.001814455,0.8964581,353.0037,61.05198,8.026144,,-6.9963,61.05198,8.026144
419.8528,0.07857233,0.000983591,0.8698078,349.932,65.07182,8.579738,,-10.068,65.07182,8.579738
419.9754,0.03533832,0.01312936,0.8409249,342.5443,68.39182,8.477302,,-17.4557,68.39182,8.477302
420.1009,-0.01377098,0.0279096,0.8205781,333.767,69.73776,8.61092,,-26.233,69.73776,8.61092
420.2245,-0.06161916,0.03352897,0.8159239,328.7991,73.0415,7.212934,,-31.2009,73.0415,7.212934
420.3298,-0.09559126,0.03076543,0.8174307,328.2896,82.74194,5.218087,,-31.7104,82.74194,5.218087
420.4658,-0.1455163,0.02827964,0.832759,325.8269,97.33842,1.003446,,-34.1731,97.33842,1.003446
420.575,-0.1868661,0.02604136,0.8557726,323.7556,101.4195,359.8771,,-36.2444,101.4195,-0.1229
420.6788,-0.2218903,0.03115071,0.8735694,324.0559,102.1003,359.7322,,-35.9441,102.1003,-0.2678
420.803,-0.2585961,0.03329933,0.8920666,325.1964,101.5001,359.8369,,-34.8036,101.5001,-0.1631
420.9284,-0.2827609,0.03376133,0.9068922,324.6264,96.01501,2.074553,,-35.3736,96.01501,2.074553
421.0296,-0.2928303,0.03442257,0.9158779,326.0115,88.62062,5.045666,,-33.9885,88.62062,5.045666
421.1303,-0.2998599,0.03693921,0.9184053,325.3982,80.31718,6.741888,,-34.6018,80.31718,6.741888
421.2448,-0.3010932,0.03407765,0.9170409,324.9501,72.02662,8.706826,,-35.0499,72.02662,8.706826
421.3625,-0.2969975,0.03365529,0.9112614,324.6004,64.4864,9.630239,,-35.3996,64.4864,9.630239
421.4917,-0.2831435,0.032682,0.9038884,325.2217,58.41607,9.278013,,-34.7783,58.41607,9.278013
421.5925,-0.2701343,0.03255067,0.8992569,325.4741,56.79074,8.501504,,-34.5259,56.79074,8.501504
421.7036,-0.2547139,0.03157172,0.8954487,326.0918,56.64865,7.1484,,-33.9082,56.64865,7.1484
421.805,-0.2388794,0.02915626,0.8933175,328.2081,58.17298,6.196838,,-31.7919,58.17298,6.196838
421.9056,-0.2202104,0.02404731,0.8889333,332.0899,60.185,4.855611,,-27.9101,60.185,4.855611
422.0062,-0.2022147,0.02182865,0.8795034,335.4529,62.42393,3.645485,,-24.5471,62.42393,3.645485
422.1173,-0.1845217,0.01721417,0.8632081,338.7859,64.76072,2.787875,,-21.2141,64.76072,2.787875
422.2415,-0.1643238,0.02234389,0.8395891,338.4276,68.35933,2.58634,,-21.5724,68.35933,2.58634
422.3466,-0.1449039,0.02420656,0.8253695,335.5449,71.35516,2.850408,,-24.4551,71.35516,2.850408
422.4466,-0.122779,0.03046843,0.8196951,331.2256,72.6178,3.427271,,-28.7744,72.6178,3.427271
422.5466,-0.09421729,0.0279786,0.8221951,328.333,73.67673,3.496037,,-31.667,73.67673,3.496037
422.6725,-0.0521328,0.02355123,0.8391992,326.8032,76.66693,2.760417,,-33.1968,76.66693,2.760417
422.7932,-0.006848157,0.02569549,0.861266,327.1041,80.38096,2.311309,,-32.8959,80.38096,2.311309
422.894,0.02685767,0.02915983,0.8778039,327.7711,81.64764,1.617058,,-32.2289,81.64764,1.617058
423.012,0.05833928,0.03578779,0.8856208,326.7537,82.73441,1.975804,,-33.2463,82.73441,1.975804
423.1233,0.08280823,0.03774429,0.8826638,326.2515,84.08698,1.239377,,-33.7485,84.08698,1.239377
423.2322,0.09958556,0.0364251,0.8755996,326.285,83.89621,2.034747,,-33.715,83.89621,2.034747
423.3458,0.1086667,0.03788022,0.8662098,325.8496,82.08566,2.032626,,-34.1504,82.08566,2.032626
423.459,0.1145374,0.03819576,0.8566351,325.0714,81.22563,2.084187,,-34.9286,81.22563,2.084187
423.5866,0.1175438,0.03587803,0.8550006,326.6022,81.03414,1.476654,,-33.3978,81.03414,1.476654
423.71,0.1125164,0.03261038,0.8656936,328.5887,81.9529,1.293069,,-31.4113,81.9529,1.293069
423.8123,0.1035238,0.02983515,0.8788388,328.8397,83.34476,1.755288,,-31.1603,83.34476,1.755288
423.9247,0.09015749,0.03119438,0.8912581,328.3956,85.49927,1.656305,,-31.6044,85.49927,1.656305
424.0342,0.07756808,0.03097693,0.9018906,327.6212,89.32992,0.8749062,,-32.3788,89.32992,0.8749062
424.1477,0.06666966,0.0300247,0.9082705,327.1685,91.79414,0.6705598,,-32.8315,91.79414,0.6705598
424.2561,0.05863594,0.0274936,0.9085557,328.5995,90.49113,1.513243,,-31.4005,90.49113,1.513243
424.3757,0.05096604,0.02371624,0.9022225,331.2831,85.42941,2.236418,,-28.7169,85.42941,2.236418
424.4973,0.05057086,0.01994622,0.888351,334.8857,78.74393,4.183298,,-25.1143,78.74393,4.183298
424.5989,0.05606702,0.02023771,0.8739556,335.7822,76.01894,3.871776,,-24.2178,76.01894,3.871776
424.7175,0.05916715,0.02618358,0.8601258,333.2684,74.27737,4.225632,,-26.7316,74.27737,4.225632
424.8285,0.06198035,0.03116374,0.8573645,331.7591,72.6245,5.427428,,-28.2409,72.6245,5.427428
424.9474,0.06717103,0.02448895,0.8660391,331.8271,71.56697,3.971215,,-28.1729,71.56697,3.971215
425.0479,0.07591724,0.01611836,0.8815806,333.1187,71.60487,4.342556,,-26.8813,71.60487,4.342556
425.1518,0.08482213,0.01755847,0.8917354,334.0722,73.06463,3.289555,,-25.9278,73.06463,3.289555
425.2542,0.08729147,0.01650193,0.8986656,334.9335,74.47957,2.13054,,-25.0665,74.47957,2.13054
425.3791,0.08172619,0.01857354,0.9066369,334.351,75.53262,3.259258,,-25.649,75.53262,3.259258
425.4869,0.07309958,0.02048855,0.9098303,333.2666,76.24891,3.108294,,-26.7334,76.24891,3.108294
425.5884,0.06547756,0.02026666,0.9112638,332.1832,75.83774,3.232377,,-27.8168,75.83774,3.232377
425.6906,0.05834921,0.02161478,0.9109951,331.828,75.24438,3.286599,,-28.172,75.24438,3.286599
425.8125,0.05197781,0.02228648,0.9101674,331.3511,75.20361,3.062674,,-28.6489,75.20361,3.062674
425.9138,0.04846969,0.02265074,0.9087029,331.0932,75.04675,2.853657,,-28.9068,75.04675,2.853657
426.0386,0.04415288,0.02370409,0.9055355,330.8362,75.75486,1.93359,,-29.1638,75.75486,1.93359
426.1414,0.03831635,0.02443311,0.9045421,330.1889,75.89999,1.920957,,-29.8111,75.89999,1.920957
426.2418,0.03247472,0.02578572,0.9043077,328.8686,75.39255,2.188704,,-31.1314,75.39255,2.188704
426.371,0.02594199,0.02536645,0.9033719,329.1279,75.07096,2.129202,,-30.8721,75.07096,2.129202
426.493,0.02241256,0.02484901,0.9013852,328.6988,75.30855,1.47463,,-31.3012,75.30855,1.47463
426.6177,0.02183648,0.02362784,0.89939,330.4754,76.46432,0.9557231,,-29.5246,76.46432,0.9557231
426.7433,0.01972231,0.02462505,0.9001087,330.5812,76.80595,1.439248,,-29.4188,76.80595,1.439248
426.8678,0.01139075,0.02464647,0.9026189,329.2623,77.69658,1.348525,,-30.7377,77.69658,1.348525
426.9724,-0.005545481,0.02421457,0.9089461,328.5003,78.57006,1.247342,,-31.4997,78.57006,1.247342
427.0903,-0.03074601,0.02068493,0.9202768,327.7688,79.83058,1.199339,,-32.2312,79.83058,1.199339
427.1925,-0.04435206,0.01918008,0.9289367,328.6763,80.76023,1.380295,,-31.3237,80.76023,1.380295
427.2957,-0.05095118,0.01790719,0.9327461,330.7805,81.35219,1.166274,,-29.2195,81.35219,1.166274
427.4069,-0.0523493,0.01506255,0.9309545,333.3203,80.96626,1.172215,,-26.6797,80.96626,1.172215
427.5107,-0.05270131,0.01544382,0.9229251,335.6608,80.75571,1.989605,,-24.3392,80.75571,1.989605
427.619,-0.05280302,0.01835156,0.9117643,338.2227,80.81308,1.497428,,-21.7773,80.81308,1.497428
427.7204,-0.05045491,0.02220274,0.9057502,338.9858,79.63277,0.6925768,,-21.0142,79.63277,0.6925768
427.8262,-0.04289205,0.02407941,0.9020221,340.2643,77.23672,0.4903219,,-19.7357,77.23672,0.4903219
427.9447,-0.0283067,0.02490652,0.8956259,341.9639,75.07646,359.5856,,-18.0361,75.07646,-0.4144
428.0453,-0.01625694,0.02240331,0.8913995,343.6104,73.22763,358.1443,,-16.3896,73.22763,-1.8557
428.1475,-0.005276832,0.0184616,0.8898546,344.3076,72.48168,356.5785,,-15.6924,72.48168,-3.4215
428.274,0.004448839,0.01273889,0.8920491,346.7266,75.05909,354.7999,,-13.2734,75.05909,-5.2001
428.3831,0.008972239,0.01089397,0.8966606,347.0531,76.63092,356.0377,,-12.9469,76.63092,-3.9623
428.4977,0.01454482,0.01043313,0.8984456,347.0929,78.80946,355.9329,,-12.9071,78.80946,-4.0671
428.5984,0.02177775,0.01003209,0.8980619,347.8216,80.72302,356.3126,,-12.1784,80.72302,-3.6874
428.7105,0.03171337,0.0125089,0.8922232,347.439,86.40677,357.9414,,-12.561,86.40677,-2.0586
428.8123,0.03758058,0.01087242,0.8751792,348.9145,99.81406,358.5566,,-11.0855,99.81406,-1.4434
428.9124,0.03558569,0.008006763,0.8493971,349.9273,117.1799,357.5463,,-10.0727,117.1799,-2.4537
429.0147,0.0248794,0.005095668,0.8205932,351.3402,135.928,357.3178,,-8.6598,135.928,-2.6822
429.1242,0.006667333,0.002193388,0.7896267,351.021,157.6558,357.1737,,-8.979,157.6558,-2.8263
429.2399,-0.0135997,-0.001852297,0.765964,352.5985,175.1318,359.1773,,-7.4015,175.1318,-0.8227
429.3519,-0.02820096,-0.00399425,0.7491367,353.028,189.7541,359.1146,,-6.972,-170.2459,-0.8854
429.4731,-0.03573918,-0.004069282,0.7410973,353.1873,205.2532,359.6626,,-6.8127,-154.7468,-0.3374
429.5988,-0.02969294,0.000296372,0.7443455,352.6325,222.5917,359.0011,,-7.3675,-137.4083,-0.9989
429.7279,-0.0056022,-0.00474873,0.7602704,354.4089,238.5558,0.7280614,,-5.5911,-121.4442,0.7280614
429.8517,0.0350797,-0.009228265,0.7826504,356.2811,255.6573,0.4739543,,-3.7189,-104.3427,0.4739543
429.9541,0.07302897,-0.008243321,0.8002165,356.1628,268.5187,1.030541,,-3.8372,-91.4813,1.030541
430.0636,0.1085205,0.000809581,0.8257909,353.8067,279.8891,2.569182,,-6.1933,-80.1109,2.569182
430.175,0.1355319,0.005477653,0.8602233,352.7372,288.1996,3.563044,,-7.2628,-71.8004,3.563044
430.2788,0.1539931,0.007080792,0.8974897,351.7197,294.9136,3.228332,,-8.2803,-65.0864,3.228332
430.3882,0.1715947,0.005839988,0.947588,351.1492,302.1847,3.767274,,-8.8508,-57.8153,3.767274
430.4912,0.1839641,0.003715302,0.9910592,351.2156,308.556,3.231215,,-8.7844,-51.444,3.231215
430.5915,0.1960324,0.000695832,1.02372,353.2856,317.5258,1.715061,,-6.7144,-42.4742,1.715061
430.6932,0.2079104,0.003017576,1.041495,353.5456,328.1518,1.677891,,-6.4544,-31.8482,1.677891
430.817,0.2182625,0.000438529,1.044289,354.5439,337.9187,0.9775993,,-5.4561,-22.0813,0.9775993
430.9527,0.2216931,0.001703846,1.033915,355.8004,343.3367,1.413479,,-4.1996,-16.6633,1.413479
431.0547,0.2236768,0.001763717,1.020197,356.4148,344.1003,2.230345,,-3.5852,-15.8997,2.230345
431.1673,0.2306389,-0.000414319,1.002442,357.3549,343.5784,2.303674,,-2.6451,-16.4216,2.303674
431.2801,0.2419218,-0.00462726,0.9830636,358.5937,344.8698,1.872942,,-1.4063,-15.1302,1.872942
431.4037,0.2501867,-0.009530795,0.9697847,0.5022874,343.9578,1.108985,,0.5022874,-16.0422,1.108985
431.5043,0.260344,-0.01338652,0.9677181,2.206906,342.1652,1.577415,,2.206906,-17.8348,1.577415
431.6158,0.286471,-0.01677962,0.9711146,2.762298,339.8357,0.6678613,,2.762298,-20.1643,0.6678613
431.7163,0.3217807,-0.01999181,0.9702061,2.276035,335.7876,359.1284,,2.276035,-24.2124,-0.8716
431.8205,0.3648498,-0.02486695,0.9647909,1.525104,330.6006,357.2839,,1.525104,-29.3994,-2.7161
431.9212,0.4177621,-0.03383964,0.9583364,1.982015,327.2923,357.4525,,1.982015,-32.7077,-2.5475
432.0215,0.4818418,-0.043382,0.9575219,2.932288,328.6032,358.3761,,2.932288,-31.3968,-1.6239
432.1319,0.5590749,-0.03904608,0.9572492,5.404134,335.5685,359.4812,,5.404134,-24.4315,-0.5188
432.2343,0.6216259,-0.02956874,0.948532,6.638644,341.9599,1.352786,,6.638644,-18.0401,1.352786
432.3581,0.6694967,-0.02357674,0.924139,5.631645,344.2037,0.2234926,,5.631645,-15.7963,0.2234926
432.4866,0.6891689,-0.02440897,0.8924664,6.915184,341.3655,0.858857,,6.915184,-18.6345,0.858857
432.5952,0.7026992,-0.0170169,0.8596605,6.971304,341.4774,2.821229,,6.971304,-18.5226,2.821229
432.721,0.7108963,-0.01172169,0.8310152,4.375607,339.7978,3.14095,,4.375607,-20.2022,3.14095
432.8212,0.7043182,-0.009546291,0.8058876,3.131094,332.8276,358.853,,3.131094,-27.1724,-1.147
432.9341,0.6821612,-0.003760035,0.7699706,0.8129421,316.2487,356.3643,,0.8129421,-43.7513,-3.6357
433.047,0.6647916,-0.001966873,0.7412854,359.6011,305.9548,357.8846,,-0.3989,-54.0452,-2.1154
433.1715,0.6614539,-0.00643677,0.736243,1.691945,312.3714,3.150351,,1.691945,-47.6286,3.150351
433.2861,0.6654338,-0.007320223,0.7484671,1.144047,327.6017,6.014089,,1.144047,-32.3983,6.014089
433.4098,0.665961,-0.009078417,0.7617825,1.959057,340.2705,4.224875,,1.959057,-19.7295,4.224875
433.5366,0.6604035,-0.01362177,0.7760944,2.955485,344.6359,359.5904,,2.955485,-15.3641,-0.4096
433.6468,0.6611148,-0.01907694,0.7850798,4.36613,352.7771,358.6358,,4.36613,-7.2229,-1.3642
433.7736,0.6709081,-0.0221749,0.7862819,5.213044,6.003788,1.079501,,5.213044,6.003788,1.079501
433.8988,0.6849028,-0.02049135,0.7763703,3.907059,19.17912,2.653479,,3.907059,19.17912,2.653479
434.013,0.6960424,-0.02004737,0.7621235,3.076679,27.33829,1.214317,,3.076679,27.33829,1.214317
434.1371,0.6989262,-0.01649071,0.7406265,2.539462,33.31746,1.34288,,2.539462,33.31746,1.34288
434.239,0.6952814,-0.01887649,0.722752,1.42431,35.36431,0.1557599,,1.42431,35.36431,0.1557599
434.3408,0.6891659,-0.02037958,0.7089207,2.940507,40.60312,358.7308,,2.940507,40.60312,-1.2692
434.4498,0.6773047,-0.01684759,0.7032467,3.496445,42.1867,0.076508,,3.496445,42.1867,0.076508
434.554,0.6636042,-0.01439315,0.7058825,3.171194,34.75806,2.661713,,3.171194,34.75806,2.661713
434.6627,0.6515022,-0.01160914,0.7125159,2.45182,20.58684,2.708403,,2.45182,20.58684,2.708403
434.7668,0.6458986,-0.006612233,0.7229378,1.183173,5.672749,1.527796,,1.183173,5.672749,1.527796
434.8747,0.6441854,-0.001701235,0.7354095,359.1343,349.0583,0.8153402,,-0.8657,-10.9417,0.8153402
434.9783,0.6464238,0.001344643,0.7440914,357.522,336.9281,359.7129,,-2.478,-23.0719,-0.2871
435.0923,0.6464756,0.006187044,0.7504533,353.222,324.0336,359.8165,,-6.778,-35.9664,-0.1835
435.2012,0.640855,0.009990512,0.7494955,349.3896,308.6086,0.1256724,,-10.6104,-51.3914,0.1256724
435.3032,0.6326518,0.01196833,0.742335,347.3061,293.4993,0.04779842,,-12.6939,-66.5007,0.04779842
435.4034,0.6224111,0.01263471,0.7293434,345.536,278.6395,359.3916,,-14.464,-81.3605,-0.6084
435.5295,0.6117073,0.01170221,0.7059813,345.8616,261.6002,358.8411,,-14.1384,-98.3998,-1.1589
435.6398,0.6059288,0.008379786,0.6808031,346.2887,247.5039,358.3395,,-13.7113,-112.4961,-1.6605
435.7512,0.6038908,0.007999361,0.6567875,345.1295,233.739,359.3752,,-14.8705,-126.261,-0.6248
435.8533,0.6011077,0.007901098,0.6421576,343.3339,222.4019,359.1827,,-16.6661,-137.5981,-0.8173
435.9575,0.5944149,0.0134785,0.6365477,343.3688,210.9391,359.9757,,-16.6312,-149.0609,-0.0243
436.0694,0.5796059,0.01380238,0.6384545,342.8748,197.2726,0.3982448,,-17.1252,-162.7274,0.3982448
436.1913,0.5549185,0.009326135,0.651893,343.2579,181.4199,2.286775,,-16.7421,-178.5801,2.286775
436.319,0.5338375,0.009741313,0.6714523,343.7281,165.9837,1.790599,,-16.2719,165.9837,1.790599
436.4422,0.5303653,0.01183129,0.6973098,345.1219,152.8804,1.356702,,-14.8781,152.8804,1.356702
436.5455,0.5386112,0.0128551,0.7238914,345.3648,142.9513,1.637459,,-14.6352,142.9513,1.637459
436.6563,0.5548065,0.01510685,0.7586488,344.1857,131.5631,3.108773,,-15.8143,131.5631,3.108773
436.7578,0.5722158,0.01727285,0.7920235,343.4246,121.9162,3.137188,,-16.5754,121.9162,3.137188
436.8799,0.5923858,0.01736331,0.8344475,343.5719,110.3287,3.65378,,-16.4281,110.3287,3.65378
