InteractionNumber,ElapsedTime,SplitTime,missCount,,,,,,,
180.23,-0.5670434,-0.02999735,1.146943,7.990377,322.3343,12.58769,,7.990377,-37.6657,12.58769
180.3304,-0.5481068,-0.02726452,1.163588,6.102393,330.1272,12.70567,,6.102393,-29.8728,12.70567
180.4582,-0.517619,-0.02869531,1.167962,5.050647,340.6405,11.83924,,5.050647,-19.3595,11.83924
180.5701,-0.4969082,-0.03465402,1.155058,6.067238,344.4392,11.11188,,6.067238,-15.5608,11.11188
180.6709,-0.4800796,-0.03829059,1.137954,7.192836,343.7611,10.96116,,7.192836,-16.2389,10.96116
180.7798,-0.4519987,-0.03957506,1.118759,7.260219,343.7795,9.924214,,7.260219,-16.2205,9.924214
180.9051,-0.4047127,-0.04235351,1.097351,6.682182,349.4435,10.92827,,6.682182,-10.5565,10.92827
181.0071,-0.3656214,-0.0407468,1.082407,8.98165,351.3465,10.98184,,8.98165,-8.6535,10.98184
181.1097,-0.3207669,-0.03764147,1.071773,8.58529,352.0897,10.74814,,8.58529,-7.9103,10.74814
181.2119,-0.2700009,-0.04075304,1.065237,8.948125,351.0655,9.936313,,8.948125,-8.9345,9.936313
181.3469,-0.1888516,-0.04692806,1.068239,8.897105,349.9086,9.461712,,8.897105,-10.0914,9.461712
181.4731,-0.110025,-0.0468422,1.07322,9.899263,351.9599,9.534607,,9.899263,-8.0401,9.534607
181.5746,-0.06426197,-0.03496993,1.062615,11.27223,351.7912,9.667641,,11.27223,-8.2088,9.667641
181.6957,-0.0386406,-0.02949111,1.032813,9.654888,341.9135,9.109095,,9.654888,-18.0865,9.109095
181.7984,-0.02586227,-0.03021319,1.003252,9.358732,337.1577,7.5826,,9.358732,-22.8423,7.5826
181.9209,-0.006233493,-0.0241789,0.9740873,9.722162,345.4991,9.358923,,9.722162,-14.5009,9.358923
182.0238,0.005696448,-0.03082651,0.9522315,9.448016,351.1819,11.2933,,9.448016,-8.8181,11.2933
182.1492,0.01189251,-0.03134593,0.9240856,9.643701,350.6797,9.098683,,9.643701,-9.3203,9.098683
182.2718,0.02838546,-0.03228702,0.9025872,8.411779,359.2454,10.48255,,8.411779,-0.7546,10.48255
182.3838,0.03516658,-0.0354319,0.890072,8.669953,5.853761,10.86044,,8.669953,5.853761,10.86044
182.509,0.03117166,-0.03739133,0.8771512,9.162263,8.754554,11.17827,,9.162263,8.754554,11.17827
182.6096,0.02499338,-0.03779876,0.8723657,8.867573,8.363716,11.0343,,8.867573,8.363716,11.0343
182.7113,0.0198198,-0.03843673,0.8702033,8.8637,8.691648,10.41728,,8.8637,8.691648,10.41728
182.8298,0.01273267,-0.0376028,0.8698651,8.950093,7.855961,9.929163,,8.950093,7.855961,9.929163
182.9486,0.000549598,-0.03229384,0.8678122,6.343186,3.274054,8.476491,,6.343186,3.274054,8.476491
183.0489,-0.007272795,-0.02888702,0.8666711,5.615775,1.488772,7.687144,,5.615775,1.488772,7.687144
183.1762,-0.01555992,-0.02532051,0.8670596,5.036149,1.000861,7.603716,,5.036149,1.000861,7.603716
183.3016,-0.01689571,-0.02246246,0.8655057,5.449897,357.9221,8.549002,,5.449897,-2.0779,8.549002
183.4114,-0.005835311,-0.02016369,0.8574854,4.793744,354.4198,7.589336,,4.793744,-5.5802,7.589336
183.5121,0.01563475,-0.02233459,0.8482601,5.296637,352.1671,7.503336,,5.296637,-7.8329,7.503336
183.6133,0.04543849,-0.0309325,0.8362797,6.678462,349.169,8.18878,,6.678462,-10.831,8.18878
183.7181,0.0831125,-0.03940849,0.8190621,10.00468,346.9797,8.161873,,10.00468,-13.0203,8.161873
183.8255,0.1278691,-0.05282057,0.7925593,14.8617,346.4998,8.519408,,14.8617,-13.5002,8.519408
183.9381,0.1597676,-0.05068019,0.7677769,16.28839,346.5975,9.714045,,16.28839,-13.4025,9.714045
184.0387,0.1828697,-0.04653886,0.7375107,15.81832,345.5788,10.34682,,15.81832,-14.4212,10.34682
184.1646,0.1932781,-0.04097065,0.7043334,15.44641,346.9056,10.63181,,15.44641,-13.0944,10.63181
184.29,0.1911161,-0.04346735,0.6702968,15.21309,350.2738,11.32481,,15.21309,-9.7262,11.32481
184.39,0.1787779,-0.04370436,0.641724,16.10142,351.6861,11.25165,,16.10142,-8.3139,11.25165
184.4926,0.1616304,-0.04080336,0.6131053,16.42766,350.1678,11.41959,,16.42766,-9.8322,11.41959
184.6139,0.1422478,-0.03969045,0.582923,16.87613,348.194,10.79015,,16.87613,-11.806,10.79015
184.7313,0.1320156,-0.04117861,0.5634583,17.7255,351.0192,10.29342,,17.7255,-8.9808,10.29342
184.8432,0.1327941,-0.0396346,0.5468777,17.82687,353.9842,11.82719,,17.82687,-6.0158,11.82719
184.9548,0.1469897,-0.04282721,0.5326996,18.47025,356.2352,11.44256,,18.47025,-3.7648,11.44256
185.0576,0.1703367,-0.04614004,0.5254742,19.86146,359.7396,12.24204,,19.86146,-0.2604,12.24204
185.1925,0.2089825,-0.04870642,0.5254539,20.44371,9.236242,10.14179,,20.44371,9.236242,10.14179
185.3172,0.2283863,-0.05406662,0.5357553,22.19096,11.42209,7.453931,,22.19096,11.42209,7.453931
185.427,0.2444678,-0.05480209,0.5512579,22.2766,12.8612,6.138801,,22.2766,12.8612,6.138801
185.5398,0.2610911,-0.05402595,0.5651461,21.45877,13.80609,3.762256,,21.45877,13.80609,3.762256
185.6439,0.2717947,-0.05415285,0.5708179,20.5586,14.28867,0.4492987,,20.5586,14.28867,0.4492987
185.7554,0.2853971,-0.05643215,0.5718289,20.46259,17.26016,357.6924,,20.46259,17.26016,-2.3076
185.869,0.284659,-0.05591201,0.5706685,20.03533,19.13464,357.7316,,20.03533,19.13464,-2.2684
185.9917,0.2709995,-0.05338615,0.5727065,19.09855,14.61061,355.9827,,19.09855,14.61061,-4.0173
186.0918,0.2642447,-0.05331049,0.5781584,18.80727,11.80312,355.6591,,18.80727,11.80312,-4.3409
186.1968,0.2607219,-0.05185463,0.582823,17.58907,10.07872,356.7095,,17.58907,10.07872,-3.2905
186.3198,0.2612072,-0.05194068,0.5815814,17.90963,7.56704,356.9516,,17.90963,7.56704,-3.0484
186.4231,0.2701739,-0.052758,0.5760366,18.03561,7.060682,357.0852,,18.03561,7.060682,-2.9148
186.5439,0.2775482,-0.05088149,0.5663694,18.11602,6.3108,357.08,,18.11602,6.3108,-2.92
186.6589,0.2808711,-0.04951029,0.5555125,18.58327,3.729585,358.6672,,18.58327,3.729585,-1.3328
186.784,0.2876691,-0.04853446,0.5461,19.07902,1.883835,0.9382665,,19.07902,1.883835,0.9382665
186.91,0.3090125,-0.04577094,0.5360893,17.82815,5.972112,4.420546,,17.82815,5.972112,4.420546
187.0106,0.3261573,-0.04566588,0.5267553,16.03473,9.16671,7.64048,,16.03473,9.16671,7.64048
187.138,0.3299141,-0.04199703,0.5162945,15.09624,3.305435,8.873302,,15.09624,3.305435,8.873302
187.2512,0.3211504,-0.03988031,0.5091969,14.12348,352.5874,7.568318,,14.12348,-7.4126,7.568318
187.3522,0.3117513,-0.03749782,0.50266,13.86247,345.5578,5.079198,,13.86247,-14.4422,5.079198
187.4614,0.30402,-0.03015061,0.5023201,12.5528,343.6001,4.408111,,12.5528,-16.3999,4.408111
187.5845,0.3097477,-0.02817818,0.5101151,12.19978,353.4269,5.991942,,12.19978,-6.5731,5.991942
187.6887,0.3240214,-0.02937772,0.5173172,12.69451,5.908408,8.848318,,12.69451,5.908408,8.848318
187.7991,0.3450008,-0.03249845,0.5197489,13.39706,18.91607,10.78039,,13.39706,18.91607,10.78039
187.9242,0.3692261,-0.03758594,0.5202571,15.11242,29.53732,11.7546,,15.11242,29.53732,11.7546
188.0289,0.3857746,-0.04073117,0.521682,14.75217,34.1047,11.76599,,14.75217,34.1047,11.76599
188.161,0.4054697,-0.04684161,0.5282711,14.80028,37.99835,11.99466,,14.80028,37.99835,11.99466
188.2628,0.4148398,-0.05713443,0.540773,15.8296,38.06786,11.69406,,15.8296,38.06786,11.69406
188.3904,0.419909,-0.07002056,0.5568497,19.17289,36.20621,12.08487,,19.17289,36.20621,12.08487
188.5149,0.4207855,-0.07936926,0.5724394,21.02085,35.31446,10.89838,,21.02085,35.31446,10.89838
188.6158,0.4200369,-0.08860067,0.5863345,22.64144,34.13527,10.69647,,22.64144,34.13527,10.69647
188.742,0.4163815,-0.09613572,0.6033483,24.18199,33.06401,9.449204,,24.18199,33.06401,9.449204
188.8758,0.4161148,-0.1052213,0.6212955,24.48041,33.25158,9.990024,,24.48041,33.25158,9.990024
188.9801,0.4199307,-0.1126845,0.6326951,28.41696,34.86351,10.50878,,28.41696,34.86351,10.50878
189.0957,0.4244423,-0.1154344,0.646195,27.70092,38.05273,9.659428,,27.70092,38.05273,9.659428
189.2033,0.4250306,-0.1174396,0.653534,29.60396,41.38553,10.87016,,29.60396,41.38553,10.87016
189.318,0.426677,-0.1100715,0.6569676,29.34982,42.96389,11.16397,,29.34982,42.96389,11.16397
189.4414,0.4249424,-0.1022185,0.6482502,29.25575,46.49654,11.09705,,29.25575,46.49654,11.09705
189.5625,0.4007961,-0.09623281,0.6231303,26.71639,50.63409,10.74836,,26.71639,50.63409,10.74836
189.6657,0.3567116,-0.09088841,0.5917125,24.44415,52.68031,10.09317,,24.44415,52.68031,10.09317
189.7678,0.3008201,-0.07899424,0.5574849,22.82694,57.70979,7.52933,,22.82694,57.70979,7.52933
189.8793,0.2483406,-0.06808594,0.5247844,15.08376,61.86908,5.783565,,15.08376,61.86908,5.783565
189.9796,0.2187733,-0.06038011,0.5056669,12.0471,61.51253,7.406819,,12.0471,61.51253,7.406819
190.0812,0.1952385,-0.05728025,0.4916397,13.11646,58.84686,5.87072,,13.11646,58.84686,5.87072
190.1933,0.1705083,-0.05896155,0.4756505,15.20245,55.4223,4.680566,,15.20245,55.4223,4.680566
190.3048,0.1472169,-0.06045207,0.4575723,18.66294,49.56252,2.555838,,18.66294,49.56252,2.555838
190.4063,0.1354023,-0.05781924,0.4329352,17.26943,42.55302,1.863128,,17.26943,42.55302,1.863128
190.5396,0.1228476,-0.05502181,0.3932116,17.27554,36.17666,1.387907,,17.27554,36.17666,1.387907
190.6442,0.1094086,-0.04879346,0.3627441,15.346,35.30008,359.7444,,15.346,35.30008,-0.2556
190.7721,0.07786208,-0.04848504,0.3394594,14.62012,34.42884,357.8501,,14.62012,34.42884,-2.1499
190.9044,0.04896433,-0.0493511,0.3291558,13.37944,31.25565,355.5179,,13.37944,31.25565,-4.4821
191.0168,0.03403612,-0.04645009,0.3336474,13.64696,30.67497,354.5498,,13.64696,30.67497,-5.4502
191.1436,0.02010572,-0.04790719,0.3402115,13.79027,31.55819,352.8595,,13.79027,31.55819,-7.1405
191.2474,0.008742956,-0.04798657,0.3443062,14.64195,34.88349,353.7295,,14.64195,34.88349,-6.2705
191.3591,-0.00366131,-0.04969107,0.3452927,16.12908,39.33877,354.7054,,16.12908,39.33877,-5.2946
191.4756,-0.009834944,-0.03326771,0.3420837,10.88293,46.18578,357.6139,,10.88293,46.18578,-2.3861
191.5991,-0.01685741,-0.006753501,0.3346301,359.9091,54.43127,1.957174,,-0.0909,54.43127,1.957174
191.7091,-0.0234875,0.008344756,0.3295007,352.9631,57.66257,2.684675,,-7.0369,57.66257,2.684675
191.8349,-0.03305591,0.01872396,0.3171217,347.3743,62.59075,1.241237,,-12.6257,62.59075,1.241237
191.9364,-0.03914449,0.02409762,0.3083446,344.6044,65.43029,0.02463647,,-15.3956,65.43029,0.02463647
192.0367,-0.04081734,0.02575366,0.3052749,343.5893,66.47845,358.7001,,-16.4107,66.47845,-1.2999
192.1418,-0.04247548,0.02289815,0.3131943,345.2921,62.6353,359.6111,,-14.7079,62.6353,-0.3889
192.2499,-0.05210118,0.01408268,0.326714,348.7496,55.72633,0.8793725,,-11.2504,55.72633,0.8793725
192.3504,-0.07816146,0.01378639,0.3327197,349.9574,52.69606,1.487099,,-10.0426,52.69606,1.487099
192.4636,-0.1238208,0.01189065,0.3386487,347.3918,50.93753,2.209808,,-12.6082,50.93753,2.209808
192.5714,-0.1715363,0.01523435,0.3450507,344.2677,51.6027,2.841569,,-15.7323,51.6027,2.841569
192.6856,-0.2190443,0.01476813,0.3531884,343.0766,50.132,3.000518,,-16.9234,50.132,3.000518
192.8159,-0.2675113,0.01265469,0.3563935,343.4981,47.94743,3.482949,,-16.5019,47.94743,3.482949
192.9234,-0.2992823,0.00812036,0.3487949,346.5794,49.90861,2.182448,,-13.4206,49.90861,2.182448
193.0269,-0.3118388,0.004212432,0.3236989,348.8973,61.50755,2.08204,,-11.1027,61.50755,2.08204
193.1283,-0.3186195,0.004810228,0.2937068,349.8009,77.78111,359.7721,,-10.1991,77.78111,-0.2279
193.2378,-0.3273232,0.001265042,0.2738227,354.3401,97.04646,357.8182,,-5.6599,97.04646,-2.1818
193.3633,-0.3326122,0.00037034,0.2680854,353.6493,117.6455,358.4728,,-6.3507,117.6455,-1.5272
193.4659,-0.3312712,0.001256775,0.2761995,354.3025,127.9302,358.1053,,-5.6975,127.9302,-1.8947
193.5889,-0.321143,0.0004855,0.2912823,353.7608,134.5776,358.727,,-6.2392,134.5776,-1.273
193.6905,-0.31265,0.002441687,0.3033538,353.3161,134.8826,359.9243,,-6.6839,134.8826,-0.0757
193.8157,-0.306015,0.005130418,0.3148195,351.7471,130.8803,359.6823,,-8.2529,130.8803,-0.3177
193.9247,-0.2983381,0.005826999,0.3228031,351.0135,123.7471,358.3198,,-8.9865,123.7471,-1.6802
194.0287,-0.2858213,0.006555032,0.3343309,350.7839,111.57,358.2655,,-9.2161,111.57,-1.7345
194.1526,-0.2748282,0.006033244,0.3426223,351.0478,102.4275,358.2554,,-8.9522,102.4275,-1.7446
194.2786,-0.2709536,0.00684907,0.3407551,350.605,101.7968,358.9397,,-9.395,101.7968,-1.0603
194.4018,-0.2751241,0.007245094,0.3307516,350.1856,110.0429,358.1375,,-9.8144,110.0429,-1.8625
194.5181,-0.2846075,0.01010088,0.3292976,349.1273,116.9758,358.5076,,-10.8727,116.9758,-1.4924
194.6286,-0.3019192,0.01930979,0.3442883,343.0658,118.9843,359.1505,,-16.9342,118.9843,-0.8495
194.7302,-0.3239742,0.0297307,0.3658309,336.1916,118.6377,358.8476,,-23.8084,118.6377,-1.1524
194.8556,-0.3533175,0.03520319,0.4007065,333.1818,116.2686,358.8385,,-26.8182,116.2686,-1.1615
194.9788,-0.3699459,0.03329061,0.4362628,336.3107,110.414,358.2953,,-23.6893,110.414,-1.7047
195.0806,-0.3747919,0.0298214,0.4588724,337.7623,107.1592,358.3266,,-22.2377,107.1592,-1.6734
195.1815,-0.3788541,0.0275213,0.4784274,339.8631,105.7154,0.2966029,,-20.1369,105.7154,0.2966029
195.2821,-0.3854798,0.02369056,0.4945334,340.596,107.747,0.3625932,,-19.404,107.747,0.3625932
195.3835,-0.3985582,0.02321624,0.506602,340.2683,109.7626,359.2758,,-19.7317,109.7626,-0.7242
195.4852,-0.4232869,0.01412138,0.506119,342.1087,109.7055,2.169804,,-17.8913,109.7055,2.169804
195.6096,-0.4561061,0.00183138,0.4920447,341.5479,111.6217,0.3088469,,-18.4521,111.6217,0.3088469
195.7303,-0.4805603,-0.01459993,0.4839441,341.0599,114.0956,0.5660256,,-18.9401,114.0956,0.5660256
195.8317,-0.4949738,-0.01857789,0.4878946,343.6743,112.6184,0.6859265,,-16.3257,112.6184,0.6859265
195.9319,-0.5035765,-0.01936686,0.4992024,345.8418,111.0559,1.197249,,-14.1582,111.0559,1.197249
196.0458,-0.5079833,-0.01487626,0.526998,349.7082,105.288,0.5887277,,-10.2918,105.288,0.5887277
196.1557,-0.5112679,-0.01565163,0.5566357,351.5088,99.93542,1.011058,,-8.4912,99.93542,1.011058
196.2717,-0.5144732,-0.0179297,0.5840213,351.5286,97.40077,0.02467476,,-8.4714,97.40077,0.02467476
196.3812,-0.5164961,-0.01428463,0.6104935,352.1461,95.15898,357.7093,,-7.8539,95.15898,-2.2907
196.483,-0.5162479,-0.01918083,0.628607,352.7867,93.55171,358.136,,-7.2133,93.55171,-1.864
196.6066,-0.510383,-0.01504616,0.6462421,352.019,94.54101,356.4121,,-7.981,94.54101,-3.5879
196.7234,-0.5066176,-0.01032288,0.6650552,351.1223,93.47263,357.8293,,-8.8777,93.47263,-2.1707
196.8442,-0.5041399,-0.01047511,0.684662,353.958,90.35924,358.5827,,-6.042,90.35924,-1.4173
196.9493,-0.5072035,-0.01131078,0.6897817,357.2708,90.39394,356.3601,,-2.7292,90.39394,-3.6399
197.0589,-0.5197377,0.005752731,0.6895378,350.313,96.08659,356.9326,,-9.687,96.08659,-3.0674
197.1603,-0.5313171,0.02220033,0.7048874,341.1375,97.66489,357.6259,,-18.8625,97.66489,-2.3741
197.2616,-0.5348091,0.02620744,0.7367134,335.2358,87.88022,357.2939,,-24.7642,87.88022,-2.7061
197.3652,-0.5325958,0.02385467,0.7639343,336.7139,74.65347,0.8385813,,-23.2861,74.65347,0.8385813
197.4745,-0.5208092,0.02050569,0.7673199,338.5463,75.69274,3.138793,,-21.4537,75.69274,3.138793
197.5948,-0.510891,0.02925597,0.7448535,333.4225,90.28846,1.348489,,-26.5775,90.28846,1.348489
197.6971,-0.515251,0.03536106,0.727443,326.7156,101.8175,358.7263,,-33.2844,101.8175,-1.2737
197.7977,-0.5164746,0.03631216,0.7182251,323.9579,107.192,357.9368,,-36.0421,107.192,-2.0632
197.9109,-0.5125,0.03418359,0.7168611,322.8725,107.1246,359.5985,,-37.1275,107.1246,-0.4015
198.0122,-0.5044085,0.02971126,0.7143823,325.7393,109.4517,1.784027,,-34.2607,109.4517,1.784027
198.1399,-0.5109513,0.02618906,0.6905142,331.9723,131.8156,359.3629,,-28.0277,131.8156,-0.6371
198.2457,-0.5284939,0.02342252,0.6691206,334.886,149.6203,357.8445,,-25.114,149.6203,-2.1555
198.3509,-0.5318596,0.02347883,0.6631072,335.5468,148.7712,358.186,,-24.4532,148.7712,-1.814
198.451,-0.5253092,0.02393651,0.6682581,335.3508,134.0295,0.2740351,,-24.6492,134.0295,0.2740351
198.5735,-0.5198334,0.02791347,0.6869306,331.8231,114.0227,1.796655,,-28.1769,114.0227,1.796655
198.6738,-0.5197008,0.03036352,0.7051026,328.7305,99.70179,3.459802,,-31.2695,99.70179,3.459802
198.7759,-0.5226479,0.0308925,0.7215256,326.8466,87.30317,3.925484,,-33.1534,87.30317,3.925484
198.8782,-0.5241335,0.02868192,0.7365749,328.8188,77.09972,2.771869,,-31.1812,77.09972,2.771869
198.9904,-0.5267165,0.02713522,0.7528316,332.3949,65.43704,359.9729,,-27.6051,65.43704,-0.0271
199.1157,-0.5343129,0.02607962,0.7662971,333.8513,54.97532,356.7514,,-26.1487,54.97532,-3.2486
199.2257,-0.5487806,0.02533735,0.7758174,333.4767,44.99376,354.9944,,-26.5233,44.99376,-5.0056
199.341,-0.5657166,0.02348539,0.7814435,332.8141,35.60976,354.9289,,-27.1859,35.60976,-5.0711
199.4568,-0.5774098,0.02051097,0.7837556,333.5304,31.37383,355.0366,,-26.4696,31.37383,-4.9634
199.589,-0.5807697,0.01685313,0.7859141,336.4765,31.67635,355.0706,,-23.5235,31.67635,-4.9294
199.6911,-0.5754911,0.01175798,0.7867111,338.0994,33.4408,354.2039,,-21.9006,33.4408,-5.7961
199.7996,-0.5647611,0.006337482,0.786506,339.3762,34.40198,353.9248,,-20.6238,34.40198,-6.0752
199.9271,-0.5420032,-0.001987147,0.7878526,339.4332,36.29271,353.315,,-20.5668,36.29271,-6.685
200.0415,-0.5225763,-0.004740237,0.7897693,342.1764,36.93337,350.7876,,-17.8236,36.93337,-9.2124
200.1582,-0.5071157,-0.009331717,0.7918305,345.3895,35.83155,348.7959,,-14.6105,35.83155,-11.2041
200.2791,-0.4914186,-0.01191827,0.7911026,348.2584,34.20739,347.5949,,-11.7416,34.20739,-12.4051
200.406,-0.4901574,-0.008760435,0.7853031,349.6687,33.30717,347.2132,,-10.3313,33.30717,-12.7868
200.5189,-0.4999417,-0.006393179,0.7770026,351.4378,35.09055,346.6449,,-8.5622,35.09055,-13.3551
200.6189,-0.5113454,0.001479792,0.7755471,349.0605,37.75131,349.1054,,-10.9395,37.75131,-10.8946
200.7364,-0.526012,0.006461556,0.778854,347.1803,36.97771,349.933,,-12.8197,36.97771,-10.067
200.8559,-0.5396261,0.0083637,0.7787631,346.8879,36.64179,350.7195,,-13.1121,36.64179,-9.2805
200.958,-0.553845,0.01206021,0.7769135,345.4746,36.80743,351.801,,-14.5254,36.80743,-8.199
201.0592,-0.5701722,0.01388902,0.7716005,344.6638,36.81385,352.9489,,-15.3362,36.81385,-7.0511
201.1603,-0.5852346,0.01632607,0.7642339,343.6075,38.49846,353.3933,,-16.3925,38.49846,-6.6067
201.2713,-0.6011014,0.01936289,0.7569079,342.555,40.80342,353.7584,,-17.445,40.80342,-6.2416
201.3932,-0.6234354,0.02088349,0.7487337,340.9461,41.58526,355.426,,-19.0539,41.58526,-4.574
201.495,-0.6425426,0.02116546,0.7367823,338.6828,41.97488,355.9772,,-21.3172,41.97488,-4.0228
201.5971,-0.6598457,0.02180785,0.7250296,336.7861,43.57896,355.5417,,-23.2139,43.57896,-4.4583
201.7058,-0.6762571,0.02067532,0.7122577,335.8922,46.00829,354.4871,,-24.1078,46.00829,-5.5129
201.8087,-0.6890328,0.0200648,0.7019008,335.2351,48.09384,353.9367,,-24.7649,48.09384,-6.0633
201.9096,-0.699661,0.0207615,0.6965552,334.1321,50.00419,354.3727,,-25.8679,50.00419,-5.6273
202.0358,-0.7097446,0.02373328,0.7017541,332.1782,49.69214,357.566,,-27.8218,49.69214,-2.434
202.1575,-0.7089614,0.02496683,0.7099707,331.9286,48.32761,358.7198,,-28.0714,48.32761,-1.2802
202.2646,-0.7045621,0.02603611,0.7148049,332.2852,48.72691,358.5157,,-27.7148,48.72691,-1.4843
202.3713,-0.6993152,0.02519556,0.7174305,332.718,52.67317,357.6258,,-27.282,52.67317,-2.3742
202.4866,-0.6901053,0.02083202,0.7170303,336.5154,59.5813,355.9614,,-23.4846,59.5813,-4.0386
202.6092,-0.6710674,0.01596185,0.7254691,341.7928,59.71736,354.462,,-18.2072,59.71736,-5.538
202.7099,-0.6546891,0.01272106,0.7349676,344.974,56.65387,354.7265,,-15.026,56.65387,-5.2735
202.8389,-0.6376954,0.01068553,0.7454614,345.9815,52.33084,354.6442,,-14.0185,52.33084,-5.3558
202.9506,-0.6281528,0.009272548,0.7529537,346.0497,49.14281,353.5362,,-13.9503,49.14281,-6.4638
203.0514,-0.6238884,0.009981683,0.7598594,345.0616,46.47009,352.4129,,-14.9384,46.47009,-7.5871
203.1752,-0.6191064,0.01149469,0.768374,344.8281,46.64619,352.2668,,-15.1719,46.64619,-7.7332
203.2908,-0.6142765,0.01291238,0.7766994,345.021,48.76608,354.1535,,-14.979,48.76608,-5.8465
203.41,-0.6184654,0.01194651,0.7808093,346.5752,52.17936,355.0715,,-13.4248,52.17936,-4.9285
203.5128,-0.6293613,0.01237784,0.7814333,346.9073,54.33507,356.3594,,-13.0927,54.33507,-3.6406
203.613,-0.6431482,0.01186727,0.774932,348.3555,56.49773,355.9544,,-11.6445,56.49773,-4.0456
203.7159,-0.651061,0.01075189,0.7667681,348.4328,58.81346,356.3924,,-11.5672,58.81346,-3.6076
203.8203,-0.656755,0.009190465,0.7627071,349.164,60.46637,355.8259,,-10.836,60.46637,-4.1741
203.9385,-0.6561453,0.009896104,0.7680687,349.127,60.90431,356.0823,,-10.873,60.90431,-3.9177
204.0535,-0.6461802,0.01131109,0.7756241,348.1203,57.87439,355.9762,,-11.8797,57.87439,-4.0238
204.1653,-0.6335868,0.01253371,0.7815171,347.0461,53.7841,356.3017,,-12.9539,53.7841,-3.6983
204.2767,-0.6270381,0.01539927,0.7883137,344.9009,47.07157,357.223,,-15.0991,47.07157,-2.777
204.4039,-0.6286123,0.01711906,0.7998983,342.1284,37.4894,359.0451,,-17.8716,37.4894,-0.9549
204.5276,-0.6312341,0.01231923,0.8129124,343.5417,32.22118,358.6076,,-16.4583,32.22118,-1.3924
204.639,-0.6311348,0.007814226,0.8206398,345.2448,33.06099,357.5465,,-14.7552,33.06099,-2.4535
204.7517,-0.6327298,0.006676992,0.8262901,345.809,33.51977,358.1377,,-14.191,33.51977,-1.8623
204.8665,-0.6321346,0.008739083,0.831906,345.1251,33.69091,358.818,,-14.8749,33.69091,-1.182
204.9691,-0.6282682,0.01017685,0.8352109,345.6986,37.48724,359.2625,,-14.3014,37.48724,-0.7375
205.0706,-0.6133409,0.009713297,0.8274507,347.0193,54.96357,359.4319,,-12.9807,54.96357,-0.5681
205.1809,-0.5961519,0.01222509,0.8029823,346.1467,82.45265,358.1358,,-13.8533,82.45265,-1.8642
205.2811,-0.5895073,0.01086816,0.7761883,346.0736,108.7779,355.1273,,-13.9264,108.7779,-4.8727
205.4123,-0.5897789,0.007586701,0.7469189,347.3155,139.099,354.0414,,-12.6845,139.099,-5.9586
205.5191,-0.5909105,0.003899486,0.7225857,348.5299,161.1947,354.3854,,-11.4701,161.1947,-5.6146
205.6199,-0.5893253,0.000253761,0.6963795,349.0081,175.1425,355.3015,,-10.9919,175.1425,-4.6985
205.7345,-0.5909776,-3.60E-05,0.6642206,350.7108,184.3074,358.0967,,-9.2892,-175.6926,-1.9033
205.8425,-0.5973822,-0.006541082,0.6368073,353.4251,193.9041,357.9368,,-6.5749,-166.0959,-2.0632
205.9452,-0.6079402,-0.009118878,0.6286339,355.5318,208.9277,358.5747,,-4.4682,-151.0723,-1.4253
206.0571,-0.606953,-0.006664719,0.6392173,356.6328,228.5467,359.2466,,-3.3672,-131.4533,-0.7534
206.1597,-0.5887824,-0.01271772,0.6559206,356.9567,242.4945,359.4533,,-3.0433,-117.5055,-0.5467
206.2599,-0.5629648,-0.01615457,0.6750785,358.3145,254.2966,358.8696,,-1.6855,-105.7034,-1.1304
206.3851,-0.5288829,-0.01900655,0.704874,358.9945,269.2208,358.9177,,-1.0055,-90.7792,-1.0823
206.4857,-0.5089849,-0.01630869,0.7322581,358.2838,277.2849,0.3380049,,-1.7162,-82.7151,0.3380049
206.5864,-0.4943582,-0.01508521,0.7659992,359.8747,281.6238,3.071402,,-0.1253,-78.3762,3.071402
206.6885,-0.4858933,-0.01911263,0.7996805,2.523982,283.8366,2.479924,,2.523982,-76.1634,2.479924
206.8016,-0.4806101,-0.0195704,0.8439722,4.058228,288.0456,3.940042,,4.058228,-71.9544,3.940042
206.9075,-0.4772421,-0.01590777,0.8889603,2.570288,294.5612,5.288253,,2.570288,-65.4388,5.288253
207.0105,-0.4700813,-0.01457985,0.9296365,1.117658,305.6569,3.769223,,1.117658,-54.3431,3.769223
207.1123,-0.4560977,-0.0145635,0.9622974,359.9353,319.7955,3.071411,,-0.0647,-40.2045,3.071411
207.2136,-0.4424915,-0.01260647,0.9793893,358.6642,331.4681,2.336439,,-1.3358,-28.5319,2.336439
207.3383,-0.4349988,-0.01482848,0.9847997,359.0307,338.431,1.637299,,-0.9693,-21.569,1.637299
207.4496,-0.433853,-0.01693356,0.9814617,359.9435,338.8204,2.563405,,-0.0565,-21.1796,2.563405
207.5629,-0.4294863,-0.0172203,0.9721288,0.6316091,338.2777,3.366321,,0.6316091,-21.7223,3.366321
207.6776,-0.4123542,-0.01311498,0.9584686,358.1316,338.3863,3.759133,,-1.8684,-21.6137,3.759133
207.7871,-0.3785534,-0.01166637,0.9415066,358.4585,336.2484,4.786084,,-1.5415,-23.7516,4.786084
207.8878,-0.3324727,-0.01532353,0.9271351,358.9464,334.8449,4.958601,,-1.0536,-25.1551,4.958601
207.9909,-0.2749021,-0.02115341,0.9171675,358.57,332.627,5.061056,,-1.43,-27.373,5.061056
