InteractionNumber,touched
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,0
40,0
41,1
42,1
43,1
44,0
45,1
46,1
47,0
48,1
49,0
50,0
51,1

time,posX,posY,posZ,rotX,rotY,rotZ,headPosX,headPosY,headPosZ,LhandPosX,LhandPosY,LhandPosZ,RhandPosX,RhandPosY,RhandPosZ
12.55961,-0.3714769,-0.228476,0.01197951,357.6613,307.1688,5.106761,0.3714769,1.271524,9.83802,0.7431981,1.038841,10.00332,0.004974434,0.8958418,9.411951
12.66011,-0.4651052,-0.2165381,-0.01247649,359.8416,307.9471,5.945193,0.4651052,1.283462,9.862476,0.8576964,1.133261,9.994938,0.08032386,0.8810746,9.478172
12.7726,-0.5309345,-0.1951345,-0.02300835,358.3728,310.7876,7.14684,0.5309345,1.304866,9.873009,1.001321,1.285305,9.941686,0.1613886,0.9103193,9.541245
12.88482,-0.5438806,-0.1552511,-0.01878864,359.8624,316.927,4.826879,0.5438806,1.344749,9.868789,0.9085209,1.353904,9.733869,0.2110827,0.9625136,9.565673
12.98546,-0.5033821,-0.1151502,0.001350139,359.9814,334.4534,3.757533,0.5033821,1.38485,9.84865,0.814896,1.317647,9.664346,0.2286686,1.007291,9.571761
13.09256,-0.4443394,-0.09273277,0.01636972,359.2447,349.0408,3.16029,0.4443394,1.407267,9.833631,0.7080277,1.263162,9.642743,0.2298019,1.06436,9.562926
13.19706,-0.384846,-0.09444638,0.03292494,359.2036,354.7502,2.217821,0.384846,1.405554,9.817075,0.641427,1.192006,9.637981,0.2021195,1.035086,9.54931
13.30976,-0.3304839,-0.1149509,0.05929545,0.4286688,354.5055,1.360807,0.3304839,1.385049,9.790705,0.6096631,1.139462,9.639033,0.1374232,0.9332537,9.517505
13.40997,-0.2752729,-0.164462,0.08736996,0.1784497,356.8351,359.3643,0.2752729,1.335538,9.76263,0.5975369,1.104626,9.638738,0.02238588,0.8145319,9.496819
13.52218,-0.1954601,-0.2567425,0.1175658,0.1339757,359.6486,359.1837,0.1954601,1.243258,9.732434,0.5750069,1.064655,9.631257,-0.1474927,0.7086309,9.514108
13.62242,-0.1206687,-0.3391788,0.1342723,2.598579,3.604346,353.6607,0.1206687,1.160821,9.715728,0.5131773,1.038726,9.627847,-0.287775,0.6887627,9.567839
13.72272,-0.05049931,-0.3895094,0.1429926,5.852934,7.025164,353.2456,0.05049931,1.110491,9.707007,0.4362881,1.005927,9.62165,-0.3599681,0.734664,9.551056
13.83468,0.02195092,-0.4015459,0.1504216,5.707047,10.09294,351.6314,-0.02195092,1.098454,9.699578,0.3586088,0.9990049,9.6164,-0.3961854,0.8402202,9.467194
13.94704,0.08119729,-0.3936954,0.1574842,4.968013,12.36544,350.8511,-0.08119729,1.106305,9.692515,0.306255,1.023137,9.623051,-0.3627505,0.9375042,9.339241
14.0507,0.1173891,-0.3345188,0.1541264,5.79213,17.32395,352.6911,-0.1173891,1.165481,9.695873,0.2549791,1.05593,9.612623,-0.2627813,0.9799511,9.293525
14.15421,0.1230557,-0.2652802,0.1407986,2.025778,25.00434,354.7624,-0.1230557,1.23472,9.709202,0.2177584,1.107659,9.594495,-0.2321747,1.015976,9.362625
14.25789,0.10891,-0.2174526,0.1139897,359.4678,32.62026,354.1691,-0.10891,1.282547,9.736011,0.186861,1.117364,9.578196,-0.2431181,1.023888,9.457431
14.3599,0.09671868,-0.1999061,0.08463075,358.9147,38.05344,355.5708,-0.09671868,1.300094,9.765369,0.1715742,1.099962,9.555769,-0.3199821,1.000803,9.554287
14.47212,0.1281746,-0.2077248,0.0540806,359.3365,41.79783,354.5721,-0.1281746,1.292275,9.795919,0.1336838,1.088488,9.539001,-0.4677976,0.9407922,9.675779
14.57237,0.2044705,-0.233656,0.03827657,358.5133,43.81849,353.6252,-0.2044705,1.266344,9.811724,0.061961,1.07464,9.539975,-0.6103556,0.8521849,9.761529
14.68521,0.3232806,-0.29091,0.0332779,356.9281,44.54508,352.894,-0.3232806,1.20909,9.816722,-0.03276639,1.07057,9.545666,-0.7513544,0.8180748,9.811914
14.79656,0.4259463,-0.320448,0.03867729,359.6355,46.66088,350.1224,-0.4259463,1.179552,9.811323,-0.1055421,1.051045,9.531868,-0.8427008,0.8271825,9.861277
14.90918,0.4767415,-0.3194271,0.05090064,0.8720604,45.53489,351.6354,-0.4767415,1.180573,9.799099,-0.1814476,1.039796,9.537841,-0.8562381,0.9514457,9.783875
15.01206,0.4785183,-0.2983132,0.06126126,1.326138,38.29869,350.9317,-0.4785183,1.201687,9.788738,-0.2095194,1.036348,9.561271,-0.8816218,1.056649,9.613711
15.12214,0.4446276,-0.2621442,0.0649337,0.939193,32.00024,353.2103,-0.4446276,1.237856,9.785067,-0.2065522,1.02283,9.581168,-0.7225699,1.085577,9.520061
15.22235,0.3839552,-0.2383875,0.06205947,1.150126,27.33247,356.6801,-0.3839552,1.261613,9.787941,-0.1746331,0.9874098,9.573253,-0.5498894,1.014181,9.517823
