Interval,5
FlyingTime,4
Distance,10
Radius,0.2
Gravity,0
InteractionNumber,touched
0,1
1,1
2,0
3,1
4,1
5,1
6,1
7,0
8,1
9,1
10,1
11,1
12,1
13,0
14,1
15,0
16,1
17,0
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,1
28,1
29,1

time,posX,posY,posZ,rotX,rotY,rotZ,headPosX,headPosY,headPosZ,LhandPosX,LhandPosY,LhandPosZ,RhandPosX,RhandPosY,RhandPosZ
0.1124229,-0.08850573,-0.01230431,-0.06613205,3.755198,181.3275,0.5463271,0.08850573,1.487696,9.916132,-0.07453679,1.076812,10.08327,0.1285593,1.01187,10.03854
0.2128601,-0.08872337,-0.012787,-0.0678722,3.861694,181.547,0.5354254,0.08872337,1.487213,9.917872,-0.07323032,1.075706,10.08449,0.1294242,1.010018,10.03927
0.324749,-0.08821044,-0.01277731,-0.0697078,3.844591,181.1486,0.5291522,0.08821044,1.487223,9.919708,-0.07260197,1.074716,10.08606,0.1304384,1.008887,10.04001
0.4325562,-0.08952463,-0.01285022,-0.07097604,3.902867,181.9238,0.3317682,0.08952463,1.48715,9.920976,-0.07254683,1.074697,10.08759,0.1311391,1.008047,10.04129
0.5366478,-0.09507529,-0.01305987,-0.07142849,4.035546,185.1832,0.3232566,0.09507529,1.48694,9.921429,-0.07150304,1.074389,10.08824,0.1299514,1.006937,10.04188
0.637352,-0.1032001,-0.01309228,-0.07080555,4.087544,190.2473,0.696479,0.1032001,1.486908,9.920806,-0.06532884,1.071769,10.08884,0.1293646,1.007018,10.04238
0.7496948,-0.1113997,-0.01165514,-0.07019108,3.211677,195.0714,1.417195,0.1113997,1.488345,9.920191,-0.05561176,1.070657,10.09231,0.1354422,1.009202,10.04346
0.8498421,-0.11555,-0.01167857,-0.06977849,3.22856,197.5644,1.296742,0.11555,1.488321,9.919779,-0.04456434,1.070186,10.0987,0.1448733,1.008854,10.04184
0.9623947,-0.1165883,-0.01171277,-0.06936623,3.26949,199.2327,1.454562,0.1165883,1.488287,9.919366,-0.03219549,1.071289,10.10425,0.1552923,1.007011,10.03539
1.074993,-0.1121578,-0.01408103,-0.06541818,3.686897,200.8801,1.924771,0.1121578,1.485919,9.915419,-0.02381078,1.067976,10.10502,0.1631222,1.004262,10.02416
