index,start_time,end_time,posZ_change
0,0.0,1.671816,0.0386559999999998
1,1.671816,2.347715,0.023202999999999863
2,2.347715,3.21339,0.014377000000000084
3,3.21339,4.442071,0.015405000000000113
4,4.442071,5.895844,0.030596999999999985
5,5.895844,6.497874,0.007363000000000008
6,6.497874,6.998951,0.00873999999999997
7,6.998951,8.176169,0.03418399999999999
8,8.176169,8.603098,0.006251000000000229
9,8.603098,9.104461,0.014778999999999876
10,9.104461,10.99599,0.05558599999999947
11,10.99599,12.14927,0.038580999999999976
12,12.14927,12.61257,0.003514999999999935
13,12.61257,13.67855,0.018132000000000037
14,13.67855,14.85604,0.045091000000000214
15,14.85604,15.57074,0.014188999999999785
16,15.57074,16.77346,0.027562000000000086
17,16.77346,17.82532,0.017144999999999744
18,17.82532,18.42667,0.016961000000000226
19,18.42667,18.99064,0.011838999999999933
20,18.99064,19.66712,0.007775000000000087
21,19.66712,20.45702,0.020518000000000036
22,20.45702,20.80796,0.0038489999999999913
23,20.80796,21.78512,0.03473500000000018
24,21.78512,22.63827,0.027141999999999777
25,22.63827,23.30491,0.021285
26,23.30491,23.95425,0.029889000000000054
27,23.95425,24.63028,0.02700400000000025
28,24.63028,25.23192,0.00970900000000019
29,25.23192,26.09626,0.027072999999999903
30,26.09626,27.04937,0.02320600000000006
31,27.04937,27.72534,0.012615000000000043
32,27.72534,28.77857,0.032349000000000405
33,28.77857,30.19396,0.06261099999999997
34,30.19396,30.79588,0.010473999999999872
35,30.79588,31.42294,0.01743299999999981
36,31.42294,33.07624,0.04495400000000016
37,33.07624,34.3425,0.04630399999999968
38,34.3425,35.05794,0.010460000000000136
39,35.05794,35.99699,0.04407400000000039
40,35.99699,36.7237,0.02118400000000009
41,36.7237,37.33821,0.022188999999999792
42,37.33821,37.90205,0.005961000000000327
43,37.90205,38.59151,0.014405999999999919
44,38.59151,39.24293,0.015598999999999918
45,39.24293,39.83173,0.013508000000000076
46,39.83173,40.53368,0.008548
47,40.53368,41.26043,0.02125599999999994
48,41.26043,41.68804,0.009327000000000085
49,41.68804,42.7886,0.03259800000000035
50,42.7886,44.26772,0.06649200000000022
