InteractionNumber,ElapsedTime,SplitTime,missCount
0,2.024626, ,0
1,4.064625,2.039999,0
2,5.844625,1.780001,0
3,7.444626,1.6,0
4,10.10463,2.66,0
5,14.84463,4.74,0
6,16.38463,1.540001,0
7,20.40463,4.02,0
8,21.36463,0.9599991,0
9,23.24463,1.880001,0
10,25.26462,2.019997,0
11,27.08462,1.82,0
12,28.36463,1.280003,0
13,29.72463,1.360001,0
14,33.08463,3.359999,0
15,34.54462,1.459999,0
16,36.76463,2.220001,0
17,38.14462,1.379997,0
18,40.22462,2.080002,0
19,41.92462,1.699997,0
20,43.52462,1.599998,0
21,47.18462,3.660004,0
22,47.98462,0.7999954,0
23,49.70462,1.720001,0
24,52.66462,2.959999,0
25,53.86462,1.200005,0
26,56.36462,2.5,0
27,57.44463,1.080002,0
28,60.38462,2.939995,0
29,62.16462,1.779999,0
30,63.54462,1.380005,0
31,64.52462,0.9799957,0
32,65.98462,1.459999,0
33,67.54462,1.560005,0
34,68.66462,1.119995,0
35,69.78462,1.120003,0
36,70.90462,1.120003,0
37,72.00462,1.099998,0
38,72.74462,0.7399979,0
39,74.74462,2,0
40,75.76463,1.020004,0
41,78.36462,2.599998,0
42,79.60462,1.239998,0
43,82.22462,2.620003,0
44,85.52462,3.299995,0
45,86.72462,1.200005,0
46,88.00462,1.279999,0
47,89.10462,1.099998,0
48,90.42462,1.32,0
49,91.48462,1.059998,0
50,92.68462,1.200005,0
51,94.64462,1.959999,0
52,97.24462,2.599998,0
53,98.18462,0.9400024,0
54,99.50462,1.32,0
55,100.8846,1.379997,0
56,103.2046,2.32,0
57,105.2446,2.040001,0
58,106.8646,1.620003,0
59,108.6646,1.799995,0
60,109.7446,1.080002,0
61,112.5646,2.820007,0
62,114.2046,1.639999,0
63,116.1446,1.939987,0
64,117.4646,1.320007,0
65,118.5246,1.059998,0
66,120.5246,2,0
67,121.8446,1.320007,0
68,122.9846,1.139999,0
69,124.5446,1.559998,0
70,125.9046,1.360001,0
71,127.8246,1.919998,0
72,129.3046,1.480003,0
73,130.5446,1.240005,0
74,132.8846,2.339996,0
75,134.1646,1.279999,0
76,135.6246,1.460007,0
77,138.5046,2.87999,0
78,139.5646,1.059998,0
79,140.3446,0.780014,0
80,142.7246,2.37999,0
81,143.7246,1,0
82,145.4646,1.740005,0
83,146.4646,1,0
84,147.8246,1.360001,0
85,148.5246,0.6999969,0
86,150.6446,2.119995,0
87,153.1846,2.540009,0
88,154.3846,1.199997,0
89,156.7446,2.360001,0
90,158.3246,1.580002,0
91,160.5046,2.179993,0
92,161.6846,1.180008,0
93,163.0646,1.37999,0
94,165.5246,2.460007,0
95,166.9646,1.440002,0
96,168.6846,1.720001,0
97,170.3846,1.699997,0
98,171.8046,1.419998,0
99,173.0446,1.240005,0
100,174.5846,1.539993,0

time,posX,posY,posZ,rotX,rotY,rotZ
0.1009007,-0.02246164,-0.0006052275,-0.2080129,357.7186,5.071022,359.2434
0.2014465,-0.02125124,-0.001120479,-0.2082412,357.9122,5.806504,358.8974
0.3128471,-0.01779287,-0.001363398,-0.2084174,357.8811,7.823878,358.7358
0.4134617,-0.0116162,0.002867574,-0.2108791,355.2783,11.84514,358.8507
0.5259686,0.00561568,0.006634393,-0.2186157,352.849,24.74199,358.8589
0.6261005,0.0232905,0.009025204,-0.2304846,351.1685,40.0363,357.6427
0.7261486,0.03606673,0.01035412,-0.2435564,349.8699,54.41489,356.3061
0.8264122,0.04124064,0.01278384,-0.2520496,348.4103,64.28279,356.6876
0.9271069,0.04026052,0.01289723,-0.2501305,348.4128,65.74173,357.6414
1.039738,0.03847008,0.0006469678,-0.2387298,355.8442,61.75653,0.2617787
1.140121,0.03740428,-0.01223258,-0.2267157,2.290346,57.79036,1.772119
1.240143,0.04168365,-0.02947467,-0.2123363,7.360559,55.87371,2.911788
1.340532,0.05489544,-0.05441533,-0.1908302,13.94213,54.26781,4.434204
1.440872,0.07919334,-0.07910709,-0.1681418,20.52368,52.83594,5.213059
1.540949,0.1188456,-0.09150933,-0.145931,23.16756,53.85423,5.635807
1.641451,0.1702878,-0.1065042,-0.119039,21.53517,53.65391,5.70282
1.741713,0.2155872,-0.1237382,-0.09621067,20.53049,51.04593,6.395228
1.842083,0.2461885,-0.1215984,-0.07094514,19.76216,48.8158,4.110977
1.942156,0.2584173,-0.117521,-0.05179702,20.73555,45.06405,4.450786
2.043022,0.2639785,-0.1163329,-0.03950038,20.64879,43.00127,4.047157
2.155468,0.2678459,-0.1199875,-0.03514886,20.76496,42.97803,4.102546
2.268305,0.2642006,-0.1215171,-0.03857593,20.84232,42.30259,3.504838
2.368641,0.2471508,-0.1140671,-0.03919565,20.64102,38.76652,3.44871
2.468874,0.2112193,-0.1049209,-0.03150036,19.25084,24.32265,1.449989
2.569126,0.159133,-0.09755065,-0.03169866,18.62886,2.402955,356.4819
2.669239,0.1111615,-0.08707997,-0.04258626,14.98746,344.6824,352.5664
2.76943,0.07463264,-0.07479461,-0.05698973,11.32022,334.276,353.3847
2.869802,0.03954491,-0.06265019,-0.07412915,6.670414,323.2352,354.125
2.982683,0.01017807,-0.05713199,-0.09146894,4.851716,313.3808,353.3901
3.082994,-0.000929581,-0.05254301,-0.09644694,4.433215,312.9473,354.5395
3.18346,-0.006922185,-0.04908942,-0.09981085,4.365476,312.8021,356.8071
3.295578,-0.01438775,-0.0527895,-0.09528621,5.038294,312.7075,357.868
3.396049,-0.03563963,-0.06167194,-0.07900828,5.035098,314.0127,358.412
3.50885,-0.08426569,-0.08156361,-0.05588239,7.92504,315.3488,358.438
3.609587,-0.1422005,-0.09363348,-0.03641636,8.604778,317.2893,358.2123
3.721912,-0.2029551,-0.1003644,-0.01451309,8.684146,319.8491,358.4684
3.821943,-0.2418616,-0.1043556,0.008390691,7.617545,322.6175,358.7839
3.92244,-0.2645159,-0.1052605,0.02466798,8.5867,326.399,357.0946
4.034527,-0.2832462,-0.1100717,0.02634247,11.39176,328.3087,356.4888
4.134644,-0.3000292,-0.1232505,0.02668253,12.5761,326.9099,357.2719
4.235214,-0.3083203,-0.1365684,0.02812809,15.89024,326.2651,358.0435
4.335249,-0.3082067,-0.1342151,0.02966203,16.40251,327.5538,358.723
4.435904,-0.2978221,-0.117931,0.03029005,15.37586,332.1996,359.11
4.549198,-0.261397,-0.0981994,0.02955803,14.41927,347.3803,0.1446791
4.661283,-0.203444,-0.0767917,0.01518293,10.94026,9.956278,3.743013
4.761921,-0.1538401,-0.05985823,-0.008030204,6.075092,26.35538,6.619071
4.86211,-0.1095324,-0.04918346,-0.03227675,2.06965,40.96467,6.849205
4.962276,-0.0710006,-0.04629467,-0.0567722,1.270205,55.89533,7.372394
5.062527,-0.04566205,-0.04946299,-0.06493528,3.875366,58.66175,8.396095
5.162947,-0.03223026,-0.04282798,-0.05953781,359.7488,51.90989,4.689227
5.263186,-0.03005363,-0.03130334,-0.05528265,353.0434,45.25048,0.637775
5.363417,-0.0342496,-0.02101388,-0.05554638,347.3071,41.68024,358.3908
5.463604,-0.03989863,-0.01951144,-0.05691337,346.6912,39.66232,357.4908
5.563826,-0.04443932,-0.02305828,-0.05718721,348.252,38.01604,358.4015
5.664202,-0.04594614,-0.02390441,-0.05729598,348.0883,35.71299,0.2808791
5.764526,-0.05040656,-0.01715092,-0.05350684,345.8994,33.55508,359.1155
5.865486,-0.05484916,-0.01484725,-0.04703235,343.0003,30.86977,359.7615
5.977295,-0.05534535,-0.01452604,-0.03656163,342.8716,28.07937,0.03772107
6.077421,-0.0567136,-0.01279424,-0.02750141,343.1467,27.64209,359.6931
6.177917,-0.06170779,-0.01010905,-0.02018518,343.7647,27.31192,359.8477
6.278164,-0.06988986,-0.006138258,-0.01495715,343.5845,24.87825,359.5943
6.378441,-0.0768337,-0.0115977,-0.009201866,347.648,20.97956,359.478
6.478832,-0.08042199,-0.0223533,-0.002309186,353.1677,18.57378,359.1356
6.578953,-0.08246379,-0.03233291,0.003776257,358.6364,16.94854,359.8392
6.679131,-0.08425555,-0.04605452,0.00679371,6.245422,15.89132,0.3148299
6.786741,-0.08537869,-0.05909454,0.005526018,11.72108,15.21277,0.6858813
6.891956,-0.08505758,-0.06292843,-0.00190377,12.43759,15.33503,0.6080399
7.004957,-0.08634692,-0.06603065,-0.008366339,13.12228,16.46705,0.4103747
7.105137,-0.0786363,-0.07362586,-0.001738381,13.16931,16.62199,1.731802
7.217794,-0.05715441,-0.08713727,0.02967336,14.09708,14.50112,2.771595
7.318325,-0.03156231,-0.09270216,0.05956148,14.60643,10.43574,3.51524
7.430433,-0.0005840398,-0.09154092,0.08580142,14.8086,6.647096,3.418633
7.530657,0.02628107,-0.09550212,0.0993295,14.95339,5.731144,3.351799
7.630978,0.04274503,-0.0961945,0.1075992,14.74664,4.762331,3.994594
7.730993,0.04152094,-0.08968872,0.1112899,14.26706,4.242583,3.163826
7.83116,0.02850993,-0.085752,0.1079841,13.53598,2.472761,3.462752
7.931644,0.003244456,-0.07944515,0.09760895,11.6419,359.3627,2.325553
8.031837,-0.02993394,-0.06944857,0.08038726,8.704335,355.6578,1.517236
8.13216,-0.06932956,-0.05697083,0.05756988,4.811304,349.8152,0.6844249
8.232552,-0.1161367,-0.04820034,0.03097121,1.706759,339.7556,359.0062
8.333067,-0.1659592,-0.04331321,0.0007159729,0.609475,323.7866,358.5611
8.445751,-0.2068248,-0.03698738,-0.03200505,358.1087,308.2328,359.7367
8.546249,-0.2277585,-0.03428808,-0.05530263,355.9547,297.9104,0.7106512
8.658932,-0.2341394,-0.03286537,-0.06458114,356.535,295.5629,358.7712
8.759203,-0.2166072,-0.04146721,-0.04533518,2.684156,314.6528,355.3999
8.859371,-0.1782252,-0.05298736,-0.02832283,10.08172,343.5718,357.2791
8.971291,-0.1347801,-0.05523157,-0.02870717,9.238977,12.63501,2.050613
9.072563,-0.1072311,-0.05676846,-0.04152538,7.958621,33.91171,3.039138
9.175987,-0.08879197,-0.0603833,-0.06245109,8.500884,56.20402,5.717633
9.28125,-0.08290248,-0.06093742,-0.07109395,8.645514,64.25861,7.932392
9.382805,-0.07625125,-0.06099731,-0.07130507,8.226995,62.6841,7.314106
9.483467,-0.06214393,-0.06218144,-0.06450665,7.614309,59.28447,5.286691
9.583874,-0.03607666,-0.06850292,-0.04876088,7.622278,56.66113,3.283349
9.684143,0.003279107,-0.07644462,-0.02240848,8.631636,53.5765,2.34679
9.784676,0.06169767,-0.08262291,0.01698702,7.845141,51.06263,1.474903
9.885101,0.1399162,-0.09185422,0.06923489,7.41434,49.10203,0.9575962
9.985132,0.225006,-0.09445919,0.1347819,3.906959,46.2099,1.120046
10.08571,0.2932714,-0.09831641,0.19212,3.395781,42.83141,1.381892
10.18587,0.3372598,-0.09751619,0.2439027,2.989682,38.58749,1.210555
10.28614,0.3522098,-0.088244,0.2778524,4.402236,32.33065,2.063311
10.38666,0.3437275,-0.0784081,0.2978024,5.784662,22.14311,1.095049
