InteractionNumber,ElapsedTime,SplitTime,missCount
0,2.252426, ,0
1,7.352426,5.099999,0
2,9.052426,1.700001,0
3,14.11243,5.059999,0
4,16.51242,2.399999,0
5,18.47243,1.960003,0
6,20.47242,1.999996,0
7,24.51242,4.040001,0
8,27.45242,2.939999,0
9,30.59243,3.140003,0
10,32.75243,2.16,0
11,35.99242,3.239998,0
12,37.89243,1.900002,0
13,40.93243,3.040001,0
14,44.49242,3.559998,0
15,47.33242,2.84,0
16,48.07243,0.7400017,0
17,53.05242,4.979996,0
18,54.17242,1.120003,0
19,54.97243,0.8000031,0
20,56.53242,1.559998,0
21,57.85242,1.32,0
22,61.61243,3.760002,0
23,67.25243,5.639999,0
24,68.95242,1.699997,0
25,74.43243,5.480003,0
26,76.33242,1.899994,0
27,78.61243,2.280006,0
28,81.37242,2.759995,0
29,85.83242,4.459999,0
30,87.43243,1.600006,0
31,91.67242,4.239998,0
32,95.07243,3.400002,0
33,98.21243,3.139999,0
34,99.65242,1.439995,0
35,102.1924,2.540001,0
36,106.7524,4.560005,0
37,109.0524,2.299995,0
38,114.1924,5.139999,0
39,117.3924,3.199997,0
40,119.7124,2.320007,0
41,122.1324,2.419998,0
42,124.4724,2.339996,0
43,127.2124,2.740005,0
44,127.2324,0.02000427,0
45,130.5324,3.299995,0
46,132.1324,1.600006,0
47,134.4724,2.339996,0
48,135.4124,0.9400024,0
49,137.1324,1.720001,0
50,140.0324,2.899994,0
51,144.0524,4.020004,0
52,146.3524,2.300003,0
53,149.6324,3.279999,0
54,153.8124,4.179993,0
55,157.4124,3.600006,0
56,159.2724,1.860001,0
57,159.7524,0.4799957,0
58,161.8124,2.059998,0
59,164.9924,3.180008,0
60,168.8524,3.860001,0
61,170.5724,1.720001,0
62,173.5124,2.940002,0
63,176.3724,2.860001,0
64,178.8124,2.439987,0
65,181.5324,2.720001,0
66,183.3724,1.840012,0
67,186.3724,3,0
68,188.8124,2.439987,0
69,190.5724,1.76001,0
70,193.2724,2.699997,0
71,197.5924,4.319992,0
72,200.8324,3.240005,0
73,201.4724,0.6399994,0
74,204.4724,3,0
75,210.3324,5.860001,0
76,214.9324,4.600006,0
77,217.7524,2.819992,0
78,220.4524,2.699997,0
79,222.2124,1.76001,0
80,226.3924,4.179993,0
81,230.9924,4.600006,0
82,233.2924,2.300003,0
83,234.5724,1.279999,0
84,237.5724,3,0
85,240.3324,2.759995,0
86,242.5324,2.199997,0
87,244.9924,2.459991,0
88,245.0124,0.02001953,0
89,246.8324,1.819977,0
90,248.4324,1.600006,0
91,250.0924,1.660004,0
92,252.0124,1.920013,0
93,253.2124,1.199982,0
94,256.4124,3.199997,0
95,258.5124,2.100006,0
96,261.1524,2.639984,0
97,262.3924,1.240021,0
98,265.8124,3.419983,0
99,267.0324,1.220001,0
100,269.2724,2.23999,0

time,posX,posY,posZ,rotX,rotY,rotZ
