InteractionNumber,ElapsedTime,SplitTime,missCount
0,1.360611, ,0
1,5.840614,4.480003,0
2,6.820618,0.9800034,0
3,16.32062,9.5,0
4,18.60062,2.279999,0
5,20.92062,2.32,0
6,24.50061,3.579994,0
7,31.48061,6.979996,0
8,33.36061,1.880005,0
9,39.08061,5.720001,0
10,44.36061,5.279999,0
11,50.04062,5.680008,0
12,52.72061,2.679993,0
13,54.90062,2.180008,0
14,60.02061,5.119995,0
15,64.46062,4.440002,0
16,69.06061,4.599991,0
17,77.00061,7.940002,0
18,81.52061,4.520004,0
19,83.72061,2.199997,0
20,86.7606,3.039993,0
21,91.32062,4.560013,0
22,93.44061,2.119995,0
23,96.86061,3.419998,0
24,98.7606,1.899994,0
25,101.2406,2.480011,0
26,103.1806,1.940002,0
27,107.0006,3.819992,0
28,108.9406,1.940002,0
29,112.9606,4.020004,0
30,122.0406,9.080002,0
31,123.9806,1.939987,0
32,126.1806,2.200012,0
33,134.3006,8.119995,0
34,138.9406,4.639999,0
35,143.6606,4.720001,0
36,146.8406,3.179993,0
37,152.1406,5.300003,0
38,155.0006,2.860001,0
39,156.8006,1.800003,0
40,160.1006,3.300003,0
41,164.1606,4.059998,0
42,165.9206,1.76001,0
43,168.1606,2.23999,0
44,168.2806,0.1199951,0
45,169.4206,1.140015,0
46,169.5006,0.07998657,0
47,174.2006,4.700012,0
48,176.2206,2.019989,0
49,179.4206,3.200012,0
50,184.3206,4.899994,0
51,186.3806,2.059998,0
52,189.5006,3.119995,0
53,190.8406,1.339996,0
54,193.0806,2.23999,0
55,195.3406,2.26001,0
56,199.1206,3.779999,0
57,203.9206,4.800018,0
58,206.1006,2.179993,0
59,207.7006,1.600006,0
60,209.5606,1.859985,0
61,212.4806,2.920013,0
62,213.2406,0.7599792,0
63,216.2006,2.960022,0
64,218.5806,2.379974,0
65,219.2406,0.6600037,0
66,220.8606,1.619995,0
67,222.8006,1.940002,0
68,224.4606,1.660004,0
69,226.9606,2.5,0
70,229.5206,2.559998,0
71,231.5806,2.059998,0
72,235.2406,3.660004,0
73,237.9806,2.740021,0
74,240.4006,2.419983,0
75,245.4806,5.080017,0
76,247.6406,2.159973,0
77,251.5206,3.880005,0
78,254.5406,3.02002,0
79,257.5606,3.019989,0
80,259.2006,1.640015,0
81,261.8406,2.639984,0
82,262.9206,1.079987,0
