InteractionNumber,ElapsedTime,SplitTime,missCount
13.4958,0.1357879,-0.06589551,-0.09433684,14.22964,162.7314,359.9449
13.59629,0.1428685,-0.0674832,-0.03480439,15.21431,165.8783,2.699917
13.69631,0.1494538,-0.06393237,0.04212561,10.95273,158.1821,3.087501
13.79656,0.129725,-0.07965223,0.1137412,11.35897,156.8517,359.1423
13.89751,0.09655781,-0.0909938,0.1670631,12.22948,161.6894,359.1734
14.00989,0.0802929,-0.09018604,0.2119732,13.08304,160.2291,359.3023
14.11035,0.08580004,-0.0834446,0.2417088,11.5808,151.1989,359.9745
14.21045,0.1003419,-0.07557214,0.2650077,7.708761,139.1883,0.5013298
14.31089,0.1141383,-0.07412235,0.2860743,5.615248,126.9563,1.147811
14.4109,0.1208398,-0.07483565,0.2966617,5.733538,121.1304,359.6577
14.51111,0.1145607,-0.0764185,0.2904989,6.10769,125.5593,358.8581
14.6189,0.1016695,-0.07679312,0.2861203,6.515805,130.1148,359.0977
14.72499,0.0912656,-0.07596751,0.2963711,6.384217,127.8758,359.387
14.83683,0.08235577,-0.07467001,0.3122511,5.916277,123.1675,0.2321058
14.93716,0.07734861,-0.07254647,0.3233611,4.94803,121.4146,359.8931
15.04984,0.07421504,-0.07260494,0.3305186,5.243172,121.4786,0.2919046
15.16266,0.07142441,-0.07378247,0.3231711,5.425062,126.9324,0.6435325
15.26308,0.06445428,-0.07251862,0.2991957,6.479156,138.8052,0.2823464
15.36352,0.05336408,-0.06916232,0.2653467,7.311437,155.4061,1.304619
15.47556,0.04524626,-0.06203309,0.2231603,4.059437,171.8319,4.097797
15.57607,0.04454159,-0.05534346,0.1807586,0.05476622,182.9203,4.478797
15.67617,0.05062668,-0.04970024,0.1327393,357.3445,192.0179,2.232311
15.77641,0.05754968,-0.03944131,0.07929474,355.4415,200.9489,359.618
15.87696,0.05429369,-0.03770869,0.02933175,355.6365,212.2946,358.5117
15.9896,0.0390375,-0.04053738,-0.01557761,3.250686,224.7666,2.310462
16.09032,0.0200454,-0.04957627,-0.05009833,8.668371,232.3858,3.929069
16.19055,-0.003960639,-0.0551424,-0.07807879,12.01979,240.9981,4.554792
16.29068,-0.02238819,-0.05826632,-0.09850623,13.65316,254.0685,5.122661
16.39125,-0.02450512,-0.06092753,-0.1203751,14.49856,266.649,6.916847
