,time,posX,posY,posZ,gazeX,gazeY,gazeZ
368,7.374451,0.1354571,1.700539,1.5,0.1542737,1.651582,1.5
369,7.394455,0.1379566,1.700539,1.5,0.1575216,1.650955,1.5
370,7.414452,0.1391417,1.700539,1.5,0.1590149,1.650643,1.5
371,7.434456,0.1417043,1.700539,1.5,0.1613371,1.649923,1.5
372,7.454453,0.1429369,1.700539,1.5,0.162708,1.649438,1.5
373,7.474457,0.1454629,1.700539,1.5,0.1654291,1.648932,1.5
374,7.494453,0.1479883,1.700539,1.5,0.1679134,1.649402,1.5
375,7.51445,0.1492122,1.700539,1.5,0.1689113,1.649558,1.5
376,7.534454,0.1517263,1.700539,1.5,0.1711451,1.649384,1.5
377,7.554451,0.1529746,1.700539,1.5,0.1727547,1.649018,1.5
378,7.574455,0.1555025,1.700539,1.5,0.1756816,1.648491,1.5
379,7.594452,0.158,1.700539,1.5,0.1787145,1.648737,1.5
380,7.614456,0.1592669,1.700539,1.5,0.1803797,1.648267,1.5
381,7.634453,0.1592669,1.703039,1.5,0.1833664,1.647393,1.5
382,7.654449,0.1592669,1.704253,1.5,0.1852364,1.646818,1.5
383,7.674454,0.1592669,1.706826,1.5,0.1889333,1.646291,1.5
384,7.69445,0.1592669,1.708005,1.5,0.1909155,1.6459,1.5
385,7.714455,0.1592669,1.710591,1.5,0.1941903,1.645545,1.5
386,7.734451,0.1592669,1.713091,1.5,0.1970815,1.644276,1.5
387,7.754456,0.1592669,1.714289,1.5,0.1985653,1.644198,1.5
388,7.774452,0.1592669,1.716795,1.5,0.2007757,1.644278,1.5
389,7.794456,0.1592669,1.718013,1.5,0.2016957,1.644682,1.5
390,7.814453,0.1592669,1.720573,1.5,0.202839,1.645267,1.5
391,7.83445,0.1592669,1.723118,1.5,0.2032465,1.64597,1.5
392,7.854454,0.1592669,1.72433,1.5,0.2029527,1.64649,1.5
393,7.874451,0.1592669,1.726829,1.5,0.2026623,1.647211,1.5
394,7.894455,0.1592669,1.728064,1.5,0.2020276,1.647111,1.5
395,7.914452,0.1592669,1.730615,1.5,0.2007731,1.64512,1.5
396,7.934456,0.1592669,1.733143,1.5,0.1995161,1.641888,1.5
397,7.954453,0.1592669,1.734375,1.5,0.1986561,1.639603,1.5
398,7.974457,0.1592669,1.736848,1.5,0.1970635,1.635661,1.5
399,7.994453,0.1592669,1.738084,1.5,0.1962086,1.634255,1.5
400,8.01445,0.1592669,1.740639,1.5,0.1940374,1.632021,1.5
401,8.034454,0.1592669,1.743201,1.5,0.191836,1.630203,1.5
402,8.054451,0.1592669,1.744372,1.5,0.1908683,1.630062,1.5
403,8.074455,0.1592669,1.74688,1.5,0.1887954,1.63287,1.5
404,8.094452,0.1592669,1.748171,1.5,0.1874984,1.635052,1.5
405,8.114456,0.1592669,1.750648,1.5,0.1849812,1.638764,1.5
406,8.134453,0.1592669,1.753175,1.5,0.182655,1.642369,1.5
407,8.154449,0.1592669,1.754382,1.5,0.1816465,1.644102,1.5
408,8.174454,0.1592669,1.756959,1.5,0.1794999,1.647833,1.5
409,8.19445,0.1592669,1.758139,1.5,0.1784742,1.649899,1.5
410,8.214455,0.1592669,1.759415,1.5,0.1774124,1.652418,1.5
411,8.234451,0.1592669,1.762501,1.5,0.1746407,1.658051,1.5
412,8.254456,0.1592669,1.76522,1.5,0.1732905,1.661238,1.5
413,8.274452,0.1592669,1.766146,1.5,0.172885,1.662976,1.5
414,8.294456,0.1592669,1.768752,1.5,0.1722508,1.667287,1.5
415,8.314453,0.1592669,1.770189,1.5,0.1718204,1.66942,1.5
416,8.33445,0.1592669,1.77279,1.5,0.1718508,1.673911,1.5
417,8.354454,0.1592669,1.774137,1.5,0.1717645,1.676574,1.5
418,8.374451,0.1592669,1.77675,1.5,0.1717928,1.681821,1.5
419,8.394455,0.1592669,1.779261,1.5,0.1719915,1.687849,1.5
420,8.414452,0.1592669,1.780568,1.5,0.1722393,1.691232,1.5
421,8.434456,0.1592669,1.783105,1.5,0.1726073,1.698173,1.5
422,8.454453,0.1592669,1.784374,1.5,0.1727321,1.700511,1.5
423,8.474457,0.1592669,1.786931,1.5,0.1734507,1.706495,1.5
424,8.494453,0.1592669,1.788118,1.5,0.1742622,1.71005,1.5
425,8.51445,0.1592669,1.790701,1.5,0.1755492,1.717889,1.5
426,8.534454,0.1592669,1.793208,1.5,0.1762325,1.723402,1.5
427,8.554451,0.1592669,1.794499,1.5,0.1769299,1.726575,1.5
428,8.574455,0.1592669,1.797015,1.5,0.1791326,1.734104,1.5
429,8.594452,0.1592669,1.798175,1.5,0.1802295,1.73738,1.5
430,8.614456,0.1592669,1.800769,1.5,0.182324,1.741859,1.5
431,8.634453,0.1592669,1.803236,1.5,0.1852209,1.744836,1.5
432,8.654449,0.1592669,1.804465,1.5,0.1865893,1.746404,1.5
433,8.674454,0.1592669,1.807045,1.5,0.1894002,1.749871,1.5
434,8.69445,0.1592669,1.808281,1.5,0.1909473,1.751538,1.5
435,8.714455,0.1592669,1.81077,1.5,0.1939684,1.754482,1.5
436,8.734451,0.1592669,1.813254,1.5,0.1970942,1.757534,1.5
437,8.754456,0.1592669,1.814553,1.5,0.1985309,1.758656,1.5
438,8.774452,0.1592669,1.817045,1.5,0.2005342,1.760764,1.5
439,8.794456,0.1592669,1.818265,1.5,0.2011704,1.761946,1.5
440,8.814453,0.1592669,1.820836,1.5,0.2022968,1.764132,1.5
441,8.83445,0.1592669,1.82206,1.5,0.2027894,1.764584,1.5
442,8.854454,0.1592669,1.824543,1.5,0.2033214,1.765614,1.5
443,8.874451,0.1592669,1.827119,1.5,0.2035029,1.767809,1.5
444,8.894455,0.1592669,1.828344,1.5,0.2032817,1.76945,1.5
445,8.914452,0.1592669,1.830851,1.5,0.2027339,1.773227,1.5
446,8.934456,0.1592669,1.832124,1.5,0.20219,1.774963,1.5
447,8.954453,0.1592669,1.834589,1.5,0.2007392,1.779627,1.5
448,8.974457,0.1592669,1.837095,1.5,0.1993805,1.785026,1.5
449,8.994453,0.1592669,1.838316,1.5,0.1983863,1.787773,1.5
450,9.01445,0.1592669,1.840877,1.5,0.1972052,1.792568,1.5
451,9.034454,0.1592669,1.842105,1.5,0.1969622,1.795113,1.5
452,9.054451,0.1592669,1.84462,1.5,0.1956583,1.801041,1.5
453,9.074455,0.1592669,1.847149,1.5,0.1943524,1.807539,1.5
454,9.094452,0.1592669,1.848347,1.5,0.1938535,1.810572,1.5
455,9.114456,0.1592669,1.85093,1.5,0.1933448,1.816134,1.5
456,9.134453,0.1592669,1.852189,1.5,0.1927228,1.819418,1.5
457,9.154449,0.1592669,1.854631,1.5,0.1920577,1.825033,1.5
458,9.174454,0.1592669,1.857178,1.5,0.1912891,1.830743,1.5
459,9.19445,0.1592669,1.858389,1.5,0.1910697,1.833455,1.5
460,9.214455,0.1592669,1.860926,1.5,0.1897572,1.837914,1.5
461,9.234451,0.1592669,1.862197,1.5,0.1891774,1.840764,1.5
462,9.254456,0.1592669,1.86466,1.5,0.1880917,1.846386,1.5
463,9.274452,0.1592669,1.867257,1.5,0.1880179,1.850057,1.5
464,9.294456,0.1592669,1.86846,1.5,0.1872764,1.851596,1.5
465,9.314453,0.1592669,1.871007,1.5,0.1869737,1.854129,1.5
466,9.33445,0.1592669,1.872154,1.5,0.186724,1.855188,1.5
467,9.354454,0.1592669,1.874652,1.5,0.1864361,1.857016,1.5
468,9.374451,0.1592669,1.877234,1.5,0.1860388,1.859134,1.5
469,9.394455,0.1592669,1.878423,1.5,0.1860396,1.859898,1.5
470,9.414452,0.1592669,1.880998,1.5,0.185609,1.861368,1.5
471,9.434456,0.1592669,1.882272,1.5,0.1852351,1.862149,1.5
472,9.454453,0.1592669,1.884699,1.5,0.1848063,1.863697,1.5
473,9.474457,0.1592669,1.887216,1.5,0.1839195,1.865092,1.5
474,9.494453,0.1592669,1.888457,1.5,0.1840362,1.865815,1.5
475,9.51445,0.1592669,1.891,1.5,0.1831761,1.866987,1.5
476,9.534454,0.1592669,1.892269,1.5,0.1830992,1.867766,1.5
477,9.554451,0.1592669,1.894786,1.5,0.182144,1.869522,1.5
478,9.574455,0.1592669,1.89726,1.5,0.1810445,1.871582,1.5
479,9.594452,0.1592669,1.898516,1.5,0.1802671,1.872475,1.5
480,9.614456,0.1592669,1.901022,1.5,0.1792059,1.874629,1.5
481,9.634453,0.1579693,1.901022,1.5,0.1783767,1.876023,1.5
482,9.654449,0.1554687,1.901022,1.5,0.1770074,1.878863,1.5
483,9.674454,0.1542678,1.901022,1.5,0.1763177,1.879873,1.5
484,9.69445,0.1517615,1.901022,1.5,0.1744914,1.880849,1.5
485,9.714455,0.1492196,1.901022,1.5,0.1726037,1.882688,1.5
486,9.734451,0.1479651,1.901022,1.5,0.1713364,1.883758,1.5
487,9.754456,0.1454713,1.901022,1.5,0.1686818,1.884967,1.5
488,9.774452,0.1442284,1.901022,1.5,0.1669361,1.885051,1.5
489,9.794456,0.1417249,1.901022,1.5,0.1638957,1.884539,1.5
490,9.814453,0.1392366,1.901022,1.5,0.1611816,1.88498,1.5
491,9.83445,0.1379872,1.901022,1.5,0.1599189,1.885103,1.5
492,9.854454,0.1354644,1.901022,1.5,0.1571938,1.886462,1.5
493,9.874451,0.134207,1.901022,1.5,0.1560384,1.887361,1.5
494,9.894455,0.1316717,1.901022,1.5,0.1539322,1.889683,1.5
495,9.914452,0.1291598,1.901022,1.5,0.1520611,1.892354,1.5
496,9.934456,0.1278709,1.901022,1.5,0.151471,1.893234,1.5
497,9.954453,0.1254506,1.901022,1.5,0.1502712,1.894346,1.5
498,9.974457,0.1241794,1.901022,1.5,0.1497701,1.894384,1.5
499,9.994453,0.1228895,1.901022,1.5,0.1492471,1.893926,1.5
500,10.01445,0.1190908,1.901022,1.5,0.1486859,1.892763,1.5
501,10.03445,0.117678,1.901022,1.5,0.148423,1.891999,1.5
502,10.05445,0.1151808,1.901022,1.5,0.1491807,1.890482,1.5
503,10.07446,0.1140302,1.901022,1.5,0.1497614,1.889593,1.5
504,10.09445,0.1114779,1.901022,1.5,0.1504857,1.889115,1.5
505,10.11446,0.109051,1.901022,1.5,0.1508349,1.887875,1.5
506,10.13445,0.1078504,1.901022,1.5,0.1506542,1.887086,1.5
507,10.15445,0.1053238,1.901022,1.5,0.1507998,1.885157,1.5
508,10.17445,0.1041254,1.901022,1.5,0.1504897,1.884246,1.5
509,10.19445,0.1016242,1.901022,1.5,0.1503589,1.882981,1.5
510,10.21445,0.09909499,1.901022,1.5,0.1499431,1.881706,1.5
511,10.23445,0.09788679,1.901022,1.5,0.1495184,1.881264,1.5
512,10.25446,0.09532712,1.901022,1.5,0.1482805,1.879929,1.5
513,10.27445,0.09410618,1.901022,1.5,0.1478041,1.879678,1.5
514,10.29446,0.09157135,1.901022,1.5,0.1458821,1.878576,1.5
515,10.31445,0.08909493,1.901022,1.5,0.1434952,1.877122,1.5
516,10.33445,0.08786948,1.901022,1.5,0.1418442,1.876712,1.5
517,10.35445,0.08531835,1.901022,1.5,0.1392885,1.875497,1.5
518,10.37445,0.08402293,1.901022,1.5,0.1375796,1.874932,1.5
519,10.39445,0.08158054,1.901022,1.5,0.1347124,1.873767,1.5
520,10.41445,0.07914066,1.901022,1.5,0.1314174,1.872766,1.5
521,10.43446,0.07784691,1.901022,1.5,0.1296438,1.872098,1.5
522,10.45445,0.07535275,1.901022,1.5,0.1267199,1.871077,1.5
523,10.47445,0.07408581,1.901022,1.5,0.1253929,1.870347,1.5
524,10.49445,0.07152226,1.901022,1.5,0.1221363,1.868517,1.5
525,10.51445,0.06906521,1.901022,1.5,0.1192115,1.867423,1.5
526,10.53445,0.06785102,1.901022,1.5,0.1179732,1.867099,1.5
527,10.55445,0.06524523,1.901022,1.5,0.1149469,1.86637,1.5
528,10.57446,0.06406375,1.901022,1.5,0.113358,1.866195,1.5
529,10.59445,0.0615181,1.901022,1.5,0.1100725,1.865927,1.5
530,10.61446,0.0590446,1.901022,1.5,0.1056699,1.866609,1.5
531,10.63445,0.05777088,1.901022,1.5,0.103646,1.866711,1.5
532,10.65445,0.05522942,1.901022,1.5,0.098995,1.866577,1.5
533,10.67445,0.05399162,1.901022,1.5,0.09598047,1.866652,1.5
534,10.69445,0.05151964,1.901022,1.5,0.09070513,1.866354,1.5
535,10.71445,0.04901089,1.901022,1.5,0.08500382,1.866417,1.5
536,10.73445,0.04774926,1.901022,1.5,0.08239771,1.866514,1.5
537,10.75446,0.04521097,1.901022,1.5,0.07677116,1.866648,1.5
538,10.77445,0.04401174,1.901022,1.5,0.07366863,1.86678,1.5
539,10.79446,0.04149502,1.901022,1.5,0.06784177,1.867008,1.5
540,10.81445,0.0402042,1.901022,1.5,0.06496035,1.866969,1.5
541,10.83445,0.03770408,1.901022,1.5,0.05894607,1.867267,1.5
542,10.85445,0.0351936,1.901022,1.5,0.05331424,1.867656,1.5
543,10.87445,0.03399832,1.901022,1.5,0.05057612,1.867531,1.5
544,10.89445,0.03144397,1.901022,1.5,0.04488141,1.867652,1.5
545,10.91445,0.03018345,1.901022,1.5,0.04237575,1.86787,1.5
546,10.93446,0.02765131,1.901022,1.5,0.03694325,1.868631,1.5
547,10.95445,0.02518735,1.901022,1.5,0.03170035,1.869173,1.5
548,10.97445,0.02395367,1.901022,1.5,0.02885897,1.86941,1.5
549,10.99445,0.02138697,1.901022,1.5,0.02321835,1.869392,1.5
550,11.01445,0.02018359,1.901022,1.5,0.02047319,1.869694,1.5
551,11.03445,0.01766914,1.901022,1.5,0.01515053,1.869322,1.5
552,11.05445,0.01512118,1.901022,1.5,0.01009886,1.86934,1.5
553,11.07446,0.01389682,1.901022,1.5,0.007490982,1.869248,1.5
554,11.09445,0.01143027,1.901022,1.5,0.002706545,1.868532,1.5
555,11.11446,0.01015995,1.901022,1.5,0.000237599,1.86763,1.5
556,11.13445,0.00763765,1.901022,1.5,-0.004383928,1.865928,1.5
557,11.15445,0.00513185,1.901022,1.5,-0.00925292,1.864643,1.5
558,11.17445,0.00392726,1.901022,1.5,-0.0115467,1.86429,1.5
559,11.19445,0.0013228,1.901022,1.5,-0.01743179,1.863551,1.5
560,11.21445,0.0001502899,1.901022,1.5,-0.02003455,1.863135,1.5
561,11.23445,-0.00237501,1.901022,1.5,-0.02528321,1.861648,1.5
562,11.25446,-0.00489489,1.901022,1.5,-0.03014713,1.860724,1.5
563,11.27445,-0.00613405,1.901022,1.5,-0.03263193,1.860399,1.5
564,11.29446,-0.0087545,1.901022,1.5,-0.0378639,1.859699,1.5
565,11.31445,-0.00993836,1.901022,1.5,-0.04052866,1.859005,1.5
566,11.33445,-0.01239732,1.901022,1.5,-0.04490812,1.858032,1.5
567,11.35445,-0.01491964,1.901022,1.5,-0.0490341,1.856887,1.5
568,11.37445,-0.01614593,1.901022,1.5,-0.05085427,1.855841,1.5
569,11.39445,-0.0186918,1.901022,1.5,-0.05455645,1.854038,1.5
570,11.41445,-0.01989247,1.901022,1.5,-0.05627315,1.853674,1.5
571,11.43446,-0.02248412,1.901022,1.5,-0.05870413,1.853867,1.5
572,11.45445,-0.02496595,1.901022,1.5,-0.06110436,1.855954,1.5
573,11.47445,-0.02616331,1.901022,1.5,-0.06205219,1.856795,1.5
574,11.49445,-0.02869551,1.901022,1.5,-0.06367785,1.858869,1.5
575,11.51445,-0.02995455,1.901022,1.5,-0.06445604,1.860104,1.5
576,11.53445,-0.03247568,1.901022,1.5,-0.06599268,1.861373,1.5
577,11.55445,-0.03498237,1.901022,1.5,-0.06781857,1.86119,1.5
578,11.57446,-0.03622474,1.901022,1.5,-0.06863374,1.861253,1.5
579,11.59445,-0.0387938,1.901022,1.5,-0.07133096,1.861834,1.5
580,11.61446,-0.03995002,1.901022,1.5,-0.07256487,1.86228,1.5
581,11.63445,-0.04251586,1.901022,1.5,-0.07583071,1.862317,1.5
582,11.65445,-0.04379337,1.901022,1.5,-0.07758909,1.862165,1.5
583,11.67445,-0.04626642,1.901022,1.5,-0.081766,1.862829,1.5
584,11.69445,-0.04877593,1.901022,1.5,-0.08624628,1.863177,1.5
585,11.71445,-0.04999328,1.901022,1.5,-0.08873998,1.8639,1.5
586,11.73445,-0.05255816,1.901022,1.5,-0.09342955,1.864786,1.5
587,11.75446,-0.05408361,1.901022,1.5,-0.0957254,1.865723,1.5
588,11.77445,-0.05629997,1.901022,1.5,-0.1003449,1.865856,1.5
589,11.79446,-0.05878676,1.901022,1.5,-0.1048564,1.866964,1.5
590,11.81445,-0.06003826,1.901022,1.5,-0.1070282,1.867303,1.5
591,11.83445,-0.06254851,1.901022,1.5,-0.1119733,1.868127,1.5
592,11.85445,-0.06382035,1.901022,1.5,-0.1142712,1.868549,1.5
593,11.87445,-0.06630208,1.901022,1.5,-0.1180413,1.869699,1.5
594,11.89445,-0.0688214,1.901022,1.5,-0.1219327,1.871338,1.5
595,11.91445,-0.07005655,1.901022,1.5,-0.1238842,1.872052,1.5
596,11.93446,-0.07259871,1.901022,1.5,-0.1269245,1.873522,1.5
597,11.95445,-0.0738455,1.901022,1.5,-0.1284868,1.8743,1.5
598,11.97445,-0.07637735,1.901022,1.5,-0.1319623,1.87672,1.5
599,11.99445,-0.07892069,1.901022,1.5,-0.1342852,1.878378,1.5
600,12.01445,-0.08003862,1.901022,1.5,-0.1348383,1.879467,1.5
601,12.03445,-0.08262245,1.901022,1.5,-0.1363766,1.880901,1.5
602,12.05445,-0.08386718,1.901022,1.5,-0.137196,1.881285,1.5
603,12.07446,-0.08638769,1.901022,1.5,-0.1383377,1.881301,1.5
604,12.09445,-0.08891477,1.901022,1.5,-0.1385088,1.881145,1.5
605,12.11446,-0.09006874,1.901022,1.5,-0.1386927,1.881324,1.5
606,12.13445,-0.09264003,1.901022,1.5,-0.1375115,1.881398,1.5
607,12.15445,-0.09392464,1.901022,1.5,-0.1366254,1.881804,1.5
608,12.17445,-0.09639823,1.901022,1.5,-0.1353705,1.882309,1.5
609,12.19445,-0.09897877,1.901022,1.5,-0.1336879,1.881822,1.5
610,12.21445,-0.1001201,1.901022,1.5,-0.1328167,1.881552,1.5
611,12.23445,-0.102667,1.901022,1.5,-0.1315553,1.881453,1.5
612,12.25446,-0.1038857,1.901022,1.5,-0.1310751,1.881685,1.5
613,12.27445,-0.1064404,1.901022,1.5,-0.1306396,1.881999,1.5
614,12.29446,-0.1089273,1.901022,1.5,-0.1301504,1.8819,1.5
615,12.31445,-0.1101494,1.901022,1.5,-0.130394,1.881676,1.5
616,12.33445,-0.1127498,1.901022,1.5,-0.1308518,1.881613,1.5
617,12.35445,-0.113912,1.901022,1.5,-0.1313027,1.88177,1.5
618,12.37445,-0.1164437,1.901022,1.5,-0.1327378,1.883103,1.5
619,12.39445,-0.1189654,1.901022,1.5,-0.1346031,1.883988,1.5
620,12.41445,-0.1201942,1.901022,1.5,-0.1352434,1.884348,1.5
621,12.43446,-0.1227266,1.901022,1.5,-0.1370815,1.884487,1.5
622,12.45445,-0.1239694,1.901022,1.5,-0.1379047,1.884879,1.5
623,12.47445,-0.1264997,1.901022,1.5,-0.1397935,1.885607,1.5
624,12.49445,-0.1289937,1.901022,1.5,-0.1419248,1.886025,1.5
625,12.51445,-0.130224,1.901022,1.5,-0.1428115,1.886236,1.5
626,12.53445,-0.1327424,1.901022,1.5,-0.1451792,1.886219,1.5
627,12.55445,-0.1339983,1.901022,1.5,-0.1465289,1.886414,1.5
628,12.57446,-0.1364931,1.901022,1.5,-0.1484431,1.886345,1.5
629,12.59445,-0.1377541,1.901022,1.5,-0.1494976,1.886218,1.5
630,12.61446,-0.1402504,1.901022,1.5,-0.1514556,1.885771,1.5
631,12.63445,-0.1427606,1.901022,1.5,-0.1543175,1.885578,1.5
632,12.65445,-0.143999,1.901022,1.5,-0.1556971,1.885406,1.5
633,12.67445,-0.1465238,1.901022,1.5,-0.1576292,1.886453,1.5
634,12.69445,-0.1477888,1.901022,1.5,-0.1588919,1.886693,1.5
635,12.71445,-0.1503111,1.901022,1.5,-0.1608277,1.886511,1.5
636,12.73445,-0.1527887,1.901022,1.5,-0.1630583,1.885432,1.5
637,12.75446,-0.1540205,1.901022,1.5,-0.1640107,1.8851,1.5
638,12.77445,-0.1565567,1.901022,1.5,-0.1663456,1.884497,1.5
639,12.79446,-0.1577849,1.901022,1.5,-0.1673597,1.884226,1.5
640,12.81445,-0.1603266,1.901022,1.5,-0.1688973,1.883531,1.5
641,12.83445,-0.1628302,1.901022,1.5,-0.170704,1.882753,1.5
642,12.85445,-0.1640603,1.901022,1.5,-0.1711549,1.882776,1.5
643,12.87445,-0.1665708,1.901022,1.5,-0.1726343,1.88168,1.5
644,12.89445,-0.167799,1.901022,1.5,-0.1730968,1.881107,1.5
645,12.91445,-0.1703535,1.901022,1.5,-0.1743805,1.880197,1.5
646,12.93446,-0.1729075,1.901022,1.5,-0.1753298,1.879416,1.5
647,12.95445,-0.1741047,1.901022,1.5,-0.1761054,1.879276,1.5
648,12.97445,-0.1765947,1.901022,1.5,-0.1773709,1.877858,1.5
649,12.99445,-0.1778464,1.901022,1.5,-0.1776325,1.877369,1.5
650,13.01445,-0.180369,1.901022,1.5,-0.1792975,1.876606,1.5
651,13.03445,-0.1828467,1.901022,1.5,-0.1806563,1.876411,1.5
652,13.05445,-0.1841852,1.901022,1.5,-0.1815881,1.876189,1.5
653,13.07446,-0.1866256,1.901022,1.5,-0.1833751,1.875804,1.5
654,13.09445,-0.1878457,1.901022,1.5,-0.1843067,1.87544,1.5
655,13.11446,-0.1904187,1.901022,1.5,-0.1864596,1.874638,1.5
656,13.13445,-0.1928952,1.901022,1.5,-0.1895086,1.873823,1.5
657,13.15445,-0.1941331,1.901022,1.5,-0.1910146,1.873093,1.5
658,13.17445,-0.1966737,1.901022,1.5,-0.1937442,1.872211,1.5
659,13.19445,-0.197918,1.901022,1.5,-0.1951257,1.871809,1.5
660,13.21445,-0.2004128,1.901022,1.5,-0.1980889,1.871319,1.5
661,13.23445,-0.2029144,1.901022,1.5,-0.2008385,1.870744,1.5
662,13.25446,-0.2041371,1.901022,1.5,-0.2021579,1.870359,1.5
663,13.27445,-0.20674,1.901022,1.5,-0.2049726,1.869486,1.5
664,13.29446,-0.2079868,1.901022,1.5,-0.2060968,1.869496,1.5
665,13.31445,-0.2104395,1.901022,1.5,-0.2087336,1.869718,1.5
666,13.33445,-0.2129191,1.901022,1.5,-0.2115268,1.869379,1.5
667,13.35445,-0.2141853,1.901022,1.5,-0.2127808,1.86976,1.5
668,13.37445,-0.2168395,1.901022,1.5,-0.2147603,1.870927,1.5
669,13.39445,-0.2179463,1.901022,1.5,-0.215284,1.871088,1.5
670,13.41445,-0.220489,1.901022,1.5,-0.2179339,1.870485,1.5
671,13.43446,-0.2229644,1.901022,1.5,-0.2203159,1.868723,1.5
672,13.45445,-0.2241676,1.901022,1.5,-0.2214034,1.868053,1.5
673,13.47445,-0.2266927,1.901022,1.5,-0.2235445,1.866836,1.5
674,13.49445,-0.2279427,1.901022,1.5,-0.2250784,1.866845,1.5
675,13.51445,-0.2305566,1.901022,1.5,-0.2279038,1.865368,1.5
676,13.53445,-0.2325423,1.901022,1.5,-0.2293184,1.865098,1.5
677,13.55445,-0.2345699,1.901022,1.5,-0.2326369,1.864036,1.5
678,13.57446,-0.2357368,1.901022,1.5,-0.235426,1.863362,1.5
679,13.59445,-0.2383193,1.901022,1.5,-0.2387332,1.861837,1.5
680,13.61446,-0.2396912,1.901022,1.5,-0.2396581,1.861206,1.5
681,13.63445,-0.2410854,1.899448,1.5,-0.242505,1.859887,1.5
682,13.65445,-0.2410854,1.897132,1.5,-0.245503,1.858638,1.5
683,13.67445,-0.2410854,1.895853,1.5,-0.2465801,1.857861,1.5
684,13.69445,-0.2410854,1.89317,1.5,-0.2492382,1.856241,1.5
685,13.71445,-0.2410854,1.891938,1.5,-0.2505702,1.855598,1.5
686,13.73445,-0.2410854,1.889287,1.5,-0.253602,1.854794,1.5
687,13.75446,-0.2410854,1.888048,1.5,-0.2545078,1.854136,1.5
688,13.77445,-0.2410854,1.885458,1.5,-0.2571017,1.853186,1.5
689,13.79446,-0.2410854,1.884236,1.5,-0.2584035,1.852729,1.5
690,13.81445,-0.2410854,1.881715,1.5,-0.2611032,1.852102,1.5
691,13.83445,-0.2410854,1.879124,1.5,-0.2641318,1.851495,1.5
692,13.85445,-0.2410854,1.877902,1.5,-0.2651446,1.851378,1.5
693,13.87445,-0.2410854,1.875371,1.5,-0.267533,1.851145,1.5
694,13.89445,-0.2410854,1.874145,1.5,-0.2684153,1.850527,1.5
695,13.91445,-0.2410854,1.871635,1.5,-0.2698669,1.849866,1.5
696,13.93446,-0.2410854,1.870328,1.5,-0.2701412,1.849399,1.5
697,13.95445,-0.2410854,1.867858,1.5,-0.269957,1.848806,1.5
698,13.97445,-0.2410854,1.8653,1.5,-0.2698213,1.848669,1.5
699,13.99445,-0.2410854,1.86409,1.5,-0.2692081,1.848853,1.5
700,14.01445,-0.2410854,1.861596,1.5,-0.2674367,1.848267,1.5
701,14.03445,-0.2410854,1.860285,1.5,-0.2665497,1.848556,1.5
702,14.05445,-0.2410854,1.8578,1.5,-0.2639023,1.849404,1.5
703,14.07446,-0.2410854,1.85533,1.5,-0.2611359,1.850806,1.5
704,14.09445,-0.2410854,1.854056,1.5,-0.2601351,1.851974,1.5
705,14.11446,-0.2410854,1.851537,1.5,-0.2573965,1.853863,1.5
706,14.13445,-0.2410854,1.850301,1.5,-0.2561949,1.854836,1.5
707,14.15445,-0.2410854,1.847781,1.5,-0.2539926,1.856518,1.5
708,14.17445,-0.2410854,1.845219,1.5,-0.252295,1.859125,1.5
709,14.19445,-0.2410854,1.844071,1.5,-0.2517284,1.860152,1.5
710,14.21445,-0.2410854,1.841507,1.5,-0.2507982,1.862182,1.5
711,14.23445,-0.2410854,1.840273,1.5,-0.2508644,1.863263,1.5
712,14.25446,-0.2410854,1.83773,1.5,-0.2506544,1.865914,1.5
713,14.27445,-0.2410854,1.835215,1.5,-0.2510319,1.86794,1.5
714,14.29446,-0.2410854,1.833961,1.5,-0.2510741,1.868403,1.5
715,14.31445,-0.2410854,1.831473,1.5,-0.2521151,1.869351,1.5
716,14.33445,-0.2410854,1.830229,1.5,-0.2524607,1.869991,1.5
717,14.35445,-0.2410854,1.827698,1.5,-0.253208,1.871067,1.5
718,14.37445,-0.2410854,1.825186,1.5,-0.2537647,1.871436,1.5
719,14.39445,-0.2410854,1.823944,1.5,-0.2541673,1.871248,1.5
720,14.41445,-0.2410854,1.821446,1.5,-0.254501,1.87093,1.5
721,14.43446,-0.2410854,1.8202,1.5,-0.254619,1.870401,1.5
722,14.45445,-0.2410854,1.817694,1.5,-0.2543458,1.86781,1.5
723,14.47445,-0.2410854,1.815175,1.5,-0.2531667,1.865052,1.5
724,14.49445,-0.2410854,1.813971,1.5,-0.2525663,1.863023,1.5
725,14.51445,-0.2410854,1.811409,1.5,-0.2509947,1.859291,1.5
726,14.53445,-0.2410854,1.810182,1.5,-0.2499741,1.857202,1.5
727,14.55445,-0.2410854,1.80763,1.5,-0.2479475,1.853806,1.5
728,14.57446,-0.2410854,1.805144,1.5,-0.2454389,1.850115,1.5
729,14.59445,-0.2410854,1.803908,1.5,-0.2442292,1.848307,1.5
730,14.61446,-0.2410854,1.801335,1.5,-0.2414021,1.844239,1.5
731,14.63445,-0.2410854,1.800161,1.5,-0.2402114,1.842505,1.5
732,14.65445,-0.2410854,1.797623,1.5,-0.2374379,1.838367,1.5
733,14.67445,-0.2410854,1.796365,1.5,-0.2363133,1.836309,1.5
734,14.69445,-0.2410854,1.793824,1.5,-0.2335956,1.831887,1.5
735,14.71445,-0.2410854,1.791303,1.5,-0.2299556,1.828007,1.5
736,14.73445,-0.2410854,1.790108,1.5,-0.2283942,1.826049,1.5
