time,posX,posY,posZ,gazeX,gazeY,gazeZ
0,0,1.5,1.5,0,1.5,1.5
0.02,0,1.5,1.5,0,1.5,1.5
0.04,0.0003172125,1.502663,1.5,0,1.5,1.5
0.06,0.0003172125,1.502663,1.5,0,1.5,1.5
0.08,0.0003172125,1.502663,1.5,0,1.5,1.5
0.09999999,0.0003172125,1.502663,1.5,0,1.5,1.5
0.12,0.0003172125,1.502663,1.5,0,1.5,1.5
0.14,0.0003172125,1.502663,1.5,0,1.5,1.5
0.16,0.0003172125,1.502663,1.5,0,1.5,1.5
0.18,0.0003172125,1.502663,1.5,0,1.5,1.5
0.2,0.0003172125,1.502663,1.5,0,1.5,1.5
0.22,0.0003172125,1.502663,1.5,0,1.5,1.5
0.24,0.0003172125,1.502663,1.5,0,1.5,1.5
0.26,0.0003172125,1.502663,1.5,0,1.5,1.5
0.28,0.0003172125,1.502663,1.5,0,1.5,1.5
0.3,0.0003172125,1.502663,1.5,0,1.5,1.5
0.32,0.0003172125,1.502663,1.5,0,1.5,1.5
0.34,0.0003172125,1.502663,1.5,0,1.5,1.5
0.36,-0.001811138,1.579552,1.5,0,1.5,1.5
0.38,-0.001811138,1.579552,1.5,0,1.5,1.5
0.4,-0.001811138,1.579552,1.5,0,1.5,1.5
0.42,-0.001811138,1.579552,1.5,0,1.5,1.5
0.44,-0.001811138,1.579552,1.5,0,1.5,1.5
0.46,-0.001811138,1.579552,1.5,0,1.5,1.5
0.48,-0.001811138,1.579552,1.5,0,1.5,1.5
0.5,-0.001811138,1.579552,1.5,0,1.5,1.5
0.52,-0.001811138,1.579552,1.5,0,1.5,1.5
0.54,-0.001811138,1.579552,1.5,0,1.5,1.5
0.56,-0.001811138,1.579552,1.5,0,1.5,1.5
0.58,-0.001811138,1.579552,1.5,0,1.5,1.5
0.6,-0.001811138,1.579552,1.5,0,1.5,1.5
0.62,-0.001811138,1.579552,1.5,0,1.5,1.5
0.64,-0.001811138,1.579552,1.5,0,1.5,1.5
0.66,-0.001811138,1.579552,1.5,0,1.5,1.5
0.68,0.01886103,1.629756,1.5,0,1.5,1.5
0.7,0.01886103,1.629756,1.5,0,1.5,1.5
0.72,0.02544452,1.640165,1.5,0,1.5,1.5
0.74,0.02721889,1.643697,1.5,0,1.5,1.5
0.76,0.03157132,1.648112,1.5,0,1.5,1.5
0.78,0.03157132,1.648112,1.5,0,1.5,1.5
0.8,0.03394957,1.652042,1.5,0,1.5,1.5
0.82,0.03687664,1.653104,1.5,0,1.5,1.5
0.84,0.03981921,1.655519,1.5,0,1.5,1.5
0.86,0.04135808,1.656457,1.5,0,1.5,1.5
0.88,0.04251235,1.655454,1.5,0,1.5,1.5
0.9,0.04178614,1.652767,1.5,0,1.5,1.5
0.92,0.04038271,1.652236,1.5,0,1.5,1.5
0.94,0.03905577,1.649673,1.5,0,1.5,1.5
0.96,0.03699741,1.648889,1.5,0,1.5,1.5
0.98,0.03542474,1.645281,1.5,0,1.5,1.5
1,0.03551399,1.642618,1.5,0,1.5,1.5
1.02,0.03273719,1.638165,1.5,0,1.5,1.5
1.04,0.02916938,1.634815,1.5,0,1.5,1.5
1.06,0.02055725,1.631488,1.5,0,1.5,1.5
1.08,0.01420345,1.628535,1.5,0,1.5,1.5
1.1,0.005937323,1.621234,1.5,0,1.5,1.5
1.12,0.002882962,1.612246,1.5,0,1.5,1.5
1.14,0.002104907,1.609455,1.5,0,1.5,1.5
1.16,0.001215041,1.599172,1.5,0,1.5,1.5
1.18,0.00107644,1.596757,1.5,0,1.5,1.5
1.2,0.001709569,1.594464,1.5,0,1.5,1.5
1.22,-0.002278113,1.59147,1.5,0,1.5,1.5
1.24,-0.005263077,1.587837,1.5,0,1.5,1.5
1.26,-0.008791435,1.581911,1.5,0,1.5,1.5
1.28,-0.01595339,1.570414,1.5,0,1.5,1.5
1.3,-0.02275227,1.564375,1.5,0,1.5,1.5
1.32,-0.03212684,1.554658,1.5,0,1.5,1.5
1.34,-0.04101246,1.548261,1.5,0,1.5,1.5
1.36,-0.05560934,1.538786,1.5,0,1.5,1.5
1.38,-0.06837431,1.530018,1.5,0,1.5,1.5
1.4,-0.07898711,1.521896,1.5,0,1.5,1.5
1.42,-0.08852068,1.511529,1.5,0,1.5,1.5
1.44,-0.09605023,1.503456,1.5,0,1.5,1.5
1.46,-0.1049983,1.494344,1.5,0,1.5,1.5
1.48,-0.1147268,1.486559,1.5,0,1.5,1.5
1.5,-0.1236844,1.479793,1.5,0,1.5,1.5
1.52,-0.1301706,1.471893,1.5,0,1.5,1.5
1.54,-0.1401482,1.459027,1.5,0,1.5,1.5
1.56,-0.1506562,1.444497,1.5,0,1.5,1.5
1.58,-0.161471,1.434395,1.5,0,1.5,1.5
1.6,-0.1658401,1.429917,1.5,0,1.5,1.5
1.62,-0.1814378,1.410251,1.5,0,1.5,1.5
1.64,-0.185715,1.400488,1.5,0,1.5,1.5
1.66,-0.1916897,1.38834,1.5,0,1.5,1.5
1.68,-0.1937499,1.379968,1.5,0,1.5,1.5
1.7,-0.1930141,1.372927,1.5,0,1.5,1.5
1.72,-0.1871364,1.363429,1.5,0,1.5,1.5
1.74,-0.1845243,1.357632,1.5,0,1.5,1.5
1.76,-0.1825415,1.348584,1.5,0,1.5,1.5
1.78,-0.1783497,1.342974,1.5,0,1.5,1.5
1.8,-0.1736008,1.335629,1.5,0,1.5,1.5
1.82,-0.1685215,1.335832,1.5,0,1.5,1.5
1.84,-0.1662261,1.337717,1.5,0,1.5,1.5
1.86,-0.1645145,1.339144,1.5,0,1.5,1.5
1.88,-0.1645405,1.339635,1.5,0,1.5,1.5
1.9,-0.1635901,1.34143,1.5,0,1.5,1.5
1.92,-0.1630289,1.346929,1.5,0,1.5,1.5
1.94,-0.1618991,1.350307,1.5,0,1.5,1.5
1.96,-0.1605615,1.354181,1.5,0,1.5,1.5
1.98,-0.1593667,1.36021,1.5,0,1.5,1.5
2,-0.1605052,1.367308,1.5,0,1.5,1.5
2.02,-0.1706953,1.382717,1.5,0,1.5,1.5
2.04,-0.1796636,1.392275,1.5,0,1.5,1.5
2.06,-0.1970835,1.407042,1.5,0,1.5,1.5
2.08,-0.2114551,1.415344,1.5,0,1.5,1.5
2.1,-0.2235223,1.421771,1.5,0,1.5,1.5
2.12,-0.2365231,1.434057,1.5,0,1.5,1.5
2.14,-0.2512247,1.448948,1.5,0,1.5,1.5
2.16,-0.2644068,1.463714,1.5,0,1.5,1.5
2.18,-0.2743284,1.478667,1.5,0,1.5,1.5
2.2,-0.2884248,1.503796,1.5,0,1.5,1.5
2.22,-0.2950311,1.523231,1.5,0,1.5,1.5
2.24,-0.2992446,1.537545,1.5,0,1.5,1.5
2.26,-0.3045556,1.55364,1.5,0,1.5,1.5
2.28,-0.3116152,1.56818,1.5,0,1.5,1.5
2.3,-0.321893,1.581424,1.5,0,1.5,1.5
2.32,-0.3388926,1.595971,1.5,0,1.5,1.5
2.34,-0.3499966,1.60223,1.5,0,1.5,1.5
2.36,-0.3615251,1.606562,1.5,0,1.5,1.5
2.38,-0.3745105,1.6154,1.5,0,1.5,1.5
2.4,-0.385207,1.633353,1.5,0,1.5,1.5
2.42,-0.3946319,1.646273,1.5,0,1.5,1.5
