time,posX,posY,posZ,gazeX,gazeY,gazeZ
0,0,1.5,1.5,0,1.5,1.5
0.02,0,1.5,1.5,0,1.5,1.5
0.04,0,1.5,1.5,0.04762147,3.548783,1.5
0.06,0,1.5,1.5,0.04762147,3.548783,1.5
0.08,0,1.5,1.5,0.04762147,3.548783,1.5
0.09999999,0,1.5,1.5,0.04762147,3.548783,1.5
0.12,0,1.5,1.5,0.04762147,3.548783,1.5
0.14,0,1.5,1.5,0.04762147,3.548783,1.5
0.16,0,1.5,1.5,0.04762147,3.548783,1.5
0.18,0,1.5,1.5,0.04762147,3.548783,1.5
0.2,0,1.5,1.5,0.04762147,3.548783,1.5
0.22,0,1.5,1.5,0.04762147,3.548783,1.5
0.24,0,1.5,1.5,0.04762147,3.548783,1.5
0.26,0,1.5,1.5,0.04762147,3.548783,1.5
0.28,0,1.5,1.5,0.04762147,3.548783,1.5
0.3,0,1.5,1.5,0.04762147,3.548783,1.5
0.32,0,1.5,1.5,0.04762147,3.548783,1.5
0.34,0,1.5,1.5,0.04762147,3.548783,1.5
0.36,0,1.5,1.5,0.05052607,3.478546,1.5
0.38,0,1.5,1.5,0.05052607,3.478546,1.5
0.4,0,1.5,1.5,0.05052607,3.478546,1.5
0.42,0,1.5,1.5,0.05052607,3.478546,1.5
0.44,0,1.5,1.5,0.0504354,3.469923,1.5
0.46,0,1.5,1.5,0.04598101,3.461433,1.5
0.48,0,1.5,1.5,0.04325342,3.45351,1.5
0.5,0,1.5,1.5,0.04246673,3.452087,1.5
0.52,0,1.5,1.5,0.03978127,3.446565,1.5
0.54,0,1.5,1.5,0.03477085,3.440132,1.5
0.56,0,1.5,1.5,0.03228308,3.437399,1.5
0.58,0,1.5,1.5,0.02573927,3.435169,1.5
0.6,0,1.5,1.5,0.01646424,3.432994,1.5
0.62,0,1.5,1.5,0.01158409,3.433022,1.5
0.64,0,1.5,1.5,0.001444496,3.430315,1.5
0.66,0,1.5,1.5,-0.002751283,3.428614,1.5
0.68,0,1.5,1.5,-0.01239248,3.422782,1.5
0.7,0,1.5,1.5,-0.01798401,3.419297,1.5
0.72,0,1.5,1.5,-0.03112506,3.408664,1.5
0.74,0,1.5,1.5,-0.03938499,3.396428,1.5
0.76,0,1.5,1.5,-0.04252867,3.389015,1.5
0.78,0,1.5,1.5,-0.05549102,3.372086,1.5
0.8,0,1.5,1.5,-0.06234045,3.36176,1.5
0.82,0,1.5,1.5,-0.07326821,3.34569,1.5
0.84,0,1.5,1.5,-0.08359642,3.330619,1.5
0.86,0,1.5,1.5,-0.08864845,3.324352,1.5
0.88,0,1.5,1.5,-0.09480894,3.315371,1.5
0.9,0,1.5,1.5,-0.09701724,3.313467,1.5
0.92,0,1.5,1.5,-0.1012585,3.308843,1.5
0.94,0,1.5,1.5,-0.1035668,3.302043,1.5
0.96,0,1.5,1.5,-0.1040702,3.29921,1.5
0.98,0,1.5,1.5,-0.1037974,3.296103,1.5
1,0,1.5,1.5,-0.09975955,3.295368,1.5
1.02,0,1.5,1.5,-0.09789595,3.299236,1.5
1.04,0,1.5,1.5,-0.09172706,3.31089,1.5
1.06,0,1.5,1.5,-0.08701156,3.31797,1.5
1.08,0,1.5,1.5,-0.07672317,3.328569,1.5
1.1,0,1.5,1.5,-0.07089435,3.332133,1.5
1.12,0,1.5,1.5,-0.05930455,3.34131,1.5
1.14,0,1.5,1.5,-0.04456198,3.351471,1.5
1.16,0,1.5,1.5,-0.03668137,3.356594,1.5
1.18,0,1.5,1.5,-0.02301969,3.360496,1.5
1.2,0,1.5,1.5,-0.01887948,3.359831,1.5
1.22,0,1.5,1.5,-0.01492798,3.356037,1.5
1.24,0,1.5,1.5,-0.01546837,3.351769,1.5
1.26,0,1.5,1.5,-0.01569325,3.343873,1.5
1.28,0,1.5,1.5,-0.01724715,3.3374,1.5
1.3,0,1.5,1.5,-0.01699717,3.33698,1.5
1.32,0,1.5,1.5,-0.01620888,3.340659,1.5
1.34,0,1.5,1.5,-0.008281223,3.352766,1.5
1.36,0,1.5,1.5,-0.001542605,3.359215,1.5
1.38,0,1.5,1.5,0.006309688,3.370218,1.5
1.4,0,1.5,1.5,0.01028769,3.374827,1.5
1.42,0,1.5,1.5,0.01731515,3.382237,1.5
1.44,0,1.5,1.5,0.02029712,3.386252,1.5
1.46,0,1.5,1.5,0.02730966,3.392401,1.5
1.48,0,1.5,1.5,0.03117808,3.393761,1.5
1.5,0,1.5,1.5,0.03207735,3.394112,1.5
1.52,0,1.5,1.5,0.03280969,3.392633,1.5
1.54,0,1.5,1.5,0.03308982,3.392184,1.5
1.56,0,1.5,1.5,0.03186923,3.391373,1.5
1.58,0,1.5,1.5,0.03159035,3.389349,1.5
1.6,0,1.5,1.5,0.03113819,3.388124,1.5
1.62,0,1.5,1.5,0.03005878,3.386446,1.5
1.64,0,1.5,1.5,0.02988805,3.385364,1.5
1.66,0,1.5,1.5,0.02977244,3.385079,1.5
1.68,0,1.5,1.5,0.03118493,3.384252,1.5
1.7,0,1.5,1.5,0.03221741,3.383288,1.5
1.72,0,1.5,1.5,0.03300068,3.38002,1.5
1.74,0,1.5,1.5,0.03329653,3.378777,1.5
1.76,0,1.5,1.5,0.03287102,3.374555,1.5
1.78,0,1.5,1.5,0.03195316,3.371428,1.5
1.8,0,1.5,1.5,0.02806193,3.362586,1.5
1.82,0,1.5,1.5,0.02046355,3.35578,1.5
1.84,0,1.5,1.5,0.01499648,3.352367,1.5
1.86,0,1.5,1.5,-0.0005052462,3.341714,1.5
1.88,0,1.5,1.5,-0.02020909,3.319487,1.5
1.9,0,1.5,1.5,-0.02842034,3.307008,1.5
1.92,0,1.5,1.5,-0.04599483,3.284243,1.5
1.94,0,1.5,1.5,-0.05595171,3.272585,1.5
1.96,0,1.5,1.5,-0.07693723,3.249308,1.5
1.98,0,1.5,1.5,-0.0882203,3.23826,1.5
2,0,1.5,1.5,-0.1103917,3.215817,1.5
2.02,3.14167E-11,1.497365,1.5,-0.1356815,3.188378,1.5
2.04,4.560361E-11,1.496176,1.5,-0.1479135,3.175816,1.5
2.06,7.345106E-11,1.49384,1.5,-0.1726186,3.15175,1.5
2.08,8.84639E-11,1.492581,1.5,-0.1877875,3.13754,1.5
2.1,1.208691E-10,1.489864,1.5,-0.2134694,3.103191,1.5
2.12,1.50665E-10,1.487365,1.5,-0.2274225,3.077031,1.5
2.14,1.64532E-10,1.486203,1.5,-0.2316206,3.070079,1.5
2.16,1.956503E-10,1.483593,1.5,-0.2411345,3.06062,1.5
2.18,2.089183E-10,1.48248,1.5,-0.2458667,3.058222,1.5
2.2,2.397302E-10,1.479897,1.5,-0.2556283,3.05423,1.5
2.22,2.690598E-10,1.477437,1.5,-0.2684985,3.047489,1.5
2.24,2.833817E-10,1.476236,1.5,-0.2767016,3.04064,1.5
2.26,3.123142E-10,1.47381,1.5,-0.2861465,3.02457,1.5
2.28,3.424436E-10,1.471283,1.5,-0.2903793,3.01123,1.5
2.3,3.574178E-10,1.470027,1.5,-0.2911149,3.006962,1.5
2.32,3.872617E-10,1.467525,1.5,-0.2970321,2.99317,1.5
2.34,4.021239E-10,1.466278,1.5,-0.2982437,2.986947,1.5
