time,posX,posY,posZ,gazeX,gazeY,gazeZ
0.01445007,0.00120023,1.5,1.5,-0.02226518,1.451139,1.5
0.03445435,0.00248709,1.5,1.5,-0.02237428,1.451221,1.5
0.05445099,0.0050355,1.5,1.5,-0.02218327,1.451998,1.5
0.07445526,0.0062615,1.5,1.5,-0.02199646,1.452313,1.5
0.0944519,0.00872825,1.5,1.5,-0.02142413,1.453893,1.5
0.1144562,0.01123407,1.5,1.5,-0.02122664,1.45625,1.5
0.1344528,0.01248685,1.5,1.5,-0.02119183,1.457216,1.5
0.1544495,0.01379829,1.5,1.5,-0.02092807,1.458436,1.5
0.1744537,0.01646722,1.5,1.5,-0.0201324,1.461371,1.5
0.1944504,0.01886237,1.5,1.5,-0.01995759,1.461537,1.5
0.2144547,0.02133414,1.5,1.5,-0.01942424,1.46294,1.5
0.2344513,0.02259748,1.5,1.5,-0.01932616,1.463743,1.5
0.2544556,0.02510631,1.5,1.5,-0.0194084,1.46512,1.5
0.2744522,0.0263234,1.5,1.5,-0.01916391,1.465703,1.5
0.2944565,0.02877104,1.5,1.5,-0.01971765,1.466681,1.5
0.3144531,0.03128363,1.5,1.5,-0.02059008,1.467328,1.5
0.3344498,0.03253096,1.5,1.5,-0.02122482,1.467621,1.5
0.354454,0.03502931,1.5,1.5,-0.02213966,1.469024,1.5
0.3744507,0.03626463,1.5,1.5,-0.02234128,1.468978,1.5
0.394455,0.03876576,1.5,1.5,-0.0234938,1.468318,1.5
0.4144516,0.0412812,1.5,1.5,-0.02409209,1.467305,1.5
0.4344559,0.04257093,1.5,1.5,-0.02428973,1.467201,1.5
0.4544525,0.04511817,1.5,1.5,-0.02475596,1.467938,1.5
0.4744568,0.04629077,1.5,1.5,-0.02513525,1.467909,1.5
0.4944534,0.04880495,1.5,1.5,-0.02563319,1.466908,1.5
0.5144501,0.05133207,1.5,1.5,-0.02549015,1.46604,1.5
0.5344543,0.05257988,1.5,1.5,-0.02542942,1.465958,1.5
0.554451,0.05515224,1.5,1.5,-0.02457473,1.465675,1.5
0.5744553,0.05639811,1.5,1.5,-0.02378032,1.465927,1.5
0.5944519,0.05882083,1.5,1.5,-0.02201333,1.466266,1.5
0.6144562,0.06131435,1.5,1.5,-0.01996815,1.466962,1.5
0.6344528,0.06260256,1.5,1.5,-0.01862611,1.466905,1.5
0.6544495,0.06509974,1.5,1.5,-0.01563263,1.466899,1.5
0.6744537,0.06636693,1.5,1.5,-0.01477421,1.467284,1.5
0.6944504,0.06891283,1.5,1.5,-0.01207534,1.467249,1.5
0.7144547,0.07135133,1.5,1.5,-0.01023271,1.466585,1.5
0.7344513,0.07259963,1.5,1.5,-0.009344546,1.466121,1.5
0.7544556,0.07510255,1.5,1.5,-0.007651274,1.465863,1.5
0.7744522,0.07635219,1.5,1.5,-0.007042631,1.465688,1.5
0.7944565,0.07891902,1.5,1.5,-0.006303926,1.464769,1.5
0.8144531,0.08139897,1.5,1.5,-0.00643114,1.463781,1.5
0.8344498,0.08267957,1.5,1.5,-0.007309038,1.463493,1.5
0.854454,0.08517598,1.5,1.5,-0.01014861,1.463408,1.5
0.8744507,0.08640619,1.5,1.5,-0.01162851,1.463302,1.5
0.894455,0.08891931,1.5,1.5,-0.01635063,1.463697,1.5
0.9144516,0.09140699,1.5,1.5,-0.02362987,1.4644,1.5
0.9344559,0.09267654,1.5,1.5,-0.02702525,1.464417,1.5
0.9544525,0.09523514,1.5,1.5,-0.03485766,1.464749,1.5
0.9744568,0.09645333,1.5,1.5,-0.03936905,1.465444,1.5
0.9944534,0.09902054,1.5,1.5,-0.04778489,1.466226,1.5
1.01445,0.1014376,1.5,1.5,-0.05529423,1.466766,1.5
1.034454,0.1026781,1.5,1.5,-0.05865595,1.466806,1.5
1.054451,0.1052422,1.5,1.5,-0.06530475,1.466802,1.5
1.074455,0.1064523,1.5,1.5,-0.06840025,1.466412,1.5
1.094452,0.108977,1.5,1.5,-0.07344769,1.465296,1.5
1.114456,0.110213,1.5,1.5,-0.07527232,1.464436,1.5
1.134453,0.1127376,1.5,1.5,-0.07832478,1.463231,1.5
1.154449,0.1152529,1.5,1.5,-0.07970916,1.461588,1.5
1.174454,0.1164541,1.5,1.5,-0.0794291,1.460771,1.5
