time,posX,posY,posZ,gazeX,gazeY,gazeZ
0,0,1.5,1.5,0,1.5,1.5
0.02,0,1.5,1.5,0,1.5,1.5
0.04,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.06,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.08,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.09999999,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.12,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.14,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.16,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.18,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.2,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.22,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.24,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.26,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.28,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.3,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.32,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.34,4.928243E-05,1.50265,1.5,0,1.5,1.5
0.36,0.002053756,1.58013,1.5,0,1.5,1.5
0.38,0.002053756,1.58013,1.5,0,1.5,1.5
0.4,0.002053756,1.58013,1.5,0,1.5,1.5
0.42,0.002053756,1.58013,1.5,0,1.5,1.5
0.44,0.002053756,1.58013,1.5,0,1.5,1.5
0.46,0.002053756,1.58013,1.5,0,1.5,1.5
0.48,-0.007688545,1.609283,1.5,0,1.5,1.5
0.5,-0.007612485,1.615944,1.5,0,1.5,1.5
0.52,-0.007238284,1.622265,1.5,0,1.5,1.5
0.54,-0.006715594,1.634471,1.5,0,1.5,1.5
0.56,-0.007632738,1.638237,1.5,0,1.5,1.5
0.58,-0.01278722,1.647853,1.5,0,1.5,1.5
0.6,-0.01635648,1.651429,1.5,0,1.5,1.5
0.62,-0.02374614,1.659687,1.5,0,1.5,1.5
0.64,-0.02611872,1.664178,1.5,0,1.5,1.5
0.66,-0.02949917,1.667497,1.5,0,1.5,1.5
0.68,-0.03808052,1.674768,1.5,0,1.5,1.5
0.7,-0.0408381,1.676893,1.5,0,1.5,1.5
0.72,-0.04299617,1.680204,1.5,0,1.5,1.5
0.74,-0.04828519,1.685799,1.5,0,1.5,1.5
0.76,-0.05068015,1.690761,1.5,0,1.5,1.5
0.78,-0.05750214,1.699701,1.5,0,1.5,1.5
0.8,-0.06004418,1.703647,1.5,0,1.5,1.5
0.82,-0.06911438,1.712711,1.5,0,1.5,1.5
0.84,-0.07490309,1.718207,1.5,0,1.5,1.5
0.86,-0.08049785,1.722689,1.5,0,1.5,1.5
0.88,-0.08644789,1.729393,1.5,0,1.5,1.5
0.9,-0.09708732,1.743719,1.5,0,1.5,1.5
0.92,-0.1035016,1.754981,1.5,0,1.5,1.5
0.94,-0.1133666,1.764651,1.5,0,1.5,1.5
0.96,-0.1231498,1.771414,1.5,0,1.5,1.5
0.98,-0.1340277,1.777707,1.5,0,1.5,1.5
1,-0.1468553,1.786909,1.5,0,1.5,1.5
1.02,-0.1536746,1.793558,1.5,0,1.5,1.5
1.04,-0.1649046,1.800523,1.5,0,1.5,1.5
1.06,-0.1742833,1.806242,1.5,0,1.5,1.5
1.08,-0.1883733,1.811252,1.5,0,1.5,1.5
1.1,-0.2022558,1.814839,1.5,0,1.5,1.5
1.12,-0.2158577,1.815939,1.5,0,1.5,1.5
1.14,-0.219365,1.817394,1.5,0,1.5,1.5
1.16,-0.2421713,1.824521,1.5,0,1.5,1.5
1.18,-0.2568089,1.832322,1.5,0,1.5,1.5
1.2,-0.2711722,1.84212,1.5,0,1.5,1.5
1.22,-0.2880213,1.850952,1.5,0,1.5,1.5
1.24,-0.3057974,1.860343,1.5,0,1.5,1.5
1.26,-0.3247331,1.869646,1.5,-0.004712532,1.514138,1.5
1.28,-0.3435932,1.879331,1.5,-0.01649553,1.540067,1.5
1.3,-0.3592851,1.886417,1.5,-0.02356526,1.551862,1.5
1.32,-0.3742004,1.894243,1.5,-0.02827975,1.558943,1.5
1.34,-0.3997739,1.906507,1.5,-0.03535249,1.56839,1.5
1.36,-0.4223471,1.916982,1.5,-0.04478633,1.577843,1.5
1.38,-0.4376414,1.923647,1.5,-0.04950483,1.582573,1.5
1.4,-0.4570516,1.932692,1.5,-0.05658456,1.587304,1.5
1.42,-0.4763424,1.938499,1.5,-0.07075374,1.596773,1.5
1.44,-0.4906447,1.939762,1.5,-0.08020809,1.601511,1.5
1.46,-0.519755,1.943203,1.5,-0.09677282,1.608624,1.5
1.48,-0.5385956,1.946803,1.5,-0.1109949,1.613369,1.5
1.5,-0.5571858,1.95418,1.5,-0.1204897,1.618115,1.5
1.52,-0.5737714,1.962928,1.5,-0.129997,1.62049,1.5
1.54,-0.5937204,1.972536,1.5,-0.1466641,1.625242,1.5
1.56,-0.6112114,1.981609,1.5,-0.1585969,1.627619,1.5
1.58,-0.6308237,1.990048,1.5,-0.1657678,1.629997,1.5
1.6,-0.6375539,1.993304,1.5,-0.1681605,1.632375,1.5
1.62,-0.671396,2.005064,1.5,-0.1777394,1.637135,1.5
1.64,-0.6867215,2.005736,1.5,-0.1777394,1.637135,1.5
1.66,-0.6991245,2.008239,1.5,-0.1777394,1.637135,1.5
1.68,-0.7125298,2.015574,1.5,-0.1825361,1.637135,1.5
1.7,-0.7276022,2.023097,1.5,-0.1849365,1.639516,1.5
1.72,-0.7398728,2.025323,1.5,-0.1873373,1.639516,1.5
1.74,-0.7653925,2.030817,1.5,-0.18974,1.639516,1.5
1.76,-0.7864697,2.033042,1.5,-0.1921431,1.639516,1.5
1.78,-0.8134778,2.042832,1.5,-0.1945488,1.639516,1.5
1.8,-0.8377995,2.052257,1.5,-0.1969544,1.639516,1.5
1.82,-0.8647475,2.067356,1.5,-0.1969544,1.639516,1.5
1.84,-0.8832872,2.079488,1.5,-0.1969544,1.639516,1.5
1.86,-0.9099294,2.101017,1.5,-0.1993625,1.639516,1.5
1.88,-0.9200232,2.110048,1.5,-0.1993625,1.637135,1.5
1.9,-0.9482683,2.134684,1.5,-0.2017706,1.637135,1.5
1.92,-0.9739715,2.162667,1.5,-0.2090031,1.634756,1.5
1.94,-0.9908339,2.185406,1.5,-0.2090031,1.634756,1.5
1.96,-1,2.197707,1.5,-0.2114169,1.634756,1.5
1.98,-1,2.210087,1.5,-0.2138314,1.632376,1.5
2,-1,2.232595,1.5,-0.2331988,1.639517,1.5
2.02,-1,2.249148,1.5,-0.2502207,1.644281,1.5
2.04,-1,2.26381,1.5,-0.2673205,1.64905,1.5
2.06,-1,2.282233,1.5,-0.2869642,1.653822,1.5
2.08,-1,2.293661,1.5,-0.2968304,1.656209,1.5
2.1,-1,2.311497,1.5,-0.3067263,1.658598,1.5
2.12,-1,2.322779,1.5,-0.3141696,1.660988,1.5
2.14,-1,2.34081,1.5,-0.3241219,1.66577,1.5
2.16,-1,2.353776,1.5,-0.3291098,1.66577,1.5
2.18,-1,2.374086,1.5,-0.3291098,1.66577,1.5
2.2,-1,2.388736,1.5,-0.3291098,1.66577,1.5
2.22,-1,2.401198,1.5,-0.3291098,1.66577,1.5
2.24,-1,2.417649,1.5,-0.3291098,1.66577,1.5
