time,posX,posY,posZ,gazeX,gazeY,gazeZ
0,0,1.5,1.5,0,1.5,1.5
0.02,0,1.5,1.5,0,1.5,1.5
0.04,0.002388672,1.498858,1.5,0,1.5,1.5
0.06,0.002388672,1.498858,1.5,0,1.5,1.5
0.08,0.002388672,1.498858,1.5,0,1.5,1.5
0.09999999,0.002388672,1.498858,1.5,0,1.5,1.5
0.12,0.002388672,1.498858,1.5,0,1.5,1.5
0.14,0.002388672,1.498858,1.5,0,1.5,1.5
0.16,0.002388672,1.498858,1.5,0,1.5,1.5
0.18,0.002388672,1.498858,1.5,0,1.5,1.5
0.2,0.002388672,1.498858,1.5,0,1.5,1.5
0.22,0.002388672,1.498858,1.5,0,1.5,1.5
0.24,0.002388672,1.498858,1.5,0,1.5,1.5
0.26,0.002388672,1.498858,1.5,0,1.5,1.5
0.28,0.002388672,1.498858,1.5,0,1.5,1.5
0.3,0.002388672,1.498858,1.5,0,1.5,1.5
0.32,0.002388672,1.498858,1.5,0,1.5,1.5
0.34,0.002388672,1.498858,1.5,0,1.5,1.5
0.36,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.38,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.4,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.42,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.44,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.46,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.48,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.5,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.52,0.03743742,1.446832,1.5,0.6613583,0.6333153,1.5
0.54,0.03851505,1.416074,1.5,0.6613584,0.6333153,1.5
0.56,0.03851505,1.416074,1.5,0.6613584,0.6333153,1.5
0.58,0.04270989,1.41039,1.5,0.6613583,0.6333151,1.5
0.6,0.0439743,1.406772,1.5,0.6613583,0.6333148,1.5
0.62,0.0439743,1.406772,1.5,0.6613583,0.6333148,1.5
0.64,0.04840762,1.391782,1.5,0.6613584,0.6333148,1.5
0.66,0.04840762,1.391782,1.5,0.6613584,0.6333148,1.5
0.68,0.04976846,1.381663,1.5,0.6613583,0.6333146,1.5
0.7,0.05270531,1.371904,1.5,0.6613583,0.6333145,1.5
0.72,0.05270531,1.371904,1.5,0.6613583,0.6333145,1.5
0.74,0.053933,1.36308,1.5,0.6613583,0.6333145,1.5
0.76,0.053933,1.36308,1.5,0.6613583,0.6333145,1.5
0.78,0.05156711,1.353821,1.5,0.655525,0.6333145,1.5
0.8,0.04684342,1.347585,1.5,0.6526157,0.6333143,1.5
0.82,0.04684342,1.347585,1.5,0.6526157,0.6333143,1.5
0.84,0.04082286,1.337747,1.5,0.6209309,0.6629632,1.5
0.86,0.03744102,1.329297,1.5,0.5869969,0.6952373,1.5
0.88,0.03623991,1.32437,1.5,0.5674878,0.7174311,1.5
0.9,0.03659881,1.318965,1.5,0.5454355,0.7362054,1.5
0.92,0.03765623,1.305878,1.5,0.5182166,0.7608952,1.5
0.94,0.03779087,1.299789,1.5,0.5101226,0.7700562,1.5
0.96,0.03557586,1.293339,1.5,0.5020605,0.7761349,1.5
0.98,0.03495346,1.289962,1.5,0.4993801,0.7791657,1.5
1,0.03203766,1.277689,1.5,0.496703,0.7821906,1.5
1.02,0.02748789,1.270741,1.5,0.4940294,0.78521,1.5
1.04,0.01800256,1.259645,1.5,0.4940293,0.7852098,1.5
1.06,0.01013622,1.25182,1.5,0.4940294,0.7852097,1.5
1.08,-0.001897059,1.242507,1.5,0.4940294,0.7852094,1.5
1.1,-0.01061845,1.232513,1.5,0.4940294,0.7852092,1.5
1.12,-0.02172055,1.223523,1.5,0.4940295,0.7852092,1.5
1.14,-0.03147325,1.216651,1.5,0.4940297,0.7852089,1.5
1.16,-0.03819223,1.211836,1.5,0.4940297,0.7852089,1.5
1.18,-0.04495225,1.205277,1.5,0.4940297,0.7852089,1.5
1.2,-0.0548977,1.194274,1.5,0.4940297,0.7852089,1.5
1.22,-0.06390817,1.183504,1.5,0.4860297,0.7972315,1.5
1.24,-0.06643273,1.177213,1.5,0.4754098,0.8091671,1.5
1.26,-0.06494269,1.170013,1.5,0.4595772,0.8269118,1.5
1.28,-0.06122323,1.159071,1.5,0.4490849,0.8357146,1.5
1.3,-0.06031695,1.146976,1.5,0.4386413,0.8415578,1.5
1.32,-0.05989238,1.134468,1.5,0.4334373,0.8415577,1.5
1.34,-0.05867164,1.119744,1.5,0.4334375,0.8415573,1.5
1.36,-0.05897472,1.10889,1.5,0.4282452,0.8415571,1.5
1.38,-0.06186624,1.094953,1.5,0.407589,0.8386378,1.5
1.4,-0.06441657,1.076034,1.5,0.3667869,0.8210164,1.5
1.42,-0.06779919,1.049039,1.5,0.3390965,0.8061897,1.5
1.44,-0.07293592,1.030864,1.5,0.3365928,0.8061892,1.5
1.46,-0.08051431,1.005822,1.5,0.3365929,0.8061888,1.5
1.48,-0.0900394,0.9887933,1.5,0.336593,0.8032076,1.5
1.5,-0.1077778,0.964467,1.5,0.3441109,0.7942314,1.5
1.52,-0.1198553,0.9510553,1.5,0.3592075,0.7852058,1.5
1.54,-0.1287679,0.9341034,1.5,0.3820117,0.7730937,1.5
1.56,-0.1336449,0.9254959,1.5,0.3871066,0.7730935,1.5
1.58,-0.143461,0.9187897,1.5,0.3922116,0.7700512,1.5
1.6,-0.1520039,0.9143904,1.5,0.3947681,0.770051,1.5
1.62,-0.1613224,0.9137114,1.5,0.397327,0.7700508,1.5
1.64,-0.1650096,0.915056,1.5,0.3973269,0.7700506,1.5
1.66,-0.1655399,0.9141549,1.5,0.3998885,0.7700503,1.5
1.68,-0.1627465,0.914871,1.5,0.4024528,0.77005,1.5
1.7,-0.1599186,0.923927,1.5,0.4024529,0.7700498,1.5
1.72,-0.1594848,0.9303438,1.5,0.4024528,0.7700496,1.5
1.74,-0.1583731,0.9397152,1.5,0.4050197,0.7700496,1.5
1.76,-0.1599078,0.9441887,1.5,0.4050197,0.7670016,1.5
1.78,-0.162023,0.9468248,1.5,0.3998885,0.7547516,1.5
1.8,-0.1639921,0.9538912,1.5,0.3947679,0.7485911,1.5
1.82,-0.1639254,0.961526,1.5,0.3820117,0.7393055,1.5
1.84,-0.1690365,0.9697815,1.5,0.3743884,0.7268385,1.5
1.86,-0.1773047,0.9784582,1.5,0.3693185,0.7174225,1.5
1.88,-0.1929948,0.9981952,1.5,0.3693185,0.7142715,1.5
1.9,-0.2010633,1.01289,1.5,0.3693185,0.7111136,1.5
1.92,-0.2082916,1.031472,1.5,0.3693185,0.7111132,1.5
1.94,-0.2157217,1.04743,1.5,0.3693185,0.7111132,1.5
1.96,-0.2286526,1.079075,1.5,0.3693185,0.7111132,1.5
1.98,-0.2350391,1.101777,1.5,0.3693185,0.7111132,1.5
2,-0.2400366,1.130648,1.5,0.3693185,0.7111132,1.5
2.02,-0.243898,1.165821,1.5,0.3693185,0.7111132,1.5
2.04,-0.2477734,1.213849,1.5,0.3794681,0.7268372,1.5
2.06,-0.2502763,1.254594,1.5,0.3871065,0.7454997,1.5
2.08,-0.2494216,1.286396,1.5,0.3871065,0.7485889,1.5
