time,posX,posY,posZ,gazeX,gazeY,gazeZ
0.01752853,-0.00120947,1.5,1.5,-0.002763205,1.50757,1.5
0.03752899,-0.00244978,1.5,1.5,-0.003144369,1.507222,1.5
0.05752945,-0.00500552,1.5,1.5,-0.003134929,1.506734,1.5
0.07752991,-0.00753749,1.5,1.5,-0.003247197,1.506189,1.5
0.09753036,-0.008710911,1.5,1.5,-0.0031711,1.505833,1.5
0.117527,-0.0112282,1.5,1.5,-0.003421046,1.504765,1.5
0.1375275,-0.0125125,1.5,1.5,-0.003607483,1.504725,1.5
0.1575279,-0.01504405,1.5,1.5,-0.003938082,1.504763,1.5
0.1775284,-0.01751313,1.5,1.5,-0.004184754,1.504844,1.5
0.1975288,-0.01871525,1.5,1.5,-0.004241354,1.504918,1.5
0.2175293,-0.02127659,1.5,1.5,-0.004676026,1.504894,1.5
0.2375298,-0.02251758,1.5,1.5,-0.004834598,1.504589,1.5
0.2575302,-0.02501616,1.5,1.5,-0.005103172,1.504249,1.5
0.2775269,-0.02755534,1.5,1.5,-0.005108744,1.503386,1.5
0.2975273,-0.02880012,1.5,1.5,-0.004877283,1.50331,1.5
0.3175278,-0.0312893,1.5,1.5,-0.004150372,1.502613,1.5
0.3375282,-0.03251351,1.5,1.5,-0.00406901,1.502102,1.5
0.3575287,-0.0350896,1.5,1.5,-0.003099533,1.501533,1.5
0.3775291,-0.03758345,1.5,1.5,-0.001662933,1.501244,1.5
0.3975296,-0.03878775,1.5,1.5,-0.001080011,1.501404,1.5
0.4175301,-0.04135139,1.5,1.5,-4.647812E-05,1.501571,1.5
0.4375267,-0.04255227,1.5,1.5,-0.0002156021,1.501398,1.5
0.4575272,-0.04510333,1.5,1.5,-0.0006343778,1.500977,1.5
0.4775276,-0.04757446,1.5,1.5,-0.001933361,1.500445,1.5
0.4975281,-0.04884616,1.5,1.5,-0.00327663,1.500241,1.5
0.5175285,-0.05135572,1.5,1.5,-0.005377104,1.500214,1.5
0.537529,-0.05259696,1.5,1.5,-0.006618566,1.500653,1.5
0.5575294,-0.05508631,1.5,1.5,-0.009690692,1.501189,1.5
0.5775299,-0.05761147,1.5,1.5,-0.01321723,1.502132,1.5
0.5975304,-0.05887121,1.5,1.5,-0.01507724,1.502291,1.5
0.617527,-0.06139527,1.5,1.5,-0.01835261,1.50236,1.5
0.6375275,-0.06262308,1.5,1.5,-0.01977729,1.502458,1.5
0.6575279,-0.06513733,1.5,1.5,-0.02354535,1.503093,1.5
0.6775284,-0.06768347,1.5,1.5,-0.02741446,1.503881,1.5
