InteractionNumber,ElapsedTime,SplitTime
0,1.117389
1,2.338113,1.220724
2,3.28515,0.9470367
3,4.554616,1.269466
4,5.502482,0.9478664
5,6.370648,0.868166
6,7.683631,1.312983
7,8.620137,0.9365063
8,9.644374,1.024237
9,10.25745,0.613081
10,11.33865,1.081194
11,12.37488,1.036236
12,13.40904,1.034153
13,14.3456,0.9365635
14,15.28127,0.935667
15,16.12715,0.8458796
16,17.22015,1.093006
17,18.27818,1.058025
18,19.39068,1.112499
19,20.5058,1.115124
20,21.45047,0.9446716
21,22.631,1.180523
22,23.60101,0.9700165
23,24.65859,1.057579
24,25.54011,0.8815155
25,26.51898,0.9788742
26,27.40206,0.8830757
27,28.42362,1.021564
28,29.53714,1.113514
29,30.59522,1.058086
30,32.09855,1.503326
31,33.24539,1.146843
32,34.48443,1.239037
33,35.42884,0.944416
34,36.77634,1.3475
35,37.6902,0.9138603
36,38.71473,1.024529
37,39.76418,1.04945
38,40.84227,1.078083
39,42.08966,1.247398
