InteractionNumber,ElapsedTime,SplitTime,missCount
0,0.6501808
1,1.854832,1.204651
2,2.681168,0.8263359
3,3.383305,0.702137
4,4.010551,0.6272469
5,5.602264,1.591713
6,6.027733,0.4254684
7,6.829651,0.801918
8,7.404449,0.5747986
9,9.022373,1.617924
10,10.01223,0.9898605
11,10.98963,0.9773941
12,11.80401,0.8143845
13,12.25471,0.4506989
14,12.9561,0.7013855
15,13.59519,0.6390915
16,14.43419,0.8389969
17,15.23663,0.8024445
18,15.83867,0.6020355
19,16.60014,0.7614746
20,17.01364,0.4134979
21,18.19329,1.179657
22,19.00869,0.8153915
23,20.19554,1.186852
24,20.81205,0.6165161
25,21.51413,0.7020721
26,22.3035,0.7893753
27,22.91774,0.6142426
28,23.39346,0.4757156
29,23.95818,0.5647202
30,24.63442,0.676239
31,25.11118,0.4767609
32,26.11293,1.001755
33,27.06475,0.9518204
34,27.49121,0.4264526
35,28.00539,0.514183
36,29.00736,1.001968
37,29.64653,0.6391754
38,30.29748,0.6509476
39,31.33757,1.040085
40,31.87647,0.5389023
41,32.428,0.5515289
42,33.02948,0.6014862
43,33.58075,0.5512619
44,34.18258,0.6018372
45,35.05976,0.8771744
46,36.04959,0.98983
47,36.86351,0.8139267
48,37.28901,0.4254913
49,38.24163,0.9526215
50,38.91999,0.6783676
51,39.49508,0.5750809
