InteractionNumber,ElapsedTime,SplitTime,missCount
0,3.079475
1,3.830821,0.7513454
2,4.433073,0.6022518
3,5.272723,0.8396506
4,6.186805,0.9140816
5,7.114039,0.9272346
6,7.929364,0.8153248
7,9.859877,1.930512
8,10.72397,0.8640909
9,11.18719,0.4632187
10,11.92739,0.7402048
11,12.65338,0.7259865
12,14.10689,1.453516
13,14.96104,0.8541498
14,16.13726,1.176217
15,16.87769,0.7404251
16,17.62935,0.7516689
17,18.24418,0.6148262
18,19.39636,1.152178
19,20.05941,0.6630535
20,21.28713,1.227716
21,22.03975,0.7526264
22,23.05486,1.015102
23,24.38353,1.328671
24,24.88428,0.5007534
25,25.44802,0.5637379
26,26.21306,0.7650375
27,27.06505,0.8519917
28,27.69274,0.6276932
29,28.30662,0.6138802
30,29.4163,1.109674
31,30.22308,0.8067799
32,30.93714,0.7140617
33,31.92773,0.9905968
34,32.40372,0.4759865
35,32.84289,0.4391708
36,33.68205,0.8391609
37,34.82218,1.140125
38,35.29835,0.4761696
39,36.31403,1.015682
40,37.40396,1.089931
41,37.86703,0.4630699
42,38.71944,0.8524094
43,39.47116,0.7517166
44,40.12309,0.6519279
45,40.83709,0.7140007
46,42.11572,1.278637
47,42.99333,0.8776054
48,44.35962,1.366291
49,45.08513,0.7255096
50,46.1645,1.079372
