InteractionNumber,ElapsedTime,SplitTime,missCount
0,1.65971
1,2.248712,0.5890023
2,3.364147,1.115434
3,3.827655,0.4635079
4,4.46702,0.6393654
5,5.030567,0.5635467
6,5.607894,0.5773277
7,6.271329,0.6634345
8,6.897942,0.6266131
9,8.22608,1.328138
10,8.840401,0.6143208
11,9.266013,0.4256124
12,10.31999,1.053977
13,10.84455,0.52456
14,11.45883,0.6142759
15,12.53767,1.078839
16,13.07554,0.5378742
17,13.68896,0.6134186
18,14.47875,0.7897968
19,15.01786,0.5391035
20,15.55643,0.5385704
21,16.24507,0.6886406
22,16.88482,0.6397552
23,18.02508,1.140253
24,19.00267,0.9775925
25,20.12965,1.126982
26,21.43307,1.303423
27,21.74619,0.3131104
28,22.22244,0.4762516
29,22.79889,0.576458
30,23.3753,0.5764065
31,24.02655,0.6512489
32,24.5406,0.5140533
33,25.55571,1.01511
34,26.04388,0.4881668
35,27.47298,1.4291
36,28.07408,0.601099
37,28.86312,0.7890434
38,29.38918,0.5260582
39,30.35449,0.965313
40,30.89461,0.5401115
41,32.66014,1.765532
42,33.27399,0.6138496
43,34.2015,0.9275131
44,34.7145,0.5130043
45,35.40405,0.6895447
46,35.99303,0.5889778
47,37.08295,1.089924
48,37.72234,0.639389
49,38.49853,0.7761879
50,39.21313,0.7146072
51,39.78955,0.576416
52,40.47907,0.6895218
