InteractionNumber,ElapsedTime,SplitTime,missCount
0,1.566406
1,2.669266,1.102859
2,3.709358,1.040092
3,4.900635,1.191277
4,6.216408,1.315773
5,6.778549,0.5621414
6,8.220291,1.441742
7,9.386528,1.166237
8,10.75208,1.365555
9,11.60503,0.852951
10,12.85766,1.252625
11,13.53462,0.6769638
12,14.7112,1.176575
13,16.0505,1.339302
14,17.15429,1.10379
15,17.74372,0.5894318
16,18.97176,1.228043
17,19.68476,0.7129974
18,20.48774,0.8029785
19,21.21449,0.7267456
20,22.14179,0.9273071
21,22.58067,0.4388733
22,23.82104,1.240379
23,25.53959,1.718544
24,26.45213,0.9125443
25,27.254,0.8018646
26,28.15665,0.9026489
27,29.23428,1.077629
28,29.84782,0.6135483
29,30.66238,0.8145599
30,31.85229,1.189911
31,32.57974,0.7274475
32,33.93247,1.35273
33,35.11044,1.177971
34,36.30134,1.190895
35,36.92816,0.6268234
36,37.94247,1.014313
37,38.95747,1.014999
38,39.34505,0.3875809
39,40.24744,0.9023895
40,41.04986,0.8024139
41,41.86437,0.8145142
42,42.80506,0.9406891
43,43.59376,0.7886963
44,44.40804,0.8142853
45,44.95931,0.5512695
46,45.63551,0.6761932
47,46.51322,0.8777161
48,46.98724,0.4740143
49,48.61729,1.630051
50,49.33178,0.7144928
