InteractionNumber,ElapsedTime,SplitTime,missCount
0,0.8620758
1,3.257431,2.395355
2,4.497223,1.239792
3,5.663406,1.166183
4,6.276672,0.613266
5,7.079147,0.802475
6,8.006226,0.9270782
7,8.728058,0.7218323
8,9.710358,0.9822998
9,11.13998,1.429626
10,11.62675,0.4867706
11,12.32899,0.70224
12,13.58345,1.254456
13,14.10869,0.525238
14,14.68376,0.5750732
15,15.38564,0.7018738
16,16.42535,1.039719
17,16.91451,0.489151
18,17.59143,0.6769257
19,18.29305,0.7016144
20,18.9575,0.6644592
21,19.62064,0.6631317
22,20.22264,0.602005
23,21.22464,1.001999
24,22.07736,0.8527222
25,23.6655,1.588135
26,24.54474,0.8792419
27,25.19688,0.6521454
28,25.84979,0.6529083
29,26.52441,0.6746216
30,27.40234,0.8779297
31,28.35477,0.9524231
32,28.90602,0.5512543
33,29.68251,0.7764893
34,30.22124,0.5387268
35,30.88327,0.6620331
36,31.47391,0.5906372
37,32.08786,0.6139526
38,33.02826,0.9403992
39,33.50485,0.476593
40,34.24362,0.7387695
41,35.14615,0.9025269
42,35.89804,0.7518921
43,37.25215,1.354111
44,37.96545,0.7133026
45,38.7305,0.7650452
46,39.71954,0.9890442
47,40.64677,0.9272308
48,41.32207,0.675293
49,42.01266,0.6905975
50,42.82753,0.8148651
