InteractionNumber,ElapsedTime,SplitTime,missCount
0,2.44313
1,3.432465,0.9893341
2,4.297577,0.8651123
3,4.999054,0.7014771
4,5.588135,0.5890808
5,6.640335,1.0522
6,7.718048,1.077713
7,8.757813,1.039764
8,9.497574,0.7397614
9,11.12674,1.629166
10,11.666,0.5392609
11,12.25371,0.5877075
12,13.51962,1.265915
13,14.94844,1.428818
14,15.56218,0.613739
15,16.80286,1.240677
16,17.78021,0.977356
17,18.28151,0.501297
18,19.62219,1.340683
19,20.52457,0.9023743
20,21.4012,0.8766327
21,22.10284,0.7016449
22,22.892,0.7891541
23,23.83188,0.9398804
24,24.74683,0.9149475
25,25.58618,0.8393555
26,26.26337,0.6771851
27,27.0401,0.7767334
28,27.55307,0.51297
29,28.34335,0.7902832
30,29.20813,0.8647766
31,29.98434,0.7762146
32,30.79843,0.8140869
33,32.10199,1.303558
34,32.80356,0.7015686
35,33.70596,0.9024048
36,34.40799,0.7020264
37,35.38495,0.9769592
38,35.93604,0.5510864
39,36.96378,1.02774
40,37.81543,0.8516541
41,38.3541,0.5386658
42,38.98132,0.6272278
43,39.78281,0.8014832
44,40.4606,0.6777954
45,41.03549,0.5748901
46,42.30167,1.266174
47,43.09128,0.7896118
48,43.66721,0.5759277
49,44.78232,1.115112
50,45.45908,0.6767578
51,46.08575,0.6266785
