InteractionNumber,ElapsedTime,SplitTime,missCount
0,1.547339
1,3.088596,1.541257
2,3.452681,0.3640845
3,4.229398,0.7767169
4,5.469296,1.239898
5,5.984294,0.5149984
6,6.623377,0.6390824
7,8.026315,1.402938
8,8.778179,0.7518644
9,9.352974,0.5747948
10,10.28193,0.928957
11,11.00871,0.726778
12,11.59809,0.5893793
13,12.80028,1.202196
14,13.68968,0.8893995
15,14.35367,0.6639814
16,15.46843,1.114763
17,16.17114,0.702714
18,17.4242,1.253054
19,18.03743,0.6132317
20,18.76449,0.7270622
21,19.87968,1.115191
22,20.40566,0.52598
23,21.66014,1.254477
24,22.34699,0.6868496
25,23.04938,0.7023964
26,23.789,0.7396126
27,24.44219,0.6531925
28,24.96541,0.523222
29,25.61636,0.6509514
30,26.31961,0.7032471
31,26.9838,0.6641941
32,27.58457,0.6007671
33,29.52505,1.940479
34,30.08911,0.5640564
35,30.79005,0.7009449
36,31.70685,0.9167995
37,32.40858,0.7017269
38,32.94731,0.5387306
39,33.81262,0.8653145
40,34.47658,0.6639557
41,34.92764,0.4510651
42,35.64251,0.7148666
43,36.74591,1.103405
44,37.65919,0.9132805
45,38.31039,0.6511993
46,38.93734,0.6269455
47,40.00274,1.065399
48,40.93092,0.9281845
49,41.50563,0.574707
50,42.24473,0.7390976
51,42.93449,0.6897621
52,43.46461,0.5301247
