InteractionNumber,ElapsedTime,SplitTime,missCount
0,2.230591
1,2.7323,0.501709
2,3.684341,0.9520416
3,5.82811,2.143768
4,6.554153,0.7260437
5,8.371002,1.816849
6,9.323013,0.9520111
7,10.63908,1.316071
8,11.80421,1.165131
9,12.91936,1.115143
10,14.14763,1.228271
11,14.76125,0.6136169
12,16.0768,1.315552
13,17.19218,1.115387
14,18.1568,0.9646149
15,18.98428,0.8274841
16,19.79831,0.8140259
17,20.42485,0.6265411
18,21.35223,0.9273834
19,22.35497,1.002731
20,23.55692,1.20195
21,26.8784,3.321487
22,27.36621,0.4878082
23,28.55644,1.190231
24,30.34839,1.791946
25,30.97533,0.6269379
26,31.6266,0.6512756
27,32.27805,0.6514435
28,32.86665,0.5886078
29,34.18188,1.315231
30,35.24812,1.066238
31,36.77614,1.528015
32,37.3654,0.5892639
33,39.21986,1.854462
34,40.03419,0.8143311
35,41.07527,1.041077
36,41.43739,0.3621216
37,42.80191,1.364517
38,42.97713,0.1752167
39,44.10623,1.129105
40,45.00822,0.9019928
41,45.63499,0.62677
42,47.02618,1.39119
43,47.94075,0.914566
44,48.65454,0.7137909
45,49.1689,0.5143585
46,49.83287,0.6639709
47,51.23622,1.403351
48,51.87541,0.6391907
49,52.71602,0.8406067
50,53.80486,1.088837
