InteractionNumber,ElapsedTime,SplitTime,missCount
0,1.275321
1,2.25352,0.978199
2,3.256162,1.002642
3,3.732014,0.475852
4,4.333719,0.6017056
5,5.09783,0.7641106
6,5.850046,0.7522163
7,6.51402,0.6639738
8,7.304414,0.7903938
9,8.356519,1.052105
10,8.907955,0.5514364
11,9.484277,0.5763216
12,10.08499,0.6007156
13,10.7254,0.6404057
14,11.43796,0.7125626
15,13.10363,1.66567
16,13.81752,0.713892
17,14.65768,0.8401527
18,15.66079,1.003117
19,16.32522,0.6644297
20,16.83875,0.5135307
21,17.61517,0.7764206
22,18.43001,0.8148346
23,19.42014,0.9901352
24,19.87093,0.4507828
25,20.4602,0.5892715
26,21.24965,0.7894516
27,21.80114,0.5514908
28,22.23937,0.4382286
29,22.97818,0.7388115
30,23.71745,0.7392731
31,24.43208,0.7146301
32,25.12091,0.6888313
33,26.09792,0.977005
34,26.76265,0.6647263
35,27.32688,0.5642319
36,27.95326,0.6263847
37,28.69068,0.7374191
38,29.22768,0.5370026
39,29.90617,0.6784897
40,30.54477,0.6385956
41,31.13224,0.5874748
42,31.84777,0.7155228
43,32.51127,0.6635056
44,33.25203,0.740757
45,33.81599,0.5639648
46,34.5044,0.6884079
47,35.08592,0.5815163
48,35.55774,0.4718246
49,36.20975,0.6520119
50,36.81069,0.6009369
51,37.38781,0.5771217
