InteractionNumber,ElapsedTime,SplitTime,missCount
0,1.765976
1,2.881165,1.115189
2,3.958664,1.077499
3,4.936188,0.9775238
4,5.737793,0.8016052
5,6.728157,0.9903641
6,7.680077,0.9519196
7,8.219177,0.5391006
8,9.210754,0.9915771
9,10.52471,1.313957
10,10.97565,0.4509354
11,11.52707,0.5514221
12,12.95509,1.428024
13,14.0825,1.127411
14,15.25887,1.176369
15,17.17869,1.919815
16,18.21732,1.038628
17,18.9323,0.7149811
18,20.17291,1.240616
19,20.74875,0.5758362
20,21.42432,0.6755676
21,22.12671,0.7023926
22,22.76626,0.6395493
23,23.74259,0.9763336
24,24.10606,0.363472
25,25.07154,0.965477
26,26.24947,1.177925
27,26.87704,0.6275787
28,27.4651,0.5880585
29,28.14166,0.6765594
30,28.81827,0.6766052
31,29.52003,0.701767
32,30.47281,0.952774
33,31.75076,1.277954
34,32.15187,0.4011078
35,32.72792,0.5760498
36,33.34181,0.6138916
37,34.05701,0.7151947
38,34.64481,0.5877991
39,35.79739,1.152588
40,36.44989,0.6524963
41,37.16345,0.713562
42,38.20343,1.039978
43,38.71786,0.5144348
44,39.28059,0.5627289
45,39.89619,0.6156006
46,40.47198,0.5757904
47,41.26152,0.7895355
48,41.68718,0.4256592
49,42.53877,0.851593
50,43.17763,0.638855
51,43.80432,0.6266937
