InteractionNumber,ElapsedTime,SplitTime,missCount
0,1.100708
1,1.840431,0.7397232
2,2.879997,1.039566
3,3.456909,0.5769119
4,4.095863,0.6389542
5,5.17379,1.077927
6,5.712654,0.5388641
7,6.20182,0.4891663
8,6.878136,0.6763153
9,8.267998,1.389862
10,8.91993,0.6519318
11,9.558945,0.6390152
12,10.28635,0.7274017
13,11.41352,1.127174
14,12.02719,0.6136703
15,12.61658,0.589386
16,13.28088,0.6643066
17,14.38297,1.102081
18,15.07258,0.6896133
19,15.83703,0.7644501
20,16.31289,0.4758606
21,16.92702,0.6141281
22,17.86652,0.9394989
23,18.40607,0.5395584
24,19.13212,0.7260437
25,19.89674,0.7646179
26,20.72334,0.8265991
27,21.32589,0.6025543
28,21.8513,0.5254135
29,22.51604,0.6647415
30,23.05477,0.5387268
31,23.91956,0.8647842
32,24.5324,0.6128464
33,25.30949,0.777092
34,25.83632,0.526825
35,26.95113,1.114807
36,27.71583,0.7647018
37,28.36645,0.6506195
38,28.96832,0.6018753
39,29.63221,0.663887
40,30.74804,1.115829
41,31.39941,0.6513672
42,32.10145,0.7020416
43,32.7526,0.6511536
44,33.3545,0.6018982
45,33.99332,0.6388245
46,34.63218,0.638855
47,35.18436,0.5521851
48,35.70965,0.5252838
49,36.29919,0.5895386
50,36.96328,0.664093
51,37.51427,0.5509949
52,38.41622,0.901947
53,38.90557,0.4893494
54,39.73162,0.8260498
55,40.30801,0.5763855
56,41.01005,0.7020416
57,41.92495,0.9149017
58,42.48794,0.5629883
59,43.05233,0.5643921
