InteractionNumber,ElapsedTime,SplitTime,missCount
0,2.066757
1,2.78083,0.7140732
2,3.608135,0.8273048
3,5.463444,1.855309
4,7.056507,1.593063
5,8.471897,1.41539
6,9.711636,1.239738
7,10.79004,1.078407
8,11.90512,1.115082
9,13.07099,1.165863
10,14.76303,1.692039
11,16.27719,1.514168
12,17.5719,1.294701
13,18.15728,0.5853806
14,19.52426,1.366982
15,20.79069,1.266434
16,22.31961,1.528915
17,23.52254,1.202934
18,24.31182,0.7892761
19,25.64047,1.328651
20,26.75608,1.115608
21,27.68267,0.9265976
22,29.54963,1.866951
23,30.54034,0.990715
24,31.27903,0.7386856
25,32.68264,1.40361
26,33.38382,0.7011795
27,34.06166,0.6778488
28,35.21453,1.152863
29,35.89392,0.67939
30,36.98047,1.086555
31,37.58253,0.6020584
32,38.74736,1.164833
33,40.02751,1.280144
34,41.14209,1.114578
35,41.55561,0.4135284
36,42.2816,0.7259827
37,43.91106,1.629463
38,44.41286,0.5018005
39,45.62723,1.214371
40,46.44239,0.815155
41,47.12194,0.6795578
42,48.28587,1.163925
43,49.01199,0.72612
44,49.87626,0.8642654
45,50.47583,0.5995712
46,51.394,0.9181747
47,52.03039,0.6363907
48,53.53537,1.504974
49,55.10151,1.566147
50,56.26704,1.165527
