InteractionNumber,ElapsedTime,SplitTime,missCount
0,0.7266541
1,1.115295,0.3886414
2,2.505981,1.390686
3,4.249359,1.743378
4,4.701019,0.4516602
5,5.778778,1.077759
6,7.143707,1.364929
7,7.958893,0.8151855
8,8.836029,0.8771362
9,9.813416,0.9773865
10,11.05411,1.240692
11,12.05682,1.002716
12,12.63303,0.5762024
13,13.72336,1.090332
14,14.53787,0.8145142
15,15.69122,1.153351
16,16.25406,0.5628357
17,17.53247,1.278412
18,18.16003,0.6275635
19,18.81088,0.6508484
20,19.60785,0.7969666
21,20.70251,1.094666
22,21.4426,0.7400818
23,22.56952,1.126923
24,23.3338,0.7642822
25,23.97333,0.6395264
26,25.18796,1.21463
27,25.72763,0.5396729
28,26.80469,1.077057
29,27.38184,0.5771484
30,28.14587,0.7640381
31,28.73389,0.5880127
32,30.13773,1.403839
33,30.95197,0.8142395
34,32.23007,1.278107
35,32.9314,0.7013245
36,33.58356,0.6521606
37,34.64838,1.064819
38,35.55063,0.9022522
39,36.79111,1.240479
40,37.48001,0.6889038
41,38.26953,0.7895203
42,38.99655,0.7270203
43,39.66074,0.6641846
44,40.58759,0.9268494
45,41.17676,0.5891724
46,41.81607,0.6393127
47,42.55551,0.7394409
48,43.43109,0.8755798
49,44.40884,0.9777527
50,45.53754,1.128693
