time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.05325202,1.500126,0.7498853,-5.629791,2.183902,1.654171,0.03792325,0.09810035,0.9944537,0,0
0.01793671,0,0.0529967,1.500181,0.7493282,-5.607758,2.169508,1.635276,0.03767484,0.09771758,0.9945008,0,0
0.03495789,0,0.0524694,1.50038,0.7481543,-5.60318,2.151881,1.623204,0.03736918,0.09763835,0.9945201,0,0
0.05210114,0,0.05216958,1.50047,0.7474964,-5.643524,2.162006,1.635657,0.03754231,0.09833885,0.9944446,0,0
0.06894684,0,0.05155016,1.500501,0.7461111,-5.667175,2.155749,1.646833,0.03743219,0.09874967,0.994408,0,0
0.08585358,0,0.05120336,1.500653,0.7453046,-5.666199,2.142787,1.651979,0.03720728,0.09873265,0.9944181,0,0
0.1034393,0,0.05046074,1.500908,0.7436802,-5.694244,2.139973,1.656555,0.03715663,0.09921984,0.9943716,0,0
0.1199341,0,0.05005329,1.50098,0.7428585,-5.747955,2.131518,1.648906,0.03700642,0.1001526,0.9942837,0,0
0.1373596,0,0.04915521,1.501345,0.7410956,-5.797028,2.130702,1.63718,0.03698905,0.1010047,0.9941981,0,0
0.1541214,0,0.04870917,1.501553,0.7401008,-5.843018,2.115589,1.633146,0.03672382,0.101803,0.9941265,0,0
0.170845,0,0.04779542,1.501887,0.7381083,-5.970337,2.114228,1.656079,0.03669175,0.1040134,0.9938989,0,0
0.188591,0,0.04730816,1.502205,0.7370302,-6.070221,2.121407,1.645665,0.03680952,0.1057471,0.9937115,0,0
0.2053299,0,0.04622424,1.502818,0.7348713,-6.259338,2.159381,1.583427,0.03745477,0.1090289,0.9933327,0,0
0.2225113,0,0.04506828,1.503238,0.7326768,-6.472961,2.216864,1.504088,0.03843533,0.1127343,0.9928815,0,0
0.2408829,0,0.04446273,1.503253,0.7314463,-6.491882,2.230611,1.498913,0.0386721,0.1130627,0.992835,0,0
0.2582169,0,0.0432704,1.503473,0.7290859,-6.540497,2.239191,1.503516,0.03881702,0.1139052,0.992733,0,0
0.2755814,0,0.04265476,1.503474,0.7279019,-6.511749,2.228527,1.515527,0.03863447,0.1134069,0.9927972,0,0
0.292572,0,0.04132412,1.503312,0.72554,-6.497467,2.236138,1.513311,0.03876744,0.1131592,0.9928203,0,0
0.3093643,0,0.04059851,1.503051,0.7243221,-6.440796,2.250862,1.507755,0.03902695,0.1121762,0.9929217,0,0
0.3273315,0,0.03913524,1.502377,0.72184,-6.187408,2.301807,1.503063,0.03992933,0.107781,0.9933725,0,0
0.3446808,0,0.03837305,1.502053,0.7205731,-6.008484,2.348746,1.511473,0.04075673,0.1046755,0.9936709,0,0
0.3612442,0,0.03681605,1.501581,0.7180791,-5.791229,2.43863,1.51068,0.04233211,0.1009041,0.9939951,0,0
0.3784027,0,0.03523791,1.501016,0.715395,-5.607239,2.587732,1.499658,0.04493306,0.09770855,0.9942002,0,0
0.3970337,0,0.03452617,1.500592,0.7139524,-5.590729,2.68912,1.510458,0.04669359,0.09742196,0.9941472,0,0
0.4139633,0,0.03312312,1.500123,0.710799,-5.431946,2.818033,1.63801,0.04894336,0.09466329,0.9943055,0,0
0.4309921,0,0.03264366,1.500079,0.7087343,-5.381104,2.873671,1.776625,0.04991305,0.09377998,0.994341,0,0
0.4483795,0,0.03140251,1.499704,0.704788,-5.412537,3.030295,1.785919,0.05262826,0.09432624,0.9941493,0,0
0.465683,0,0.03092282,1.499618,0.7025982,-5.605621,3.144987,1.72521,0.05460045,0.09768072,0.9937189,0,0
0.4828949,0,0.02987496,1.499518,0.6979241,-5.863556,3.309624,1.66461,0.05742968,0.1021596,0.9931089,0,0
0.5002441,0,0.02945448,1.499487,0.6949535,-6.013367,3.371895,1.643609,0.05849307,0.1047605,0.9927758,0,0
0.5175323,0,0.02873393,1.499472,0.6889276,-6.207214,3.472265,1.665598,0.0602103,0.1081243,0.9923124,0,0
0.53479,0,0.02817291,1.49912,0.6820479,-6.41864,3.575755,1.686689,0.06197726,0.111792,0.991797,0,0
0.5530853,0,0.02804087,1.498738,0.6779435,-6.409332,3.596881,1.758759,0.06234408,0.1116308,0.9917922,0,0
0.5696564,0,0.02775455,1.498318,0.6695916,-6.349915,3.648481,1.87639,0.06324459,0.1106002,0.9918507,0,0
0.5872879,0,0.02781297,1.498306,0.664825,-6.241364,3.622857,1.978881,0.06281412,0.108717,0.9920862,0,0
0.6050034,0,0.02796068,1.49827,0.6552363,-6.253723,3.654965,2.035029,0.06336859,0.1089312,0.9920274,0,0
0.6220703,0,0.02822637,1.498437,0.6500792,-6.432404,3.686481,2.044808,0.06389208,0.1120307,0.9916486,0,0
0.6395721,0,0.02869513,1.498736,0.6396082,-6.819153,3.684105,2.129287,0.06380092,0.1187361,0.9908739,0,0
0.6568604,0,0.02906758,1.498935,0.6340895,-7.217163,3.642669,2.155826,0.06303038,0.1256306,0.9900728,0,0
0.6742477,0,0.02990577,1.499224,0.6228306,-7.816956,3.567478,2.251784,0.06164581,0.1360088,0.9887878,0,0
