time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.007449348,1.498711,-0.2532121,-1.844177,-2.461884,2.274669,-0.04293229,0.03218152,0.9985595,0,0
0.01541138,0,0.007078134,1.49873,-0.2537536,-1.86496,-2.449341,2.272364,-0.04271362,0.03254411,0.9985572,0,0
0.0319519,0,0.006383828,1.498862,-0.254997,-1.867432,-2.450317,2.316738,-0.04273063,0.03258727,0.9985551,0,0
0.04728699,0,0.005962789,1.498946,-0.2556321,-1.874847,-2.445984,2.352406,-0.04265455,0.03271658,0.9985541,0,0
0.06314087,0,0.005528326,1.499026,-0.2563041,-1.890411,-2.4422,2.380794,-0.04258854,0.03298813,0.998548,0,0
0.07876587,0,0.004681389,1.499207,-0.2576956,-1.945404,-2.439148,2.425366,-0.04253399,0.03394739,0.9985181,0,0
0.09498596,0,0.00420294,1.499356,-0.258453,-2.008484,-2.441254,2.468573,-0.04256867,0.03504745,0.9984787,0,0
0.1111908,0,0.003372639,1.499567,-0.2600764,-2.094757,-2.475891,2.527611,-0.04317026,0.03655245,0.9983988,0,0
0.1268768,0,0.00292302,1.499704,-0.2608449,-2.150269,-2.491119,2.54745,-0.04343397,0.03752061,0.9983515,0,0
0.1426849,0,0.001923941,1.499951,-0.2625031,-2.246948,-2.495483,2.545873,-0.04350708,0.03920667,0.9982835,0,0
0.1592102,0,0.001468398,1.500094,-0.2634816,-2.284607,-2.528809,2.564865,-0.04408641,0.03986324,0.9982321,0,0
0.1752319,0,0.0005744398,1.500276,-0.2653594,-2.379395,-2.575104,2.623378,-0.04489007,0.0415161,0.9981289,0,0
0.1914825,0,8.123741E-05,1.500425,-0.2662703,-2.416718,-2.584381,2.672137,-0.04505036,0.0421674,0.9980944,0,0
0.2070618,0,-0.0008207262,1.500593,-0.2681991,-2.525909,-2.609497,2.740106,-0.04548449,0.04407092,0.9979925,0,0
0.2262115,0,-0.001280908,1.500746,-0.2692831,-2.560486,-2.618835,2.768991,-0.04564596,0.04467423,0.9979582,0,0
0.2406311,0,-0.002152551,1.500971,-0.2715228,-2.648621,-2.643311,2.824565,-0.04606899,0.04621045,0.9978688,0,0
0.2586365,0,-0.00256354,1.501116,-0.2726271,-2.684204,-2.651001,2.840983,-0.04620165,0.04683129,0.9978338,0,0
0.2744598,0,-0.00342859,1.501358,-0.2749311,-2.742004,-2.642517,2.879073,-0.04605135,0.04783853,0.997793,0,0
0.2915802,0,-0.003828473,1.501588,-0.2761948,-2.76889,-2.628937,2.894757,-0.04581396,0.04830734,0.9977813,0,0
0.3077698,0,-0.004722334,1.502288,-0.2787354,-2.803467,-2.59314,2.913788,-0.04518925,0.04891032,0.9977804,0,0
0.3248596,0,-0.005161308,1.502536,-0.2800429,-2.866974,-2.560455,2.864757,-0.04461758,0.05001735,0.9977512,0,0
0.3408203,0,-0.006005012,1.502777,-0.2828466,-2.916046,-2.500519,2.843008,-0.04357176,0.05087277,0.9977542,0,0
0.3583679,0,-0.006423052,1.50298,-0.2843972,-2.937256,-2.460358,2.841258,-0.04287175,0.05124255,0.9977656,0,0
0.3739777,0,-0.007322855,1.503585,-0.2874198,-3.054535,-2.41391,2.76661,-0.04205855,0.05328644,0.9976932,0,0
0.3918152,0,-0.007671506,1.503794,-0.2890259,-3.161652,-2.386017,2.695149,-0.04156867,0.05515334,0.9976122,0,0
0.4078217,0,-0.008528858,1.504105,-0.2924283,-3.287659,-2.331177,2.564491,-0.04060856,0.05734876,0.997528,0,0
0.4249725,0,-0.009005163,1.504303,-0.2942804,-3.336884,-2.296478,2.46378,-0.04000232,0.05820663,0.9975028,0,0
0.4418793,0,-0.009891381,1.504579,-0.2979926,-3.438354,-2.237274,2.315431,-0.03896782,0.05997468,0.997439,0,0
0.4586792,0,-0.0103852,1.504668,-0.2998935,-3.475067,-2.195099,2.227696,-0.03823179,0.06061403,0.9974288,0,0
0.4742889,0,-0.01089315,1.504799,-0.301887,-3.499908,-2.137817,2.120814,-0.0372337,0.06104702,0.9974402,0,0
0.4907684,0,-0.01175353,1.504974,-0.3060646,-3.582642,-2.015076,1.948207,-0.03509384,0.06248801,0.9974285,0,0
0.5069885,0,-0.01216246,1.505083,-0.3082191,-3.635773,-1.937195,1.854414,-0.03373621,0.06341358,0.997417,0,0
0.5233002,0,-0.01291916,1.50544,-0.312607,-3.739075,-1.789154,1.637567,-0.03115506,0.06521262,0.9973849,0,0
0.5392609,0,-0.01325569,1.5057,-0.3148994,-3.80603,-1.676727,1.51651,-0.02919551,0.06637893,0.9973673,0,0
0.5558167,0,-0.01409995,1.506102,-0.3196535,-3.986816,-1.467865,1.29336,-0.02555413,0.06952714,0.9972527,0,0
0.5720367,0,-0.0144261,1.506194,-0.3221917,-4.101685,-1.402954,1.180583,-0.02442101,0.07152671,0.9971397,0,0
0.5878143,0,-0.0152143,1.506612,-0.3273605,-4.266144,-1.271515,0.9842376,-0.02212905,0.07438942,0.9969837,0,0
0.6045532,0,-0.01546734,1.507146,-0.3301946,-4.353546,-1.240997,0.9221937,-0.02159515,0.07591052,0.9968808,0,0
0.621582,0,-0.0159828,1.507904,-0.3359716,-4.638367,-1.11853,0.7257186,-0.01945689,0.08086637,0.996535,0,0
0.6371613,0,-0.01616797,1.508221,-0.3391645,-4.887207,-1.072845,0.5840286,-0.01865574,0.08519448,0.9961897,0,0
0.6535187,0,-0.01631761,1.508411,-0.3424427,-5.113098,-1.032257,0.4795505,-0.01794345,0.08912197,0.9958591,0,0
0.6692505,0,-0.01637699,1.508995,-0.3492679,-5.45932,-0.9838867,0.29013,-0.01709326,0.09513923,0.9953172,0,0
0.6850891,0,-0.01623829,1.509212,-0.3530596,-5.58609,-0.9506226,0.223166,-0.01651199,0.09734139,0.9951141,0,0
0.7012939,0,-0.01586691,1.509356,-0.3608008,-5.772583,-0.8874207,0.05692601,-0.01540905,0.10058,0.9948096,0,0
0.717392,0,-0.01553759,1.509377,-0.3650769,-5.749542,-0.8429565,-0.0007504772,-0.01463759,0.1001803,0.9948616,0,0
0.7338867,0,-0.01483852,1.50946,-0.3736352,-5.779114,-0.7590332,-0.1564636,-0.01317974,0.1006934,0.9948302,0,0
0.7494507,0,-0.01435091,1.509402,-0.3783691,-5.698669,-0.7175903,-0.240387,-0.0124619,0.09929654,0.9949799,0,0
0.7657166,0,-0.01321969,1.50903,-0.3880245,-5.660706,-0.648468,-0.4104309,-0.01126265,0.09863748,0.9950597,0,0
0.7820892,0,-0.01244316,1.508888,-0.3931192,-5.657166,-0.6402588,-0.4084167,-0.01112023,0.09857593,0.9950674,0,0
0.798233,0,-0.01091978,1.50884,-0.4033086,-5.807861,-0.6264648,-0.4432983,-0.01087776,0.101193,0.9948074,0,0
