time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.02496757,1.485207,0.5954614,-1.13031,-0.2675171,0.7643686,-0.004667952,0.01972616,0.9997945,0,0
0.01676941,0,0.02462542,1.485323,0.5956796,-1.111969,-0.2872009,0.801338,-0.005011522,0.01940647,0.9997991,0,0
0.03497314,0,0.02376747,1.485477,0.5960687,-1.040161,-0.2950439,0.8033581,-0.005148507,0.01815301,0.999822,0,0
0.05201721,0,0.02325395,1.48541,0.5961832,-1.026031,-0.2825928,0.8016666,-0.004931548,0.01790682,0.9998275,0,0
0.0690918,0,0.02230176,1.48554,0.596332,-0.9483643,-0.2843933,0.8106667,-0.004963054,0.01655113,0.9998507,0,0
0.08613586,0,0.02131177,1.485626,0.5963393,-0.8741455,-0.288208,0.8202625,-0.005029547,0.01525616,0.999871,0,0
0.1024323,0,0.02076207,1.485776,0.5962254,-0.8357239,-0.2794495,0.8040919,-0.004876949,0.01458545,0.9998817,0,0
0.120697,0,0.01967555,1.486001,0.5959758,-0.7975159,-0.2642517,0.7778958,-0.004611629,0.0139189,0.9998925,0,0
0.1382751,0,0.01911404,1.486117,0.595771,-0.7939148,-0.253479,0.7622911,-0.004423541,0.0138559,0.9998942,0,0
0.1551666,0,0.01793038,1.486346,0.5952858,-0.7714539,-0.2277527,0.760128,-0.003974525,0.01346423,0.9999015,0,0
0.1728516,0,0.01731661,1.486523,0.5949087,-0.7874146,-0.2045593,0.7759873,-0.003569742,0.01374271,0.9998992,0,0
0.190155,0,0.01601781,1.486867,0.5942194,-0.8504944,-0.1532288,0.7595116,-0.002673966,0.01484364,0.9998863,0,0
0.2073212,0,0.01460927,1.487234,0.5933467,-0.914032,-0.1106873,0.7600794,-0.001931585,0.01595245,0.9998709,0,0
0.2258911,0,0.0138107,1.487361,0.5928482,-0.9369812,-0.1099243,0.7821665,-0.001918272,0.01635276,0.9998645,0,0
0.2422333,0,0.01228701,1.487737,0.5917658,-0.9633179,-0.1134949,0.7827159,-0.001980774,0.01681216,0.9998567,0,0
0.2607727,0,0.01146521,1.487814,0.5911089,-0.9781494,-0.1278381,0.7605101,-0.002231058,0.01707128,0.9998518,0,0
0.2786102,0,0.009796698,1.487957,0.5898549,-1.006622,-0.1346741,0.7136668,-0.002349927,0.01756773,0.9998429,0,0
0.2958374,0,0.008069013,1.487839,0.5884462,-1.056641,-0.1547241,0.6642992,-0.002700194,0.01844068,0.9998263,0,0
0.3154144,0,0.007068437,1.487907,0.5876254,-1.031158,-0.1548462,0.6512582,-0.002702002,0.01799627,0.9998344,0,0
0.332428,0,0.005108404,1.488005,0.5859527,-0.991333,-0.1736145,0.5833341,-0.003029852,0.01730116,0.9998457,0,0
0.3500061,0,0.004050522,1.487909,0.5849888,-0.9515076,-0.1801453,0.5714511,-0.003143453,0.0166062,0.9998572,0,0
0.3670197,0,0.00191313,1.487797,0.5830861,-0.9074707,-0.1962585,0.5507249,-0.003425034,0.01583764,0.9998687,0,0
0.3845367,0,0.0007804409,1.487652,0.58203,-0.9033203,-0.2133179,0.5438754,-0.003722671,0.0157653,0.9998688,0,0
0.4007111,0,-0.001466792,1.487546,0.5799443,-0.9030762,-0.2208862,0.5567129,-0.003854503,0.01576088,0.9998683,0,0
0.4193115,0,-0.003729645,1.487328,0.5777739,-0.9525452,-0.224823,0.5949852,-0.003923271,0.01662404,0.9998541,0,0
