time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.01083434,1.49669,-0.304447,-4.800049,-1.626434,0.01507363,-0.02828343,0.08367892,0.9960913,0,0
0.01603699,0,0.01009548,1.496917,-0.3069408,-5.016266,-1.586212,0.002851038,-0.0275749,0.08743861,0.9957882,0,0
0.03137207,0,0.009689271,1.497063,-0.3082855,-5.119598,-1.56311,0.0104701,-0.02716927,0.08923522,0.9956399,0,0
0.04730225,0,0.00881198,1.497145,-0.3109296,-5.333344,-1.526337,-0.004871967,-0.02652124,0.09295013,0.9953175,0,0
0.0630188,0,0.008301526,1.49713,-0.3122824,-5.420135,-1.489014,0.01284493,-0.02586904,0.0944584,0.9951926,0,0
0.07878113,0,0.007740468,1.497198,-0.3136661,-5.498901,-1.45752,0.03162204,-0.0253186,0.09582654,0.995076,0,0
0.09495544,0,0.006691664,1.497361,-0.3164237,-5.696075,-1.419556,0.08728622,-0.0246512,0.09925165,0.994757,0,0
0.1116028,0,0.006063968,1.497355,-0.3178346,-5.829376,-1.405518,0.1143415,-0.02440183,0.1015662,0.9945295,0,0
0.1269684,0,0.004872829,1.497368,-0.3207329,-6.039093,-1.394531,0.1722772,-0.02420153,0.1052069,0.9941558,0,0
0.142334,0,0.004391879,1.497231,-0.3221748,-6.158966,-1.401245,0.2198553,-0.02431251,0.1072875,0.9939308,0,0
0.1581421,0,0.003176749,1.497257,-0.3251016,-6.329437,-1.410278,0.3037456,-0.02446138,0.1102451,0.9936033,0,0
0.1742096,0,0.002548903,1.497561,-0.3266566,-6.373657,-1.448761,0.3642315,-0.02512649,0.111012,0.9935014,0,0
0.1903076,0,0.0011383,1.497779,-0.3297804,-6.527832,-1.486694,0.4165915,-0.02577645,0.1136859,0.9931823,0,0
0.2073364,0,0.0003229976,1.497692,-0.3315137,-6.527588,-1.516602,0.401492,-0.02629495,0.1136815,0.9931692,0,0
0.2234497,0,-0.001173377,1.497604,-0.3349374,-6.578278,-1.566437,0.3723215,-0.02715605,0.1145603,0.993045,0,0
0.2409058,0,-0.002036303,1.497642,-0.3366006,-6.631226,-1.577179,0.3329729,-0.0273391,0.1154784,0.9929337,0,0
0.2569275,0,-0.003629088,1.497709,-0.3400147,-6.819397,-1.631989,0.299383,-0.0282783,0.1187402,0.9925226,0,0
0.2739563,0,-0.004373133,1.49784,-0.3417514,-7.002319,-1.658112,0.2862986,-0.02871987,0.1219096,0.9921256,0,0
0.2903137,0,-0.006064653,1.498008,-0.34532,-7.276581,-1.685944,0.1975059,-0.02918384,0.1266592,0.9915169,0,0
0.3075867,0,-0.007072777,1.49801,-0.3472841,-7.358337,-1.687164,0.1065039,-0.02919987,0.1280745,0.9913346,0,0
0.3238068,0,-0.009021789,1.498036,-0.3511627,-7.542023,-1.682007,-0.01422119,-0.02909846,0.1312535,0.9909217,0,0
0.3408661,0,-0.01009443,1.498105,-0.353195,-7.640564,-1.635803,-0.04718018,-0.02829287,0.1329579,0.9907178,0,0
0.3567963,0,-0.01218644,1.498287,-0.35722,-7.914032,-1.558929,-0.05145264,-0.02694617,0.1376871,0.9901091,0,0
0.3737183,0,-0.01324263,1.498359,-0.3592861,-8.094391,-1.482574,-0.02301025,-0.02561533,0.1408044,0.989706,0,0
0.3899231,0,-0.01529267,1.498486,-0.3634756,-8.378143,-1.35733,0.01206511,-0.02343507,0.1457054,0.9890504,0,0
