time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.001079489,1.488697,0.5868302,-2.883514,0.4452441,0.3769048,0.007761059,0.05030581,0.9987037,0,0
0.01799011,0,0.0006423108,1.488717,0.5862966,-2.862915,0.5011068,0.3667831,0.008734936,0.04994652,0.9987137,0,0
0.03607178,0,-0.0001436919,1.488692,0.5851583,-2.84314,0.5736097,0.3624062,0.009998888,0.04960194,0.998719,0,0
0.05340576,0,-0.0005045459,1.488544,0.5845776,-2.853058,0.6050573,0.3969939,0.01054696,0.04977468,0.9987048,0,0
0.0705719,0,-0.001253318,1.488309,0.5833278,-2.802643,0.6537725,0.4109358,0.01139659,0.04889603,0.9987388,0,0
0.08769226,0,-0.001633007,1.488066,0.582655,-2.729919,0.6755123,0.3868367,0.01177626,0.04762799,0.9987957,0,0
0.105423,0,-0.002465047,1.487632,0.5813393,-2.561523,0.743936,0.3253228,0.0129708,0.04469232,0.9989166,0,0
0.1217194,0,-0.002963287,1.487415,0.5806305,-2.395416,0.7854652,0.2506239,0.01369654,0.04179582,0.9990323,0,0
0.1397247,0,-0.003849808,1.487059,0.5792924,-2.171539,0.8492882,0.1461025,0.01481169,0.03789166,0.9991721,0,0
0.1569061,0,-0.004882302,1.486563,0.5779322,-1.958038,0.9595994,-0.009979248,0.01673761,0.03416754,0.999276,0,0
0.1749573,0,-0.005346061,1.486229,0.5772482,-1.846863,1.01272,-0.00668335,0.01766519,0.03222831,0.9993244,0,0
0.1922455,0,-0.006374023,1.485725,0.5758131,-1.596802,1.090269,-0.007843018,0.01902025,0.027866,0.9994307,0,0
0.2098694,0,-0.00693712,1.48551,0.5750934,-1.46402,1.131896,0.04028276,0.01974758,0.02554897,0.9994785,0,0
0.2271881,0,-0.008048645,1.485034,0.5735721,-1.194641,1.21015,0.05048099,0.02111494,0.02084887,0.9995596,0,0
0.2447815,0,-0.009110369,1.484597,0.5720722,-0.9547424,1.275656,0.06478359,0.02225948,0.01666254,0.9996133,0,0
0.2629089,0,-0.009713293,1.484569,0.5713124,-0.8666992,1.308658,0.0716104,0.02283579,0.01512603,0.9996248,0,0
0.281189,0,-0.01096714,1.484256,0.5697239,-0.7121277,1.351346,0.06396201,0.02358142,0.01242844,0.9996446,0,0
0.2987823,0,-0.0117065,1.4842,0.5688395,-0.6328125,1.349775,0.06180556,0.02355441,0.01104436,0.9996616,0,0
0.3160095,0,-0.01322064,1.484079,0.5670568,-0.4629822,1.353821,0.03644099,0.02362567,0.00808043,0.9996882,0,0
0.3357697,0,-0.01490702,1.48367,0.5653381,-0.3383484,1.337694,0.03475056,0.02334464,0.0059052,0.99971,0,0
0.3528595,0,-0.01586907,1.483546,0.5643787,-0.2780151,1.284493,0.05403782,0.0224165,0.004852296,0.999737,0,0
0.3708801,0,-0.01774542,1.483358,0.5624738,-0.1544189,1.240503,0.05449134,0.02164909,0.002694973,0.999762,0,0
0.388031,0,-0.01867416,1.483286,0.5614614,-0.1150513,1.20705,0.05944156,0.02106541,0.002007916,0.9997761,0,0
0.4053345,0,-0.02054505,1.483196,0.5593544,-0.01519775,1.144608,0.09790285,0.01997585,0.0002650145,0.9998004,0,0
0.4219971,0,-0.02229371,1.483081,0.55699,0.1034944,1.071187,0.1549517,0.01869462,-0.001806317,0.9998236,0,0
0.4421997,0,-0.02313521,1.482976,0.5556381,0.1721623,1.05699,0.1506561,0.01844683,-0.003004794,0.9998253,0,0
0.4592896,0,-0.0247443,1.482786,0.5529138,0.2670136,1.007608,0.1827792,0.01758497,-0.00466025,0.9998345,0,0
0.477066,0,-0.02556125,1.482557,0.5513056,0.2805009,1.010003,0.1752704,0.01762676,-0.004895645,0.9998326,0,0
0.4942169,0,-0.02699171,1.482042,0.5478737,0.3505591,0.95873,0.1791127,0.0167319,-0.006118372,0.9998413,0,0
0.5117188,0,-0.02759351,1.481764,0.5459026,0.3773197,0.930654,0.201235,0.01624191,-0.006585424,0.9998464,0,0
0.5294342,0,-0.02875484,1.481133,0.5417765,0.4986761,0.8717591,0.2520143,0.0152139,-0.008703429,0.9998464,0,0
0.5468445,0,-0.02976203,1.480102,0.5368872,0.7471756,0.8131803,0.3097468,0.01419099,-0.0130403,0.9998143,0,0
0.5644836,0,-0.03017616,1.479337,0.5338429,0.9958418,0.7711374,0.3598553,0.01345645,-0.01737984,0.9997584,0,0
0.5810699,0,-0.03093057,1.478165,0.5272831,1.452762,0.6825374,0.4702382,0.01190841,-0.02535276,0.9996076,0,0
0.5998688,0,-0.03121402,1.477896,0.5233485,1.757391,0.6227027,0.5803939,0.01086289,-0.03066744,0.9994706,0,0
0.6173096,0,-0.03171379,1.477462,0.5156183,2.111786,0.497182,0.7710857,0.008671461,-0.03684928,0.9992832,0,0
0.6350098,0,-0.03203932,1.477953,0.5076872,2.002192,0.3271658,0.9361643,0.005706604,-0.03493772,0.9993732,0,0
0.6539307,0,-0.03216811,1.47838,0.5037089,1.550679,0.2213048,0.9867646,0.003861073,-0.02706116,0.9996263,0,0
0.6715393,0,-0.03231825,1.478719,0.4953194,0.9658836,-0.005111484,1.108517,-8.919956E-05,-0.01685705,0.9998579,0,0
0.6892548,0,-0.03222728,1.478671,0.4908592,0.6804489,-0.1492615,1.201506,-0.002605142,-0.01187579,0.9999261,0,0
0.707016,0,-0.0318783,1.478734,0.4818042,0.355616,-0.4237976,1.355396,-0.007396225,-0.006206629,0.9999534,0,0
0.7248383,0,-0.03121479,1.478465,0.472473,0.119112,-0.6853027,1.445846,-0.01196038,-0.002078895,0.9999263,0,0
0.7418671,0,-0.03078002,1.478313,0.4676812,0.1066256,-0.7730408,1.41341,-0.01349178,-0.001860966,0.9999073,0,0
0.7602386,0,-0.02977867,1.478193,0.4581444,-0.05453491,-1.002533,1.442931,-0.01749681,0.0009519774,0.9998465,0,0
0.7783661,0,-0.0291405,1.47802,0.4533016,-0.1260986,-1.11557,1.389976,-0.01946901,0.002200699,0.999808,0,0
0.7958527,0,-0.02768582,1.477381,0.4434677,-0.2886658,-1.31488,1.346545,-0.02294688,0.005038263,0.999724,0,0
0.8133545,0,-0.02595481,1.476435,0.4334376,-0.3771362,-1.497009,1.352948,-0.02612408,0.006581992,0.9996371,0,0
0.8316498,0,-0.02488888,1.475911,0.4283413,-0.3559875,-1.618622,1.355714,-0.02824596,0.006213206,0.9995817,0,0
0.8488159,0,-0.02297295,1.474461,0.4181783,-0.3699951,-1.83667,1.364944,-0.03204988,0.006457343,0.9994654,0,0
0.8658295,0,-0.02201364,1.473577,0.4129574,-0.3109436,-1.953705,1.359175,-0.03409167,0.005427123,0.999404,0,0
0.8819885,0,-0.02004978,1.471731,0.4026249,-0.2722168,-2.187775,1.361195,-0.0381742,0.004751163,0.9992598,0,0
0.8996124,0,-0.01903002,1.471314,0.3975486,-0.125946,-2.31839,1.393072,-0.04045235,0.002197983,0.9991791,0,1
0.9162903,0,-0.01692833,1.471038,0.3875476,0.004540178,-2.595551,1.470474,-0.04528541,-7.924106E-05,0.9989741,0,1
0.932663,0,-0.01607459,1.470391,0.3825075,-0.09069824,-2.731964,1.403955,-0.04766378,0.001582808,0.9988622,0,1
0.949234,0,-0.01426474,1.468726,0.3720617,-0.1145325,-2.945374,1.369328,-0.05138386,0.001999047,0.998677,0,1
0.966156,0,-0.01344405,1.468032,0.3665726,-0.08203125,-3.020477,1.258141,-0.05269298,0.00143149,0.9986097,0,1
0.9816589,0,-0.01279198,1.467863,0.3609952,0.04028571,-3.055908,1.122913,-0.05331056,-0.0007031182,0.9985777,0,1
0.9971771,0,-0.01160061,1.46767,0.3498943,0.2468354,-3.143219,0.9244367,-0.05483159,-0.004308076,0.9984863,0,1
1.014145,0,-0.01140821,1.468316,0.3442135,0.4418791,-3.131744,0.7778736,-0.05463023,-0.007712169,0.9984769,0,1
1.030609,0,-0.01073004,1.469678,0.3327386,0.7386478,-3.177277,0.5159011,-0.05542112,-0.01289148,0.9983798,0,1
1.046783,0,-0.01060047,1.470628,0.3270244,0.8452371,-3.121582,0.3377982,-0.05444877,-0.01475163,0.9984076,0,1
1.062561,0,-0.01041868,1.472327,0.3152719,1.065125,-3.018768,0.04055148,-0.05265413,-0.01858887,0.9984398,0,1
1.078049,0,-0.0105602,1.47325,0.3092583,1.158175,-2.906921,-0.125885,-0.05070332,-0.02021258,0.9985092,0,1
1.094772,0,-0.01078425,1.475256,0.2970476,1.419811,-2.728729,-0.3518066,-0.04759274,-0.02477784,0.9985595,0,1
1.110657,0,-0.01111208,1.476122,0.2909432,1.479475,-2.600677,-0.3622437,-0.0453595,-0.02581884,0.998637,0,1
1.126785,0,-0.0114161,1.477061,0.2848095,1.467733,-2.484314,-0.3128662,-0.04333171,-0.02561397,0.9987323,0,1
