time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.007418521,1.499259,-0.04062846,-2.193542,-0.09216309,1.255,-0.001607622,0.03827494,0.999266,0,0
0.01538086,0,0.0070576,1.499049,-0.03993669,-2.184143,-0.1091309,1.2608,-0.001903514,0.0381112,0.9992717,0,0
0.0317688,0,0.006619744,1.498931,-0.03920415,-2.190979,-0.116394,1.270327,-0.002030115,0.03823048,0.9992669,0,0
0.04634094,0,0.005670093,1.498827,-0.03764048,-2.215668,-0.1148071,1.294304,-0.002002087,0.0386612,0.9992504,0,0
0.06344604,0,0.005226798,1.498769,-0.03682986,-2.255066,-0.1398926,1.35403,-0.00243971,0.039348,0.9992226,0,0
0.07849121,0,0.0042013,1.498513,-0.03523627,-2.240265,-0.1744385,1.371078,-0.003042159,0.03908995,0.999231,0,0
0.09425354,0,0.003643237,1.498334,-0.03438833,-2.190369,-0.1699219,1.3874,-0.002963773,0.03822008,0.999265,0,0
0.1099091,0,0.003059901,1.498229,-0.0334529,-2.173798,-0.1772766,1.354214,-0.003091794,0.0379307,0.9992756,0,0
0.1245422,0,0.001942091,1.498131,-0.03159013,-2.14679,-0.1968384,1.364173,-0.003432869,0.03745964,0.9992923,0,0
0.1413574,0,0.00138133,1.497963,-0.03059879,-2.138306,-0.2084045,1.371349,-0.003634834,0.03731187,0.9992971,0,0
0.1572418,0,0.0001442954,1.497718,-0.0286378,-2.082672,-0.2067871,1.354468,-0.003606697,0.03634126,0.9993329,0,0
0.1734009,0,-0.0004683658,1.497475,-0.02753833,-2.074432,-0.2008057,1.341304,-0.003502547,0.03619771,0.9993385,0,0
0.1879425,0,-0.001781218,1.49711,-0.02525571,-2.067993,-0.1841125,1.335876,-0.00321132,0.0360856,0.9993435,0,0
0.2051849,0,-0.002435647,1.49698,-0.02404323,-2.090942,-0.1600647,1.333086,-0.002791918,0.03648577,0.9993303,0,0
0.2206879,0,-0.003814407,1.496692,-0.02144042,-2.1203,-0.1006775,1.304404,-0.001755955,0.03699791,0.9993138,0,0
0.2374878,0,-0.004574485,1.496513,-0.02004996,-2.109528,-0.05545044,1.280673,-0.0009673678,0.03681006,0.9993218,0,0
0.2532806,0,-0.006034248,1.496049,-0.01718214,-2.06958,0.02786811,1.233443,0.000486073,0.0361133,0.9993476,0,0
0.2698975,0,-0.006792657,1.49555,-0.01558962,-2.042725,0.08455074,1.191624,0.00147475,0.03564456,0.9993634,0,0
0.2867432,0,-0.008411877,1.494896,-0.01227513,-1.967102,0.1874539,1.188066,0.003269754,0.03432573,0.9994053,0,0
0.3041534,0,-0.009274341,1.494666,-0.01041582,-1.951508,0.2258753,1.19726,0.003939971,0.03405351,0.9994122,0,0
0.3199921,0,-0.01110744,1.493933,-0.006625324,-1.875824,0.2932956,1.182264,0.005116208,0.03273319,0.999451,0,0
0.3378143,0,-0.01205168,1.493461,-0.004545122,-1.791382,0.3168172,1.175527,0.005526773,0.03126022,0.999496,0,0
0.353363,0,-0.01300674,1.492846,-0.002429634,-1.713745,0.3108731,1.154281,0.005423306,0.02990617,0.999538,0,0
0.3682709,0,-0.01502483,1.491644,0.001833051,-1.575012,0.3249759,1.12929,0.005669726,0.02748594,0.9996061,0,0
0.3850861,0,-0.01598122,1.491084,0.004281849,-1.490845,0.2740563,1.137652,0.004781547,0.02601743,0.9996501,0,0
0.4010468,0,-0.01807002,1.490415,0.009438843,-1.388458,0.2244074,1.140971,0.003915488,0.02423075,0.9996987,0,0
0.4171143,0,-0.01912054,1.490033,0.01225087,-1.347015,0.1741074,1.095013,0.003037902,0.02350751,0.999719,0,0
0.4326935,0,-0.02128526,1.488659,0.01786301,-1.20874,0.1353771,1.01711,0.002362248,0.02109504,0.9997747,0,0
0.4484863,0,-0.0223152,1.487813,0.02074525,-1.050781,0.1173763,0.9352916,0.002048257,0.01833844,0.9998297,0,0
0.4648132,0,-0.02325622,1.487002,0.02378234,-0.9212952,0.1164001,0.8747638,0.002031301,0.01607913,0.9998686,0,0
0.4806061,0,-0.02518999,1.48532,0.03010091,-0.7374573,0.1295163,0.8332204,0.002260298,0.01287071,0.9999146,0,0
0.496521,0,-0.02610191,1.484225,0.03358802,-0.6984253,0.140221,0.8512768,0.002447133,0.01218938,0.9999227,0,0
0.5125122,0,-0.02796734,1.481947,0.04073223,-0.6639099,0.1459108,0.8702921,0.00254645,0.0115874,0.9999296,0,0
0.5275574,0,-0.02875044,1.480447,0.0446125,-0.7463379,0.1473036,0.9084105,0.002570712,0.01302584,0.9999118,0,0
0.5444183,0,-0.03033461,1.477416,0.05269012,-0.8073425,0.1642596,0.9633113,0.002866582,0.01409053,0.9998966,0,0
0.5609436,0,-0.03095857,1.476715,0.05717763,-0.7600708,0.1482222,1.06091,0.002586735,0.01326547,0.9999087,0,0
