time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.06835788,1.499364,-0.2010006,-3.869904,0.959788,0.2117169,0.01671248,0.06749104,0.9975799,0,0
0.01596069,0,0.06867443,1.499356,-0.2010286,-3.84845,0.9565743,0.1665414,0.01665695,0.06711774,0.997606,0,0
0.0306778,0,0.06885258,1.499364,-0.2010333,-3.834656,0.9558486,0.1720627,0.01664459,0.06687749,0.9976224,0,0
0.04695892,0,0.06918364,1.499363,-0.2010737,-3.828064,0.9658934,0.164138,0.01681961,0.06676252,0.9976271,0,0
0.06299591,0,0.06934191,1.499353,-0.2011117,-3.849457,0.9616205,0.14248,0.01674479,0.06713505,0.9976034,0,0
0.0796814,0,0.06949189,1.499369,-0.2011302,-3.874725,0.9786267,0.1412789,0.01704039,0.0675751,0.9975687,0,0
0.09302521,0,0.06978481,1.49942,-0.2011852,-3.904205,0.9846416,0.1357657,0.01714451,0.06808856,0.997532,0,0
0.1099701,0,0.06991929,1.49949,-0.2012046,-3.928711,0.982506,0.1600068,0.01710683,0.06851546,0.9975034,0,0
0.1257629,0,0.0702114,1.499552,-0.2012219,-3.952881,0.9758887,0.1831439,0.01699113,0.06893633,0.9974763,0,0
0.1413651,0,0.07033969,1.499568,-0.2012277,-3.939423,0.9683856,0.1883388,0.01686078,0.06870182,0.9974948,0,0
0.157402,0,0.07062414,1.499575,-0.2012302,-3.930786,0.9583759,0.1793465,0.01668669,0.06855157,0.997508,0,0
0.1728821,0,0.07075927,1.499581,-0.2012106,-3.916412,0.9547045,0.1538394,0.01662306,0.06830133,0.9975262,0,0
0.1901245,0,0.0710333,1.49956,-0.2011776,-3.917114,0.9410134,0.1194529,0.01638468,0.06831332,0.9975294,0,0
0.2080612,0,0.07117561,1.499511,-0.2011706,-3.890289,0.9380133,0.09854152,0.01633297,0.06784629,0.9975621,0,0
0.2230301,0,0.07140383,1.499454,-0.2011732,-3.825928,0.9383398,0.07112711,0.01633989,0.06672516,0.9976376,0,0
0.2406845,0,0.07152631,1.499452,-0.2011954,-3.786774,0.9497269,0.08303367,0.01653892,0.06604372,0.9976797,0,0
0.2566986,0,0.07179423,1.499427,-0.2012154,-3.75766,0.9691114,0.07325459,0.01687702,0.06553631,0.9977074,0,0
0.2727127,0,0.07193123,1.499388,-0.2012438,-3.737,0.9721959,0.07393739,0.01693113,0.06517659,0.9977301,0,0
0.290123,0,0.07210094,1.499334,-0.2012832,-3.731628,0.982325,0.08377969,0.01710762,0.06508338,0.9977332,0,0
0.306015,0,0.07243434,1.499284,-0.2013616,-3.717468,0.970597,0.1095074,0.01690366,0.06483679,0.9977527,0,0
0.3218384,0,0.0726046,1.499265,-0.2014084,-3.721649,0.9547842,0.1017097,0.01662822,0.06490915,0.9977526,0,0
0.3378906,0,0.07291532,1.499217,-0.20149,-3.721344,0.9342694,0.09123898,0.01627098,0.06490422,0.9977589,0,0
0.3528214,0,0.07306032,1.499205,-0.201522,-3.740082,0.9227633,0.06900803,0.01607026,0.06523038,0.9977408,0,0
0.3696442,0,0.07338677,1.499172,-0.201585,-3.771637,0.8910403,0.02871252,0.01551728,0.06577995,0.9977135,0,0
0.3857346,0,0.07361142,1.499082,-0.2016198,-3.81015,0.8975191,0.0317352,0.0156294,0.06645045,0.9976673,0,0
0.4019165,0,0.07386908,1.498869,-0.2016545,-3.832214,0.9059742,0.03192996,0.01577622,0.06683481,0.9976393,0,0
0.4178085,0,0.0744384,1.498405,-0.2014859,-3.890747,0.952484,0.06323674,0.0165849,0.06785429,0.9975574,0,0
0.4329758,0,0.07489407,1.498683,-0.2013872,-3.957794,0.9459307,0.1631372,0.01646948,0.06902172,0.9974792,0,0
