time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.01832388,1.494864,-0.2659553,1.450965,-0.6746826,0.8985332,-0.01177116,-0.0253214,0.9996101,0,0
0.01760101,0,0.01836632,1.49457,-0.2653619,1.486988,-0.6654358,0.8594034,-0.01160961,-0.02594992,0.9995958,0,0
0.03454781,0,0.01841932,1.494066,-0.2641174,1.536558,-0.6747742,0.7952711,-0.01177243,-0.02681478,0.9995711,0,0
0.05174065,0,0.01849663,1.493961,-0.2632529,1.574177,-0.6832581,0.7767428,-0.01192055,-0.02747112,0.9995515,0,0
0.06848431,0,0.01873911,1.49376,-0.2615632,1.670707,-0.7316589,0.754985,-0.01276387,-0.02915521,0.9994934,0,0
0.08553886,0,0.01881634,1.493472,-0.2606399,1.762669,-0.7473145,0.7233797,-0.01303633,-0.03075953,0.9994418,0,0
0.1025724,0,0.01902117,1.492571,-0.2589126,1.959986,-0.7610779,0.6790623,-0.0132753,-0.03420154,0.9993268,0,0
0.1194792,0,0.01918925,1.492069,-0.2579716,2.139243,-0.7752075,0.687187,-0.01352014,-0.03732816,0.9992116,0,0
0.1368465,0,0.01954145,1.491635,-0.2558758,2.397979,-0.7903442,0.7442573,-0.01378181,-0.04184042,0.9990293,0,0
0.1551428,0,0.01982683,1.491513,-0.2546357,2.502257,-0.7834473,0.8208133,-0.01366038,-0.04365875,0.9989531,0,0
0.1710186,0,0.02038803,1.490921,-0.252256,2.68312,-0.7488403,0.8870797,-0.01305498,-0.04681217,0.9988184,0,0
0.1884193,0,0.02073274,1.490555,-0.2509328,2.76791,-0.6974792,0.890296,-0.01215871,-0.04829036,0.9987593,0,0
0.2054157,0,0.02151137,1.489833,-0.2483011,2.932432,-0.6221008,0.9371735,-0.0108431,-0.05115825,0.9986317,0,0
0.2225361,0,0.02226361,1.489036,-0.2455287,3.054535,-0.5390625,0.9710291,-0.009394843,-0.05328643,0.9985351,0,0
0.2405987,0,0.02273627,1.488764,-0.2439468,3.081013,-0.5204163,1.007385,-0.00906974,-0.05374791,0.9985133,0,0
0.2577553,0,0.02365623,1.488386,-0.2407087,3.112277,-0.4969177,1.042145,-0.008659709,-0.05429277,0.9984875,0,0
0.2749624,0,0.02407879,1.488068,-0.2389552,3.08885,-0.4841309,1.019869,-0.008437282,-0.05388449,0.9985116,0,0
0.2923498,0,0.02498168,1.487294,-0.2354163,3.191222,-0.4334106,0.9648543,-0.007552471,-0.05566854,0.9984207,0,0
0.3090935,0,0.02553383,1.487182,-0.2335178,3.321238,-0.4041748,1.050536,-0.007042467,-0.05793408,0.9982955,0,0
0.3259201,0,0.026554,1.486573,-0.2295891,3.453612,-0.3901672,1.130902,-0.006797134,-0.06024041,0.9981608,0,0
0.3428602,0,0.02699539,1.485831,-0.2273326,3.453748,-0.3755798,1.193415,-0.006542927,-0.06024278,0.9981623,0,0
0.3597307,0,0.02804773,1.484834,-0.2227386,3.516768,-0.3925171,1.277881,-0.006837906,-0.06134064,0.9980935,0,0
0.3764524,0,0.02848547,1.484414,-0.2200396,3.551374,-0.4257813,1.346118,-0.007417025,-0.06194349,0.9980521,0,0
0.3931675,0,0.02937658,1.483443,-0.2147495,3.61247,-0.4959717,1.430262,-0.008638875,-0.06300773,0.9979756,0,0
0.4099808,0,0.02979325,1.482782,-0.2119628,3.674423,-0.6074829,1.464127,-0.01058064,-0.06408683,0.9978882,0,0
0.4260225,0,0.03064494,1.481353,-0.20615,3.788665,-0.7867432,1.491854,-0.01370073,-0.0660765,0.9977205,0,0
0.4426289,0,0.03103578,1.480664,-0.2027305,3.797318,-0.9373169,1.496721,-0.01632287,-0.06622719,0.9976711,0,0
0.458765,0,0.03179485,1.479511,-0.1957949,3.750551,-1.206848,1.496802,-0.02101707,-0.06541272,0.9976369,0,0
0.4755526,0,0.03204758,1.478541,-0.1919741,3.61973,-1.368073,1.441845,-0.02382755,-0.0631342,0.9977205,0,0
0.4919825,0,0.03270325,1.477176,-0.1843942,3.739945,-1.650909,1.407929,-0.02874833,-0.065228,0.9974562,0,0
0.5081043,0,0.0329852,1.477024,-0.1804176,4.040215,-1.79071,1.335313,-0.03117101,-0.07045664,0.9970277,0,0
0.5243673,0,0.03315149,1.476643,-0.1765277,4.404788,-1.876465,1.178787,-0.032648,-0.07680236,0.9965117,0,0
0.5403299,0,0.03356084,1.475299,-0.1686198,5.008681,-2.051483,0.9611121,-0.03566065,-0.08730669,0.995543,0,0
0.556982,0,0.03372487,1.474607,-0.1643878,5.410914,-2.090271,0.8441224,-0.03631162,-0.09429795,0.9948816,0,0
0.5732126,0,0.03407378,1.473475,-0.1555738,5.923847,-2.21637,0.7502843,-0.03846659,-0.1032065,0.9939159,0,0
0.5892735,0,0.0342518,1.472955,-0.1506521,5.90919,-2.276947,0.8432735,-0.03951853,-0.1029521,0.993901,0,0
0.605691,0,0.03467241,1.471825,-0.1407095,5.872303,-2.43512,0.995431,-0.04226534,-0.1023117,0.9938541,0,0
0.6214762,0,0.03487414,1.470959,-0.1352133,5.621196,-2.48761,1.170031,-0.04319481,-0.09795107,0.9942534,0,0
0.6371784,0,0.03529218,1.469053,-0.1242968,5.448367,-2.587585,1.363064,-0.04494235,-0.09494869,0.9944671,0,0
0.6537781,0,0.03553337,1.467738,-0.1187057,5.465181,-2.603424,1.410407,-0.04521625,-0.09524082,0.9944268,0,0
0.6696739,0,0.03583705,1.465048,-0.1072756,5.630236,-2.609955,1.46866,-0.04531668,-0.09810808,0.9941434,0,0
0.6860428,0,0.03588293,1.463625,-0.1011838,5.898101,-2.563721,1.384612,-0.04449342,-0.1027595,0.9937106,0,0
0.7021723,0,0.03584318,1.462343,-0.0948177,6.171702,-2.531433,1.282759,-0.04391166,-0.1075083,0.993234,0,0
0.7183371,0,0.03570529,1.459722,-0.08190075,6.55816,-2.511047,1.131304,-0.04352551,-0.1142117,0.9925025,0,0
0.7343779,0,0.03537771,1.45837,-0.07523277,6.758832,-2.475708,0.976752,-0.04289581,-0.1176905,0.9921234,0,0
