time,phase,posX,posY,posZ,rotX,rotY,rotZ
0,0,-0.00836921,1.516169,-0.5666949,1.037375,-1.045868,-0.4549561
0.01386261,0,-0.008387151,1.515724,-0.565484,1.231325,-1.065399,-0.5076599
0.02819061,0,-0.008409563,1.515238,-0.5643696,1.452308,-1.087585,-0.5215454
0.04253769,0,-0.00843564,1.514869,-0.5632185,1.654699,-1.108307,-0.5220337
0.05541992,0,-0.008416037,1.514587,-0.5619627,1.818534,-1.143768,-0.5160217
0.06969452,0,-0.008426535,1.514453,-0.5606066,1.916584,-1.158447,-0.5189514
0.0837326,0,-0.008422273,1.514477,-0.5592333,1.98116,-1.163544,-0.5275574
0.09692001,0,-0.008407685,1.514497,-0.5579165,1.983528,-1.18631,-0.5461121
0.1113548,0,-0.008444536,1.514359,-0.556619,1.966213,-1.173462,-0.5643921
0.1252632,0,-0.008405606,1.514195,-0.5553467,2.000656,-1.167999,-0.6082764
0.1391296,0,-0.008373934,1.514093,-0.5540489,2.04582,-1.139709,-0.6614685
0.1524429,0,-0.008338983,1.51399,-0.5527446,2.096652,-1.111816,-0.7225952
0.1666412,0,-0.008275892,1.51378,-0.5513529,2.129583,-1.076752,-0.7753296
0.1809921,0,-0.008164081,1.513637,-0.5499767,2.162977,-1.043182,-0.796051
0.1939926,0,-0.008126359,1.513373,-0.548471,2.189937,-0.9984131,-0.8063354
0.2088318,0,-0.008111934,1.513044,-0.547013,2.262301,-0.9539795,-0.8244934
0.2228394,0,-0.008104856,1.51272,-0.5455679,2.366688,-0.9115295,-0.8623047
0.2360077,0,-0.008068698,1.512395,-0.5440502,2.506975,-0.8806152,-0.8961182
0.2505188,0,-0.008103314,1.512235,-0.5423999,2.684264,-0.8617859,-0.9241638
0.2642212,0,-0.008209321,1.511879,-0.5406483,2.844448,-0.8501892,-0.9623108
0.2784576,0,-0.008301879,1.511267,-0.538956,3.04427,-0.8739319,-0.9926147
0.2916298,0,-0.008540521,1.510617,-0.5373094,3.309917,-0.8937988,-1.034424
0.3058968,0,-0.008726197,1.509954,-0.5356489,3.631242,-0.9386902,-1.056335
0.3197594,0,-0.008966411,1.50923,-0.5337811,3.971442,-0.9885559,-1.076447
0.3329163,0,-0.009211148,1.508599,-0.5317577,4.299635,-1.048218,-1.093933
0.3473854,0,-0.009465965,1.50792,-0.5296801,4.576592,-1.105652,-1.08963
0.3615189,0,-0.009794678,1.507302,-0.527596,4.835244,-1.154053,-1.102692
0.3748474,0,-0.01008589,1.506594,-0.5254601,5.030397,-1.206268,-1.086487
0.3893929,0,-0.01041092,1.506032,-0.5231694,5.215223,-1.260132,-1.077423
0.4032593,0,-0.01080822,1.50564,-0.5206767,5.353683,-1.310272,-1.081085
0.4167709,0,-0.01119679,1.505244,-0.5181849,5.479398,-1.358795,-1.07135
0.43116,0,-0.01166113,1.504651,-0.5157371,5.582,-1.422333,-1.066467
0.4451523,0,-0.0121042,1.504223,-0.5132741,5.73912,-1.497314,-1.061279
0.4589958,0,-0.0126036,1.503887,-0.5106008,5.838844,-1.558807,-1.062897
0.4724159,0,-0.01318048,1.503601,-0.5078669,5.950096,-1.629913,-1.11084
0.4871597,0,-0.01377471,1.503113,-0.5050966,6.046759,-1.70755,-1.134216
0.5009041,0,-0.01445774,1.502581,-0.5022572,6.162038,-1.784424,-1.154358
0.5141716,0,-0.01516412,1.502065,-0.4992945,6.258753,-1.868195,-1.173553
0.5289154,0,-0.01585862,1.501415,-0.496199,6.281215,-1.966858,-1.19574
0.5429955,0,-0.01657912,1.50092,-0.4929008,6.276459,-2.054047,-1.203247
0.5560837,0,-0.01732715,1.500329,-0.4895669,6.227703,-2.126892,-1.222015
0.5710182,0,-0.01807524,1.499459,-0.4862126,6.201917,-2.212402,-1.247314
0.5845909,0,-0.01891516,1.498489,-0.4827654,6.196575,-2.278534,-1.295044
0.5981331,0,-0.01966679,1.497528,-0.4792004,6.191084,-2.352753,-1.317383
0.6113625,0,-0.02036151,1.496583,-0.4754532,6.162387,-2.401215,-1.332306
0.6257896,0,-0.02095962,1.495621,-0.4716655,6.168758,-2.419739,-1.348145
0.6399879,0,-0.02147009,1.494455,-0.4677674,6.160362,-2.419067,-1.380188
0.6533432,0,-0.02190884,1.493207,-0.4637968,6.172306,-2.363922,-1.402893
0.6675911,0,-0.02227396,1.491892,-0.4596425,6.180997,-2.272491,-1.410126
0.6818695,0,-0.02247778,1.4907,-0.4553412,6.22091,-2.162964,-1.419861
0.694931,0,-0.02256432,1.489519,-0.450832,6.253905,-2.027771,-1.424561
0.7099724,0,-0.0225526,1.48832,-0.4461827,6.322375,-1.828613,-1.435822
0.7235603,0,-0.02232857,1.487295,-0.4412436,6.438073,-1.578308,-1.452698
0.736721,0,-0.02197701,1.486403,-0.4360765,6.552247,-1.289917,-1.416351
0.7515068,0,-0.02149028,1.485499,-0.4307034,6.654344,-0.9562683,-1.355042
0.7653465,0,-0.02080126,1.484567,-0.4251811,6.776163,-0.606781,-1.281433
0.7793045,0,-0.02005425,1.483792,-0.4194697,6.915483,-0.2469788,-1.173737
0.7924271,0,-0.01928123,1.483146,-0.413474,7.042036,0.114838,-1.076477
0.8069801,0,-0.01846458,1.482587,-0.4071729,7.143274,0.4631363,-0.9789124
0.8213348,0,-0.0175101,1.481975,-0.400571,7.184798,0.7922391,-0.8883057
0.8343239,0,-0.01651733,1.481463,-0.3935637,7.160542,1.102317,-0.8114929
0.848999,0,-0.01554479,1.480979,-0.3862961,7.064395,1.379034,-0.7454529
0.8628845,0,-0.01462969,1.480391,-0.3789363,6.939341,1.622806,-0.6774902
0.876236,0,-0.01369506,1.479768,-0.3714546,6.85742,1.817822,-0.6043701
0.8909264,0,-0.012557,1.479067,-0.3636682,6.832869,1.96434,-0.4846191
0.9045944,0,-0.01132275,1.478303,-0.3557878,6.82427,2.051487,-0.3768311
0.9188232,0,-0.01003853,1.477607,-0.3478018,6.837729,2.134504,-0.2667542
0.9317856,0,-0.0086723,1.477254,-0.3395794,6.766078,2.18333,-0.1563416
0.9463959,0,-0.007219995,1.476832,-0.3312149,6.570201,2.22763,-0.06661987
0.9604607,0,-0.005656081,1.476076,-0.3227812,6.347215,2.263912,0.01482526
0.9739418,0,-0.003956276,1.475292,-0.3144865,6.198982,2.270347,0.1379889
0.9884605,0,-0.002251643,1.47493,-0.3062435,6.112146,2.242856,0.3233125
1.002018,0,-0.0003967611,1.474842,-0.298092,6.12887,2.152675,0.6078737
1.015415,0,0.001640928,1.475409,-0.2900122,6.281461,1.984341,0.9280601
1.029949,0,0.003727225,1.476265,-0.2820495,6.518112,1.826434,1.187715
1.044079,0,0.005668667,1.477973,-0.2740636,6.825218,1.73287,1.304793
1.05711,0,0.00753319,1.480104,-0.2662501,6.916213,1.696413,1.334149
1.072083,0,0.009279323,1.481495,-0.258731,6.844062,1.650912,1.327668
1.086102,0,0.01093611,1.482979,-0.2510955,6.619665,1.600415,1.301856
1.099979,0,0.0124225,1.484485,-0.2433572,6.099242,1.546031,1.258816
1.113956,0,0.01381283,1.485887,-0.2355817,5.585548,1.46438,1.168679
1.127472,0,0.01508783,1.488003,-0.2274332,5.130259,1.407831,1.08078
1.14114,0,0.01613451,1.490201,-0.2192085,4.672564,1.346984,0.9157324
1.15424,0,0.01693956,1.491918,-0.21131,4.382369,1.273122,0.6883139
1.168667,0,0.01759147,1.493551,-0.2034324,4.184113,1.183028,0.4745765
1.183041,0,0.01810401,1.495156,-0.1953923,4.07218,1.095525,0.3290294
1.196102,0,0.01852134,1.496606,-0.1870841,4.088365,0.9981133,0.2463581
1.210777,0,0.01882859,1.497812,-0.1789066,4.164665,0.8869781,0.2009185
1.22541,0,0.0190572,1.498618,-0.170798,4.307292,0.7612771,0.2033093
1.238865,0,0.01916112,1.499309,-0.1626641,4.460568,0.6438187,0.2729236
1.252213,0,0.01908636,1.499889,-0.154214,4.574737,0.5198871,0.3270886
1.266914,0,0.01882628,1.500249,-0.1455327,4.598752,0.410558,0.4134239
1.280739,0,0.01846356,1.500371,-0.1366456,4.533218,0.2741062,0.55686
1.293968,0,0.01802926,1.50043,-0.1275713,4.409807,0.1001495,0.7170168
1.308208,0,0.01747335,1.500376,-0.1182197,4.238487,-0.07781982,0.8565313
1.322487,0,0.01688491,1.499956,-0.108646,4.056203,-0.257019,0.9670294
1.335438,0,0.01613746,1.499209,-0.09895086,3.903174,-0.3976746,1.056488
1.350094,0,0.01531818,1.498273,-0.08912182,3.864445,-0.5305481,1.104112
1.363983,0,0.01444585,1.497229,-0.07914132,3.91837,-0.6653442,1.160958
1.377453,0,0.01348307,1.496003,-0.06900942,4.051965,-0.8171082,1.201114
1.391876,0,0.01239738,1.494554,-0.05872548,4.230966,-0.9647217,1.240355
1.406483,0,0.01119864,1.493121,-0.04823411,4.439444,-1.085602,1.267975
1.420078,0,0.009865907,1.492007,-0.03753579,4.613761,-1.19989,1.279391
1.432972,0,0.008382839,1.490901,-0.02675164,4.72075,-1.302307,1.250205
1.448006,0,0.006770489,1.489555,-0.01588595,4.797442,-1.382568,1.181736
1.461769,0,0.00505617,1.487995,-0.004977345,4.887842,-1.431702,1.140201
1.475101,0,0.003174444,1.486756,0.006047606,4.973475,-1.47348,1.06803
1.489967,0,0.001312313,1.485876,0.01720345,4.939554,-1.498352,1.042884
1.503433,0,-0.0007250262,1.485058,0.0285126,4.77636,-1.504089,1.016487
1.517014,0,-0.002883012,1.483997,0.03985894,4.562552,-1.506958,0.9928408
1.531212,0,-0.00511435,1.482921,0.05116642,4.357192,-1.484741,0.9801095
1.545418,0,-0.007448274,1.481901,0.06241679,4.210676,-1.449951,0.9653981
1.559486,0,-0.009736027,1.481548,0.07377195,4.168689,-1.42334,0.9911005
1.573101,0,-0.01207067,1.481706,0.08529973,4.110881,-1.419434,1.018057
1.587067,0,-0.01434307,1.482976,0.09704757,4.173167,-1.435699,0.9934888
1.600811,0,-0.01658327,1.485112,0.108869,4.276338,-1.423096,0.9609294
1.614128,0,-0.01878904,1.487491,0.1206985,4.269755,-1.366394,0.7671836
1.628868,0,-0.02090325,1.488847,0.1320897,4.223099,-1.282196,0.5254996
1.642754,0,-0.02290833,1.489793,0.1434327,4.096371,-1.173889,0.2891451
1.65617,0,-0.02481626,1.4908,0.1551691,3.889002,-1.035919,0.08742811
1.670929,0,-0.02657369,1.491932,0.1672205,3.546087,-0.8969727,-0.06338501
1.684834,0,-0.02815373,1.492493,0.1790397,3.120805,-0.7622681,-0.1712646
1.698406,0,-0.02972521,1.493108,0.1908871,2.855823,-0.6071167,-0.2077942
1.71204,0,-0.03103827,1.494174,0.2029053,2.707833,-0.4709473,-0.1619873
1.726208,0,-0.03223235,1.495298,0.2153804,2.667743,-0.3337708,-0.1022034
1.740372,0,-0.03335098,1.495965,0.2277541,2.820219,-0.1772461,-0.03271484
1.753685,0,-0.03432037,1.496501,0.2399383,3.090274,-0.02670288,0.04163879
1.767941,0,-0.03523879,1.496861,0.2521381,3.467767,0.1532654,0.04591118
1.782192,0,-0.03614344,1.497217,0.2644222,3.925397,0.3425271,0.0105321
1.795353,0,-0.03694983,1.497561,0.2769836,4.371152,0.5313317,-0.01107788
1.809879,0,-0.03780882,1.497721,0.2897137,4.715571,0.7079943,-0.06613159
