time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,-0.01233102,1.497645,-0.3007838,-2.18045,0.1110943,0.2762994,0.001937556,0.03804662,0.9992741,0,0
0.01765823,0,-0.01209922,1.497386,-0.3001676,-2.076965,0.09901723,0.2396974,0.001727041,0.03624217,0.9993415,0,0
0.0351963,0,-0.01158577,1.497176,-0.2989606,-1.91861,0.08453295,0.1924081,0.001474551,0.03347983,0.9994383,0,0
0.05173492,0,-0.01134488,1.49706,-0.2982073,-1.941315,0.09324973,0.1165262,0.00162658,0.03387564,0.9994248,0,0
0.06875992,0,-0.0107846,1.496903,-0.2967819,-1.926422,0.09397076,0.02556489,0.001639172,0.03361616,0.9994335,0,0
0.08405495,0,-0.0104726,1.496901,-0.2960457,-1.934387,0.09299354,0.03246862,0.001622118,0.03375478,0.9994288,0,0
0.1028728,0,-0.009863339,1.496822,-0.2946412,-1.887665,0.08608606,0.007236894,0.001501669,0.03294009,0.9994562,0,0
0.1186428,0,-0.009561308,1.496671,-0.2938421,-1.877045,0.1050638,0.007576524,0.001832725,0.03275454,0.9994618,0,0
0.1357708,0,-0.008918725,1.49655,-0.2921953,-1.870819,0.1438535,0.005129344,0.002509377,0.03264628,0.9994638,0,0
0.1521626,0,-0.008529827,1.496405,-0.2912991,-1.897705,0.165358,0.03318355,0.002884455,0.03311506,0.9994474,0,0
0.168663,0,-0.007704362,1.496208,-0.2895468,-1.882996,0.1831935,0.08292413,0.003195598,0.03285845,0.9994549,0,0
0.1850166,0,-0.007334642,1.495973,-0.2885197,-1.878784,0.2106386,0.1309024,0.003674352,0.03278524,0.9994557,0,0
0.2023563,0,-0.006545581,1.495486,-0.2865182,-1.855225,0.2631151,0.1801538,0.004589802,0.0323742,0.9994653,0,0
0.2193565,0,-0.006119564,1.495078,-0.2854389,-1.823364,0.3024141,0.2003692,0.005275424,0.03181813,0.9994798,0,0
0.2360821,0,-0.00517159,1.49427,-0.283195,-1.782745,0.3475415,0.2503539,0.00606277,0.03110961,0.9994976,0,0
0.2531986,0,-0.004629292,1.494217,-0.2818921,-1.751923,0.3238575,0.3169577,0.005649708,0.03057221,0.9995166,0,0
0.2702274,0,-0.003552653,1.494041,-0.2791637,-1.750397,0.3124673,0.400581,0.005451013,0.03054542,0.9995185,0,0
0.2870789,0,-0.003060631,1.493803,-0.2776697,-1.762482,0.3150089,0.4005035,0.005495314,0.03075623,0.9995118,0,0
0.3027916,0,-0.001921453,1.492905,-0.2748671,-1.673462,0.3295936,0.4426588,0.005750007,0.02920332,0.999557,0,0
