time,phase,posX,posY,posZ,rotX,rotY,rotZ
0,0,0.1074467,1.541915,-0.9219985,-10.99261,177.0585,2.704234
0.01394653,0,0.107684,1.541946,-0.9217808,-10.9928,177.0418,2.672096
0.02894592,0,0.1080661,1.541613,-0.9214245,-10.98065,177.0526,2.625088
0.04223633,0,0.1083182,1.541441,-0.9211005,-10.93347,177.0528,2.575812
0.05661011,0,0.1086545,1.541496,-0.9206696,-10.85007,177.0813,2.530465
0.07014465,0,0.1089451,1.541458,-0.9202449,-10.76663,177.0829,2.508271
0.08323669,0,0.1093294,1.541367,-0.9198714,-10.66364,177.0909,2.484517
0.09794617,0,0.109694,1.54114,-0.9194167,-10.54004,177.1024,2.441065
0.111969,0,0.1100997,1.540813,-0.9188081,-10.41522,177.1386,2.382136
0.1255035,0,0.1104935,1.54056,-0.9181315,-10.29019,177.182,2.324043
0.1388397,0,0.1109349,1.540394,-0.9174972,-10.1925,177.2305,2.280733
0.1532745,0,0.1113733,1.540475,-0.9168603,-10.12799,177.2753,2.270127
0.167511,0,0.1118482,1.54063,-0.9161752,-10.13666,177.3202,2.271596
0.1810608,0,0.1122984,1.540896,-0.9152939,-10.22479,177.3708,2.293961
0.1950531,0,0.1127662,1.541112,-0.9142573,-10.30554,177.417,2.313711
0.2090454,0,0.1133384,1.541184,-0.9132024,-10.3992,177.4876,2.321997
0.2225189,0,0.1139006,1.5413,-0.9120362,-10.50983,177.551,2.38152
0.23703,0,0.1144751,1.541689,-0.9108237,-10.67542,177.6084,2.441983
0.2507629,0,0.1150674,1.542261,-0.9095001,-10.90582,177.6632,2.486184
0.2641449,0,0.1156489,1.542725,-0.9080858,-11.13419,177.7373,2.515933
0.2789612,0,0.1162841,1.542996,-0.9065635,-11.32874,177.8088,2.553717
0.29245,0,0.116999,1.543207,-0.9049104,-11.48215,177.8741,2.557038
0.3063354,0,0.1177334,1.543338,-0.9031615,-11.60382,177.939,2.559698
0.3197784,0,0.1184458,1.543437,-0.901325,-11.68881,178.0103,2.573364
0.3344727,0,0.1192084,1.543534,-0.8993412,-11.73911,178.0632,2.573986
0.3481903,0,0.1200424,1.543651,-0.8974015,-11.80225,178.1162,2.576463
0.3611755,0,0.1208634,1.543881,-0.8954459,-11.89459,178.1515,2.585831
0.3761597,0,0.1217792,1.5442,-0.8934153,-12.01443,178.1947,2.585493
0.3901062,0,0.1226115,1.5444,-0.8912811,-12.12067,178.2029,2.596576
0.4038544,0,0.1235024,1.544548,-0.8890399,-12.21884,178.2318,2.574325
0.4180145,0,0.1244056,1.544796,-0.8866876,-12.35397,178.2677,2.545479
0.4320679,0,0.1253178,1.545095,-0.8843509,-12.58926,178.3254,2.502531
0.4459686,0,0.1262214,1.545433,-0.8818583,-12.84445,178.3874,2.465634
0.4590302,0,0.1269945,1.545626,-0.8791865,-13.09363,178.4332,2.444757
0.4733887,0,0.1277504,1.545739,-0.8764153,-13.28424,178.4735,2.426621
0.487442,0,0.1285787,1.545863,-0.8736929,-13.45477,178.5518,2.409984
0.5007782,0,0.1292666,1.546071,-0.8708074,-13.63007,178.6453,2.355785
0.5154419,0,0.1298322,1.546401,-0.8676863,-13.87329,178.7934,2.288025
0.5291748,0,0.1303416,1.546743,-0.8644446,-14.17911,178.9746,2.239718
0.5424652,0,0.1308312,1.547084,-0.8611634,-14.51413,179.1983,2.204907
0.556839,0,0.1311322,1.547275,-0.8577955,-14.84131,179.4039,2.232554
0.5710754,0,0.1311756,1.547378,-0.8540776,-15.09842,179.6009,2.245682
0.5841217,0,0.1309988,1.547547,-0.8501233,-15.32477,179.8883,2.230778
0.5985413,0,0.130629,1.547711,-0.8460245,-15.57495,-179.8067,2.227828
0.612854,0,0.1302746,1.547891,-0.8419155,-15.87665,-179.4982,2.205369
0.6266174,0,0.1297434,1.548173,-0.8376167,-16.17346,-179.2234,2.200526
0.6398163,0,0.1290926,1.54833,-0.8330926,-16.43762,-178.9638,2.205944
0.6544952,0,0.1283113,1.548364,-0.8282727,-16.62097,-178.7245,2.210756
0.6685333,0,0.1273861,1.548335,-0.8232518,-16.72189,-178.5132,2.241208
0.6816711,0,0.1264135,1.548222,-0.8181368,-16.81277,-178.3062,2.2538
0.6962433,0,0.125313,1.548061,-0.8128345,-16.88107,-178.1521,2.283428
0.7102051,0,0.1241063,1.547927,-0.8074224,-16.97931,-178.0301,2.325158
0.7231293,0,0.122731,1.54787,-0.8018583,-17.07025,-177.9705,2.394102
0.7379608,0,0.1212981,1.547907,-0.796226,-17.19443,-177.9547,2.441859
