time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.07155111,1.484346,0.8473403,-0.5349121,0.7915806,-0.7424927,0.01381465,0.009335861,0.999861,0,0
0.01547241,0,0.07121217,1.484278,0.8477163,-0.5358276,0.8222555,-0.7229004,0.01434994,0.009351856,0.9998533,0,0
0.03167725,0,0.07101028,1.484254,0.8479024,-0.5358582,0.846682,-0.7120972,0.01477621,0.009352386,0.9998471,0,0
0.0478363,0,0.07074769,1.484253,0.8481538,-0.5134583,0.8814411,-0.7099304,0.01538283,0.008961551,0.9998415,0,0
0.06344604,0,0.07031861,1.484226,0.8486562,-0.5043945,0.9159133,-0.7029114,0.0159844,0.008802999,0.9998335,0,0
0.07826233,0,0.07003599,1.484107,0.8488559,-0.4986267,0.9333436,-0.6860046,0.01628858,0.008702821,0.9998295,0,0
0.09465027,0,0.06950681,1.483947,0.849341,-0.4701538,0.9700093,-0.6492004,0.01692848,0.008205636,0.999823,0,0
0.1104889,0,0.06923492,1.48385,0.8496161,-0.4165039,0.9671194,-0.6000977,0.01687817,0.007269353,0.9998311,0,0
0.1266479,0,0.06896473,1.483765,0.8498974,-0.3765564,0.9524214,-0.5709839,0.01662177,0.006572189,0.9998403,0,0
0.1420441,0,0.06845504,1.483655,0.8504564,-0.3086548,0.9434571,-0.5512695,0.01646545,0.005386932,0.9998499,0,0
0.158493,0,0.0682088,1.483578,0.8507555,-0.2821045,0.9248945,-0.5610962,0.01614156,0.004923392,0.9998576,0,0
0.1745758,0,0.06750575,1.483437,0.8514716,-0.219574,0.9023356,-0.5567322,0.01574796,0.003832527,0.9998686,0,0
0.1909027,0,0.06711583,1.483327,0.8518761,-0.2022705,0.8754084,-0.5718994,0.01527807,0.003530216,0.999877,0,0
0.2071838,0,0.06636223,1.483102,0.8526193,-0.16745,0.8258023,-0.6051941,0.01441241,0.002922602,0.9998919,0,0
0.2224274,0,0.06600378,1.483039,0.8530723,-0.1608582,0.7941415,-0.6236572,0.01385989,0.002807426,0.9999,0,0
0.2388306,0,0.06523791,1.482977,0.8540663,-0.1463318,0.7634327,-0.6184692,0.01332398,0.002553787,0.999908,0,1
0.2550507,0,0.0647569,1.482924,0.8546223,-0.1283264,0.7662458,-0.6491699,0.01337308,0.002239883,0.9999081,0,1
0.2715454,0,0.0637707,1.482568,0.8556555,-0.05807495,0.7780374,-0.6737671,0.01357889,0.001013435,0.9999073,0,1
0.2879944,0,0.06327699,1.482312,0.856146,0.02543396,0.7925054,-0.6424866,0.01383139,-0.0004439063,0.9999042,0,1
0.3042908,0,0.06231003,1.481955,0.8573403,0.1616201,0.8021846,-0.591095,0.01400025,-0.002820799,0.999898,0,1
0.3205261,0,0.06175049,1.481883,0.8580961,0.2065032,0.8375989,-0.5814514,0.01461824,-0.003604152,0.9998866,0,1
0.3375397,0,0.06080177,1.48176,0.8594801,0.263657,0.8608711,-0.5690308,0.01502431,-0.004601666,0.9998766,0,1
0.3545685,0,0.06031074,1.4815,0.8602148,0.2931464,0.8980553,-0.5711365,0.01567318,-0.005116347,0.9998641,0,1
0.3708344,0,0.05916065,1.481243,0.8616922,0.4046421,0.9530728,-0.6063232,0.01663308,-0.007062278,0.9998367,0,1
0.3885956,0,0.05854211,1.481069,0.8624132,0.4648324,0.9873743,-0.6670227,0.01723151,-0.008112767,0.9998186,0,1
0.4044495,0,0.05730342,1.480821,0.8639435,0.5737745,1.074676,-0.7475281,0.0187546,-0.01001409,0.999774,0,1
