time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.02387114,1.501946,-0.06005988,-2.017548,-0.4457092,1.195039,-0.007773978,0.03520555,0.9993498,0,0
0.01499939,0,0.02467904,1.501859,-0.05830398,-2.067383,-0.4821472,1.187064,-0.008409683,0.03607482,0.9993137,0,0
0.03074646,0,0.02514047,1.501815,-0.05741712,-2.066162,-0.5065308,1.231555,-0.00883502,0.03605375,0.9993108,0,0
0.04673767,0,0.0255873,1.501642,-0.05651328,-2.068787,-0.5293274,1.27468,-0.009232287,0.03609925,0.9993055,0,0
0.06227112,0,0.02664652,1.501277,-0.05468765,-2.020172,-0.571991,1.344278,-0.009976518,0.03525142,0.9993287,0,0
0.07809448,0,0.0272375,1.500996,-0.05370769,-1.927917,-0.5790405,1.401099,-0.01010018,0.03364205,0.9993829,0,0
0.09356689,0,0.02844607,1.500639,-0.05173835,-1.809387,-0.6012268,1.409812,-0.01048818,0.03157455,0.9994464,0,0
0.1096802,0,0.02911024,1.500465,-0.05058256,-1.771667,-0.5959778,1.402772,-0.01039638,0.03091638,0.9994679,0,0
0.1252594,0,0.02976582,1.500288,-0.04943416,-1.739594,-0.5813293,1.390624,-0.01014129,0.03035709,0.9994877,0,0
0.1420135,0,0.03122323,1.499852,-0.04710326,-1.635803,-0.5839233,1.404492,-0.01018712,0.0285462,0.9995406,0,0
0.1573181,0,0.03205476,1.499444,-0.04586169,-1.573975,-0.5797424,1.427354,-0.01011425,0.02746755,0.9995715,0,0
0.1730957,0,0.03364972,1.498652,-0.04326579,-1.470795,-0.5603943,1.420411,-0.009777354,0.02566749,0.9996227,0,0
0.1896057,0,0.03453326,1.498175,-0.04181829,-1.456726,-0.5409241,1.408771,-0.009437614,0.02542191,0.9996322,0,0
0.2054596,0,0.03636077,1.497303,-0.03876272,-1.410706,-0.5056458,1.418849,-0.00882249,0.02461881,0.999658,0,0
0.222229,0,0.0373477,1.497213,-0.03697011,-1.399078,-0.4957275,1.416362,-0.008649483,0.02441616,0.9996645,0,0
0.2375641,0,0.03929203,1.496638,-0.03344956,-1.351471,-0.4689636,1.392655,-0.008182783,0.02358567,0.9996883,0,0
0.2535553,0,0.0403177,1.495937,-0.03167406,-1.262146,-0.4504395,1.364191,-0.00785978,0.02202676,0.9997265,0,0
