time,phase,posX,posY,posZ,rotX,rotY,rotZ,forX,forY,forZ,miss,out
0,0,0.02263722,1.497469,-0.2886644,-5.612427,-0.05612183,0.7810832,-0.0009747733,0.09779877,0.9952058,0,0
0.01574707,0,0.02239002,1.497443,-0.2892897,-5.642517,-0.09469604,0.7878464,-0.001644986,0.09832155,0.9951534,0,0
0.03109741,0,0.02193391,1.497528,-0.2905174,-5.709381,-0.1685181,0.7885196,-0.002926448,0.09948278,0.995035,0,0
0.04672241,0,0.021646,1.497591,-0.2911442,-5.743927,-0.2003174,0.7799976,-0.003478825,0.1000827,0.9949731,0,0
0.0625,0,0.02113274,1.49779,-0.2923737,-5.840668,-0.2619934,0.7895622,-0.004548638,0.1017623,0.9947984,0,0
0.07803345,0,0.02086599,1.498069,-0.2930367,-5.893158,-0.2944336,0.7684557,-0.005111691,0.102674,0.9947019,0,0
0.09371948,0,0.02058103,1.498179,-0.2937517,-5.940247,-0.3128967,0.7482219,-0.005431712,0.1034914,0.9946155,0,0
0.1099548,0,0.01997582,1.498443,-0.2952593,-5.966614,-0.349762,0.7342879,-0.006071129,0.1039491,0.9945641,0,0
0.1256104,0,0.01969285,1.498417,-0.2961173,-5.938904,-0.3687439,0.7419277,-0.006401056,0.1034681,0.9946122,0,0
0.1417542,0,0.01902446,1.498452,-0.2977503,-5.922058,-0.4191589,0.7137958,-0.007276729,0.1031755,0.9946365,0,0
0.1573181,0,0.01868993,1.498731,-0.2985928,-5.920135,-0.4528809,0.7031,-0.007862014,0.1031422,0.9946355,0,0
0.1734314,0,0.01793863,1.499164,-0.3002169,-6.019135,-0.5318298,0.6801955,-0.009230705,0.1048604,0.9944441,0,0
0.1896362,0,0.01748649,1.499343,-0.3011,-6.122681,-0.5778503,0.6810716,-0.01002791,0.1066576,0.9942452,0,0
0.2054443,0,0.01665324,1.499699,-0.3029659,-6.246429,-0.6564941,0.6748769,-0.01138989,0.1088051,0.9939979,0,0
0.2224426,0,0.01621671,1.499816,-0.3040395,-6.282166,-0.7004089,0.6734839,-0.01215081,0.109425,0.9939208,0,0
0.2385864,0,0.0153184,1.500097,-0.3061884,-6.315582,-0.7796021,0.6773931,-0.01352383,0.1100045,0.9938391,0,0
0.2555237,0,0.01484544,1.500247,-0.3073128,-6.337738,-0.79776,0.6699858,-0.01383812,0.1103889,0.9937921,0,0
0.2718811,0,0.01390584,1.50073,-0.3095846,-6.431793,-0.8413086,0.6655279,-0.01459088,0.1120201,0.9935988,0,0
0.2892761,0,0.01342846,1.50103,-0.310756,-6.516479,-0.8415833,0.6587645,-0.01459323,0.1134891,0.993432,0,0
0.3059387,0,0.01236114,1.501562,-0.313247,-6.629425,-0.8748169,0.625486,-0.01516572,0.1154473,0.9931978,0,0
0.3221741,0,0.01179221,1.501791,-0.3146415,-6.67981,-0.8776855,0.5987018,-0.015214,0.1163208,0.9930952,0,0
0.3387451,0,0.01068956,1.502184,-0.3174386,-6.786926,-0.9058228,0.5609179,-0.01569803,0.1181774,0.9928684,0,0
0.3557739,0,0.01002381,1.502437,-0.3189273,-6.843262,-0.910675,0.5283481,-0.01578045,0.1191539,0.9927504,0,0
0.3719788,0,0.008772377,1.502801,-0.3219643,-6.961273,-0.9414368,0.4971671,-0.0163091,0.1211987,0.9924943,0,0
0.3894653,0,0.008119445,1.503059,-0.3236111,-7.045258,-0.963562,0.4955596,-0.0166893,0.1226535,0.9923092,0,0
0.405426,0,0.007478483,1.503354,-0.3253334,-7.15918,-0.9969177,0.4980105,-0.017263,0.1246263,0.9920536,0,0
0.4219971,0,0.006087527,1.503784,-0.3287363,-7.356171,-1.033112,0.4777034,-0.01788208,0.1280371,0.9916081,0,0
0.4378052,0,0.005480357,1.503871,-0.3306153,-7.437103,-1.040894,0.4219967,-0.01801294,0.1294376,0.991424,0,0
0.4542236,0,0.004225548,1.504121,-0.3343709,-7.601898,-1.003113,0.3193328,-0.01735303,0.1322891,0.9910592,0,0
0.4709167,0,0.003665879,1.504301,-0.3363674,-7.669739,-0.9335327,0.29661,-0.01614678,0.1334625,0.9909223,0,0
0.4862366,0,0.002534036,1.504583,-0.340411,-7.845276,-0.8421631,0.214532,-0.01456057,0.1364983,0.9905333,0,0
0.5023804,0,0.002003755,1.504562,-0.3424573,-7.973083,-0.7570496,0.1295775,-0.01308493,0.138708,0.9902469,0,0
0.5184631,0,0.0009432212,1.50455,-0.3466242,-8.173248,-0.5901489,-0.03869629,-0.01019521,0.1421667,0.9897902,0,0
0.5344849,0,0.0005567819,1.50466,-0.3487962,-8.209808,-0.4646301,-0.06408691,-0.008026034,0.1427984,0.9897193,0,0
0.5509644,0,0.0001046658,1.504811,-0.3510073,-8.266388,-0.3706665,-0.105957,-0.006402194,0.1437757,0.9895896,0,0
0.5667419,0,-0.0007441379,1.504878,-0.3554063,-8.399078,-0.1820984,-0.1724243,-0.003143989,0.1460669,0.9892697,0,0
0.5827942,0,-0.001091197,1.504652,-0.3578005,-8.419922,-0.09707642,-0.1712952,-0.00167589,0.146427,0.9892201,0,0
0.5992737,0,-0.001691256,1.504247,-0.3626945,-8.437469,0.05687732,-0.1531067,0.0009819521,0.1467298,0.9891762,0,0
0.6153259,0,-0.001791727,1.503877,-0.3654123,-8.428833,0.08938926,-0.06289673,0.001543285,0.146581,0.9891975,0,0
0.6312256,0,-0.001946408,1.503298,-0.3707769,-8.476471,0.1897589,0.04613338,0.003275734,0.1474032,0.9890711,0,0
0.6471863,0,-0.001923308,1.503151,-0.3735652,-8.60907,0.271121,0.04792593,0.00467862,0.1496917,0.9887217,0,0
0.6629639,0,-0.001761395,1.502958,-0.3792191,-8.812836,0.4249275,0.04738927,0.007328759,0.1532073,0.9881669,0,0
0.6799316,0,-0.001452353,1.502932,-0.3822606,-8.957672,0.4911257,0.0546788,0.008467113,0.1557047,0.9877673,0,0
0.6950989,0,-0.0009890571,1.502966,-0.3855284,-9.035065,0.5376521,0.09674406,0.009267234,0.1570388,0.9875489,0,0
