time,realtime,posX,posY,posZ,rotX,rotY,rotZ,headPosX,headPosY,headPosZ,LhandPosX,LhandPosY,LhandPosZ,LhandRotX,LhandRotY,LhandRotZ,RhandPosX,RhandPosY,RhandPosZ,RhandRotX,RhandRotY,RhandRotZ,,,,
4.205373,6.38E+13,0.1001249,-0.003452791,0.007868585,-2.653442,-1.579926,-0.6513672,-0.7475711,1.552047,2.340831,-1.251789,1.211303,2.846056,16.62354,-100.3199,-8.089569,-0.2390187,1.196581,1.836191,14.30353,85.19798,11.65874,,0,0,0
4.225373,6.38E+13,0.1001249,-0.003452791,0.007868585,-2.653442,-1.579926,-0.6513672,-0.7475711,1.552047,2.340831,-1.251789,1.211303,2.846056,16.62354,-100.3199,-8.089569,-0.2390187,1.196581,1.836191,14.30353,85.19798,11.65874,,-0.0003603,-4.977E-06,-0.000265334
4.245374,6.38E+13,0.1004852,-0.003447814,0.008133919,-2.482422,-1.632813,-0.6483765,-0.7471287,1.552052,2.340764,-1.250502,1.210632,2.846178,16.59338,-100.2638,-8.354126,-0.2381634,1.197034,1.835939,14.19673,85.21638,11.59595,,-0.0004754,1.6261E-05,-0.000384795
4.265372,6.38E+13,0.1009606,-0.003464075,0.008518714,-2.544098,-1.710632,-0.6754761,-0.7465204,1.552036,2.3407,-1.24982,1.210038,2.846017,16.65779,-100.2388,-8.369904,-0.2372626,1.197197,1.835676,14.20037,85.20895,11.29963,,0,0,0
4.285373,6.38E+13,0.1009606,-0.003464075,0.008518714,-2.544098,-1.710632,-0.6754761,-0.7465204,1.552036,2.3407,-1.24982,1.210038,2.846017,16.65779,-100.2388,-8.369904,-0.2372626,1.197197,1.835676,14.20037,85.20895,11.29963,,-0.0003517,-0.000521574,-0.000378381
4.305373,6.38E+13,0.1013123,-0.002942501,0.008897095,-2.606964,-1.738434,-0.7619629,-0.7460042,1.552558,2.340719,-1.248791,1.209073,2.84591,16.7909,-100.1548,-8.518097,-0.2370983,1.196905,1.835885,14.24569,85.18244,11.35025,,-0.0002832,-0.000527964,-0.000198788
4.325374,6.38E+13,0.1015955,-0.002414537,0.009095883,-2.553223,-1.745392,-0.8161316,-0.7456633,1.553086,2.340659,-1.248196,1.208266,2.845747,16.89265,-100.2515,-8.74469,-0.2362045,1.195957,1.836244,14.37665,85.08451,11.4622,,-0.0002706,-0.000463926,-0.000161779
4.345372,6.38E+13,0.1018661,-0.001950611,0.009257662,-2.587708,-1.763458,-0.8133545,-0.7453576,1.55355,2.340582,-1.248049,1.207881,2.845573,16.94134,-100.2646,-8.858215,-0.2355549,1.194504,1.836815,14.58159,85.10926,11.7662,,0,0,0
4.365373,6.38E+13,0.1018661,-0.001950611,0.009257662,-2.587708,-1.763458,-0.8133545,-0.7453576,1.55355,2.340582,-1.248049,1.207881,2.845573,16.94134,-100.2646,-8.858215,-0.2355549,1.194504,1.836815,14.58159,85.10926,11.7662,,-0.0001776,-0.000433302,-0.000347436
4.385373,6.38E+13,0.1020437,-0.001517309,0.009605098,-2.706451,-1.773499,-0.7868958,-0.7449864,1.553983,2.340702,-1.24805,1.20785,2.845379,16.99286,-100.3972,-8.907349,-0.2350736,1.192895,1.83741,14.76881,85.05486,12.09742,,-8.9E-06,-0.000163072,-0.000227019
4.405374,6.38E+13,0.1020526,-0.001354237,0.009832117,-2.754028,-1.790253,-0.7772827,-0.7448196,1.554146,2.340856,-1.248053,1.207976,2.845214,17.04573,-100.401,-8.771973,-0.2345579,1.191089,1.837827,14.99142,84.96684,12.78644,,0,0,0
4.425372,6.38E+13,0.1020526,-0.001354237,0.009832117,-2.754028,-1.790253,-0.7772827,-0.7448196,1.554146,2.340856,-1.248053,1.207976,2.845214,17.04573,-100.401,-8.771973,-0.2345579,1.191089,1.837827,14.99142,84.96684,12.78644,,8.3E-05,-0.000010234,-0.000247613
4.445373,6.38E+13,0.1019696,-0.001344003,0.01007973,-2.705231,-1.837585,-0.734314,-0.7447032,1.554156,2.34109,-1.248042,1.208239,2.845085,17.04086,-100.4234,-8.757202,-0.2347297,1.190555,1.837226,14.9641,85.35592,13.18208,,0.0002698,0.000219017,-0.00020374
4.465373,6.38E+13,0.1016998,-0.00156302,0.01028347,-2.679657,-1.898438,-0.7204285,-0.7447498,1.553937,2.341425,-1.248289,1.208817,2.845026,16.89515,-100.4533,-8.848663,-0.2351601,1.191154,1.837093,14.96206,85.37686,12.84198,,0.0004468,0.000131252,-0.00032826
4.485373,6.38E+13,0.101253,-0.001694272,0.01061173,-2.779388,-1.968323,-0.7372131,-0.7448337,1.553806,2.341973,-1.248757,1.209279,2.845158,16.79653,-100.4967,-8.882294,-0.2353558,1.191247,1.837036,14.96687,85.36181,12.69471,,0,0,0
4.505372,6.38E+13,0.101253,-0.001694272,0.01061173,-2.779388,-1.968323,-0.7372131,-0.7448337,1.553806,2.341973,-1.248757,1.209279,2.845158,16.79653,-100.4967,-8.882294,-0.2353558,1.191247,1.837036,14.96687,85.36181,12.69471,,0.0005126,3.671E-06,-0.00052572
4.525373,6.38E+13,0.1007404,-0.001697943,0.01113745,-2.978058,-2.098358,-0.54599,-0.7448244,1.553802,2.342707,-1.24929,1.209941,2.845196,16.67447,-100.5836,-8.885345,-0.2355988,1.191364,1.837139,14.96357,85.38557,12.65464,,0.0007087,0.000337376,-0.0005966
4.545373,6.38E+13,0.1000317,-0.002035319,0.01173405,-2.965424,-2.258331,-0.4126587,-0.7449037,1.553465,2.34363,-1.24958,1.21031,2.845145,16.57847,-100.4773,-8.734039,-0.2356077,1.191422,1.837088,14.88861,85.50611,12.86774,,0,0,0
4.565373,6.38E+13,0.1000317,-0.002035319,0.01173405,-2.965424,-2.258331,-0.4126587,-0.7449037,1.553465,2.34363,-1.24958,1.21031,2.845145,16.57847,-100.4773,-8.734039,-0.2356077,1.191422,1.837088,14.88861,85.50611,12.86774,,0.00063331,-0.000138589,-0.00036731
4.585372,6.38E+13,0.09939839,-0.00189673,0.01210136,-2.817017,-2.421692,-0.4010925,-0.7450917,1.553603,2.344338,-1.249947,1.210184,2.845038,16.44404,-100.5528,-9.099518,-0.2358411,1.19167,1.837603,14.87949,85.50747,12.93934,,0.00046708,0.000136941,-0.00034428
4.605372,6.38E+13,0.09893131,-0.002033671,0.01244564,-2.597076,-2.624329,-0.1890564,-0.7451786,1.553466,2.344911,-1.249939,1.209866,2.844684,16.39681,-100.5933,-9.200684,-0.2359455,1.191997,1.838154,14.92556,85.45232,12.93579,,0.00050134,5.7608E-05,-0.00048977
4.625373,6.38E+13,0.09842997,-0.002091279,0.01293541,-2.475281,-2.744843,-0.0760498,-0.7451868,1.553409,2.345612,-1.250139,1.209139,2.844108,16.5977,-100.6038,-9.057648,-0.2359194,1.192427,1.838619,14.91712,85.47292,12.95947,,0,0,0
4.645373,6.38E+13,0.09842997,-0.002091279,0.01293541,-2.475281,-2.744843,-0.0760498,-0.7451868,1.553409,2.345612,-1.250139,1.209139,2.844108,16.5977,-100.6038,-9.057648,-0.2359194,1.192427,1.838619,14.91712,85.47292,12.95947,,0.00030921,0.000283591,-0.00034714
4.665372,6.38E+13,0.09812076,-0.00237487,0.01328255,-2.434265,-2.861237,0.05111173,-0.7451599,1.553125,2.346076,-1.25054,1.208246,2.84356,16.71166,-100.7124,-9.08963,-0.2357217,1.193035,1.839278,14.88743,85.45693,12.97561,,0.00038319,-0.000047699,-0.00052844
4.685372,6.38E+13,0.09773757,-0.002327171,0.01381099,-2.398407,-2.926208,0.1347094,-0.7450572,1.553173,2.346721,-1.251197,1.207065,2.843073,16.82419,-100.9463,-9.253815,-0.2352089,1.193867,1.840138,14.82629,85.37564,12.96038,,0,0,0
4.705373,6.38E+13,0.09773757,-0.002327171,0.01381099,-2.398407,-2.926208,0.1347094,-0.7450572,1.553173,2.346721,-1.251197,1.207065,2.843073,16.82419,-100.9463,-9.253815,-0.2352089,1.193867,1.840138,14.82629,85.37564,12.96038,,0.00031668,-0.000327932,-0.00049556
4.725373,6.38E+13,0.09742089,-0.001999239,0.01430655,-2.403076,-2.998932,0.1303581,-0.7449307,1.553501,2.347295,-1.251334,1.206438,2.842657,16.89785,-101.049,-9.269501,-0.2347304,1.194589,1.841221,14.72376,85.32587,12.99788,,0.00039091,0.000154157,-0.00033238
4.745374,6.38E+13,0.09702998,-0.002153396,0.01463893,-2.262695,-2.988495,-0.01089478,-0.7449721,1.553347,2.347807,-1.251622,1.205237,2.842341,17.16158,-100.9764,-9.101227,-0.234161,1.195567,1.844134,14.69515,84.87065,13.2562,,0.00029952,0.00008347,-0.0002212
4.765372,6.38E+13,0.09673046,-0.002236866,0.01486013,-2.219727,-2.918579,-0.02764893,-0.7450275,1.553263,2.348175,-1.252129,1.204255,2.842484,17.19237,-101.2562,-9.466919,-0.2340297,1.196386,1.846546,14.53997,84.60715,13.69397,,0,0,0
4.785373,6.38E+13,0.09673046,-0.002236866,0.01486013,-2.219727,-2.918579,-0.02764893,-0.7450275,1.553263,2.348175,-1.252129,1.204255,2.842484,17.19237,-101.2562,-9.466919,-0.2340297,1.196386,1.846546,14.53997,84.60715,13.69397,,0.00033549,0.0001292,-0.00026098
4.805373,6.38E+13,0.09639497,-0.002366066,0.01512111,-2.25705,-2.779236,-0.003022068,-0.7450802,1.553134,2.348597,-1.252307,1.204017,2.84275,17.19391,-101.3522,-9.444794,-0.2345124,1.196838,1.847226,14.51905,84.66389,13.65552,,0.00043414,0.00031312,-0.00023243
4.825374,6.38E+13,0.09596083,-0.002679186,0.01535354,-2.370483,-2.680634,0.07288736,-0.7452228,1.552821,2.349068,-1.252286,1.203598,2.843248,17.25795,-101.2189,-9.20163,-0.2346494,1.197385,1.84858,14.49647,84.44379,13.75598,,0.00055281,0.000845134,-0.00017005
4.845372,6.38E+13,0.09540802,-0.00352432,0.01552359,-2.390472,-2.63736,0.3086809,-0.7454935,1.551976,2.349579,-1.251874,1.203186,2.843961,17.16155,-101.0683,-9.204071,-0.2347438,1.198156,1.849651,14.29398,84.42111,14.15511,,0,0,0
4.865373,6.38E+13,0.09540802,-0.00352432,0.01552359,-2.390472,-2.63736,0.3086809,-0.7454935,1.551976,2.349579,-1.251874,1.203186,2.843961,17.16155,-101.0683,-9.204071,-0.2347438,1.198156,1.849651,14.29398,84.42111,14.15511,,0.00043354,-0.000170444,-0.00016343
4.885373,6.38E+13,0.09497448,-0.003353876,0.01568702,-2.299957,-2.719269,0.5147336,-0.7456845,1.552146,2.350001,-1.25028,1.202308,2.845028,16.84993,-100.9149,-9.625885,-0.2351992,1.198377,1.849646,14.29703,84.55997,13.9518,,0.0005075,0.000072089,-0.00020244
4.905374,6.38E+13,0.09446698,-0.003425965,0.01588946,-2.243896,-2.871124,0.5910583,-0.7459002,1.552074,2.350503,-1.248203,1.20074,2.845833,16.92667,-100.16,-9.769928,-0.2355139,1.198661,1.850268,14.33523,84.47363,13.77206,,0,0,0
4.925372,6.38E+13,0.09446698,-0.003425965,0.01588946,-2.243896,-2.871124,0.5910583,-0.7459002,1.552074,2.350503,-1.248203,1.20074,2.845833,16.92667,-100.16,-9.769928,-0.2355139,1.198661,1.850268,14.33523,84.47363,13.77206,,0.00061658,-0.000840329,0.00031675
4.945373,6.38E+13,0.0938504,-0.002585636,0.01557271,-2.062714,-3.047699,0.4942819,-0.7465602,1.552914,2.350715,-1.247644,1.199378,2.845934,17.23879,-100.2198,-10.1196,-0.2361842,1.198766,1.851038,14.4131,84.46216,13.68651,,0.0005564,-0.00070516,0.00019078
4.965373,6.38E+13,0.093294,-0.001880476,0.01538193,-2.040405,-3.164307,0.3633403,-0.7470885,1.55362,2.350974,-1.248236,1.199152,2.845719,17.26711,-100.3901,-10.12521,-0.2370929,1.198467,1.852007,14.57131,84.40604,13.62069,,0.00046832,-0.000500901,-2.904E-05
4.985373,6.38E+13,0.09282568,-0.001379575,0.01541097,-2.358459,-3.267792,0.3835734,-0.7473991,1.554121,2.351326,-1.248633,1.198995,2.845635,17.36664,-100.5545,-10.07782,-0.2378836,1.197756,1.852855,14.758,84.36431,13.9931,,0,0,0
5.005372,6.38E+13,0.09282568,-0.001379575,0.01541097,-2.358459,-3.267792,0.3835734,-0.7473991,1.554121,2.351326,-1.248633,1.198995,2.845635,17.36664,-100.5545,-10.07782,-0.2378836,1.197756,1.852855,14.758,84.36431,13.9931,,0.00046602,6.7102E-05,4.22E-06
5.025373,6.38E+13,0.09235966,-0.001446677,0.01540675,-2.684418,-3.30246,0.4070791,-0.7477316,1.554053,2.351652,-1.249113,1.198943,2.84562,17.46399,-100.6139,-9.914032,-0.2385346,1.197382,1.853088,14.81234,84.59536,14.63837,,0.00041123,-0.000131893,8.98E-05
5.045373,6.38E+13,0.09194843,-0.001314784,0.01531695,-2.798065,-3.25235,0.5012893,-0.7480859,1.554185,2.351879,-1.250144,1.199136,2.845853,17.55166,-100.7893,-9.577881,-0.2388883,1.197875,1.853024,14.74986,84.57703,14.49448,,0,0,0
5.065373,6.38E+13,0.09194843,-0.001314784,0.01531695,-2.798065,-3.25235,0.5012893,-0.7480859,1.554185,2.351879,-1.250144,1.199136,2.845853,17.55166,-100.7893,-9.577881,-0.2388883,1.197875,1.853024,14.74986,84.57703,14.49448,,0.00038286,0.000281876,2.612E-05
5.085372,6.38E+13,0.09156557,-0.00159666,0.01529083,-2.808472,-3.237335,0.5724928,-0.7483751,1.553903,2.352132,-1.25056,1.199324,2.846144,17.52886,-100.7762,-9.395294,-0.2397867,1.198551,1.853387,14.70617,84.568,14.46351,,0.00038816,0.000557165,9.9E-06
5.105372,6.38E+13,0.09117741,-0.002153825,0.01528093,-2.656952,-3.179688,0.6131002,-0.7486566,1.553346,2.352399,-1.250484,1.199315,2.846352,17.48156,-100.673,-9.445984,-0.2408502,1.199286,1.853542,14.59484,84.57309,14.45222,,0.00040217,0.000390151,0.00010408
5.125373,6.38E+13,0.09077524,-0.002543976,0.01517685,-2.409729,-3.180908,0.665932,-0.7490146,1.552956,2.35261,-1.250605,1.199213,2.846978,17.3739,-100.6646,-9.650848,-0.2420718,1.199958,1.853804,14.51493,84.51734,14.35989,,0,0,0
5.145373,6.38E+13,0.09077524,-0.002543976,0.01517685,-2.409729,-3.180908,0.665932,-0.7490146,1.552956,2.35261,-1.250605,1.199213,2.846978,17.3739,-100.6646,-9.650848,-0.2420718,1.199958,1.853804,14.51493,84.51734,14.35989,,0.00044362,0.00035147,0.00024919
5.165372,6.38E+13,0.09033162,-0.002895446,0.01492766,-2.122559,-3.138275,0.5329378,-0.7495044,1.552605,2.352747,-1.250577,1.19897,2.84741,17.37592,-100.5277,-9.638214,-0.2431016,1.200311,1.854097,14.50352,84.49534,14.38985,,0.00072526,0.000406271,0.0004017
5.185372,6.38E+13,0.08960636,-0.003301717,0.01452596,-1.865662,-3.069824,0.3206288,-0.7503013,1.552198,2.352976,-1.250631,1.198692,2.847885,17.41636,-100.5499,-9.752106,-0.244769,1.200649,1.854232,14.50969,84.54608,14.44464,,0,0,0
5.205373,6.38E+13,0.08960636,-0.003301717,0.01452596,-1.865662,-3.069824,0.3206288,-0.7503013,1.552198,2.352976,-1.250631,1.198692,2.847885,17.41636,-100.5499,-9.752106,-0.244769,1.200649,1.854232,14.50969,84.54608,14.44464,,0.00042947,0.000288865,0.00026024
5.225373,6.38E+13,0.08917689,-0.003590582,0.01426572,-1.775574,-3.03598,0.3688082,-0.750789,1.551909,2.353096,-1.250719,1.198546,2.848295,17.35277,-100.5321,-9.754974,-0.2466954,1.200636,1.853761,14.59734,84.73056,14.50224,,0.00055591,0.000358864,8.399E-05
5.245374,6.38E+13,0.08862098,-0.003949446,0.01418173,-1.895782,-2.99881,0.5358438,-0.7512415,1.551551,2.35343,-1.250696,1.198336,2.848847,17.33832,-100.3925,-9.689636,-0.248017,1.200661,1.853132,14.65807,84.93264,14.62766,,0.00051021,0.000493782,0.0001596
5.265372,6.38E+13,0.08811077,-0.004443228,0.01402213,-2.04538,-2.955139,0.6892875,-0.7517151,1.551057,2.353678,-1.250544,1.198008,2.849383,17.20261,-100.2699,-9.808899,-0.2491507,1.200902,1.852342,14.62677,85.20599,14.60904,,0,0,0
5.285373,6.38E+13,0.08811077,-0.004443228,0.01402213,-2.04538,-2.955139,0.6892875,-0.7517151,1.551057,2.353678,-1.250544,1.198008,2.849383,17.20261,-100.2699,-9.808899,-0.2491507,1.200902,1.852342,14.62677,85.20599,14.60904,,0.00046361,2.6217E-05,0.0001826
5.305373,6.38E+13,0.08764716,-0.004469445,0.01383953,-1.994049,-2.985596,0.847802,-0.7521721,1.551031,2.353876,-1.250452,1.197562,2.849498,17.17268,-100.276,-9.888092,-0.2499562,1.201187,1.852207,14.6083,85.20303,14.36028,,0.00039575,0.000203813,0.00032192
5.325374,6.38E+13,0.08725141,-0.004673258,0.01351761,-1.795166,-3.002472,0.9057119,-0.7526795,1.550827,2.353928,-1.250241,1.196681,2.849501,17.25093,-100.1829,-9.891418,-0.2502303,1.201256,1.852639,14.59311,85.12859,14.41937,,0,0,0
5.345372,6.38E+13,0.08725141,-0.004673258,0.01351761,-1.795166,-3.002472,0.9057119,-0.7526795,1.550827,2.353928,-1.250241,1.196681,2.849501,17.25093,-100.1829,-9.891418,-0.2502303,1.201256,1.852639,14.59311,85.12859,14.41937,,0.00038912,0.000170259,0.00035718
5.365373,6.38E+13,0.08686229,-0.004843517,0.01316043,-1.541168,-3.021454,0.8152317,-0.7532072,1.550657,2.353951,-1.250064,1.19473,2.849353,17.48117,-99.99921,-10.05716,-0.2514027,1.20127,1.853109,14.5975,85.10955,14.51484,,0.00031174,-5.0569E-05,0.00052469
5.385373,6.38E+13,0.08655055,-0.004792948,0.01263574,-1.351501,-3.015228,0.6691589,-0.7537987,1.550707,2.3538,-1.250593,1.193296,2.849251,17.56664,-100.2663,-10.45227,-0.252412,1.201061,1.853675,14.67476,85.08183,14.38217,,0.00029418,-0.00012053,0.00043409
5.405374,6.38E+13,0.08625637,-0.004672418,0.01220165,-1.373505,-2.96228,0.6051279,-0.7543136,1.550828,2.353701,-1.251054,1.192881,2.84898,17.7357,-100.3398,-10.24234,-0.2533541,1.200646,1.854473,14.86802,84.94619,14.31891,,0,0,0
5.425372,6.38E+13,0.08625637,-0.004672418,0.01220165,-1.373505,-2.96228,0.6051279,-0.7543136,1.550828,2.353701,-1.251054,1.192881,2.84898,17.7357,-100.3398,-10.24234,-0.2533541,1.200646,1.854473,14.86802,84.94619,14.31891,,0.00027478,-0.000172886,0.00041096
5.445373,6.38E+13,0.08598159,-0.004499532,0.01179069,-1.533478,-2.890106,0.6017045,-0.7547985,1.551001,2.353605,-1.251757,1.192161,2.848694,17.96946,-100.1101,-9.79007,-0.253965,1.200266,1.855328,14.91153,84.95937,14.83605,,0.00027885,-0.000184251,0.00039107
5.465373,6.38E+13,0.08570274,-0.004315281,0.01139962,-1.6427,-2.810364,0.6944403,-0.7552723,1.551185,2.353526,-1.251981,1.192167,2.848697,17.87488,-100.2484,-10.00037,-0.2540833,1.200536,1.855366,14.84599,85.10312,14.86463,,0.00027318,0.000151715,0.00057289
5.485373,6.38E+13,0.08542956,-0.004466996,0.01082673,-1.575653,-2.746124,0.7630498,-0.7558705,1.551033,2.353314,-1.252672,1.191625,2.848538,17.91871,-100.2926,-10.01871,-0.2544066,1.200903,1.855682,14.88079,85.03255,14.68255,,0,0,0
5.505372,6.38E+13,0.08542956,-0.004466996,0.01082673,-1.575653,-2.746124,0.7630498,-0.7558705,1.551033,2.353314,-1.252672,1.191625,2.848538,17.91871,-100.2926,-10.01871,-0.2544066,1.200903,1.855682,14.88079,85.03255,14.68255,,0.00026463,1.9465E-05,0.00049402
5.525373,6.38E+13,0.08516493,-0.004486461,0.01033271,-1.606995,-2.675507,0.7737689,-0.756407,1.551014,2.353152,-1.25358,1.191099,2.848352,18.01004,-100.3479,-9.919403,-0.2549512,1.201713,1.856255,14.81897,84.96854,14.53072,,0.00024862,-2.7611E-05,0.000463526
5.545373,6.38E+13,0.08491631,-0.00445885,0.009869184,-1.73407,-2.633514,0.7301257,-0.7569105,1.551041,2.353,-1.254388,1.190811,2.848314,18.10816,-100.5124,-9.806091,-0.2555183,1.202547,1.856724,14.68088,84.94592,14.49589,,0,0,0
5.565373,6.38E+13,0.08491631,-0.00445885,0.009869184,-1.73407,-2.633514,0.7301257,-0.7569105,1.551041,2.353,-1.254388,1.190811,2.848314,18.10816,-100.5124,-9.806091,-0.2555183,1.202547,1.856724,14.68088,84.94592,14.49589,,0.00020475,9.0139E-05,0.000484611
5.585372,6.38E+13,0.08471156,-0.004548989,0.009384573,-1.840668,-2.565399,0.6221206,-0.757398,1.550951,2.352802,-1.254846,1.190689,2.848534,18.17218,-100.3555,-9.586334,-0.2560417,1.203317,1.857009,14.63169,84.90523,14.34305,,0.00017968,0.000258093,0.00041131
5.605372,6.38E+13,0.08453188,-0.004807082,0.008973263,-1.940826,-2.496307,0.6247862,-0.7578158,1.550693,2.352638,-1.255144,1.19075,2.848744,18.08245,-100.464,-9.806763,-0.2565072,1.203962,1.857117,14.59829,84.89308,14.20225,,0.00021312,0.000219167,0.000309142
5.625373,6.38E+13,0.08431876,-0.005026249,0.008664121,-2.119202,-2.440918,0.6639062,-0.7581851,1.550474,2.35257,-1.255398,1.190998,2.849002,17.96201,-100.4709,-9.845062,-0.2568531,1.204468,1.857085,14.51479,84.95711,14.23587,,0,0,0
5.645373,6.38E+13,0.08431876,-0.005026249,0.008664121,-2.119202,-2.440918,0.6639062,-0.7581851,1.550474,2.35257,-1.255398,1.190998,2.849002,17.96201,-100.4709,-9.845062,-0.2568531,1.204468,1.857085,14.51479,84.95711,14.23587,,0.00022387,0.000014282,0.000043019
5.665372,6.38E+13,0.08409489,-0.005040531,0.008621102,-2.231598,-2.476196,0.7657045,-0.7583739,1.55046,2.352698,-1.255497,1.191337,2.849272,17.90208,-100.3306,-9.683807,-0.25733,1.205192,1.856768,14.39419,85.06303,14.05551,,0.00023136,-0.000126986,0.000043731
5.685372,6.38E+13,0.08386353,-0.004913545,0.008577371,-2.18512,-2.568573,0.8310984,-0.7585684,1.550586,2.352831,-1.255086,1.191573,2.849325,17.77259,-100.0852,-9.751465,-0.2577625,1.205336,1.856192,14.47726,85.25954,13.61327,,0,0,0
5.705373,6.38E+13,0.08386353,-0.004913545,0.008577371,-2.18512,-2.568573,0.8310984,-0.7585684,1.550586,2.352831,-1.255086,1.191573,2.849325,17.77259,-100.0852,-9.751465,-0.2577625,1.205336,1.856192,14.47726,85.25954,13.61327,,0.00020279,7.0744E-05,0.000253544
5.725373,6.38E+13,0.08366074,-0.004984289,0.008323827,-1.914124,-2.708954,0.8430873,-0.7588911,1.550516,2.352795,-1.254879,1.191483,2.849111,17.68007,-99.94604,-10.03687,-0.2577387,1.204799,1.856126,14.58965,85.3006,13.54262,,0.00013074,-0.000210109,0.000229176
5.745374,6.38E+13,0.08353,-0.00477418,0.008094651,-1.795471,-2.861511,0.795651,-0.7591456,1.550726,2.352725,-1.25528,1.191376,2.848764,17.80031,-100.1228,-10.04944,-0.2577541,1.204274,1.856333,14.65298,85.29821,13.51454,,2.187E-05,-0.000341706,-4.8049E-05
5.765372,6.38E+13,0.08350813,-0.004432474,0.0081427,-1.924103,-3.026367,0.8196027,-0.7591271,1.551068,2.352775,-1.256409,1.1915,2.847907,17.99166,-100.3132,-9.736664,-0.2577749,1.20357,1.856746,14.79558,85.29278,13.48433,,0,0,0
5.785373,6.38E+13,0.08350813,-0.004432474,0.0081427,-1.924103,-3.026367,0.8196027,-0.7591271,1.551068,2.352775,-1.256409,1.1915,2.847907,17.99166,-100.3132,-9.736664,-0.2577749,1.20357,1.856746,14.79558,85.29278,13.48433,,-7.067E-05,-0.000508096,-0.00017469
5.805373,6.38E+13,0.0835788,-0.003924378,0.00831739,-2.120453,-3.110992,0.6943638,-0.7589536,1.551576,2.352848,-1.257825,1.191621,2.84723,18.24189,-100.5171,-9.295319,-0.2576942,1.202789,1.857317,14.92103,85.35085,13.48782,,-0.00020289,-0.000156545,-0.000183625
5.825374,6.38E+13,0.08378169,-0.003767833,0.008501015,-2.248047,-3.037537,0.5693103,-0.7586803,1.551732,2.352834,-1.258389,1.191708,2.847122,18.1196,-100.7761,-9.628754,-0.257467,1.201634,1.85861,15.03317,85.21524,13.77869,,0,0,0
5.845372,6.38E+13,0.08378169,-0.003767833,0.008501015,-2.248047,-3.037537,0.5693103,-0.7586803,1.551732,2.352834,-1.258389,1.191708,2.847122,18.1196,-100.7761,-9.628754,-0.257467,1.201634,1.85861,15.03317,85.21524,13.77869,,-0.00027183,0.000109837,-0.000129876
5.865373,6.38E+13,0.08405352,-0.00387767,0.008630891,-2.249908,-2.948761,0.5661722,-0.7583962,1.551622,2.352734,-1.258989,1.191992,2.846904,18.13281,-101.0029,-9.599335,-0.2569752,1.200492,1.860015,15.11499,85.12769,14.44799,,-0.00027947,0.000216105,-0.000226564
5.885373,6.38E+13,0.08433299,-0.004093775,0.008857455,-2.261841,-2.81601,0.5931347,-0.7580384,1.551406,2.352697,-1.259239,1.192359,2.846765,18.29972,-100.8709,-9.053864,-0.257059,1.200816,1.859625,15.04833,85.22028,14.20008,,-0.00018281,1.8515E-05,-0.000396405
5.905374,6.38E+13,0.0845158,-0.00411229,0.00925386,-2.289886,-2.688141,0.615042,-0.7576288,1.551388,2.352848,-1.259086,1.192294,2.846984,18.23023,-100.9756,-9.242706,-0.2570769,1.200747,1.859887,15.05256,85.19683,14.14381,,0,0,0
5.925372,6.38E+13,0.0845158,-0.00411229,0.00925386,-2.289886,-2.688141,0.615042,-0.7576288,1.551388,2.352848,-1.259086,1.192294,2.846984,18.23023,-100.9756,-9.242706,-0.2570769,1.200747,1.859887,15.05256,85.19683,14.14381,,-0.00020033,-4.558E-06,-0.000407294
5.945373,6.38E+13,0.08471613,-0.004107732,0.009661154,-2.272247,-2.552155,0.5483639,-0.7571992,1.551392,2.352994,-1.258853,1.192379,2.847116,18.20337,-100.9934,-9.289398,-0.2571996,1.200621,1.860669,15.05191,85.05634,14.09872,,-7.402E-05,-0.000108124,-0.000419066
5.965373,6.38E+13,0.08479015,-0.003999608,0.01008022,-2.193604,-2.455872,0.5105143,-0.7568505,1.551501,2.353238,-1.258424,1.192486,2.84751,18.20987,-100.9668,-9.28302,-0.2572986,1.200458,1.860771,15.03126,85.06228,14.09208,,0,0,0
5.985373,6.38E+13,0.08479015,-0.003999608,0.01008022,-2.193604,-2.455872,0.5105143,-0.7568505,1.551501,2.353238,-1.258424,1.192486,2.84751,18.20987,-100.9668,-9.28302,-0.2572986,1.200458,1.860771,15.03126,85.06228,14.09208,,1.632E-05,-9.3703E-05,-0.00039224
6.005372,6.38E+13,0.08477383,-0.003905905,0.01047246,-2.153198,-2.386292,0.4986968,-0.7565847,1.551594,2.353527,-1.257658,1.192561,2.848232,18.2323,-100.9096,-9.279694,-0.2576439,1.200036,1.86089,15.11655,85.09081,14.09896,,0.00012015,-3.9544E-05,-0.00043394
6.025373,6.38E+13,0.08465368,-0.003866361,0.0109064,-2.159119,-2.316681,0.4585534,-0.7563628,1.551634,2.353919,-1.256946,1.192604,2.849041,18.23009,-100.8556,-9.286285,-0.2581498,1.199641,1.860799,15.19543,85.19333,14.28441,,0.00026245,-5.0773E-05,-0.00050376
6.045373,6.38E+13,0.08439123,-0.003815588,0.01141016,-2.181458,-2.289764,0.4888882,-0.7561922,1.551685,2.35446,-1.255516,1.192544,2.850454,18.17635,-100.6521,-9.353821,-0.2586832,1.199539,1.860312,15.2502,85.43697,14.38133,,0,0,0
