,time1,dist1,rmse1,sign1,dx_std1,time2,dist2,rmse2,sign2,dx_std2
0,8.019852,6.56024706485612,0.059617193067105424,15.0,0.0031715648182438156,6.16,7.039404956688548,0.10195310433775212,10.0,0.0031698497435624427
1,7.16,7.0543767868733145,0.13021794010345927,14.0,0.003326068373537066,5.800000000000001,7.015757143326594,0.0716466365386438,13.0,0.003162117744281014
2,6.240000000000002,7.002184269910556,0.04465842774031132,16.0,0.00265083086876806,5.619999999999997,6.965589266895192,0.029851283838459513,16.0,0.002415854383013223
3,6.420000000000002,7.0384606425642495,0.06458887431712573,14.0,0.002903215134682397,5.699999999999996,6.992695424648267,0.02895413552213296,12.0,0.002433430975588869
4,6.460009999999997,7.024838967594018,0.07224402441124625,15.0,0.00308300606695663,5.759990000000002,6.989425561613245,0.08604452535133388,12.0,0.0024121536752573433
5,6.219999999999999,7.0230739834425355,0.05223005843625094,15.0,0.003031288544810357,5.619990000000001,6.98237426089438,0.14564801036256167,13.0,0.0024578934476586056
6,6.219980000000007,7.039362636620466,0.060054687477712976,15.0,0.0028606677304406614,5.7400499999999965,6.995203506463071,0.05364493710924166,15.0,0.002506959284516917
7,6.1601,7.009294366855889,0.054098064321751245,15.0,0.00242147353606121,5.640000000000001,7.002276954976953,0.10299082444831273,16.0,0.0024488717099333565
8,6.359999999999999,7.0511727972949885,0.09258067474775139,14.0,0.0033923781424100336,5.5201000000000136,6.9878376317303825,0.04732445054354093,16.0,0.002010468073666615
9,6.439999999999998,7.030656450644246,0.06178957500222429,13.0,0.0032474397962016085,5.580100000000016,6.991763528157356,0.08405171014713098,11.0,0.0022927852966092084
